,group,variable,month,17.23 COVID 1RA DOSIS DENTRO,17.23 COVID 1RA DOSIS DENTRO,17.23 COVID 1RA DOSIS FUERA,17.23 COVID 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
SAN PEDRO,otras vacunaciones,covid 1ra dosis,2021-03-01,20,44,0,0,20,44,64
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid 1ra dosis,2021-03-01,70,59,0,0,70,59,129
SAN PEDRO DE QUEMES,otras vacunaciones,covid 1ra dosis,2021-03-01,6,4,0,0,6,4,10
SAN PEDRO(PND),otras vacunaciones,covid 1ra dosis,2021-03-01,13,12,0,0,13,12,25
SAN RAFAEL,otras vacunaciones,covid 1ra dosis,2021-03-01,17,43,0,0,17,43,60
SAN RAMON SCZ,otras vacunaciones,covid 1ra dosis,2021-03-01,26,47,0,0,26,47,73
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid 1ra dosis,2021-03-01,1802,3317,1870,4144,3672,7461,11133
SANTA ROSA,otras vacunaciones,covid 1ra dosis,2021-03-01,27,55,0,0,27,55,82
SANTA ROSA DEL SARA,otras vacunaciones,covid 1ra dosis,2021-03-01,33,53,0,0,33,53,86
SANTIAGO DE HUATA,otras vacunaciones,covid 1ra dosis,2021-03-01,1,6,0,0,1,6,7
SANTIAGO DE MACHACA,otras vacunaciones,covid 1ra dosis,2021-03-01,10,9,1,1,11,10,21
SANTIVAÑES,otras vacunaciones,covid 1ra dosis,2021-03-01,49,64,0,0,49,64,113
SANTUARIO DE QUILLACAS,otras vacunaciones,covid 1ra dosis,2021-03-01,2,3,0,0,2,3,5
SAPAHAQUI,otras vacunaciones,covid 1ra dosis,2021-03-01,16,19,2,3,18,22,40
SENA,otras vacunaciones,covid 1ra dosis,2021-03-01,55,50,0,0,55,50,105
SHINAOTA,otras vacunaciones,covid 1ra dosis,2021-03-01,270,258,77,59,347,317,664
SICAYA,otras vacunaciones,covid 1ra dosis,2021-03-01,6,10,0,0,6,10,16
SIPE SIPE,otras vacunaciones,covid 1ra dosis,2021-03-01,256,420,1,1,257,421,678
SOPACHUY,otras vacunaciones,covid 1ra dosis,2021-03-01,17,42,0,0,17,42,59
SORACACHI,otras vacunaciones,covid 1ra dosis,2021-03-01,5,10,0,0,5,10,15
SORATA,otras vacunaciones,covid 1ra dosis,2021-03-01,33,30,8,5,41,35,76
SUCRE,otras vacunaciones,covid 1ra dosis,2021-03-01,3776,5693,0,0,3776,5693,9469
TACACHI,otras vacunaciones,covid 1ra dosis,2021-03-01,4,8,0,0,4,8,12
TACACOMA,otras vacunaciones,covid 1ra dosis,2021-03-01,25,26,2,0,27,26,53
TACOBAMBA,otras vacunaciones,covid 1ra dosis,2021-03-01,30,21,0,0,30,21,51
TACOPAYA,otras vacunaciones,covid 1ra dosis,2021-03-01,39,37,9,16,48,53,101
TAHUA,otras vacunaciones,covid 1ra dosis,2021-03-01,10,4,0,0,10,4,14
TAPACARI,otras vacunaciones,covid 1ra dosis,2021-03-01,40,42,0,0,40,42,82
TARABUCO,otras vacunaciones,covid 1ra dosis,2021-03-01,42,86,0,0,42,86,128
TARATA,otras vacunaciones,covid 1ra dosis,2021-03-01,50,65,0,0,50,65,115
TARIJA,otras vacunaciones,covid 1ra dosis,2021-03-01,2824,4336,80,144,2904,4480,7384
TEOPONTE,otras vacunaciones,covid 1ra dosis,2021-03-01,41,30,9,8,50,38,88
TIAHUANACU,otras vacunaciones,covid 1ra dosis,2021-03-01,24,26,0,0,24,26,50
TINGUIPAYA,otras vacunaciones,covid 1ra dosis,2021-03-01,52,41,0,0,52,41,93
TIPUANI,otras vacunaciones,covid 1ra dosis,2021-03-01,34,25,0,0,34,25,59
TIQUIPAYA,otras vacunaciones,covid 1ra dosis,2021-03-01,202,421,0,0,202,421,623
TIRAQUE (CBBA),otras vacunaciones,covid 1ra dosis,2021-03-01,26,42,0,0,26,42,68
TOCO,otras vacunaciones,covid 1ra dosis,2021-03-01,45,62,0,0,45,62,107
TODOS SANTOS,otras vacunaciones,covid 1ra dosis,2021-03-01,8,10,0,0,8,10,18
TOLATA,otras vacunaciones,covid 1ra dosis,2021-03-01,58,83,0,0,58,83,141
TOLEDO,otras vacunaciones,covid 1ra dosis,2021-03-01,5,6,0,0,5,6,11
TOMAVE,otras vacunaciones,covid 1ra dosis,2021-03-01,43,38,0,0,43,38,81
TOMINA,otras vacunaciones,covid 1ra dosis,2021-03-01,24,40,10,20,34,60,94
TORO TORO,otras vacunaciones,covid 1ra dosis,2021-03-01,35,10,0,0,35,10,45
TOTORA(CBBA),otras vacunaciones,covid 1ra dosis,2021-03-01,119,144,0,0,119,144,263
TOTORA(ORR),otras vacunaciones,covid 1ra dosis,2021-03-01,4,3,0,1,4,4,8
TRIGAL,otras vacunaciones,covid 1ra dosis,2021-03-01,9,8,0,0,9,8,17
TRINIDAD,otras vacunaciones,covid 1ra dosis,2021-03-01,344,709,89,123,433,832,1265
TUPIZA,otras vacunaciones,covid 1ra dosis,2021-03-01,180,278,0,0,180,278,458
TURCO,otras vacunaciones,covid 1ra dosis,2021-03-01,90,69,0,0,90,69,159
UNCIA,otras vacunaciones,covid 1ra dosis,2021-03-01,168,234,0,0,168,234,402
URIONDO (A. CONCEPCION),otras vacunaciones,covid 1ra dosis,2021-03-01,87,102,0,0,87,102,189
UYUNI,otras vacunaciones,covid 1ra dosis,2021-03-01,51,69,0,0,51,69,120
VACAS,otras vacunaciones,covid 1ra dosis,2021-03-01,18,29,0,0,18,29,47
VALLEGRANDE,otras vacunaciones,covid 1ra dosis,2021-03-01,55,178,0,0,55,178,233
VILA VILA,otras vacunaciones,covid 1ra dosis,2021-03-01,8,7,8,30,16,37,53
VILLA CHARCAS,otras vacunaciones,covid 1ra dosis,2021-03-01,26,36,0,0,26,36,62
VILLA MONTES,otras vacunaciones,covid 1ra dosis,2021-03-01,37,86,0,0,37,86,123
VILLA RIVERO,otras vacunaciones,covid 1ra dosis,2021-03-01,64,81,0,0,64,81,145
VILLA SERRANO,otras vacunaciones,covid 1ra dosis,2021-03-01,34,42,0,0,34,42,76
VILLA TUNARI,otras vacunaciones,covid 1ra dosis,2021-03-01,349,370,76,88,425,458,883
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 1ra dosis,2021-03-01,20,41,0,0,20,41,61
VILLAZON,otras vacunaciones,covid 1ra dosis,2021-03-01,123,214,0,1,123,215,338
VINTO,otras vacunaciones,covid 1ra dosis,2021-03-01,232,383,0,0,232,383,615
VITICHI,otras vacunaciones,covid 1ra dosis,2021-03-01,31,29,3,1,34,30,64
WALDO BALLIVIAN,otras vacunaciones,covid 1ra dosis,2021-03-01,14,8,3,2,17,10,27
YACO,otras vacunaciones,covid 1ra dosis,2021-03-01,2,0,1,2,3,2,5
YACUIBA,otras vacunaciones,covid 1ra dosis,2021-03-01,407,632,77,88,484,720,1204
YAMPARAEZ,otras vacunaciones,covid 1ra dosis,2021-03-01,22,48,0,0,22,48,70
YANACACHI,otras vacunaciones,covid 1ra dosis,2021-03-01,4,7,8,11,12,18,30
YAPACANI,otras vacunaciones,covid 1ra dosis,2021-03-01,131,281,0,0,131,281,412
YOCALLA,otras vacunaciones,covid 1ra dosis,2021-03-01,25,22,0,0,25,22,47
YOTALA,otras vacunaciones,covid 1ra dosis,2021-03-01,36,36,0,0,36,36,72
YUNCHARA,otras vacunaciones,covid 1ra dosis,2021-03-01,31,41,15,15,46,56,102
ZUDAÑEZ,otras vacunaciones,covid 1ra dosis,2021-03-01,28,40,0,0,28,40,68
ACACIO,otras vacunaciones,covid 1ra dosis,2021-04-01,13,9,4,3,17,12,29
AIQUILE,otras vacunaciones,covid 1ra dosis,2021-04-01,439,561,0,0,439,561,1000
ALALAY,otras vacunaciones,covid 1ra dosis,2021-04-01,57,72,13,12,70,84,154
ALTO BENI,otras vacunaciones,covid 1ra dosis,2021-04-01,1,0,102,65,103,65,168
ANCORAIMES,otras vacunaciones,covid 1ra dosis,2021-04-01,57,36,0,0,57,36,93
ANDAMARCA,otras vacunaciones,covid 1ra dosis,2021-04-01,68,71,72,89,140,160,300
ANTEQUERA,otras vacunaciones,covid 1ra dosis,2021-04-01,151,132,0,0,151,132,283
ANZALDO,otras vacunaciones,covid 1ra dosis,2021-04-01,48,61,0,0,48,61,109
APOLO,otras vacunaciones,covid 1ra dosis,2021-04-01,117,100,64,66,181,166,347
ARAMPAMPA,otras vacunaciones,covid 1ra dosis,2021-04-01,8,2,0,0,8,2,10
ARANI,otras vacunaciones,covid 1ra dosis,2021-04-01,133,205,0,0,133,205,338
ARBIETO,otras vacunaciones,covid 1ra dosis,2021-04-01,252,328,0,0,252,328,580
ARQUE,otras vacunaciones,covid 1ra dosis,2021-04-01,61,78,38,35,99,113,212
ASCENCION DE GUARAYOS,otras vacunaciones,covid 1ra dosis,2021-04-01,35,42,9,4,44,46,90
ATOCHA,otras vacunaciones,covid 1ra dosis,2021-04-01,1,1,0,0,1,1,2
AUCAPATA,otras vacunaciones,covid 1ra dosis,2021-04-01,36,28,9,6,45,34,79
AYATA,otras vacunaciones,covid 1ra dosis,2021-04-01,25,37,39,40,64,77,141
AYO AYO,otras vacunaciones,covid 1ra dosis,2021-04-01,88,105,0,0,88,105,193
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 1ra dosis,2021-04-01,593,602,262,313,855,915,1770
BATALLAS,otras vacunaciones,covid 1ra dosis,2021-04-01,84,59,0,0,84,59,143
BAURES,otras vacunaciones,covid 1ra dosis,2021-04-01,484,489,0,0,484,489,973
BELEN DE ANDAMARCA,otras vacunaciones,covid 1ra dosis,2021-04-01,57,80,0,0,57,80,137
BELEN DE URMIRI,otras vacunaciones,covid 1ra dosis,2021-04-01,2,2,0,0,2,2,4
BELLA FLOR,otras vacunaciones,covid 1ra dosis,2021-04-01,75,105,81,93,156,198,354
BERMEJO,otras vacunaciones,covid 1ra dosis,2021-04-01,22,20,0,0,22,20,42
BETANZOS,otras vacunaciones,covid 1ra dosis,2021-04-01,22,21,5,4,27,25,52
BOLIVAR,otras vacunaciones,covid 1ra dosis,2021-04-01,52,56,29,33,81,89,170
BOLPEBRA,otras vacunaciones,covid 1ra dosis,2021-04-01,46,43,85,73,131,116,247
BUENA VISTA,otras vacunaciones,covid 1ra dosis,2021-04-01,63,50,0,0,63,50,113
CAIROMA,otras vacunaciones,covid 1ra dosis,2021-04-01,21,18,41,42,62,60,122
"CAIZA ""D""",otras vacunaciones,covid 1ra dosis,2021-04-01,4,9,0,0,4,9,13
CAJUATA,otras vacunaciones,covid 1ra dosis,2021-04-01,132,108,10,3,142,111,253
CALACOTO,otras vacunaciones,covid 1ra dosis,2021-04-01,11,6,22,20,33,26,59
CALAMARCA,otras vacunaciones,covid 1ra dosis,2021-04-01,75,99,36,29,111,128,239
CAMARGO,otras vacunaciones,covid 1ra dosis,2021-04-01,4,12,0,0,4,12,16
CAMIRI,otras vacunaciones,covid 1ra dosis,2021-04-01,1541,1680,87,142,1628,1822,3450
CAPINOTA,otras vacunaciones,covid 1ra dosis,2021-04-01,361,475,0,0,361,475,836
CAQUIAVIRI,otras vacunaciones,covid 1ra dosis,2021-04-01,25,28,20,22,45,50,95
CARACOLLO,otras vacunaciones,covid 1ra dosis,2021-04-01,440,455,25,20,465,475,940
CARANAVI,otras vacunaciones,covid 1ra dosis,2021-04-01,542,335,18,10,560,345,905
CARANGAS,otras vacunaciones,covid 1ra dosis,2021-04-01,7,9,0,0,7,9,16
CARAPARI,otras vacunaciones,covid 1ra dosis,2021-04-01,19,23,220,45,239,68,307
CARIPUYO,otras vacunaciones,covid 1ra dosis,2021-04-01,18,20,2,8,20,28,48
CATACORA,otras vacunaciones,covid 1ra dosis,2021-04-01,6,6,43,60,49,66,115
CHALLAPATA,otras vacunaciones,covid 1ra dosis,2021-04-01,257,291,391,439,648,730,1378
CHAQUI,otras vacunaciones,covid 1ra dosis,2021-04-01,6,9,7,8,13,17,30
CHARAGUA,otras vacunaciones,covid 1ra dosis,2021-04-01,181,195,170,194,351,389,740
CHARAÑA,otras vacunaciones,covid 1ra dosis,2021-04-01,10,10,13,13,23,23,46
CHAYANTA,otras vacunaciones,covid 1ra dosis,2021-04-01,141,183,12,16,153,199,352
CHIMORE,otras vacunaciones,covid 1ra dosis,2021-04-01,244,216,22,21,266,237,503
CHIPAYA,otras vacunaciones,covid 1ra dosis,2021-04-01,45,44,1,1,46,45,91
CHOQUE COTA,otras vacunaciones,covid 1ra dosis,2021-04-01,51,68,0,0,51,68,119
CHUA COCANI,otras vacunaciones,covid 1ra dosis,2021-04-01,0,0,43,35,43,35,78
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 1ra dosis,2021-04-01,162,123,76,51,238,174,412
CHUMA,otras vacunaciones,covid 1ra dosis,2021-04-01,39,41,52,47,91,88,179
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 1ra dosis,2021-04-01,7,18,0,0,7,18,25
CKOCHAS,otras vacunaciones,covid 1ra dosis,2021-04-01,57,58,9,6,66,64,130
CLIZA,otras vacunaciones,covid 1ra dosis,2021-04-01,322,404,0,0,322,404,726
COBIJA,otras vacunaciones,covid 1ra dosis,2021-04-01,3902,4022,6660,5538,10562,9560,20122
COCAPATA,otras vacunaciones,covid 1ra dosis,2021-04-01,167,219,63,63,230,282,512
COCHABAMBA,otras vacunaciones,covid 1ra dosis,2021-04-01,15521,18682,2,0,15523,18682,34205
COIPASA,otras vacunaciones,covid 1ra dosis,2021-04-01,6,5,0,0,6,5,11
COLCAPIRHUA,otras vacunaciones,covid 1ra dosis,2021-04-01,358,458,3,18,361,476,837
"COLCHA ""K""",otras vacunaciones,covid 1ra dosis,2021-04-01,79,83,3,1,82,84,166
COLLANA,otras vacunaciones,covid 1ra dosis,2021-04-01,33,40,18,23,51,63,114
COLOMI,otras vacunaciones,covid 1ra dosis,2021-04-01,120,150,8,12,128,162,290
COLPA BELGICA,otras vacunaciones,covid 1ra dosis,2021-04-01,18,14,0,0,18,14,32
COLQUECHACA,otras vacunaciones,covid 1ra dosis,2021-04-01,5,13,0,0,5,13,18
COLQUENCHA,otras vacunaciones,covid 1ra dosis,2021-04-01,68,65,8,15,76,80,156
COLQUIRI,otras vacunaciones,covid 1ra dosis,2021-04-01,95,71,47,56,142,127,269
COMANCHE,otras vacunaciones,covid 1ra dosis,2021-04-01,2,4,17,8,19,12,31
COMBAYA,otras vacunaciones,covid 1ra dosis,2021-04-01,18,14,17,19,35,33,68
CONCEPCION,otras vacunaciones,covid 1ra dosis,2021-04-01,146,119,0,0,146,119,265
COPACABANA,otras vacunaciones,covid 1ra dosis,2021-04-01,39,10,15,12,54,22,76
CORIPATA,otras vacunaciones,covid 1ra dosis,2021-04-01,220,124,0,0,220,124,344
CORO CORO,otras vacunaciones,covid 1ra dosis,2021-04-01,36,38,16,7,52,45,97
COROICO,otras vacunaciones,covid 1ra dosis,2021-04-01,179,164,22,16,201,180,381
CORQUE,otras vacunaciones,covid 1ra dosis,2021-04-01,192,229,67,61,259,290,549
COTAGAITA,otras vacunaciones,covid 1ra dosis,2021-04-01,104,140,7,11,111,151,262
COTOCA,otras vacunaciones,covid 1ra dosis,2021-04-01,158,207,0,0,158,207,365
CRUZ DE MACHACAMARCA,otras vacunaciones,covid 1ra dosis,2021-04-01,29,27,0,0,29,27,56
CUATRO CAÑADAS,otras vacunaciones,covid 1ra dosis,2021-04-01,219,219,0,0,219,219,438
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid 1ra dosis,2021-04-01,51,79,0,0,51,79,130
CUEVO,otras vacunaciones,covid 1ra dosis,2021-04-01,4,2,0,0,4,2,6
CULPINA,otras vacunaciones,covid 1ra dosis,2021-04-01,2,5,0,0,2,5,7
CURAHUARA DE CARANGAS,otras vacunaciones,covid 1ra dosis,2021-04-01,53,49,73,75,126,124,250
CURVA,otras vacunaciones,covid 1ra dosis,2021-04-01,16,29,8,7,24,36,60
EL ALTO,otras vacunaciones,covid 1ra dosis,2021-04-01,10032,9885,1811,1743,11843,11628,23471
EL CHORO,otras vacunaciones,covid 1ra dosis,2021-04-01,85,73,30,46,115,119,234
EL PUENTE(STC),otras vacunaciones,covid 1ra dosis,2021-04-01,140,129,0,0,140,129,269
EL PUENTE(TJA),otras vacunaciones,covid 1ra dosis,2021-04-01,123,153,1,1,124,154,278
EL TORNO,otras vacunaciones,covid 1ra dosis,2021-04-01,132,125,0,0,132,125,257
ENTRE RIOS TRJ,otras vacunaciones,covid 1ra dosis,2021-04-01,126,148,0,0,126,148,274
ENTRE RIOS CBBA,otras vacunaciones,covid 1ra dosis,2021-04-01,277,223,0,0,277,223,500
ESCARA,otras vacunaciones,covid 1ra dosis,2021-04-01,46,49,0,0,46,49,95
ESCOMA,otras vacunaciones,covid 1ra dosis,2021-04-01,93,79,0,0,93,79,172
ESMERALDA,otras vacunaciones,covid 1ra dosis,2021-04-01,18,26,0,0,18,26,44
EUCALIPTUS,otras vacunaciones,covid 1ra dosis,2021-04-01,158,177,11,13,169,190,359
EUREKA (SANTOS MERCADO),otras vacunaciones,covid 1ra dosis,2021-04-01,0,0,87,85,87,85,172
FILADELFIA,otras vacunaciones,covid 1ra dosis,2021-04-01,107,73,307,354,414,427,841
GENERAL SAAVEDRA,otras vacunaciones,covid 1ra dosis,2021-04-01,13,29,0,0,13,29,42
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid 1ra dosis,2021-04-01,39,40,66,55,105,95,200
GUANAY,otras vacunaciones,covid 1ra dosis,2021-04-01,41,34,87,81,128,115,243
GUAYARAMERIN,otras vacunaciones,covid 1ra dosis,2021-04-01,2724,2188,85,83,2809,2271,5080
GUTIERREZ,otras vacunaciones,covid 1ra dosis,2021-04-01,6,2,0,0,6,2,8
HUACARETA,otras vacunaciones,covid 1ra dosis,2021-04-01,423,534,179,264,602,798,1400
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid 1ra dosis,2021-04-01,80,70,60,92,140,162,302
HUANUNI,otras vacunaciones,covid 1ra dosis,2021-04-01,644,837,39,50,683,887,1570
HUARACAJE,otras vacunaciones,covid 1ra dosis,2021-04-01,150,152,0,0,150,152,302
HUARINA,otras vacunaciones,covid 1ra dosis,2021-04-01,48,45,23,27,71,72,143
HUATAJATA,otras vacunaciones,covid 1ra dosis,2021-04-01,0,0,41,44,41,44,85
HUAYLLAMARCA,otras vacunaciones,covid 1ra dosis,2021-04-01,92,87,12,14,104,101,205
HUMANATA,otras vacunaciones,covid 1ra dosis,2021-04-01,21,13,15,11,36,24,60
ICHOCA,otras vacunaciones,covid 1ra dosis,2021-04-01,43,40,8,9,51,49,100
ICLA,otras vacunaciones,covid 1ra dosis,2021-04-01,3,1,0,0,3,1,4
INCAHUASI,otras vacunaciones,covid 1ra dosis,2021-04-01,3,2,0,0,3,2,5
INGAVI (HUMAITA),otras vacunaciones,covid 1ra dosis,2021-04-01,13,12,87,38,100,50,150
INQUISIVI,otras vacunaciones,covid 1ra dosis,2021-04-01,95,78,28,33,123,111,234
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid 1ra dosis,2021-04-01,164,134,68,67,232,201,433
IXIAMAS,otras vacunaciones,covid 1ra dosis,2021-04-01,72,73,1,0,73,73,146
LA ASUNTA,otras vacunaciones,covid 1ra dosis,2021-04-01,247,150,26,15,273,165,438
LA GUARDIA,otras vacunaciones,covid 1ra dosis,2021-04-01,930,1109,0,0,930,1109,2039
LA PAZ,otras vacunaciones,covid 1ra dosis,2021-04-01,17403,20430,3423,3793,20826,24223,45049
LA RIVERA,otras vacunaciones,covid 1ra dosis,2021-04-01,7,14,0,0,7,14,21
LAS CARRERAS,otras vacunaciones,covid 1ra dosis,2021-04-01,4,3,0,0,4,3,7
LICOMA PAMPA,otras vacunaciones,covid 1ra dosis,2021-04-01,1,7,34,17,35,24,59
LLALLAGUA,otras vacunaciones,covid 1ra dosis,2021-04-01,894,1050,16,24,910,1074,1984
LLICA,otras vacunaciones,covid 1ra dosis,2021-04-01,18,19,0,0,18,19,37
LORETO,otras vacunaciones,covid 1ra dosis,2021-04-01,37,48,30,31,67,79,146
LURIBAY,otras vacunaciones,covid 1ra dosis,2021-04-01,65,68,9,6,74,74,148
MACHACAMARCA,otras vacunaciones,covid 1ra dosis,2021-04-01,335,403,1,2,336,405,741
MACHARETI,otras vacunaciones,covid 1ra dosis,2021-04-01,224,288,103,127,327,415,742
MAGDALENA,otras vacunaciones,covid 1ra dosis,2021-04-01,393,413,0,0,393,413,806
MAIRANA,otras vacunaciones,covid 1ra dosis,2021-04-01,15,18,37,38,52,56,108
MALLA,otras vacunaciones,covid 1ra dosis,2021-04-01,8,3,59,50,67,53,120
MAPIRI,otras vacunaciones,covid 1ra dosis,2021-04-01,108,88,6,4,114,92,206
MINEROS,otras vacunaciones,covid 1ra dosis,2021-04-01,133,114,0,0,133,114,247
MIZQUE,otras vacunaciones,covid 1ra dosis,2021-04-01,350,445,96,157,446,602,1048
MOCOMOCO,otras vacunaciones,covid 1ra dosis,2021-04-01,53,38,51,52,104,90,194
MOJINETE,otras vacunaciones,covid 1ra dosis,2021-04-01,11,17,5,9,16,26,42
MONTEAGUDO,otras vacunaciones,covid 1ra dosis,2021-04-01,1308,1502,873,1126,2181,2628,4809
MONTERO,otras vacunaciones,covid 1ra dosis,2021-04-01,103,134,16,1,119,135,254
MORO MORO,otras vacunaciones,covid 1ra dosis,2021-04-01,3,5,0,0,3,5,8
MOROCHATA,otras vacunaciones,covid 1ra dosis,2021-04-01,69,87,0,0,69,87,156
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid 1ra dosis,2021-04-01,56,34,33,41,89,75,164
NAZACARA DE PACAJES,otras vacunaciones,covid 1ra dosis,2021-04-01,12,28,0,0,12,28,40
OCURI,otras vacunaciones,covid 1ra dosis,2021-04-01,6,8,0,0,6,8,14
OMEREQUE,otras vacunaciones,covid 1ra dosis,2021-04-01,166,234,53,47,219,281,500
ORURO,otras vacunaciones,covid 1ra dosis,2021-04-01,7282,7795,3,2,7285,7797,15082
PADCAYA,otras vacunaciones,covid 1ra dosis,2021-04-01,583,626,47,74,630,700,1330
PADILLA,otras vacunaciones,covid 1ra dosis,2021-04-01,684,798,12,10,696,808,1504
PAILON,otras vacunaciones,covid 1ra dosis,2021-04-01,153,187,0,0,153,187,340
PALOS BLANCOS,otras vacunaciones,covid 1ra dosis,2021-04-01,203,153,16,16,219,169,388
PAMPA AULLAGAS,otras vacunaciones,covid 1ra dosis,2021-04-01,92,96,15,17,107,113,220
PAMPA GRANDE,otras vacunaciones,covid 1ra dosis,2021-04-01,21,23,31,31,52,54,106
PASORAPA,otras vacunaciones,covid 1ra dosis,2021-04-01,239,277,0,0,239,277,516
PAZÑA,otras vacunaciones,covid 1ra dosis,2021-04-01,134,134,47,48,181,182,363
PELECHUCO,otras vacunaciones,covid 1ra dosis,2021-04-01,37,17,22,27,59,44,103
POCONA,otras vacunaciones,covid 1ra dosis,2021-04-01,470,605,0,0,470,605,1075
POJO (CBBA),otras vacunaciones,covid 1ra dosis,2021-04-01,53,51,0,0,53,51,104
POOPO,otras vacunaciones,covid 1ra dosis,2021-04-01,233,241,0,0,233,241,474
PORCO,otras vacunaciones,covid 1ra dosis,2021-04-01,48,42,0,0,48,42,90
PORONGO,otras vacunaciones,covid 1ra dosis,2021-04-01,57,75,0,0,57,75,132
PORTACHUELO,otras vacunaciones,covid 1ra dosis,2021-04-01,32,36,0,0,32,36,68
PORVENIR,otras vacunaciones,covid 1ra dosis,2021-04-01,0,0,1013,941,1013,941,1954
POTOSI,otras vacunaciones,covid 1ra dosis,2021-04-01,4756,6094,554,702,5310,6796,12106
PRESTO,otras vacunaciones,covid 1ra dosis,2021-04-01,2,2,0,0,2,2,4
PUCARA,otras vacunaciones,covid 1ra dosis,2021-04-01,13,8,0,0,13,8,21
PUCARANI,otras vacunaciones,covid 1ra dosis,2021-04-01,162,148,21,14,183,162,345
PUERTO ACOSTA,otras vacunaciones,covid 1ra dosis,2021-04-01,17,18,0,0,17,18,35
PUERTO CARABUCO,otras vacunaciones,covid 1ra dosis,2021-04-01,7,3,18,14,25,17,42
PUERTO GONZALO MORENO,otras vacunaciones,covid 1ra dosis,2021-04-01,37,23,399,379,436,402,838
PUERTO PEREZ,otras vacunaciones,covid 1ra dosis,2021-04-01,25,0,0,0,25,0,25
PUERTO RICO,otras vacunaciones,covid 1ra dosis,2021-04-01,246,130,67,55,313,185,498
PUERTO SILES,otras vacunaciones,covid 1ra dosis,2021-04-01,37,52,0,0,37,52,89
PUERTO VILLARROEL,otras vacunaciones,covid 1ra dosis,2021-04-01,436,449,0,0,436,449,885
PUNA,otras vacunaciones,covid 1ra dosis,2021-04-01,3,5,0,0,3,5,8
PUNATA,otras vacunaciones,covid 1ra dosis,2021-04-01,466,605,0,0,466,605,1071
QUIABAYA,otras vacunaciones,covid 1ra dosis,2021-04-01,0,0,50,50,50,50,100
QUILLACOLLO,otras vacunaciones,covid 1ra dosis,2021-04-01,1250,1388,0,1,1250,1389,2639
QUIME,otras vacunaciones,covid 1ra dosis,2021-04-01,97,80,34,40,131,120,251
QUIRUSILLAS,otras vacunaciones,covid 1ra dosis,2021-04-01,17,20,0,1,17,21,38
RAQAYPAMPA(ETA),otras vacunaciones,covid 1ra dosis,2021-04-01,116,152,14,18,130,170,300
REYES,otras vacunaciones,covid 1ra dosis,2021-04-01,233,164,185,173,418,337,755
RIBERALTA,otras vacunaciones,covid 1ra dosis,2021-04-01,5051,5190,460,440,5511,5630,11141
ROBORE,otras vacunaciones,covid 1ra dosis,2021-04-01,34,36,0,0,34,36,70
RURRENABAQUE,otras vacunaciones,covid 1ra dosis,2021-04-01,370,294,0,0,370,294,664
SABAYA,otras vacunaciones,covid 1ra dosis,2021-04-01,87,91,0,0,87,91,178
SACABA,otras vacunaciones,covid 1ra dosis,2021-04-01,1347,1635,21,9,1368,1644,3012
SACABAMBA,otras vacunaciones,covid 1ra dosis,2021-04-01,36,64,0,0,36,64,100
SACACA,otras vacunaciones,covid 1ra dosis,2021-04-01,40,53,0,0,40,53,93
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid 1ra dosis,2021-04-01,121,140,121,133,242,273,515
SAMAIPATA,otras vacunaciones,covid 1ra dosis,2021-04-01,53,45,3,3,56,48,104
SAN AGUSTIN,otras vacunaciones,covid 1ra dosis,2021-04-01,9,7,0,0,9,7,16
SAN ANDRES,otras vacunaciones,covid 1ra dosis,2021-04-01,53,56,2,7,55,63,118
SAN ANTONIO DE ESMORUCO,otras vacunaciones,covid 1ra dosis,2021-04-01,25,37,4,11,29,48,77
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid 1ra dosis,2021-04-01,40,37,0,0,40,37,77
SAN BENITO,otras vacunaciones,covid 1ra dosis,2021-04-01,150,195,0,0,150,195,345
SAN BORJA,otras vacunaciones,covid 1ra dosis,2021-04-01,387,359,3,0,390,359,749
SAN BUENA VENTURA,otras vacunaciones,covid 1ra dosis,2021-04-01,75,74,3,2,78,76,154
SAN CARLOS,otras vacunaciones,covid 1ra dosis,2021-04-01,116,99,0,0,116,99,215
SAN IGNACIO,otras vacunaciones,covid 1ra dosis,2021-04-01,273,279,48,52,321,331,652
SAN IGNACIO DE VELASCO,otras vacunaciones,covid 1ra dosis,2021-04-01,9107,8461,640,712,9747,9173,18920
SAN JAVIER(BNI),otras vacunaciones,covid 1ra dosis,2021-04-01,6,6,80,70,86,76,162
SAN JAVIER(STC),otras vacunaciones,covid 1ra dosis,2021-04-01,101,93,0,0,101,93,194
SAN JOAQUIN,otras vacunaciones,covid 1ra dosis,2021-04-01,273,261,0,0,273,261,534
