,group,variable,month,17.24 COVID 2DA DOSIS DENTRO,17.24 COVID 2DA DOSIS DENTRO,17.24 COVID 2DA DOSIS FUERA,17.24 COVID 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
VINTO,otras vacunaciones,covid 2da dosis,2021-03-01,108,236,0,1,108,237,345
VITICHI,otras vacunaciones,covid 2da dosis,2021-03-01,22,10,0,0,22,10,32
WALDO BALLIVIAN,otras vacunaciones,covid 2da dosis,2021-03-01,4,7,0,0,4,7,11
YACO,otras vacunaciones,covid 2da dosis,2021-03-01,0,1,1,0,1,1,2
YACUIBA,otras vacunaciones,covid 2da dosis,2021-03-01,287,409,54,70,341,479,820
YAMPARAEZ,otras vacunaciones,covid 2da dosis,2021-03-01,20,42,0,0,20,42,62
YANACACHI,otras vacunaciones,covid 2da dosis,2021-03-01,9,13,0,0,9,13,22
YAPACANI,otras vacunaciones,covid 2da dosis,2021-03-01,71,153,0,0,71,153,224
YOCALLA,otras vacunaciones,covid 2da dosis,2021-03-01,18,10,0,0,18,10,28
YOTALA,otras vacunaciones,covid 2da dosis,2021-03-01,33,34,0,0,33,34,67
YUNCHARA,otras vacunaciones,covid 2da dosis,2021-03-01,42,36,1,2,43,38,81
ZUDAÑEZ,otras vacunaciones,covid 2da dosis,2021-03-01,27,31,0,0,27,31,58
ACACIO,otras vacunaciones,covid 2da dosis,2021-04-01,7,2,0,0,7,2,9
AIQUILE,otras vacunaciones,covid 2da dosis,2021-04-01,133,166,0,0,133,166,299
ALALAY,otras vacunaciones,covid 2da dosis,2021-04-01,5,7,0,0,5,7,12
ALCALA,otras vacunaciones,covid 2da dosis,2021-04-01,1,6,0,0,1,6,7
ALTO BENI,otras vacunaciones,covid 2da dosis,2021-04-01,0,0,101,70,101,70,171
ANCORAIMES,otras vacunaciones,covid 2da dosis,2021-04-01,10,8,0,0,10,8,18
ANDAMARCA,otras vacunaciones,covid 2da dosis,2021-04-01,105,115,10,19,115,134,249
ANTEQUERA,otras vacunaciones,covid 2da dosis,2021-04-01,52,48,0,0,52,48,100
ANZALDO,otras vacunaciones,covid 2da dosis,2021-04-01,4,8,0,0,4,8,12
APOLO,otras vacunaciones,covid 2da dosis,2021-04-01,17,18,0,0,17,18,35
ARAMPAMPA,otras vacunaciones,covid 2da dosis,2021-04-01,5,8,0,0,5,8,13
ARANI,otras vacunaciones,covid 2da dosis,2021-04-01,29,55,0,0,29,55,84
ARBIETO,otras vacunaciones,covid 2da dosis,2021-04-01,3,3,0,0,3,3,6
ARQUE,otras vacunaciones,covid 2da dosis,2021-04-01,23,27,20,23,43,50,93
ASCENCION DE GUARAYOS,otras vacunaciones,covid 2da dosis,2021-04-01,9,38,0,0,9,38,47
ATOCHA,otras vacunaciones,covid 2da dosis,2021-04-01,28,42,0,0,28,42,70
AUCAPATA,otras vacunaciones,covid 2da dosis,2021-04-01,13,13,5,0,18,13,31
AYATA,otras vacunaciones,covid 2da dosis,2021-04-01,5,10,2,4,7,14,21
AYO AYO,otras vacunaciones,covid 2da dosis,2021-04-01,5,5,0,0,5,5,10
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 2da dosis,2021-04-01,65,70,51,60,116,130,246
BATALLAS,otras vacunaciones,covid 2da dosis,2021-04-01,6,6,0,0,6,6,12
BAURES,otras vacunaciones,covid 2da dosis,2021-04-01,17,17,0,0,17,17,34
BELEN DE ANDAMARCA,otras vacunaciones,covid 2da dosis,2021-04-01,41,68,0,0,41,68,109
BELEN DE URMIRI,otras vacunaciones,covid 2da dosis,2021-04-01,7,8,0,0,7,8,15
BELLA FLOR,otras vacunaciones,covid 2da dosis,2021-04-01,40,46,26,26,66,72,138
BERMEJO,otras vacunaciones,covid 2da dosis,2021-04-01,14,14,0,0,14,14,28
BETANZOS,otras vacunaciones,covid 2da dosis,2021-04-01,39,35,2,1,41,36,77
BOLIVAR,otras vacunaciones,covid 2da dosis,2021-04-01,1,9,0,0,1,9,10
BOLPEBRA,otras vacunaciones,covid 2da dosis,2021-04-01,18,14,8,10,26,24,50
BOYUIBE,otras vacunaciones,covid 2da dosis,2021-04-01,16,36,0,0,16,36,52
BUENA VISTA,otras vacunaciones,covid 2da dosis,2021-04-01,20,12,0,0,20,12,32
CABEZAS,otras vacunaciones,covid 2da dosis,2021-04-01,113,139,0,0,113,139,252
CAIROMA,otras vacunaciones,covid 2da dosis,2021-04-01,12,9,2,2,14,11,25
"CAIZA ""D""",otras vacunaciones,covid 2da dosis,2021-04-01,18,18,0,0,18,18,36
CAJUATA,otras vacunaciones,covid 2da dosis,2021-04-01,70,53,0,0,70,53,123
CALACOTO,otras vacunaciones,covid 2da dosis,2021-04-01,0,1,3,0,3,1,4
CALAMARCA,otras vacunaciones,covid 2da dosis,2021-04-01,10,15,0,0,10,15,25
CAMARGO,otras vacunaciones,covid 2da dosis,2021-04-01,14,18,0,0,14,18,32
CAMIRI,otras vacunaciones,covid 2da dosis,2021-04-01,285,426,0,0,285,426,711
CAPINOTA,otras vacunaciones,covid 2da dosis,2021-04-01,107,109,0,0,107,109,216
CAQUIAVIRI,otras vacunaciones,covid 2da dosis,2021-04-01,4,9,5,6,9,15,24
CARACOLLO,otras vacunaciones,covid 2da dosis,2021-04-01,173,177,7,6,180,183,363
CARANAVI,otras vacunaciones,covid 2da dosis,2021-04-01,73,58,0,0,73,58,131
CARANGAS,otras vacunaciones,covid 2da dosis,2021-04-01,23,19,0,0,23,19,42
CARAPARI,otras vacunaciones,covid 2da dosis,2021-04-01,1,1,10,0,11,1,12
CARIPUYO,otras vacunaciones,covid 2da dosis,2021-04-01,11,16,0,0,11,16,27
CATACORA,otras vacunaciones,covid 2da dosis,2021-04-01,1,1,0,0,1,1,2
CHALLAPATA,otras vacunaciones,covid 2da dosis,2021-04-01,33,34,83,90,116,124,240
CHAQUI,otras vacunaciones,covid 2da dosis,2021-04-01,11,17,0,1,11,18,29
CHARAGUA,otras vacunaciones,covid 2da dosis,2021-04-01,86,103,0,0,86,103,189
CHARAÑA,otras vacunaciones,covid 2da dosis,2021-04-01,0,2,0,0,0,2,2
CHAYANTA,otras vacunaciones,covid 2da dosis,2021-04-01,24,35,0,0,24,35,59
CHIMORE,otras vacunaciones,covid 2da dosis,2021-04-01,96,92,0,0,96,92,188
CHIPAYA,otras vacunaciones,covid 2da dosis,2021-04-01,32,26,0,1,32,27,59
CHOQUE COTA,otras vacunaciones,covid 2da dosis,2021-04-01,52,69,0,0,52,69,121
CHUA COCANI,otras vacunaciones,covid 2da dosis,2021-04-01,0,0,7,10,7,10,17
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 2da dosis,2021-04-01,2,4,0,0,2,4,6
CHUMA,otras vacunaciones,covid 2da dosis,2021-04-01,3,4,2,1,5,5,10
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 2da dosis,2021-04-01,20,10,0,0,20,10,30
CKOCHAS,otras vacunaciones,covid 2da dosis,2021-04-01,9,6,0,0,9,6,15
CLIZA,otras vacunaciones,covid 2da dosis,2021-04-01,224,251,0,0,224,251,475
COBIJA,otras vacunaciones,covid 2da dosis,2021-04-01,259,348,3,5,262,353,615
COCAPATA,otras vacunaciones,covid 2da dosis,2021-04-01,75,61,0,0,75,61,136
COCHABAMBA,otras vacunaciones,covid 2da dosis,2021-04-01,9341,11240,1,0,9342,11240,20582
COIPASA,otras vacunaciones,covid 2da dosis,2021-04-01,20,19,0,0,20,19,39
COLCAPIRHUA,otras vacunaciones,covid 2da dosis,2021-04-01,424,556,1,0,425,556,981
"COLCHA ""K""",otras vacunaciones,covid 2da dosis,2021-04-01,23,21,0,0,23,21,44
COLLANA,otras vacunaciones,covid 2da dosis,2021-04-01,14,24,0,4,14,28,42
COLOMI,otras vacunaciones,covid 2da dosis,2021-04-01,76,85,16,12,92,97,189
COLPA BELGICA,otras vacunaciones,covid 2da dosis,2021-04-01,5,9,0,0,5,9,14
COLQUENCHA,otras vacunaciones,covid 2da dosis,2021-04-01,7,24,0,0,7,24,31
COLQUIRI,otras vacunaciones,covid 2da dosis,2021-04-01,37,24,11,15,48,39,87
COMANCHE,otras vacunaciones,covid 2da dosis,2021-04-01,1,1,0,0,1,1,2
COMBAYA,otras vacunaciones,covid 2da dosis,2021-04-01,0,2,2,8,2,10,12
CONCEPCION,otras vacunaciones,covid 2da dosis,2021-04-01,141,118,0,0,141,118,259
COPACABANA,otras vacunaciones,covid 2da dosis,2021-04-01,3,4,0,0,3,4,7
CORIPATA,otras vacunaciones,covid 2da dosis,2021-04-01,2,1,0,0,2,1,3
CORO CORO,otras vacunaciones,covid 2da dosis,2021-04-01,4,11,1,1,5,12,17
COROICO,otras vacunaciones,covid 2da dosis,2021-04-01,74,78,1,5,75,83,158
CORQUE,otras vacunaciones,covid 2da dosis,2021-04-01,143,170,1,1,144,171,315
COTAGAITA,otras vacunaciones,covid 2da dosis,2021-04-01,81,80,3,4,84,84,168
COTOCA,otras vacunaciones,covid 2da dosis,2021-04-01,121,240,0,0,121,240,361
CRUZ DE MACHACAMARCA,otras vacunaciones,covid 2da dosis,2021-04-01,20,18,0,0,20,18,38
CUATRO CAÑADAS,otras vacunaciones,covid 2da dosis,2021-04-01,27,76,4,3,31,79,110
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid 2da dosis,2021-04-01,5,13,0,0,5,13,18
CUEVO,otras vacunaciones,covid 2da dosis,2021-04-01,9,12,0,0,9,12,21
CULPINA,otras vacunaciones,covid 2da dosis,2021-04-01,6,6,0,0,6,6,12
CURAHUARA DE CARANGAS,otras vacunaciones,covid 2da dosis,2021-04-01,41,42,28,28,69,70,139
EL ALTO,otras vacunaciones,covid 2da dosis,2021-04-01,2999,3648,467,556,3466,4204,7670
EL CHORO,otras vacunaciones,covid 2da dosis,2021-04-01,88,81,7,9,95,90,185
EL PUENTE(STC),otras vacunaciones,covid 2da dosis,2021-04-01,62,51,0,0,62,51,113
EL PUENTE(TJA),otras vacunaciones,covid 2da dosis,2021-04-01,14,19,0,10,14,29,43
EL TORNO,otras vacunaciones,covid 2da dosis,2021-04-01,190,348,0,0,190,348,538
EL VILLAR,otras vacunaciones,covid 2da dosis,2021-04-01,1,2,0,0,1,2,3
ENTRE RIOS TRJ,otras vacunaciones,covid 2da dosis,2021-04-01,80,128,0,0,80,128,208
ENTRE RIOS CBBA,otras vacunaciones,covid 2da dosis,2021-04-01,95,67,0,0,95,67,162
ESCARA,otras vacunaciones,covid 2da dosis,2021-04-01,46,49,0,0,46,49,95
ESCOMA,otras vacunaciones,covid 2da dosis,2021-04-01,0,1,0,0,0,1,1
ESMERALDA,otras vacunaciones,covid 2da dosis,2021-04-01,23,26,0,6,23,32,55
EUCALIPTUS,otras vacunaciones,covid 2da dosis,2021-04-01,23,22,0,0,23,22,45
EUREKA (SANTOS MERCADO),otras vacunaciones,covid 2da dosis,2021-04-01,14,4,5,0,19,4,23
FERNANDEZ ALONSO,otras vacunaciones,covid 2da dosis,2021-04-01,4,6,0,0,4,6,10
FILADELFIA,otras vacunaciones,covid 2da dosis,2021-04-01,17,18,6,2,23,20,43
GENERAL SAAVEDRA,otras vacunaciones,covid 2da dosis,2021-04-01,14,40,0,1,14,41,55
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid 2da dosis,2021-04-01,13,11,13,9,26,20,46
GUANAY,otras vacunaciones,covid 2da dosis,2021-04-01,53,44,80,71,133,115,248
GUAYARAMERIN,otras vacunaciones,covid 2da dosis,2021-04-01,62,115,0,0,62,115,177
GUTIERREZ,otras vacunaciones,covid 2da dosis,2021-04-01,14,12,0,2,14,14,28
HUACARETA,otras vacunaciones,covid 2da dosis,2021-04-01,95,121,64,65,159,186,345
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid 2da dosis,2021-04-01,28,23,11,19,39,42,81
HUANUNI,otras vacunaciones,covid 2da dosis,2021-04-01,16,20,0,0,16,20,36
HUARACAJE,otras vacunaciones,covid 2da dosis,2021-04-01,6,5,0,0,6,5,11
HUATAJATA,otras vacunaciones,covid 2da dosis,2021-04-01,0,0,5,14,5,14,19
HUAYLLAMARCA,otras vacunaciones,covid 2da dosis,2021-04-01,38,31,5,5,43,36,79
HUMANATA,otras vacunaciones,covid 2da dosis,2021-04-01,0,0,0,1,0,1,1
ICHOCA,otras vacunaciones,covid 2da dosis,2021-04-01,43,41,6,6,49,47,96
ICLA,otras vacunaciones,covid 2da dosis,2021-04-01,4,3,0,0,4,3,7
INCAHUASI,otras vacunaciones,covid 2da dosis,2021-04-01,5,13,0,0,5,13,18
INGAVI (HUMAITA),otras vacunaciones,covid 2da dosis,2021-04-01,4,4,3,0,7,4,11
INQUISIVI,otras vacunaciones,covid 2da dosis,2021-04-01,3,5,0,0,3,5,8
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid 2da dosis,2021-04-01,17,13,0,0,17,13,30
IXIAMAS,otras vacunaciones,covid 2da dosis,2021-04-01,6,5,0,0,6,5,11
LA ASUNTA,otras vacunaciones,covid 2da dosis,2021-04-01,50,54,1,3,51,57,108
LA GUARDIA,otras vacunaciones,covid 2da dosis,2021-04-01,281,539,0,0,281,539,820
LA PAZ,otras vacunaciones,covid 2da dosis,2021-04-01,4869,6722,90,199,4959,6921,11880
LA RIVERA,otras vacunaciones,covid 2da dosis,2021-04-01,10,12,0,0,10,12,22
LAGUNILLAS,otras vacunaciones,covid 2da dosis,2021-04-01,18,30,0,0,18,30,48
LAS CARRERAS,otras vacunaciones,covid 2da dosis,2021-04-01,5,4,0,0,5,4,9
LICOMA PAMPA,otras vacunaciones,covid 2da dosis,2021-04-01,3,2,0,0,3,2,5
LLALLAGUA,otras vacunaciones,covid 2da dosis,2021-04-01,149,175,0,0,149,175,324
LLICA,otras vacunaciones,covid 2da dosis,2021-04-01,16,18,0,0,16,18,34
MACHACAMARCA,otras vacunaciones,covid 2da dosis,2021-04-01,149,198,0,0,149,198,347
MACHARETI,otras vacunaciones,covid 2da dosis,2021-04-01,245,304,93,112,338,416,754
MAGDALENA,otras vacunaciones,covid 2da dosis,2021-04-01,114,135,0,0,114,135,249
MAIRANA,otras vacunaciones,covid 2da dosis,2021-04-01,12,18,3,8,15,26,41
MALLA,otras vacunaciones,covid 2da dosis,2021-04-01,1,0,0,0,1,0,1
MAPIRI,otras vacunaciones,covid 2da dosis,2021-04-01,3,3,0,0,3,3,6
MINEROS,otras vacunaciones,covid 2da dosis,2021-04-01,134,133,0,0,134,133,267
MIZQUE,otras vacunaciones,covid 2da dosis,2021-04-01,109,125,4,1,113,126,239
MOCOMOCO,otras vacunaciones,covid 2da dosis,2021-04-01,4,2,1,1,5,3,8
MOJINETE,otras vacunaciones,covid 2da dosis,2021-04-01,4,3,1,3,5,6,11
MOJOCOYA,otras vacunaciones,covid 2da dosis,2021-04-01,3,7,0,0,3,7,10
MONTEAGUDO,otras vacunaciones,covid 2da dosis,2021-04-01,6,1,0,0,6,1,7
MONTERO,otras vacunaciones,covid 2da dosis,2021-04-01,113,222,18,25,131,247,378
MORO MORO,otras vacunaciones,covid 2da dosis,2021-04-01,2,5,0,0,2,5,7
MOROCHATA,otras vacunaciones,covid 2da dosis,2021-04-01,57,54,0,0,57,54,111
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid 2da dosis,2021-04-01,18,16,1,5,19,21,40
OCURI,otras vacunaciones,covid 2da dosis,2021-04-01,24,18,0,0,24,18,42
OMEREQUE,otras vacunaciones,covid 2da dosis,2021-04-01,22,23,0,0,22,23,45
ORURO,otras vacunaciones,covid 2da dosis,2021-04-01,657,1171,8,7,665,1178,1843
PADCAYA,otras vacunaciones,covid 2da dosis,2021-04-01,12,21,80,94,92,115,207
PADILLA,otras vacunaciones,covid 2da dosis,2021-04-01,12,30,0,0,12,30,42
PAILON,otras vacunaciones,covid 2da dosis,2021-04-01,40,49,0,0,40,49,89
PALOS BLANCOS,otras vacunaciones,covid 2da dosis,2021-04-01,251,211,21,21,272,232,504
PAMPA AULLAGAS,otras vacunaciones,covid 2da dosis,2021-04-01,33,29,5,5,38,34,72
PAMPA GRANDE,otras vacunaciones,covid 2da dosis,2021-04-01,17,20,19,19,36,39,75
PASORAPA,otras vacunaciones,covid 2da dosis,2021-04-01,11,12,0,0,11,12,23
PAZÑA,otras vacunaciones,covid 2da dosis,2021-04-01,18,24,29,25,47,49,96
POCONA,otras vacunaciones,covid 2da dosis,2021-04-01,17,26,0,0,17,26,43
POJO (CBBA),otras vacunaciones,covid 2da dosis,2021-04-01,12,15,0,0,12,15,27
POOPO,otras vacunaciones,covid 2da dosis,2021-04-01,20,25,0,0,20,25,45
PORCO,otras vacunaciones,covid 2da dosis,2021-04-01,16,27,0,0,16,27,43
PORONGO,otras vacunaciones,covid 2da dosis,2021-04-01,58,87,0,0,58,87,145
PORTACHUELO,otras vacunaciones,covid 2da dosis,2021-04-01,102,170,0,0,102,170,272
PORVENIR,otras vacunaciones,covid 2da dosis,2021-04-01,40,57,0,0,40,57,97
POTOSI,otras vacunaciones,covid 2da dosis,2021-04-01,3059,4058,613,568,3672,4626,8298
PRESTO,otras vacunaciones,covid 2da dosis,2021-04-01,4,6,0,0,4,6,10
PUCARA,otras vacunaciones,covid 2da dosis,2021-04-01,2,2,0,0,2,2,4
PUCARANI,otras vacunaciones,covid 2da dosis,2021-04-01,14,16,0,0,14,16,30
PUERTO GONZALO MORENO,otras vacunaciones,covid 2da dosis,2021-04-01,2,1,8,9,10,10,20
PUERTO RICO,otras vacunaciones,covid 2da dosis,2021-04-01,57,19,6,4,63,23,86
PUERTO SILES,otras vacunaciones,covid 2da dosis,2021-04-01,15,13,0,0,15,13,28
PUERTO VILLARROEL,otras vacunaciones,covid 2da dosis,2021-04-01,474,372,0,0,474,372,846
PUNA,otras vacunaciones,covid 2da dosis,2021-04-01,18,35,1,3,19,38,57
PUNATA,otras vacunaciones,covid 2da dosis,2021-04-01,26,70,0,0,26,70,96
QUILLACOLLO,otras vacunaciones,covid 2da dosis,2021-04-01,648,869,0,0,648,869,1517
QUIME,otras vacunaciones,covid 2da dosis,2021-04-01,44,43,4,16,48,59,107
QUIRUSILLAS,otras vacunaciones,covid 2da dosis,2021-04-01,6,4,1,4,7,8,15
RAQAYPAMPA(ETA),otras vacunaciones,covid 2da dosis,2021-04-01,22,24,0,1,22,25,47
REYES,otras vacunaciones,covid 2da dosis,2021-04-01,132,128,0,0,132,128,260
RIBERALTA,otras vacunaciones,covid 2da dosis,2021-04-01,204,175,0,260,204,435,639
ROBORE,otras vacunaciones,covid 2da dosis,2021-04-01,47,53,0,0,47,53,100
RURRENABAQUE,otras vacunaciones,covid 2da dosis,2021-04-01,147,143,0,0,147,143,290
SABAYA,otras vacunaciones,covid 2da dosis,2021-04-01,101,99,0,0,101,99,200
SACABA,otras vacunaciones,covid 2da dosis,2021-04-01,935,1131,0,0,935,1131,2066
SACABAMBA,otras vacunaciones,covid 2da dosis,2021-04-01,12,17,0,0,12,17,29
SACACA,otras vacunaciones,covid 2da dosis,2021-04-01,14,14,0,0,14,14,28
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid 2da dosis,2021-04-01,99,101,86,103,185,204,389
SAMAIPATA,otras vacunaciones,covid 2da dosis,2021-04-01,32,49,0,0,32,49,81
SAN AGUSTIN,otras vacunaciones,covid 2da dosis,2021-04-01,1,5,0,0,1,5,6
SAN ANDRES,otras vacunaciones,covid 2da dosis,2021-04-01,1,0,1,0,2,0,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid 2da dosis,2021-04-01,40,37,0,0,40,37,77
SAN BENITO,otras vacunaciones,covid 2da dosis,2021-04-01,96,115,0,0,96,115,211
SAN BORJA,otras vacunaciones,covid 2da dosis,2021-04-01,36,40,0,0,36,40,76
SAN BUENA VENTURA,otras vacunaciones,covid 2da dosis,2021-04-01,2,2,0,0,2,2,4
SAN CARLOS,otras vacunaciones,covid 2da dosis,2021-04-01,84,118,0,0,84,118,202
SAN IGNACIO,otras vacunaciones,covid 2da dosis,2021-04-01,108,145,7,10,115,155,270
SAN IGNACIO DE VELASCO,otras vacunaciones,covid 2da dosis,2021-04-01,207,202,0,0,207,202,409
SAN JAVIER(BNI),otras vacunaciones,covid 2da dosis,2021-04-01,6,6,0,0,6,6,12
SAN JAVIER(STC),otras vacunaciones,covid 2da dosis,2021-04-01,60,50,0,0,60,50,110
SAN JOAQUIN,otras vacunaciones,covid 2da dosis,2021-04-01,91,111,0,0,91,111,202
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid 2da dosis,2021-04-01,247,255,0,0,247,255,502
SAN JUAN DE YAPACANI,otras vacunaciones,covid 2da dosis,2021-04-01,30,31,0,0,30,31,61
SAN JULIAN,otras vacunaciones,covid 2da dosis,2021-04-01,14,25,0,0,14,25,39
SAN LORENZO(PND),otras vacunaciones,covid 2da dosis,2021-04-01,8,5,33,36,41,41,82
SAN LORENZO(TJA),otras vacunaciones,covid 2da dosis,2021-04-01,21,44,0,0,21,44,65
SAN LUCAS,otras vacunaciones,covid 2da dosis,2021-04-01,0,7,0,0,0,7,7
SAN MATIAS,otras vacunaciones,covid 2da dosis,2021-04-01,1274,1232,0,0,1274,1232,2506
SAN MIGUEL DE VELASCO,otras vacunaciones,covid 2da dosis,2021-04-01,17,41,0,0,17,41,58
SAN PABLO DE LIPEZ,otras vacunaciones,covid 2da dosis,2021-04-01,2,3,0,0,2,3,5
SAN PEDRO,otras vacunaciones,covid 2da dosis,2021-04-01,3,6,0,0,3,6,9
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid 2da dosis,2021-04-01,41,47,0,0,41,47,88
SAN PEDRO DE QUEMES,otras vacunaciones,covid 2da dosis,2021-04-01,1,2,0,0,1,2,3
SAN PEDRO(PND),otras vacunaciones,covid 2da dosis,2021-04-01,13,12,0,0,13,12,25
SAN RAFAEL,otras vacunaciones,covid 2da dosis,2021-04-01,3,17,0,0,3,17,20
SAN RAMON BENI,otras vacunaciones,covid 2da dosis,2021-04-01,108,151,0,0,108,151,259
SAN RAMON SCZ,otras vacunaciones,covid 2da dosis,2021-04-01,40,50,0,0,40,50,90
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid 2da dosis,2021-04-01,381,686,1119,2454,1500,3140,4640
SANTA ROSA,otras vacunaciones,covid 2da dosis,2021-04-01,46,52,0,0,46,52,98
SANTA ROSA DEL SARA,otras vacunaciones,covid 2da dosis,2021-04-01,51,38,0,0,51,38,89
SANTIAGO DE HUARI,otras vacunaciones,covid 2da dosis,2021-04-01,38,32,99,97,137,129,266
SANTIAGO DE HUATA,otras vacunaciones,covid 2da dosis,2021-04-01,0,0,7,10,7,10,17
SANTIAGO DE MACHACA,otras vacunaciones,covid 2da dosis,2021-04-01,0,1,0,0,0,1,1
SANTIVAÑES,otras vacunaciones,covid 2da dosis,2021-04-01,17,20,0,0,17,20,37
SANTUARIO DE QUILLACAS,otras vacunaciones,covid 2da dosis,2021-04-01,23,25,0,0,23,25,48
SAPAHAQUI,otras vacunaciones,covid 2da dosis,2021-04-01,11,11,8,6,19,17,36
SENA,otras vacunaciones,covid 2da dosis,2021-04-01,40,36,0,0,40,36,76
SHINAOTA,otras vacunaciones,covid 2da dosis,2021-04-01,182,124,8,4,190,128,318
SIPE SIPE,otras vacunaciones,covid 2da dosis,2021-04-01,218,256,0,0,218,256,474
SOPACHUY,otras vacunaciones,covid 2da dosis,2021-04-01,4,3,0,0,4,3,7
SORACACHI,otras vacunaciones,covid 2da dosis,2021-04-01,62,47,72,95,134,142,276
SORATA,otras vacunaciones,covid 2da dosis,2021-04-01,1,2,16,5,17,7,24
SUCRE,otras vacunaciones,covid 2da dosis,2021-04-01,1662,1919,25,42,1687,1961,3648
TACACHI,otras vacunaciones,covid 2da dosis,2021-04-01,3,7,0,0,3,7,10
TACACOMA,otras vacunaciones,covid 2da dosis,2021-04-01,11,9,4,2,15,11,26
TACOBAMBA,otras vacunaciones,covid 2da dosis,2021-04-01,12,16,0,0,12,16,28
TACOPAYA,otras vacunaciones,covid 2da dosis,2021-04-01,9,17,30,38,39,55,94
TAHUA,otras vacunaciones,covid 2da dosis,2021-04-01,5,2,0,0,5,2,7
TAPACARI,otras vacunaciones,covid 2da dosis,2021-04-01,79,87,0,0,79,87,166
TARABUCO,otras vacunaciones,covid 2da dosis,2021-04-01,1,8,0,0,1,8,9
TARATA,otras vacunaciones,covid 2da dosis,2021-04-01,14,24,0,0,14,24,38
TARIJA,otras vacunaciones,covid 2da dosis,2021-04-01,1137,1460,504,316,1641,1776,3417
TEOPONTE,otras vacunaciones,covid 2da dosis,2021-04-01,52,27,45,38,97,65,162
TINGUIPAYA,otras vacunaciones,covid 2da dosis,2021-04-01,16,19,12,14,28,33,61
TIPUANI,otras vacunaciones,covid 2da dosis,2021-04-01,0,1,0,0,0,1,1
TIQUIPAYA,otras vacunaciones,covid 2da dosis,2021-04-01,217,361,1,0,218,361,579
TIRAQUE (CBBA),otras vacunaciones,covid 2da dosis,2021-04-01,39,44,0,0,39,44,83
TOCO,otras vacunaciones,covid 2da dosis,2021-04-01,29,36,0,0,29,36,65
TODOS SANTOS,otras vacunaciones,covid 2da dosis,2021-04-01,14,22,0,0,14,22,36
TOLATA,otras vacunaciones,covid 2da dosis,2021-04-01,44,52,0,0,44,52,96
TOLEDO,otras vacunaciones,covid 2da dosis,2021-04-01,122,123,0,0,122,123,245
TOMAVE,otras vacunaciones,covid 2da dosis,2021-04-01,20,12,7,6,27,18,45
TOMINA,otras vacunaciones,covid 2da dosis,2021-04-01,5,7,1,1,6,8,14
TORO TORO,otras vacunaciones,covid 2da dosis,2021-04-01,18,13,0,0,18,13,31
TOTORA(CBBA),otras vacunaciones,covid 2da dosis,2021-04-01,91,97,0,0,91,97,188
TOTORA(ORR),otras vacunaciones,covid 2da dosis,2021-04-01,27,32,0,1,27,33,60
TRIGAL,otras vacunaciones,covid 2da dosis,2021-04-01,2,5,0,0,2,5,7
TRINIDAD,otras vacunaciones,covid 2da dosis,2021-04-01,663,639,141,48,804,687,1491
TUPIZA,otras vacunaciones,covid 2da dosis,2021-04-01,205,282,0,0,205,282,487
TURCO,otras vacunaciones,covid 2da dosis,2021-04-01,152,132,0,0,152,132,284
UNCIA,otras vacunaciones,covid 2da dosis,2021-04-01,61,103,0,0,61,103,164
URIONDO (A. CONCEPCION),otras vacunaciones,covid 2da dosis,2021-04-01,2,2,0,0,2,2,4
URUBICHA,otras vacunaciones,covid 2da dosis,2021-04-01,2,8,0,0,2,8,10
UYUNI,otras vacunaciones,covid 2da dosis,2021-04-01,185,188,0,0,185,188,373
VACAS,otras vacunaciones,covid 2da dosis,2021-04-01,6,9,0,0,6,9,15
VALLEGRANDE,otras vacunaciones,covid 2da dosis,2021-04-01,42,38,0,0,42,38,80
VILA VILA,otras vacunaciones,covid 2da dosis,2021-04-01,3,7,9,24,12,31,43
VILLA CHARCAS,otras vacunaciones,covid 2da dosis,2021-04-01,7,11,0,0,7,11,18
VILLA MONTES,otras vacunaciones,covid 2da dosis,2021-04-01,48,134,2,1,50,135,185
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid 2da dosis,2021-04-01,10,5,9,10,19,15,34
VILLA RIVERO,otras vacunaciones,covid 2da dosis,2021-04-01,41,37,0,0,41,37,78
VILLA SERRANO,otras vacunaciones,covid 2da dosis,2021-04-01,135,147,277,290,412,437,849
VILLA TUNARI,otras vacunaciones,covid 2da dosis,2021-04-01,159,131,5,13,164,144,308
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 2da dosis,2021-04-01,116,137,130,137,246,274,520
VILLAZON,otras vacunaciones,covid 2da dosis,2021-04-01,122,154,0,0,122,154,276
