,group,variable,month,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,TOTALES,TOTALES,TOTALES
SALINAS DE GARCI MENDOZA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,3,6,4,3,7,9,16
SAN ANDRES,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,1,2,1,2,2,4,6
SAN BENITO,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,2,3,0,0,2,3,5
SAN BORJA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,7,9,6,5,13,14,27
SAN BUENA VENTURA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,1,0,0,0,1,1
SAN IGNACIO,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,1,8,3,8,4,12
SAN IGNACIO DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,11,8,7,9,18,17,35
SAN JULIAN,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,5,7,4,4,9,11,20
SAN LORENZO(PND),otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,1,0,0,0,1,0,1
SAN MATIAS,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,5,2,4,5,9,7,16
SAN MIGUEL DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,0,1,7,1,7,8
SAN PEDRO DE MACHA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,1,2,0,0,1,2,3
SAN RAFAEL,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,1,7,0,0,1,7,8
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,519,582,20,42,539,624,1163
SANTA ROSA DEL SARA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,1,1,0,0,1,1,2
SORACACHI,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,1,2,0,0,1,2,3
SORATA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,2,4,7,4,9,13
SUCRE,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,13,15,0,2,13,17,30
TACACOMA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,4,3,0,0,4,3,7
TARIJA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,24,14,4,7,28,21,49
TIQUIPAYA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,10,14,3,12,13,26,39
TRINIDAD,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,38,48,29,45,67,93,160
TUPIZA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,10,0,0,0,10,10
UNCIA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,4,15,0,0,4,15,19
VALLEGRANDE,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,1,0,0,0,1,1
VIACHA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,22,3,0,0,22,3,25
VILA VILA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,0,3,6,3,6,9
VILLA MONTES,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,2,1,5,2,7,3,10
VILLA TUNARI,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,2,2,0,0,2,2,4
VILLAZON,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,6,23,4,3,10,26,36
VINTO,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,3,14,0,3,3,17,20
WARNES,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,11,21,0,0,11,21,32
YACUIBA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,8,6,1,3,9,9,18
YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,6,0,3,7,9,7,16
YUNCHARA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,0,5,4,5,4,9
