,group,variable,month,17.25 COVID DOSIS UNICA DENTRO,17.25 COVID DOSIS UNICA DENTRO,17.25 COVID DOSIS UNICA FUERA,17.25 COVID DOSIS UNICA FUERA,TOTALES,TOTALES,TOTALES
PUERTO CARABUCO,otras vacunaciones,covid dosis unica,2021-11-01,5.0,11.0,34.0,24.0,39.0,35.0,74.0
PUERTO PEREZ,otras vacunaciones,covid dosis unica,2021-11-01,13.0,7.0,41.0,53.0,54.0,60.0,114.0
PUERTO SUAREZ,otras vacunaciones,covid dosis unica,2021-11-01,0.0,1.0,2.0,2.0,2.0,3.0,5.0
QUIABAYA,otras vacunaciones,covid dosis unica,2021-11-01,0.0,0.0,37.0,33.0,37.0,33.0,70.0
QUIRUSILLAS,otras vacunaciones,covid dosis unica,2021-11-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
RAQAYPAMPA(ETA),otras vacunaciones,covid dosis unica,2021-11-01,38.0,28.0,4.0,5.0,42.0,33.0,75.0
RAVELO,otras vacunaciones,covid dosis unica,2021-11-01,30.0,21.0,51.0,62.0,81.0,83.0,164.0
RIBERALTA,otras vacunaciones,covid dosis unica,2021-11-01,352.0,373.0,28.0,26.0,380.0,399.0,779.0
ROBORE,otras vacunaciones,covid dosis unica,2021-11-01,35.0,23.0,44.0,11.0,79.0,34.0,113.0
RURRENABAQUE,otras vacunaciones,covid dosis unica,2021-11-01,11.0,11.0,0.0,0.0,11.0,11.0,22.0
SACACA,otras vacunaciones,covid dosis unica,2021-11-01,3.0,1.0,1.0,0.0,4.0,1.0,5.0
SAIPINA,otras vacunaciones,covid dosis unica,2021-11-01,5.0,0.0,0.0,0.0,5.0,0.0,5.0
SAMAIPATA,otras vacunaciones,covid dosis unica,2021-11-01,0.0,0.0,3.0,2.0,3.0,2.0,5.0
SAN ANDRES,otras vacunaciones,covid dosis unica,2021-11-01,8.0,7.0,0.0,0.0,8.0,7.0,15.0
SAN ANDRES DE MACHACA,otras vacunaciones,covid dosis unica,2021-11-01,0.0,1.0,15.0,19.0,15.0,20.0,35.0
SAN ANTONIO DE ESMORUCO,otras vacunaciones,covid dosis unica,2021-11-01,1.0,4.0,0.0,0.0,1.0,4.0,5.0
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid dosis unica,2021-11-01,4.0,1.0,5.0,0.0,9.0,1.0,10.0
SAN BORJA,otras vacunaciones,covid dosis unica,2021-11-01,44.0,47.0,152.0,176.0,196.0,223.0,419.0
SAN BUENA VENTURA,otras vacunaciones,covid dosis unica,2021-11-01,104.0,88.0,361.0,341.0,465.0,429.0,894.0
SAN IGNACIO,otras vacunaciones,covid dosis unica,2021-11-01,14.0,14.0,25.0,14.0,39.0,28.0,67.0
SAN IGNACIO DE VELASCO,otras vacunaciones,covid dosis unica,2021-11-01,100.0,85.0,0.0,0.0,100.0,85.0,185.0
SAN JAVIER(STC),otras vacunaciones,covid dosis unica,2021-11-01,72.0,28.0,0.0,0.0,72.0,28.0,100.0
SAN JOAQUIN,otras vacunaciones,covid dosis unica,2021-11-01,61.0,57.0,0.0,0.0,61.0,57.0,118.0
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid dosis unica,2021-11-01,22.0,26.0,0.0,0.0,22.0,26.0,48.0
SAN JULIAN,otras vacunaciones,covid dosis unica,2021-11-01,40.0,35.0,0.0,0.0,40.0,35.0,75.0
SAN LUCAS,otras vacunaciones,covid dosis unica,2021-11-01,216.0,238.0,32.0,44.0,248.0,282.0,530.0
SAN MIGUEL DE VELASCO,otras vacunaciones,covid dosis unica,2021-11-01,59.0,39.0,14.0,12.0,73.0,51.0,124.0
SAN PABLO DE LIPEZ,otras vacunaciones,covid dosis unica,2021-11-01,0.0,0.0,11.0,19.0,11.0,19.0,30.0
SAN PEDRO,otras vacunaciones,covid dosis unica,2021-11-01,7.0,5.0,3.0,0.0,10.0,5.0,15.0
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid dosis unica,2021-11-01,9.0,6.0,9.0,11.0,18.0,17.0,35.0
SAN PEDRO DE MACHA,otras vacunaciones,covid dosis unica,2021-11-01,13.0,14.0,48.0,47.0,61.0,61.0,122.0
SAN RAMON BENI,otras vacunaciones,covid dosis unica,2021-11-01,78.0,60.0,0.0,0.0,78.0,60.0,138.0
SANTA ANA,otras vacunaciones,covid dosis unica,2021-11-01,12.0,13.0,18.0,15.0,30.0,28.0,58.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid dosis unica,2021-11-01,2728.0,2860.0,875.0,933.0,3603.0,3793.0,7396.0
SANTA ROSA,otras vacunaciones,covid dosis unica,2021-11-01,21.0,41.0,0.0,0.0,21.0,41.0,62.0
SANTA ROSA DEL SARA,otras vacunaciones,covid dosis unica,2021-11-01,0.0,0.0,14.0,11.0,14.0,11.0,25.0
SANTIAGO DE HUATA,otras vacunaciones,covid dosis unica,2021-11-01,10.0,15.0,2.0,3.0,12.0,18.0,30.0
SANTIAGO DE MACHACA,otras vacunaciones,covid dosis unica,2021-11-01,2.0,4.0,4.0,9.0,6.0,13.0,19.0
SICA SICA (VILLA AROMA),otras vacunaciones,covid dosis unica,2021-11-01,42.0,41.0,50.0,52.0,92.0,93.0,185.0
SOPACHUY,otras vacunaciones,covid dosis unica,2021-11-01,36.0,46.0,10.0,17.0,46.0,63.0,109.0
SORATA,otras vacunaciones,covid dosis unica,2021-11-01,118.0,116.0,162.0,138.0,280.0,254.0,534.0
SUCRE,otras vacunaciones,covid dosis unica,2021-11-01,29.0,32.0,0.0,0.0,29.0,32.0,61.0
TACACOMA,otras vacunaciones,covid dosis unica,2021-11-01,19.0,19.0,17.0,14.0,36.0,33.0,69.0
TACOBAMBA,otras vacunaciones,covid dosis unica,2021-11-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
TACOPAYA,otras vacunaciones,covid dosis unica,2021-11-01,0.0,0.0,3.0,7.0,3.0,7.0,10.0
TAPACARI,otras vacunaciones,covid dosis unica,2021-11-01,235.0,251.0,0.0,0.0,235.0,251.0,486.0
TARABUCO,otras vacunaciones,covid dosis unica,2021-11-01,13.0,7.0,16.0,4.0,29.0,11.0,40.0
TARACO,otras vacunaciones,covid dosis unica,2021-11-01,21.0,22.0,1.0,1.0,22.0,23.0,45.0
TARIJA,otras vacunaciones,covid dosis unica,2021-11-01,245.0,244.0,130.0,128.0,375.0,372.0,747.0
TARVITA,otras vacunaciones,covid dosis unica,2021-11-01,56.0,70.0,68.0,106.0,124.0,176.0,300.0
TEOPONTE,otras vacunaciones,covid dosis unica,2021-11-01,117.0,113.0,349.0,281.0,466.0,394.0,860.0
TIAHUANACU,otras vacunaciones,covid dosis unica,2021-11-01,11.0,10.0,16.0,18.0,27.0,28.0,55.0
TINGUIPAYA,otras vacunaciones,covid dosis unica,2021-11-01,2.0,3.0,66.0,59.0,68.0,62.0,130.0
TIPUANI,otras vacunaciones,covid dosis unica,2021-11-01,38.0,51.0,82.0,87.0,120.0,138.0,258.0
TIRAQUE (CBBA),otras vacunaciones,covid dosis unica,2021-11-01,413.0,497.0,0.0,0.0,413.0,497.0,910.0
TRINIDAD,otras vacunaciones,covid dosis unica,2021-11-01,219.0,261.0,4.0,1.0,223.0,262.0,485.0
TUPIZA,otras vacunaciones,covid dosis unica,2021-11-01,139.0,108.0,7.0,6.0,146.0,114.0,260.0
UMALA,otras vacunaciones,covid dosis unica,2021-11-01,3.0,2.0,31.0,24.0,34.0,26.0,60.0
UNCIA,otras vacunaciones,covid dosis unica,2021-11-01,3.0,3.0,11.0,15.0,14.0,18.0,32.0
URIONDO (A. CONCEPCION),otras vacunaciones,covid dosis unica,2021-11-01,33.0,35.0,0.0,0.0,33.0,35.0,68.0
URUBICHA,otras vacunaciones,covid dosis unica,2021-11-01,0.0,0.0,54.0,66.0,54.0,66.0,120.0
UYUNI,otras vacunaciones,covid dosis unica,2021-11-01,15.0,23.0,0.0,0.0,15.0,23.0,38.0
VALLEGRANDE,otras vacunaciones,covid dosis unica,2021-11-01,40.0,20.0,0.0,0.0,40.0,20.0,60.0
VILLA CHARCAS,otras vacunaciones,covid dosis unica,2021-11-01,8.0,12.0,4.0,1.0,12.0,13.0,25.0
VILLA MONTES,otras vacunaciones,covid dosis unica,2021-11-01,3.0,7.0,0.0,0.0,3.0,7.0,10.0
VILLA TUNARI,otras vacunaciones,covid dosis unica,2021-11-01,17.0,24.0,62.0,62.0,79.0,86.0,165.0
VILLAZON,otras vacunaciones,covid dosis unica,2021-11-01,3.0,2.0,135.0,125.0,138.0,127.0,265.0
VITICHI,otras vacunaciones,covid dosis unica,2021-11-01,5.0,0.0,0.0,0.0,5.0,0.0,5.0
WARNES,otras vacunaciones,covid dosis unica,2021-11-01,64.0,58.0,0.0,0.0,64.0,58.0,122.0
YACUIBA,otras vacunaciones,covid dosis unica,2021-11-01,39.0,61.0,88.0,128.0,127.0,189.0,316.0
YAMPARAEZ,otras vacunaciones,covid dosis unica,2021-11-01,48.0,40.0,22.0,32.0,70.0,72.0,142.0
YANACACHI,otras vacunaciones,covid dosis unica,2021-11-01,12.0,3.0,2.0,3.0,14.0,6.0,20.0
YUNCHARA,otras vacunaciones,covid dosis unica,2021-11-01,6.0,8.0,17.0,23.0,23.0,31.0,54.0
ZUDAÑEZ,otras vacunaciones,covid dosis unica,2021-11-01,25.0,25.0,3.0,2.0,28.0,27.0,55.0
ANDAMARCA,otras vacunaciones,covid dosis unica,2021-12-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
AZURDUY,otras vacunaciones,covid dosis unica,2021-12-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
BERMEJO,otras vacunaciones,covid dosis unica,2021-12-01,18.0,28.0,0.0,0.0,18.0,28.0,46.0
COBIJA,otras vacunaciones,covid dosis unica,2021-12-01,147.0,178.0,0.0,0.0,147.0,178.0,325.0
COCHABAMBA,otras vacunaciones,covid dosis unica,2021-12-01,537.0,649.0,0.0,0.0,537.0,649.0,1186.0
COMARAPA,otras vacunaciones,covid dosis unica,2021-12-01,39.0,47.0,0.0,0.0,39.0,47.0,86.0
DESAGUADERO,otras vacunaciones,covid dosis unica,2021-12-01,11.0,8.0,0.0,0.0,11.0,8.0,19.0
EL ALTO,otras vacunaciones,covid dosis unica,2021-12-01,13.0,12.0,1.0,0.0,14.0,12.0,26.0
HUACARETA,otras vacunaciones,covid dosis unica,2021-12-01,2.0,4.0,0.0,0.0,2.0,4.0,6.0
LA PAZ,otras vacunaciones,covid dosis unica,2021-12-01,622.0,817.0,0.0,0.0,622.0,817.0,1439.0
MACHARETI,otras vacunaciones,covid dosis unica,2021-12-01,8.0,12.0,0.0,0.0,8.0,12.0,20.0
MINEROS,otras vacunaciones,covid dosis unica,2021-12-01,0.0,2.0,0.0,1.0,0.0,3.0,3.0
RIBERALTA,otras vacunaciones,covid dosis unica,2021-12-01,2.0,1.0,0.0,0.0,2.0,1.0,3.0
SACACA,otras vacunaciones,covid dosis unica,2021-12-01,10.0,13.0,0.0,0.0,10.0,13.0,23.0
SAN ANTONIO DE ESMORUCO,otras vacunaciones,covid dosis unica,2021-12-01,8.0,11.0,0.0,0.0,8.0,11.0,19.0
SAN BORJA,otras vacunaciones,covid dosis unica,2021-12-01,0.0,0.0,3.0,4.0,3.0,4.0,7.0
SAN IGNACIO,otras vacunaciones,covid dosis unica,2021-12-01,0.0,0.0,4.0,2.0,4.0,2.0,6.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid dosis unica,2021-12-01,3.0,9.0,0.0,0.0,3.0,9.0,12.0
SANTA ROSA DEL SARA,otras vacunaciones,covid dosis unica,2021-12-01,0.0,0.0,6.0,9.0,6.0,9.0,15.0
TARIJA,otras vacunaciones,covid dosis unica,2021-12-01,38.0,51.0,0.0,0.0,38.0,51.0,89.0
TRINIDAD,otras vacunaciones,covid dosis unica,2021-12-01,566.0,459.0,0.0,0.0,566.0,459.0,1025.0
UYUNI,otras vacunaciones,covid dosis unica,2021-12-01,97.0,124.0,0.0,6.0,97.0,130.0,227.0
VILLAZON,otras vacunaciones,covid dosis unica,2021-12-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
