,group,variable,month,TOTAL ANTIAMARÍLICA DOSIS ÚNICA DENTRO,TOTAL ANTIAMARÍLICA DOSIS ÚNICA DENTRO,TOTAL ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTAL ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,59,69,7,9,144
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,1,2,2,5
COLLANA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,0,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,1,1,4,7
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,0,0,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,1,2,2,6
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,4,8,12
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,1,0,0,2
CORIPATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,1,0,0,1
CORO CORO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,1,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,0,1,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,3,5,1,0,9
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,1,2,1,5
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,38,33,47,32,150
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,0,0,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,2,3,1,3,9
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,12,7,0,0,19
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,1,1,1,3
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,1,0,3,4
GUANAY,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,1,0,0,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,3,1,1,0,5
HUANUNI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,2,4,0,0,6
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,1,0,0,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,1,5,3,10
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,3,2,0,0,5
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,5,2,3,3,13
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,35,29,2,3,69
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,1,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,3,1,2,6
MAPIRI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,4,0,0,0,4
MONTERO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,8,3,1,0,12
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,1,1,2
ORURO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,9,16,9,15,49
PADCAYA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,0,1,1
PAILON,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,2,6,22,12,42
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,1,0,0,2
POCONA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,1,1,2
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,2,1,1,4
POOPO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,1,1,2
POROMA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,0,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,4,0,0,0,4
POTOSI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,10,7,1,4,22
PUCARANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,1,0,0,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,13,10,3,0,26
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,5,2,0,0,7
PUNATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,4,1,0,0,5
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,5,1,7,4,17
QUIME,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,1,0,1
RAVELO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,4,2,6
REYES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,0,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,1,1,2,4
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,1,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,6,2,0,0,8
SAIPINA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,0,1,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,0,2,2
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,2,2,4
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,1,1,2
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,2,1,0,4
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,9,3,11,5,28
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,1,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,3,2,1,1,7
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,1,0,0,2
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,1,0,0,2
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,16,23,39
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,0,0,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,0,1,2,4
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,4,3,7
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,2,3,0,0,5
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,2,0,0,3
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,218,225,60,53,556
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,0,0,0,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,0,1,1
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,2,2,1,0,5
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,3,5,1,1,10
SORATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,0,0,1,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,4,3,0,0,7
TAPACARI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,1,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,21,21,1,0,43
TIPUANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,1,3,4
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,4,0,3,1,8
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,2,2,4
TOCO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,1,0,1
TOLATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,1,0,1
TOLEDO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,1,0,1,2
TOMAVE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,4,7,11
TORO TORO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,1,0,0,2
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,7,12,4,5,28
TUPIZA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,2,3,0,0,5
UNCIA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,0,1,0,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,1,3,4
UYUNI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,2,0,0,2
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,0,0,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,1,0,1,3
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,3,5,5,3,16
VINTO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,4,6,11,10,31
VITICHI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,4,3,0,0,7
WARNES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,6,4,0,0,10
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,2,5,0,1,8
YAPACANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,1,3,5,9
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,2,0,1,3
AIQUILE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,1,1,0,2
APOLO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,1,1,0,2
ARBIETO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,1,1,0,2
ARQUE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,2,3,0,0,5
ATOCHA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,2,0,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,0,48,48
BERMEJO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,1,0,1,2,4
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,1,3,0,2,6
CABEZAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,1,0,2,3
CAIROMA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,1,0,0,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,1,2,3
CAJUATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,1,3,4
CAMIRI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,2,4,3,0,9
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,1,0,0,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,2,0,1,2,5
CARANAVI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,1,0,0,1
CARAPARI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,1,2,1,0,4
CHAQUI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,3,4,7
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,7,1,8
CHIMORE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,10,4,0,0,14
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,1,1,2
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,5,3,4,7,19
COBIJA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,4,1,5,6,16
COCAPATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,2,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,50,57,11,1,119
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,3,3,1,1,8
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,2,1,2,5
COPACABANA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,4,8,7,15,34
CORQUE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,1,1,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,1,2,1,0,4
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,3,0,1,1,5
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,30,45,43,47,165
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,1,0,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,3,2,3,2,10
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,2,2,0,0,4
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,0,4,4
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,2,3,3,1,9
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,2,3,2,3,10
HUAYLLAMARCA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,1,0,0,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,1,0,0,1,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,5,3,1,3,12
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,33,32,0,0,65
LAS CARRERAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,1,0,0,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,2,2,0,2,6
LLICA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,1,3,0,0,4
MAPIRI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,2,3,0,0,5
MIZQUE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,15,3,1,1,20
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,0,1,1
OMEREQUE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,1,0,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,15,18,12,6,51
PADCAYA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,29,10,39
PAILON,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,1,3,7,4,15
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,1,0,1
POCONA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,0,1,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,0,1,1
PORVENIR,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,1,1,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,10,10,1,6,27
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,5,4,0,0,9
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,1,0,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,4,3,0,1,8
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,2,2,4,3,11
RAVELO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,0,6,6
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,4,0,2,1,7
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,5,6,11
SACABA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,11,7,3,1,22
SACABAMBA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,1,0,1
SACACA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,1,0,1
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,1,0,0,0,1
SAN AGUSTIN,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,0,2,2
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,3,2,5
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,3,4,3,7,17
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,1,1,0,0,2
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,2,2,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,2,0,1,1,4
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,1,6,4,11
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,1,1,0,0,2
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,1,1,2
SAN PEDRO DE QUEMES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,1,0,0,0,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,2,1,3
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,1,3,3,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,145,147,13,9,314
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,3,0,0,0,3
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,2,1,0,0,3
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,1,1,0,0,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,12,16,1,1,30
TACACOMA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,1,0,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,10,12,1,3,26
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,0,1,1
TIPUANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,2,0,2
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,1,8,1,1,11
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,0,2,1,3
TOMAVE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,1,0,2,3
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,4,4,0,0,8
TUPIZA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,1,8,0,0,9
UNCIA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,1,0,0,2,3
UYUNI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,2,0,0,0,2
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,0,1,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,1,0,4,2,7
VILLAZON,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,1,1,0,0,2
VINTO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,1,1,1,2,5
VITICHI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,1,5,0,0,6
WARNES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,6,4,3,3,16
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-09-01,5,2,1,3,11
ANZALDO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,1,0,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,8,8,1,0,17
ATOCHA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,1,1,2,4
AUCAPATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,1,50,0,51
BELEN DE URMIRI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,1,0,0,2
BERMEJO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,3,0,3
BETANZOS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,3,3,3,1,10
