,group,variable,month,TOTAL SRP DOSIS ÚNICA DENTRO,TOTAL SRP DOSIS ÚNICA DENTRO,TOTAL SRP DOSIS ÚNICA FUERA,TOTAL SRP DOSIS ÚNICA FUERA,TOTALES
UNCIA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-07-01,36,38,52,43,169
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-07-01,1,8,4,10,23
URUBICHA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-07-01,12,20,0,0,32
UYUNI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-07-01,15,14,10,8,47
VIACHA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-07-01,1,3,1,4,9
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-07-01,7,5,7,8,27
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-07-01,0,0,5,10,15
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-07-01,13,12,3,2,30
VILLAZON,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-07-01,0,0,0,1,1
VINTO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-07-01,35,26,3,5,69
WARNES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-07-01,31,21,24,10,86
YACO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-07-01,3,3,0,0,6
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-07-01,4,12,8,9,33
YAPACANI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-07-01,17,15,8,5,45
YOCALLA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-07-01,1,0,0,0,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,4,8,1,4,17
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,0,0,0,1
ALALAY,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,0,3,2,6
ANCORAIMES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,1,1,2
APOLO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,20,23,38,41,122
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,169,163,34,37,403
ATOCHA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,3,0,0,3
AUCAPATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,0,1,1
AZURDUY,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,2,6,8
BATALLAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,4,2,7,2,15
BERMEJO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,32,28,30,17,107
BETANZOS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,9,19,12,10,50
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,35,17,8,23,83
CABEZAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,2,2,4,7,15
CAJUATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,0,0,0,1
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,0,3,3
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,3,2,1,0,6
CAMIRI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,48,46,9,25,128
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,0,2,1,4
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,2,0,0,0,2
CARANAVI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,1,0,1,2
CARAPARI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,16,14,14,16,60
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,2,1,9,6,18
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,17,9,184,185,395
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,1,3,8,13
CHIMORE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,3,2,3,2,10
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,17,23,38,51,129
CHUMA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,6,6,1,2,15
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,4,4,33,28,69
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,6,1,0,0,7
COBIJA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,8,9,7,6,30
COCAPATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,2,2,0,4
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,49,55,26,19,149
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,0,1,2,4
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,4,4,1,0,9
COLOMI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,1,0,2,4
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,4,6,0,0,10
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,2,1,2,1,6
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,3,2,40,42,87
COMANCHE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,5,0,0,6
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,1,21,18,41
COPACABANA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,6,6,55,46,113
CORIPATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,17,18,0,1,36
CORO CORO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,3,6,3,13
COROICO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,3,3,3,2,11
CORQUE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,7,13,20
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,34,27,3,6,70
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,4,6,10
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,74,86,75,74,309
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,2,3,0,0,5
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,5,4,2,3,14
EL TORNO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,4,4,3,12
EL VILLAR,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,16,14,12,6,48
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,1,1,1,3
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,5,6,8,13,32
GUANAY,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,3,5,5,13
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,3,1,1,0,5
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,16,10,8,12,46
HUACARETA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,7,12,0,0,19
HUANUNI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,2,3,0,0,5
HUAYLLAMARCA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,1,0,0,1
ICHOCA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,2,2,4
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,3,1,1,5
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,4,4,17,12,37
JESUS DE MACHACA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,3,3,0,0,6
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,7,3,7,7,24
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,1,1,1,4
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,49,38,15,8,110
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,1,0,1
LAJA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,2,1,7,4,14
LAS CARRERAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,1,0,0,2
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,1,10,9,20
LLICA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,2,1,4,8
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,22,17,56,55,150
MAIRANA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,1,0,0,1
MAPIRI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,3,0,1,5
MIZQUE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,7,5,2,3,17
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,2,2,0,0,4
MONTERO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,47,39,5,6,97
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,0,1,1
OKINAWA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,4,3,0,0,7
ORURO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,22,38,14,17,91
PADCAYA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,22,28,4,9,63
PAILON,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,4,6,35,17,62
PALCA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,17,15,2,2,36
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,1,1,1,4
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,2,1,1,0,4
PELECHUCO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,2,0,9,12,23
POCOATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,5,4,9
POCONA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,29,19,23,24,95
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,2,0,1,3
POOPO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,1,0,1
POROMA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,0,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,6,2,0,0,8
POSTRER VALLE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,0,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,24,34,33,34,125
PUCARANI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,10,4,12,24,50
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,17,11,5,0,33
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,1,1,1,4
PUNATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,4,2,0,0,6
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,5,1,5,9,20
QUIME,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,1,0,1
RAVELO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,31,27,6,5,69
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,3,2,1,2,8
ROBORE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,0,0,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,14,11,0,0,25
SABAYA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,1,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,82,71,46,44,243
SAIPINA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,0,1,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,3,4,7
SAN AGUSTIN,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,22,22,44
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,1,1,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,16,18,66,58,158
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,2,0,0,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,8,6,39,30,83
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,10,10,0,0,20
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,7,5,2,2,16
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,4,0,0,5
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,1,0,0,2
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,75,72,147
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,0,1,0,2
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,81,87,91,58,317
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,1,21,3,25
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,20,14,10,9,53
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,1,4,5
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,3,3,5,12
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,2,3,1,4,10
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,0,1,3,5
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,3,2,1,0,6
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,995,1035,275,246,2551
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,1,0,0,2
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,1,0,1
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,0,1,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,1,1,2
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,4,17,28,14,63
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,2,2,0,1,5
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,5,14,11,9,39
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,4,4,1,1,10
SORACACHI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,2,2,8,12,24
SORATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,1,2,3
SUCRE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,70,61,47,51,229
TACACOMA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,5,4,13,18,40
TAPACARI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,3,8,2,14
TARACO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,2,1,0,1,4
TARATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,1,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,1,1,0,3
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,6,5,20,19,50
TIPUANI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,9,3,48,43,103
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,4,0,4,3,11
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,2,0,2
TOLATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,1,0,1
TOLEDO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,0,1,1
TOMAVE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,2,4,6
TORO TORO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,3,4,0,0,7
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,14,12,10,16,52
TUPIZA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,1,0,0,2
TURCO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,2,1,0,1,4
UNCIA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,4,8,22,12,46
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,0,12,8,21
URUBICHA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,21,25,18,14,78
UYUNI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,2,0,0,2
VIACHA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,6,3,2,12
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,0,0,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,1,0,0,0,1
VILLA SERRANO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,9,5,6,5,25
VINTO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,18,28,18,12,76
VITICHI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,7,7,1,1,16
WARNES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,51,41,0,0,92
YACO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,0,0,10,12,22
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,5,8,0,1,14
YAPACANI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-08-01,34,36,32,16,118
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,1,0,1,2
AIQUILE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,1,0,0,1
ALALAY,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,1,0,1
APOLO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,13,16,10,15,54
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,86,101,0,0,187
ATOCHA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,25,22,4,10,61
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,0,4,5,10
AZURDUY,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,4,1,2,8
BATALLAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,2,4,6,4,16
BAURES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,22,31,7,6,66
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,0,0,0,1
BELEN DE URMIRI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,0,0,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,13,12,7,6,38
BETANZOS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,20,24,8,20,72
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,4,5,2,2,13
CABEZAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,1,0,3,4
CAIROMA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,2,0,0,2
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,4,4,8
CAJUATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,4,4,8
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,5,3,0,0,8
CAMIRI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,27,27,3,0,57
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,1,0,0,1
CAQUIAVIRI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,3,2,0,0,5
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,2,0,3,3,8
CARAPARI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,36,26,21,25,108
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,1,2,2,5
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,2,9,5,17
CHAQUI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,7,11,8,11,37
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,6,3,51,44,104
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,3,7,4,15
CHIMORE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,10,2,2,2,16
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,11,25,2,7,45
CHUMA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,3,0,1,1,5
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,2,2,6,13,23
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,4,2,6,8,20
COBIJA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,9,6,2,9,26
COCAPATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,1,0,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,38,48,24,14,124
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,5,0,2,8
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,3,3,3,2,11
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,34,40,31,31,136
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,12,5,17
COMANCHE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,2,0,0,2
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,2,0,0,3
COPACABANA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,3,1,3,8
CORIPATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,4,8,19,9,40
CORQUE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,1,0,1
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,29,30,36,33,128
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,105,119,175,200,599
