municipality,group,variable,month,Niños de 6 a 11 meses con dosis única de vitamina A,TOTAL
SANTIVAÑES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,14,14
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,6,6
SAPAHAQUI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,18,18
SENA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,7,7
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,20,20
SICAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,7,7
SIPE SIPE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,68,68
SOPACHUY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,11,11
SORACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,16,16
SORATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,34,34
SUCRE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,416,416
TACACOMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,11,11
TACOBAMBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,15,15
TACOPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,19,19
TAPACARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,61,61
TARABUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,41,41
TARATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,15,15
TARIJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,322,322
TARVITA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,34,34
TEOPONTE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,25,25
TIAWANACU,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,9,9
TINGUIPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,36,36
TIPUANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,13,13
TIQUIPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,103,103
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,33,33
TOCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,11,11
TODOS SANTOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,1,1
TOLATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,14,14
TOLEDO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,13,13
TOMAVE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,16,16
TOMINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,6,6
TORO TORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,15,15
TOTORA(CBBA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,23,23
TOTORA(ORR),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,3,3
TRIGAL,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,4,4
TRINIDAD,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,227,227
TUPIZA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,71,71
TURCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,7,7
UMALA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,2,2
UNCIA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,24,24
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,22,22
URUBICHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,2,2
UYUNI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,34,34
VACAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,16,16
VALLEGRANDE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,23,23
VIACHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,71,71
VILA VILA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,11,11
VILLA MONTES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,82,82
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,3,3
VILLA RIVERO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,5,5
VILLA SERRANO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,32,32
VILLA TUNARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,158,158
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,18,18
VILLAZON,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,16,16
VINTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,26,26
VITICHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,14,14
WALDO BALLIVIAN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,6,6
WARNES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,125,125
YACO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,11,11
YACUIBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,124,124
YAMPARAEZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,8,8
YANACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,5,5
YAPACANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,74,74
YOCALLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,40,40
YOTALA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,35,35
YUNCHARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,9,9
ZUDAÑEZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-01-01,12,12
ACACIO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,15,15
ACHACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,99,99
ACHOCALLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,15,15
AIQUILE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,73,73
ALALAY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,5,5
ALCALA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,8,8
ANCORAIMES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,31,31
ANDAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,5,5
ANTEQUERA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,2,2
ANZALDO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,25,25
APOLO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,29,29
ARAMPAMPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,8,8
ARANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,25,25
ARBIETO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,25,25
ARQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,31,31
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,60,60
ATOCHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,13,13
AUCAPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,3,3
AYATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,9,9
AYO AYO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,69,69
AZURDUY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,28,28
BATALLAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,30,30
BAURES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,3,3
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,2,2
BELLA FLOR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,2,2
BERMEJO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,61,61
BETANZOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,61,61
BOLIVAR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,10,10
BOLPEBRA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,3,3
BOYUIBE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,6,6
BUENA VISTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,23,23
CABEZAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,27,27
CAIROMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,25,25
"CAIZA ""D""",nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,29,29
CAJUATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,18,18
CALACOTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,1,1
CALAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,9,9
CAMARGO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,21,21
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,4,4
CAMIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,44,44
CAPINOTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,24,24
CAQUIAVIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,9,9
CARACOLLO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,34,34
CARANAVI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,143,143
CARAPARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,13,13
CARIPUYO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,29,29
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,11,11
CHACARILLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,1,1
CHALLAPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,36,36
CHAQUI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,7,7
CHARAGUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,65,65
CHARAÑA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,2,2
CHAYANTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,16,16
CHIMORE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,41,41
CHIPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,3,3
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,19,19
CHUMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,18,18
CLIZA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,40,40
COBIJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,75,75
COCHABAMBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,495,495
COIPASA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,1,1
COLCAPIRHUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,45,45
"COLCHA ""K""",nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,8,8
COLLANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,3,3
COLOMI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,37,37
COLPA BELGICA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,6,6
COLQUECHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,65,65
COLQUENCHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,16,16
COLQUIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,35,35
COMANCHE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,7,7
COMARAPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,48,48
COMBAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,8,8
CONCEPCION,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,17,17
COPACABANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,24,24
CORIPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,23,23
CORO CORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,14,14
COROICO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,4,4
CORQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,5,5
COTAGAITA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,33,33
COTOCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,65,65
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,28,28
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,1,1
CUEVO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,3,3
CULPINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,60,60
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,9,9
CURVA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,5,5
DESAGUADERO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,4,4
EL ALTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,955,955
EL CHORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,4,4
EL PUENTE(STC),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,37,37
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,19,19
EL TORNO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,69,69
EL VILLAR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,3,3
ENTRE RIOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,42,42
ENTRE RIOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,50,50
EUCALIPTUS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,13,13
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,2,2
EXALTACION,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,12,12
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,13,13
FILADELFIA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,5,5
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,31,31
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,21,21
GUANAY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,18,18
GUAQUI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,3,3
GUAYARAMERIN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,102,102
GUTIERREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,47,47
HUACARETA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,24,24
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,4,4
HUACHACALLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,1,1
HUANUNI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,29,29
HUARACAJE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-02-01,8,8
