municipality,group,variable,month,Niños de 6 meses a menores de 2 años con dosis completa de hierro,TOTAL
SAN PEDRO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,80,80
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,20,20
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,17,17
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,22,22
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,8,8
SAN RAFAEL,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,57,57
SAN RAMON,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,21,21
SANTA ANA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,12,12
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,1713,1713
SANTA ROSA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,70,70
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,69,69
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,1,1
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,26,26
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,15,15
SANTIVAÑES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,31,31
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,7,7
SAPAHAQUI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,27,27
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,36,36
SIPE SIPE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,160,160
SOPACHUY,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,73,73
SORACACHI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,31,31
SORATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,139,139
SUCRE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,892,892
TACOBAMBA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,11,11
TACOPAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,49,49
TAPACARI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,109,109
TARABUCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,239,239
TARACO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,5,5
TARATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,25,25
TARIJA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,640,640
TARVITA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,175,175
TEOPONTE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,19,19
TIAWANACU,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,14,14
TINGUIPAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,41,41
TIPUANI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,50,50
TIQUIPAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,231,231
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,74,74
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,6,6
TOCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,7,7
TODOS SANTOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,3,3
TOLATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,20,20
TOLEDO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,12,12
TOMAVE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,11,11
TOMINA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,10,10
TORO TORO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,60,60
TOTORA(CBBA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,31,31
TOTORA(ORR),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,12,12
TRIGAL,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,3,3
TRINIDAD,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,173,173
TUPIZA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,113,113
TURCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,10,10
UMALA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,13,13
UNCIA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,58,58
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,68,68
UYUNI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,94,94
VACAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,32,32
VALLEGRANDE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,33,33
VIACHA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,107,107
VILA VILA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,28,28
VILLA MONTES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,222,222
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,3,3
VILLA RIVERO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,13,13
VILLA SERRANO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,76,76
VILLA TUNARI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,204,204
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,56,56
VILLAZON,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,167,167
VINTO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,98,98
VITICHI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,32,32
WALDO BALLIVIAN,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,10,10
WARNES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,187,187
YACO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,20,20
YACUIBA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,312,312
YAMPARAEZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,90,90
YANACACHI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,7,7
YAPACANI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,42,42
YOCALLA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,25,25
YOTALA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,104,104
YUNCHARA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,5,5
ZUDAÑEZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-01-01,67,67
ACACIO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,62,62
ACHACACHI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,313,313
ACHOCALLA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,1,1
AIQUILE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,181,181
ALALAY,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,7,7
ALCALA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,46,46
ANCORAIMES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,81,81
ANDAMARCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,12,12
ANTEQUERA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,4,4
ANZALDO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,36,36
APOLO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,64,64
ARAMPAMPA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,12,12
ARANI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,44,44
ARBIETO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,2,2
ARQUE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,84,84
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,20,20
ATOCHA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,8,8
AUCAPATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,12,12
AYATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,22,22
AYO AYO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,25,25
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,155,155
AZURDUY,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,107,107
BATALLAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,48,48
BAURES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,7,7
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,3,3
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,5,5
BELLA FLOR,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,3,3
BERMEJO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,104,104
BETANZOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,175,175
BOLIVAR,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,16,16
BOLPEBRA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,2,2
BOYUIBE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,17,17
BUENA VISTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,2,2
CABEZAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,76,76
CAIROMA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,56,56
"CAIZA ""D""",nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,36,36
CAJUATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,28,28
CALACOTO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,18,18
CALAMARCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,20,20
CAMARGO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,62,62
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,30,30
CAMIRI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,30,30
CAPINOTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,58,58
CAQUIAVIRI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,12,12
CARACOLLO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,62,62
CARANAVI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,201,201
CARAPARI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,2,2
CARIPUYO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,10,10
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,11,11
CATACORA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,4,4
CHACARILLA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,4,4
CHALLAPATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,81,81
CHAQUI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,14,14
CHARAGUA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,97,97
CHARAÑA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,12,12
CHAYANTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,85,85
CHIMORE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,57,57
CHIPAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,2,2
CHOQUE COTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,46,46
CHUMA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,43,43
CLIZA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-02-01,74,74
