,group,variable,month,ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) FUERA,ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) FUERA,TOTALES,TOTALES,TOTALES
PORONGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,6,3,4,1,10,4,14
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,13,13,0,0,13,13,26
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,9,1,2,5,11,6,17
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,158,158,24,26,182,184,366
PRESTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,2,2,1,0,3,2,5
PUCARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,0,0,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,18,14,4,7,22,21,43
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,2,3,1,4,3,7,10
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,5,0,0,0,5,0,5
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,2,7,1,1,3,8,11
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,1,0,0,1,1,2
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,2,0,0,0,2,0,2
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,3,2,0,1,3,3,6
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,11,13,1,1,12,14,26
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,36,19,6,2,42,21,63
PUNA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,2,2,3,3,5,5,10
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,14,12,2,5,16,17,33
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,5,4,0,1,5,5,10
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,44,49,39,37,83,86,169
QUIME,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,4,3,3,0,7,3,10
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,3,4,5,2,8,6,14
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,5,7,0,0,5,7,12
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,24,24,0,0,24,24,48
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,10,9,1,1,11,10,21
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,19,13,0,1,19,14,33
SABAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,1,0,0,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,110,98,4,7,114,105,219
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,1,1,0,2,1,3
SACACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,2,0,0,1,2,1,3
SAIPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,5,1,0,0,5,1,6
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,3,2,6,6,9,8,17
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,7,7,0,2,7,9,16
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,7,6,1,1,8,7,15
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,2,3,0,1,2,4,6
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,3,0,0,0,3,3
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,3,5,2,4,5,9,14
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,28,26,3,4,31,30,61
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,9,2,0,1,9,3,12
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,20,20,0,0,20,20,40
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,14,8,0,0,14,8,22
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,36,43,1,7,37,50,87
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,8,7,0,0,8,7,15
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,3,2,0,0,3,2,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,9,9,1,2,10,11,21
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,3,1,5,2,8,10
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,35,28,6,3,41,31,72
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,2,5,1,5,3,8
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,12,18,0,2,12,20,32
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,8,9,10,3,18,12,30
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,8,9,0,0,8,9,17
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,15,8,0,0,15,8,23
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,7,9,1,1,8,10,18
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,7,4,0,3,7,7,14
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,4,4,0,1,4,5,9
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,1,1,1,2,2,4
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,1,2,2,2,3,5
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,5,1,2,1,7,8
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,4,2,0,0,4,2,6
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,10,9,0,0,10,9,19
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,12,8,1,3,13,11,24
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,913,830,7,12,920,842,1762
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,10,3,0,0,10,3,13
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,18,11,2,5,20,16,36
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,1,0,0,0,1,1
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,2,1,0,0,2,1,3
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,3,1,1,1,4,2,6
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,4,3,1,0,5,3,8
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,4,2,0,1,4,3,7
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,2,0,1,0,3,0,3
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,4,5,2,3,6,8,14
SENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,8,5,1,0,9,5,14
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,15,7,0,0,15,7,22
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,10,12,0,0,10,12,22
SICAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,3,0,1,1,4,5
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,36,29,5,2,41,31,72
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,3,4,1,1,4,5,9
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,3,1,0,2,3,5
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,5,6,8,7,13,13,26
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,155,155,1,1,156,156,312
TACACOMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,4,1,2,0,6,1,7
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,4,1,2,1,6,2,8
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,3,3,5,0,8,3,11
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,8,11,4,1,12,12,24
TARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,3,0,0,1,3,1,4
TARACO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,3,1,0,0,3,1,4
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,4,3,0,0,4,3,7
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,142,135,8,4,150,139,289
TARVITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,3,4,3,4,6,8,14
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,5,6,5,3,10,9,19
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,8,3,0,1,8,4,12
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,2,5,6,1,8,6,14
TIPUANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,8,12,1,1,9,13,22
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,23,24,6,8,29,32,61
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,2,6,6,12,8,18,26
TOCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,4,2,1,0,5,2,7
TOLATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,2,5,1,0,3,5,8
TOLEDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,6,1,0,1,6,7
TOMAVE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,2,1,2,2,4,6
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,2,2,3,1,5,3,8
TORO TORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,0,1,1,1,1,2
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,7,8,0,1,7,9,16
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,2,0,0,0,2,2
TRIGAL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,2,0,1,0,3,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,58,54,0,0,58,54,112
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,25,17,1,1,26,18,44
TURCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,3,2,0,0,3,2,5
UMALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,2,1,1,2,3,5
UNCIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,13,7,2,4,15,11,26
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,7,9,4,3,11,12,23
URUBICHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,5,4,0,0,5,4,9
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,3,12,0,3,3,15,18
VACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,3,1,5,3,8,4,12
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,12,9,0,2,12,11,23
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,38,39,8,3,46,42,88
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,1,5,2,5,3,8
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,4,2,0,2,4,4,8
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,22,36,5,3,27,39,66
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,0,0,1,0,1,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,3,4,1,0,4,4,8
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,7,2,2,2,9,4,13
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,43,32,8,4,51,36,87
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,6,2,0,0,6,2,8
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,32,26,1,1,33,27,60
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,9,26,18,16,27,42,69
VITICHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,3,3,1,2,4,5,9
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,67,86,4,6,71,92,163
YACO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,2,2,1,2,3,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,57,53,5,10,62,63,125
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,2,1,0,1,2,2,4
YANACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,1,5,0,0,1,5,6
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,43,35,10,10,53,45,98
YOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,5,2,0,0,5,2,7
YOTALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,5,0,1,0,6,0,6
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,0,1,2,3,2,4,6
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-01-01,4,0,3,4,7,4,11
ACACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,0,1,0,1,0,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,19,13,2,4,21,17,38
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,3,1,12,6,15,7,22
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,9,8,8,10,17,18,35
ALALAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,0,1,1,1,1,2
ALCALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,3,0,2,0,5,5
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,10,3,0,0,10,3,13
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,4,5,1,3,5,8,13
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,2,1,0,1,2,2,4
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,2,2,0,1,2,3,5
ANZALDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,1,2,2,2,3,5
APOLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,7,6,7,7,14,13,27
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,2,1,1,2,3,5
ARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,8,8,3,0,11,8,19
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,18,12,6,5,24,17,41
ARQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,4,4,1,3,5,7,12
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,22,15,0,4,22,19,41
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,3,2,1,0,4,2,6
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,1,4,0,5,1,6
AYATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,8,6,1,1,9,7,16
AYO AYO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,2,3,0,0,2,3,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,14,10,3,5,17,15,32
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,3,7,2,2,5,9,14
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,2,5,3,1,5,6,11
BAURES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,1,0,1,0,2,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,0,1,2,2,2,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,16,21,4,3,20,24,44
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,4,3,1,0,5,3,8
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,1,4,0,5,1,6
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,0,1,0,4,0,5,5
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,3,5,0,0,3,5,8
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,9,10,3,1,12,11,23
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,13,12,12,9,25,21,46
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,4,2,1,6,5,8,13
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,2,0,1,1,3,4
CAJUATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,4,3,2,1,6,4,10
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,0,0,3,1,3,4
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,11,8,2,3,13,11,24
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,11,8,2,3,13,11,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,1,1,1,0,2,1,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,24,18,2,0,26,18,44
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-02-01,6,10,6,3,12,13,25
