,group,variable,month,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA FUERA,SRP DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,1,1,4,1,5,2,7
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,1,2,0,3,1,5,6
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,1,3,0,1,1,4,5
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,1,4,0,1,1,5,6
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,0,3,3,1,3,4,7
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,3,7,2,3,5,10,15
SENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,6,3,8,1,14,4,18
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,14,12,1,0,15,12,27
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,5,5,4,6,9,11,20
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,1,2,0,4,1,6,7
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,41,45,2,0,43,45,88
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,0,0,3,1,3,1,4
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,1,3,0,0,1,3,4
SORATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,9,4,2,6,11,10,21
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,238,274,1,0,239,274,513
TACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,0,0,4,0,4,0,4
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,9,6,2,2,11,8,19
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,0,0,2,0,2,0,2
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,1,0,0,2,1,2,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,3,1,3,2,6,3,9
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,2,2,1,4,3,6,9
TARACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,0,3,0,0,0,3,3
TARATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,1,2,0,2,1,4,5
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,230,212,14,4,244,216,460
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,4,4,6,5,10,9,19
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,11,6,3,3,14,9,23
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,5,3,0,1,5,4,9
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,3,3,5,8,8,11,19
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,5,4,6,4,11,8,19
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,39,35,11,16,50,51,101
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,6,6,10,9,16,15,31
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,0,0,2,1,2,1,3
TOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,3,4,4,2,7,6,13
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,3,4,0,2,3,6,9
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,1,1,0,0,1,1,2
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,2,6,3,4,5,10,15
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,1,2,2,1,3,3,6
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,5,2,3,1,8,3,11
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,7,4,2,0,9,4,13
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,0,1,0,1,0,2,2
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,107,107,0,0,107,107,214
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,21,14,5,6,26,20,46
UMALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,2,3,1,3,3,6,9
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,10,7,6,8,16,15,31
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,12,5,3,5,15,10,25
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,6,4,1,0,7,4,11
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,11,9,0,2,11,11,22
VACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,0,0,6,2,6,2,8
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,12,11,0,1,12,12,24
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,61,51,10,10,71,61,132
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,1,2,1,2,2,4,6
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,8,1,4,2,12,3,15
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,50,41,12,13,62,54,116
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,0,0,4,4,4,4,8
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,3,2,7,3,10,5,15
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,7,2,1,1,8,3,11
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,50,43,3,3,53,46,99
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,0,0,2,5,2,5,7
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,22,19,9,4,31,23,54
VINTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,23,27,17,29,40,56,96
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,1,0,1,2,2,2,4
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,1,3,0,0,1,3,4
WARNES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,110,96,4,4,114,100,214
YACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,1,3,1,3,2,6,8
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,69,59,27,19,96,78,174
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,0,0,2,2,2,2,4
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,2,3,0,2,2,5,7
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,35,36,23,23,58,59,117
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,3,2,1,0,4,2,6
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,0,0,5,2,5,2,7
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-01-01,1,0,6,0,7,0,7
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,1,1,0,0,1,1,2
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,18,22,12,3,30,25,55
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,6,9,7,7,13,16,29
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,21,10,8,5,29,15,44
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,0,2,0,2,0,2
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,3,1,0,0,3,1,4
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,6,3,2,0,8,3,11
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,8,6,6,6,14,12,26
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,1,0,0,2,1,2,3
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,1,3,0,0,1,3,4
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,4,0,3,1,7,1,8
APOLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,6,23,10,7,16,30,46
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,0,5,3,5,3,8
ARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,7,6,2,0,9,6,15
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,10,13,5,3,15,16,31
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,12,11,2,3,14,14,28
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,31,38,4,2,35,40,75
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,12,6,2,2,14,8,22
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,0,2,5,2,5,7
AYATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,6,3,2,0,8,3,11
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,4,7,0,3,4,10,14
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,10,8,16,8,26,16,42
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,3,3,4,1,7,4,11
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,12,5,7,8,19,13,32
BAURES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,2,2,0,0,2,2,4
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,1,0,0,0,1,0,1
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,0,2,1,2,1,3
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,0,1,2,1,2,3
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,25,30,6,5,31,35,66
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,15,6,9,12,24,18,42
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,0,1,2,1,2,3
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,1,4,1,4,2,6
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,7,5,1,2,8,7,15
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,10,7,5,8,15,15,30
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,19,21,21,12,40,33,73
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,2,0,1,2,3,2,5
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,6,7,3,2,9,9,18
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,6,2,1,0,7,2,9
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,2,2,1,2,3,4,7
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,7,8,2,3,9,11,20
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,7,8,4,4,11,12,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,5,3,0,0,5,3,8
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,28,21,2,0,30,21,51
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,17,13,1,1,18,14,32
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,8,7,3,2,11,9,20
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,20,9,5,4,25,13,38
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,44,34,4,3,48,37,85
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,9,7,7,4,16,11,27
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,3,2,3,5,6,7,13
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,0,0,1,0,1,1
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,0,0,2,0,2,2
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,1,1,1,1,2,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,18,25,2,9,20,34,54
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,4,4,1,1,5,5,10
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,15,6,24,21,39,27,66
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,0,1,0,1,0,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,8,1,10,13,18,14,32
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,21,20,3,3,24,23,47
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,1,0,2,0,3,3
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,3,2,0,0,3,2,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,7,13,4,4,11,17,28
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,1,3,1,2,2,5,7
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,4,4,7,3,11,7,18
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,2,2,6,9,8,11,19
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,10,7,7,7,17,14,31
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,51,41,12,8,63,49,112
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,5,17,21,18,26,35,61
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,556,541,7,11,563,552,1115
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,37,29,6,3,43,32,75
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,9,10,2,2,11,12,23
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,2,3,0,0,2,3,5
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,15,11,4,2,19,13,32
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,3,5,0,2,3,7,10
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,9,10,15,13,24,23,47
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,7,1,4,3,11,4,15
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,5,9,4,6,9,15,24
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,4,0,0,0,4,0,4
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,9,15,2,1,11,16,27
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,0,2,0,2,0,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,9,14,10,7,19,21,40
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,4,7,2,5,6,12,18
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,9,6,4,5,13,11,24
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,3,3,1,10,4,13,17
COROICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,7,10,4,4,11,14,25
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,2,3,1,0,3,3,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,12,9,5,5,17,14,31
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,57,59,5,8,62,67,129
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,19,21,0,3,19,24,43
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,0,1,1,1,1,2
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,1,1,1,1,2,2,4
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,12,13,5,1,17,14,31
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,5,2,1,2,6,4,10
CURVA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,1,0,2,0,3,0,3
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,2,3,1,1,3,4,7
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,563,562,106,129,669,691,1360
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,10,7,5,2,15,9,24
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,1,1,6,2,7,3,10
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,43,48,7,9,50,57,107
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,1,0,1,0,2,0,2
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,13,11,1,4,14,15,29
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,44,36,0,1,44,37,81
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,6,5,0,1,6,6,12
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,1,1,0,0,1,1,2
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,0,1,2,1,2,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,8,4,9,9,17,13,30
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,0,5,9,5,9,14
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,3,4,3,1,6,5,11
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,3,3,3,3,6,9
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,4,2,4,7,8,9,17
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,2,1,1,2,3,3,6
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,17,27,9,5,26,32,58
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,4,8,8,7,12,15,27
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,11,3,6,5,17,8,25
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,3,2,2,1,5,3,8
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,1,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,7,19,5,0,12,19,31
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,1,3,2,3,3,6,9
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,1,2,1,0,2,2,4
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,1,2,0,2,1,3
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,1,1,1,1,2,2,4
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,0,5,2,5,2,7
ICLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,1,2,6,3,7,5,12
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,6,7,8,6,14,13,27
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,1,0,0,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,3,2,10,4,13,6,19
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,9,10,2,5,11,15,26
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,19,7,5,2,24,9,33
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,5,8,2,1,7,9,16
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,19,24,15,5,34,29,63
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,73,82,13,12,86,94,180
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,526,548,2,2,528,550,1078
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,5,2,5,1,10,3,13
LAJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,8,14,2,2,10,16,26
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,0,1,3,1,3,4
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,10,7,36,24,46,31,77
LLICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,1,2,0,0,1,2,3
LORETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,3,2,0,1,3,3,6
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,6,3,0,3,6,6,12
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,1,3,1,1,2,4,6
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,1,1,2,1,3,4
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,1,3,8,3,9,12
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,8,11,0,3,8,14,22
MALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,1,2,1,2,2,4
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,18,18,6,4,24,22,46
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,1,2,3,2,4,4,8
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,19,15,17,11,36,26,62
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,11,13,12,5,23,18,41
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,3,7,3,1,6,8,14
MOJINETE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,0,0,1,0,1,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,2,1,1,2,3,3,6
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,24,19,4,4,28,23,51
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,113,119,14,11,127,130,257
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,2,3,0,0,2,3,5
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,1,1,7,7,8,8,16
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,0,4,2,4,2,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,0,0,4,3,4,3,7
OCURI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,4,5,10,12,14,17,31
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,6,9,1,1,7,10,17
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,1,1,9,3,10,4,14
ORURO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,226,225,5,7,231,232,463
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,11,11,1,4,12,15,27
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,5,8,0,1,5,9,14
PAILON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,14,37,50,53,64,90,154
PALCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-02-01,15,12,12,11,27,23,50
