,group,variable,month,ANTINEUMOCOCICA 2DA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 2DA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 2DA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 2DA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 2DA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 2DA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 2DA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 2DA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 2DA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 2DA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 2DA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 2DA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 2DA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 4 AÑOS - F,ANTINEUMOCOCICA 2DA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
LURIBAY,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
MACHACAMARCA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
MACHARETI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
MAGDALENA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
MAIRANA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
MALLA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
MAPIRI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,19,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,35
MECAPACA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
MINEROS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,14,18,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,39
MIZQUE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,17,11,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,35
MOCOMOCO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,3,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,12
MOJOCOYA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
MONTEAGUDO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
MONTERO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,48,55,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,58,113
MOROCHATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,7,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,21
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
NAZACARA DE PACAJES,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
OCURI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,14
OKINAWA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
OMEREQUE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,2,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
ORURO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,208,191,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,200,416
PADCAYA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
PADILLA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
PAILON,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,11,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,25
PALCA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,13,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,32
PALOS BLANCOS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,12,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,27
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
PAMPA GRANDE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
PAPEL PAMPA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PASORAPA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PATACAMAYA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,20,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,39
PAZÑA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
PELECHUCO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
POCOATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,4,7,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,22
POCONA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
POJO (CBBA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,11,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23
POOPO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,7,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13
PORCO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,11,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19
POROMA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
PORONGO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
PORTACHUELO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
PORVENIR,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
POSTRER VALLE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
POTOSI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,168,154,22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,168,358
PRESTO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
PUCARANI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,20,8,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,39
PUERTO ACOSTA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
PUERTO CARABUCO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
PUERTO PEREZ,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
PUERTO RICO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
PUERTO SILES,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PUERTO SUAREZ,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,6,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,58,56,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,126
PUNA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
PUNATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,15,8,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,43
QUIABAYA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
QUILLACOLLO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,84,79,65,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,117,266
QUIME,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,6,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
RAVELO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,0,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,13
REYES,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,22
RIBERALTA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,66,67,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,136
ROBORE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
RURRENABAQUE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,20,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,47
SABAYA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
SACABA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,95,70,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,82,187
SACABAMBA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SACACA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
SAIPINA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
SAMAIPATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
SAN AGUSTIN,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN ANDRES,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,3,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
SAN BENITO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,23
SAN BORJA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,44,36,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,39,85
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,4,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
SAN CARLOS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
SAN IGNACIO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,13,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,37
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,25,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,58
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
SAN JAVIER(STC),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
SAN JOAQUIN,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,9,3,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,25
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN JULIAN,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,56,48,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,51,111
SAN LORENZO(PND),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,25
SAN LUCAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,11,10,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,33
SAN MATIAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,12,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,21
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,4,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
SAN PEDRO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,7,12,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,27
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,7,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SAN PEDRO(PND),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN RAFAEL,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
SAN RAMON BENI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
SAN RAMON SCZ,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
SANTA ANA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,565,507,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,513,1093
SANTA ROSA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,7,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
SANTIVAÑES,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAPAHAQUI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
SENA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,4,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
SHINAOTA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,22,14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,40
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,7,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
SICAYA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SIPE SIPE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,29,26,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,60
SOPACHUY,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
SORACACHI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
SORATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,5,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,21
SUCRE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,133,143,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,146,279
TACACOMA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,3,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
TACOBAMBA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TACOPAYA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
TAHUA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TAPACARI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,12,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,25
TARABUCO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,4,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
TARACO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
TARATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
TARIJA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,141,135,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,137,283
TARVITA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
TEOPONTE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,7,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,18
TIAHUANACU,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,7,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
TINGUIPAYA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,3,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16
TIPUANI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
TIQUIPAYA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,20,38,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,48,78
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,5,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21
TOCO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
TOLATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
TOLEDO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOMAVE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
TOMINA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
TORO TORO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-01-01,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
