,group,variable,month,ANTIAMARILICA DOSIS UNICA < A 1 AÑO - D,ANTIAMARILICA DOSIS UNICA < A 1 AÑO - D,ANTIAMARILICA DOSIS UNICA < A 1 AÑO - F,ANTIAMARILICA DOSIS UNICA < A 1 AÑO - F,ANTIAMARILICA DOSIS UNICA 12 A 23 MESES - D,ANTIAMARILICA DOSIS UNICA 12 A 23 MESES - D,ANTIAMARILICA DOSIS UNICA 12 A 23 MESES - F,ANTIAMARILICA DOSIS UNICA 12 A 23 MESES - F,ANTIAMARILICA DOSIS UNICA 2 AÑOS - D,ANTIAMARILICA DOSIS UNICA 2 AÑOS - D,ANTIAMARILICA DOSIS UNICA 2 AÑOS - F,ANTIAMARILICA DOSIS UNICA 2 AÑOS - F,ANTIAMARILICA DOSIS UNICA 3 AÑOS - D,ANTIAMARILICA DOSIS UNICA 3 AÑOS - D,ANTIAMARILICA DOSIS UNICA 3 AÑOS - F,ANTIAMARILICA DOSIS UNICA 3 AÑOS - F,ANTIAMARILICA DOSIS UNICA 4 AÑOS - D,ANTIAMARILICA DOSIS UNICA 4 AÑOS - D,ANTIAMARILICA DOSIS UNICA 4 AÑOS - F,ANTIAMARILICA DOSIS UNICA 4 AÑOS - F,TOTALES,TOTALES,TOTALES
MACHACAMARCA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
MACHARETI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,5
MAGDALENA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,7,4,5,4,0,1,0,0,0,0,0,0,0,0,0,0,12,9,21
MAIRANA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
MALLA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
MAPIRI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,8,18,5,7,2,1,0,1,0,0,0,0,0,0,1,0,16,27,43
MECAPACA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,3,8,3,1,1,1,0,0,0,0,0,0,0,0,0,0,7,10,17
MINEROS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,15,13,14,11,1,0,0,1,0,0,0,1,0,0,0,0,30,26,56
MIZQUE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,16,19,2,5,0,0,1,0,0,0,0,0,0,0,0,0,19,24,43
MOCOMOCO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,7,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15
MOJOCOYA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,1,5,2,2,0,0,0,0,0,0,1,0,0,0,0,0,4,7,11
MONTEAGUDO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,25
MONTERO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,98,85,14,18,3,2,0,0,0,0,2,2,1,3,1,2,119,112,231
MORO MORO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MOROCHATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
NAZACARA DE PACAJES,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
OCURI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,3,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
OKINAWA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,5,6,4,4,1,0,0,0,0,0,0,0,0,0,0,0,10,10,20
OMEREQUE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
ORURO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,231,212,13,11,3,6,1,2,9,4,0,5,9,4,0,0,266,244,510
PADCAYA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,15,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,7,22
PADILLA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
PAILON,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,16,12,6,3,2,0,0,1,0,0,0,0,2,0,0,0,26,16,42
PALCA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,16,12,5,2,1,0,1,0,2,1,1,0,0,0,0,0,26,15,41
PALOS BLANCOS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,11,10,9,10,0,0,0,0,0,0,0,0,0,0,0,0,20,20,40
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PAMPA GRANDE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,6,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
PAPEL PAMPA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
PASORAPA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PATACAMAYA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,15,17,2,3,0,0,0,0,0,0,0,0,0,0,0,0,17,20,37
PAZÑA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,2,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
PELECHUCO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
POCOATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,3,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
POCONA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,3,3,7,11,0,0,0,0,0,0,1,0,0,0,0,0,11,14,25
POJO (CBBA),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,7,9,7,2,1,1,0,0,0,0,0,0,0,0,0,0,15,12,27
POOPO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
PORCO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,1,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
POROMA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,7,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
PORONGO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,1,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16
PORTACHUELO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,17,15,2,2,1,0,0,0,0,0,0,0,1,1,0,0,21,18,39
PORVENIR,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
POTOSI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,181,172,20,15,7,15,2,0,2,1,0,0,4,1,2,1,218,205,423
PRESTO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,6,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
PUCARANI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,14,14,11,4,0,0,0,0,0,0,0,0,1,0,0,0,26,18,44
PUERTO ACOSTA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
PUERTO CARABUCO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
PUERTO PEREZ,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,12,10,3,1,0,0,0,0,0,0,0,0,0,1,0,0,15,12,27
PUERTO RICO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3
PUERTO SILES,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
PUERTO SUAREZ,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,19,28,2,3,0,0,0,0,0,0,0,0,0,1,0,0,21,32,53
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,57,55,3,7,0,2,0,1,3,1,8,5,1,1,1,2,73,74,147
PUNA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,3,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13
PUNATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,11,15,16,15,0,0,0,1,1,0,0,0,0,0,1,1,29,32,61
QUIABAYA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
QUILLACOLLO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,60,74,41,40,2,2,4,2,1,3,3,1,4,2,2,5,117,129,246
QUIME,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,3,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14
QUIRUSILLAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
RAVELO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
REYES,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11
RIBERALTA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,84,97,7,11,0,5,0,0,0,3,0,0,2,1,0,0,93,117,210
ROBORE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,29
RURRENABAQUE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,15,14,5,11,0,0,0,0,2,0,0,0,0,0,0,0,22,25,47
SABAYA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SACABA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,97,108,21,21,2,2,2,2,2,2,1,0,2,2,1,0,128,137,265
SACABAMBA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,4,6
SACACA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,8,11,7,4,1,0,0,0,0,0,0,0,0,0,0,0,16,15,31
SAIPINA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,7
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
SAMAIPATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
SAN ANDRES,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,12,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,14,11,25
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SAN BENITO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,5,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,13,19
SAN BORJA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,40,38,11,12,4,2,2,2,0,1,0,1,0,0,2,1,59,57,116
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,1,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
SAN CARLOS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,10,9,6,11,0,1,1,0,0,0,0,0,0,0,0,0,17,21,38
SAN IGNACIO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,20,19,2,3,0,1,0,0,0,0,0,0,0,0,0,0,22,23,45
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,58,45,9,6,3,0,0,1,2,0,1,1,0,0,0,0,73,53,126
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN JAVIER(STC),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,17,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,23,40
SAN JOAQUIN,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,15,18,5,9,1,1,1,7,0,1,2,1,0,0,0,2,24,39,63
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAN JULIAN,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,40,46,4,10,2,3,3,1,1,0,0,0,0,0,0,0,50,60,110
SAN LORENZO(PND),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,15,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,9,25
SAN LUCAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,12,7,5,9,0,0,0,0,0,0,0,0,0,0,0,0,17,16,33
SAN MATIAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,14,5,2,5,2,0,0,0,0,0,0,0,0,2,0,0,18,12,30
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,3,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN PEDRO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,7,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,6,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,4,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,14,22
SAN PEDRO DE QUEMES,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
SAN PEDRO(PND),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
SAN RAFAEL,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
SAN RAMON BENI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SAN RAMON SCZ,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,16
SANTA ANA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,14,11,0,2,0,0,0,0,0,1,0,0,1,1,0,0,15,15,30
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,983,951,14,12,48,45,0,2,27,23,6,4,25,37,6,1,1109,1075,2184
SANTA ROSA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,8,7,1,1,0,0,0,0,0,2,0,0,0,0,0,0,9,10,19
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,18
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SANTIVAÑES,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SAPAHAQUI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,4,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
SENA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,7,13,7,2,1,0,1,0,0,0,0,2,3,1,0,0,19,18,37
SHINAOTA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,19,18,1,1,0,0,0,0,0,1,0,0,1,0,1,0,22,20,42
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,12,9,0,0,1,1,0,0,0,1,0,0,0,0,0,0,13,11,24
SICAYA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SIPE SIPE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,33,35,8,8,2,0,0,0,1,0,0,0,0,1,1,1,45,45,90
SOPACHUY,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
SORACACHI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
SORATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,3,4,8,6,2,0,0,0,0,0,0,0,0,0,0,0,13,10,23
SUCRE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,212,209,1,3,3,1,1,0,0,4,0,1,4,3,1,1,222,222,444
TACACHI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TACACOMA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,4,7,11
TACOBAMBA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
TACOPAYA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
TAHUA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
TAPACARI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,9,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,12,13,25
TARABUCO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,3,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
TARACO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
TARATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
TARIJA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,145,114,13,9,3,4,3,1,1,2,2,0,0,4,1,0,168,134,302
TARVITA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,1,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10
TEOPONTE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
TIAHUANACU,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,8,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21
TINGUIPAYA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,1,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,7,12,19
TIPUANI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,3,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
TIQUIPAYA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,27,42,13,4,1,0,0,1,0,1,1,0,1,0,1,1,44,49,93
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,2,11,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,15,19
TOCO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
TOLATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
TOLEDO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,4
TOMAVE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
TOMINA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-01-01,0,0,0,0,1,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,5,6,11
