,group,variable,month,BCG < A 1 AÑO - D,BCG < A 1 AÑO - D,BCG < A 1 AÑO - F,BCG < A 1 AÑO - F,BCG 12 A 23 MESES - D,BCG 12 A 23 MESES - D,BCG 12 A 23 MESES - F,BCG 12 A 23 MESES - F,BCG 2 AÑOS - D,BCG 2 AÑOS - D,BCG 2 AÑOS - F,BCG 2 AÑOS - F,BCG 3 AÑOS - D,BCG 3 AÑOS - D,BCG 3 AÑOS - F,BCG 3 AÑOS - F,BCG 4 AÑOS - D,BCG 4 AÑOS - D,BCG 4 AÑOS - F,BCG 4 AÑOS - F,TOTALES,TOTALES,TOTALES
PATACAMAYA,vacunacion en menores  de 5 anos,bcg,2024-01-01,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,30
PAZÑA,vacunacion en menores  de 5 anos,bcg,2024-01-01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
PELECHUCO,vacunacion en menores  de 5 anos,bcg,2024-01-01,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
POCOATA,vacunacion en menores  de 5 anos,bcg,2024-01-01,1,4,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,30
POCONA,vacunacion en menores  de 5 anos,bcg,2024-01-01,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
POJO (CBBA),vacunacion en menores  de 5 anos,bcg,2024-01-01,5,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
POOPO,vacunacion en menores  de 5 anos,bcg,2024-01-01,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
PORCO,vacunacion en menores  de 5 anos,bcg,2024-01-01,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
POROMA,vacunacion en menores  de 5 anos,bcg,2024-01-01,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
PORONGO,vacunacion en menores  de 5 anos,bcg,2024-01-01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
PORTACHUELO,vacunacion en menores  de 5 anos,bcg,2024-01-01,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,31
PORVENIR,vacunacion en menores  de 5 anos,bcg,2024-01-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
POSTRER VALLE,vacunacion en menores  de 5 anos,bcg,2024-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
POTOSI,vacunacion en menores  de 5 anos,bcg,2024-01-01,240,203,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,210,467
PRESTO,vacunacion en menores  de 5 anos,bcg,2024-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUCARANI,vacunacion en menores  de 5 anos,bcg,2024-01-01,10,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,36
PUERTO ACOSTA,vacunacion en menores  de 5 anos,bcg,2024-01-01,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
PUERTO CARABUCO,vacunacion en menores  de 5 anos,bcg,2024-01-01,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,bcg,2024-01-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
PUERTO PEREZ,vacunacion en menores  de 5 anos,bcg,2024-01-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,bcg,2024-01-01,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
PUERTO RICO,vacunacion en menores  de 5 anos,bcg,2024-01-01,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
PUERTO SILES,vacunacion en menores  de 5 anos,bcg,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO SUAREZ,vacunacion en menores  de 5 anos,bcg,2024-01-01,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,33
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,bcg,2024-01-01,69,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,77,146
PUNA,vacunacion en menores  de 5 anos,bcg,2024-01-01,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
PUNATA,vacunacion en menores  de 5 anos,bcg,2024-01-01,25,31,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,32,59
QUIABAYA,vacunacion en menores  de 5 anos,bcg,2024-01-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
QUILLACOLLO,vacunacion en menores  de 5 anos,bcg,2024-01-01,105,103,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,106,216
QUIME,vacunacion en menores  de 5 anos,bcg,2024-01-01,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,bcg,2024-01-01,2,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
RAVELO,vacunacion en menores  de 5 anos,bcg,2024-01-01,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
REYES,vacunacion en menores  de 5 anos,bcg,2024-01-01,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12
RIBERALTA,vacunacion en menores  de 5 anos,bcg,2024-01-01,103,117,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,121,226
ROBORE,vacunacion en menores  de 5 anos,bcg,2024-01-01,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23
RURRENABAQUE,vacunacion en menores  de 5 anos,bcg,2024-01-01,8,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,23
SABAYA,vacunacion en menores  de 5 anos,bcg,2024-01-01,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SACABA,vacunacion en menores  de 5 anos,bcg,2024-01-01,117,110,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,116,236
SACABAMBA,vacunacion en menores  de 5 anos,bcg,2024-01-01,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SACACA,vacunacion en menores  de 5 anos,bcg,2024-01-01,5,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19
SAIPINA,vacunacion en menores  de 5 anos,bcg,2024-01-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,bcg,2024-01-01,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SAMAIPATA,vacunacion en menores  de 5 anos,bcg,2024-01-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SAN AGUSTIN,vacunacion en menores  de 5 anos,bcg,2024-01-01,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SAN ANDRES,vacunacion en menores  de 5 anos,bcg,2024-01-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,bcg,2024-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,bcg,2024-01-01,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
SAN BENITO,vacunacion en menores  de 5 anos,bcg,2024-01-01,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
SAN BORJA,vacunacion en menores  de 5 anos,bcg,2024-01-01,30,39,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,43,75
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,bcg,2024-01-01,13,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,23
SAN CARLOS,vacunacion en menores  de 5 anos,bcg,2024-01-01,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,23
SAN IGNACIO,vacunacion en menores  de 5 anos,bcg,2024-01-01,17,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,35
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,bcg,2024-01-01,46,56,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,64,116
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,bcg,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN JAVIER(STC),vacunacion en menores  de 5 anos,bcg,2024-01-01,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30
SAN JOAQUIN,vacunacion en menores  de 5 anos,bcg,2024-01-01,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,bcg,2024-01-01,14,7,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,23,54
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,bcg,2024-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN JULIAN,vacunacion en menores  de 5 anos,bcg,2024-01-01,30,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,32,62
SAN LORENZO(PND),vacunacion en menores  de 5 anos,bcg,2024-01-01,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,bcg,2024-01-01,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
SAN LUCAS,vacunacion en menores  de 5 anos,bcg,2024-01-01,11,11,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,31
SAN MATIAS,vacunacion en menores  de 5 anos,bcg,2024-01-01,16,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,28
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,bcg,2024-01-01,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
SAN PEDRO,vacunacion en menores  de 5 anos,bcg,2024-01-01,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,bcg,2024-01-01,6,7,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,25
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,bcg,2024-01-01,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,bcg,2024-01-01,1,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,19
SAN RAFAEL,vacunacion en menores  de 5 anos,bcg,2024-01-01,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
SAN RAMON BENI,vacunacion en menores  de 5 anos,bcg,2024-01-01,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SAN RAMON SCZ,vacunacion en menores  de 5 anos,bcg,2024-01-01,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
SANTA ANA,vacunacion en menores  de 5 anos,bcg,2024-01-01,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,18
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,bcg,2024-01-01,1420,1335,68,63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1489,1398,2887
SANTA ROSA,vacunacion en menores  de 5 anos,bcg,2024-01-01,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,bcg,2024-01-01,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,bcg,2024-01-01,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,bcg,2024-01-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,bcg,2024-01-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SANTIVAÑES,vacunacion en menores  de 5 anos,bcg,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,bcg,2024-01-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAPAHAQUI,vacunacion en menores  de 5 anos,bcg,2024-01-01,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
SENA,vacunacion en menores  de 5 anos,bcg,2024-01-01,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
SHINAOTA,vacunacion en menores  de 5 anos,bcg,2024-01-01,23,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,45
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,bcg,2024-01-01,6,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
SICAYA,vacunacion en menores  de 5 anos,bcg,2024-01-01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SIPE SIPE,vacunacion en menores  de 5 anos,bcg,2024-01-01,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,39
SOPACHUY,vacunacion en menores  de 5 anos,bcg,2024-01-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SORACACHI,vacunacion en menores  de 5 anos,bcg,2024-01-01,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
SORATA,vacunacion en menores  de 5 anos,bcg,2024-01-01,7,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,22
SUCRE,vacunacion en menores  de 5 anos,bcg,2024-01-01,222,194,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,198,421
TACACOMA,vacunacion en menores  de 5 anos,bcg,2024-01-01,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TACOBAMBA,vacunacion en menores  de 5 anos,bcg,2024-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TACOPAYA,vacunacion en menores  de 5 anos,bcg,2024-01-01,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
TAHUA,vacunacion en menores  de 5 anos,bcg,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TAPACARI,vacunacion en menores  de 5 anos,bcg,2024-01-01,12,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,27
TARABUCO,vacunacion en menores  de 5 anos,bcg,2024-01-01,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
TARACO,vacunacion en menores  de 5 anos,bcg,2024-01-01,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
TARATA,vacunacion en menores  de 5 anos,bcg,2024-01-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
TARIJA,vacunacion en menores  de 5 anos,bcg,2024-01-01,153,146,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,148,301
TARVITA,vacunacion en menores  de 5 anos,bcg,2024-01-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
TEOPONTE,vacunacion en menores  de 5 anos,bcg,2024-01-01,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
TIAHUANACU,vacunacion en menores  de 5 anos,bcg,2024-01-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
TINGUIPAYA,vacunacion en menores  de 5 anos,bcg,2024-01-01,2,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
TIPUANI,vacunacion en menores  de 5 anos,bcg,2024-01-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
TIQUIPAYA,vacunacion en menores  de 5 anos,bcg,2024-01-01,27,37,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,39,71
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,bcg,2024-01-01,2,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13
TOCO,vacunacion en menores  de 5 anos,bcg,2024-01-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
TODOS SANTOS,vacunacion en menores  de 5 anos,bcg,2024-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
TOLATA,vacunacion en menores  de 5 anos,bcg,2024-01-01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
TOLEDO,vacunacion en menores  de 5 anos,bcg,2024-01-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
TOMAVE,vacunacion en menores  de 5 anos,bcg,2024-01-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
TOMINA,vacunacion en menores  de 5 anos,bcg,2024-01-01,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
TORO TORO,vacunacion en menores  de 5 anos,bcg,2024-01-01,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11
TOTORA(CBBA),vacunacion en menores  de 5 anos,bcg,2024-01-01,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
TOTORA(ORR),vacunacion en menores  de 5 anos,bcg,2024-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TRINIDAD,vacunacion en menores  de 5 anos,bcg,2024-01-01,123,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,113,236
TUPIZA,vacunacion en menores  de 5 anos,bcg,2024-01-01,26,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,40,67
TURCO,vacunacion en menores  de 5 anos,bcg,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
UMALA,vacunacion en menores  de 5 anos,bcg,2024-01-01,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
UNCIA,vacunacion en menores  de 5 anos,bcg,2024-01-01,7,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,25
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,bcg,2024-01-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
URUBICHA,vacunacion en menores  de 5 anos,bcg,2024-01-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
UYUNI,vacunacion en menores  de 5 anos,bcg,2024-01-01,25,16,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,17,47
VACAS,vacunacion en menores  de 5 anos,bcg,2024-01-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
VALLEGRANDE,vacunacion en menores  de 5 anos,bcg,2024-01-01,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,25
VIACHA,vacunacion en menores  de 5 anos,bcg,2024-01-01,37,29,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,32,73
VILA VILA,vacunacion en menores  de 5 anos,bcg,2024-01-01,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
VILLA CHARCAS,vacunacion en menores  de 5 anos,bcg,2024-01-01,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
VILLA MONTES,vacunacion en menores  de 5 anos,bcg,2024-01-01,36,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,32,69
VILLA RIVERO,vacunacion en menores  de 5 anos,bcg,2024-01-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
VILLA SERRANO,vacunacion en menores  de 5 anos,bcg,2024-01-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
VILLA TUNARI,vacunacion en menores  de 5 anos,bcg,2024-01-01,63,48,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,56,126
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,bcg,2024-01-01,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
VILLAZON,vacunacion en menores  de 5 anos,bcg,2024-01-01,21,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,37
VINTO,vacunacion en menores  de 5 anos,bcg,2024-01-01,41,28,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,31,75
VITICHI,vacunacion en menores  de 5 anos,bcg,2024-01-01,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,bcg,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
WARNES,vacunacion en menores  de 5 anos,bcg,2024-01-01,78,80,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,87,173
YACO,vacunacion en menores  de 5 anos,bcg,2024-01-01,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
YACUIBA,vacunacion en menores  de 5 anos,bcg,2024-01-01,64,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,69,133
YAMPARAEZ,vacunacion en menores  de 5 anos,bcg,2024-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
YANACACHI,vacunacion en menores  de 5 anos,bcg,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
YAPACANI,vacunacion en menores  de 5 anos,bcg,2024-01-01,43,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,57,100
YOCALLA,vacunacion en menores  de 5 anos,bcg,2024-01-01,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
YOTALA,vacunacion en menores  de 5 anos,bcg,2024-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
YUNCHARA,vacunacion en menores  de 5 anos,bcg,2024-01-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
ZUDAÑEZ,vacunacion en menores  de 5 anos,bcg,2024-01-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
ACACIO,vacunacion en menores  de 5 anos,bcg,2024-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ACHACACHI,vacunacion en menores  de 5 anos,bcg,2024-02-01,24,16,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,45
ACHOCALLA,vacunacion en menores  de 5 anos,bcg,2024-02-01,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
AIQUILE,vacunacion en menores  de 5 anos,bcg,2024-02-01,7,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,21
ALALAY,vacunacion en menores  de 5 anos,bcg,2024-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ALTO BENI,vacunacion en menores  de 5 anos,bcg,2024-02-01,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
ANCORAIMES,vacunacion en menores  de 5 anos,bcg,2024-02-01,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
ANDAMARCA,vacunacion en menores  de 5 anos,bcg,2024-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ANTEQUERA,vacunacion en menores  de 5 anos,bcg,2024-02-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ANZALDO,vacunacion en menores  de 5 anos,bcg,2024-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
APOLO,vacunacion en menores  de 5 anos,bcg,2024-02-01,11,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26
ARAMPAMPA,vacunacion en menores  de 5 anos,bcg,2024-02-01,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
ARANI,vacunacion en menores  de 5 anos,bcg,2024-02-01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ARBIETO,vacunacion en menores  de 5 anos,bcg,2024-02-01,6,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
ARQUE,vacunacion en menores  de 5 anos,bcg,2024-02-01,5,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,bcg,2024-02-01,31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30,61
ATOCHA,vacunacion en menores  de 5 anos,bcg,2024-02-01,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
AUCAPATA,vacunacion en menores  de 5 anos,bcg,2024-02-01,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
AYATA,vacunacion en menores  de 5 anos,bcg,2024-02-01,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
