,group,variable,month,ANTIPOLIOMELITICA 2DA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 2DA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 2DA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 2DA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 2DA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 2DA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 2DA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 2DA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 2DA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 2DA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 2DA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 2DA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 2DA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 2DA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 2DA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 2DA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 2DA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 2DA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 2DA DOSIS 4 AÑOS - F,ANTIPOLIOMELITICA 2DA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
LAGUNILLAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
LAJA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,7,9,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,13,24
LAS CARRERAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LICOMA PAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
LLALLAGUA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,12,16,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,38,74
LORETO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LURIBAY,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
MACHACAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
MACHARETI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
MAGDALENA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
MAIRANA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,5
MALLA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
MAPIRI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,16,8,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,13,34
MECAPACA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,2,6,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,7,12
MINEROS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,14,18,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,23,41
MIZQUE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,17,11,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,13,36
MOCOMOCO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,4,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14
MOJOCOYA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
MONTEAGUDO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
MONTERO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,48,55,7,3,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,59,60,119
MOROCHATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,7,1,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,22
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
NAZACARA DE PACAJES,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
OCURI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,14
OKINAWA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
OMEREQUE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,2,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
ORURO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,208,191,8,9,3,4,0,3,4,3,0,0,3,2,0,0,1,3,1,0,228,215,443
PADCAYA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
PADILLA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
PAILON,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,11,6,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,10,26
PALCA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,13,14,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,15,33
PALOS BLANCOS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,12,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,27
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
PAPEL PAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PASORAPA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PATACAMAYA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,20,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,39
PAZÑA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
PELECHUCO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
POCOATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,4,7,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,23
POCONA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
POJO (CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,11,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,24
POOPO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,7,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13
PORCO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,11,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,10,21
POROMA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,5,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
PORONGO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
PORTACHUELO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
PORVENIR,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
POSTRER VALLE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
POTOSI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,173,136,22,13,2,1,1,1,2,1,1,0,0,1,0,0,2,0,0,0,203,153,356
PRESTO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
PUCARANI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,20,8,4,7,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,26,16,42
PUERTO ACOSTA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
PUERTO CARABUCO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
PUERTO PEREZ,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
PUERTO RICO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
PUERTO SILES,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PUERTO SUAREZ,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,20,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,43
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,58,56,5,7,0,0,2,2,0,0,1,0,2,3,0,1,0,0,0,0,68,69,137
PUNA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
PUNATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,15,8,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,43
QUIABAYA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
QUILLACOLLO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,84,79,65,38,0,2,2,1,0,0,0,4,1,1,2,0,0,0,0,0,154,125,279
QUIME,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,6,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
RAVELO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,0,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,13
REYES,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,7,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,23
RIBERALTA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,66,62,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,70,65,135
ROBORE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
RURRENABAQUE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,20,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,47
SABAYA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
SACABA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,95,69,10,12,4,4,1,1,0,1,0,1,1,0,1,0,0,2,0,0,112,90,202
SACABAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SACACA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,4,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
SAIPINA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
SAMAIPATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,8,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,5,14
SAN AGUSTIN,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN ANDRES,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,3,4,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,8,12
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,3,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15
SAN BENITO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,23
SAN BORJA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,45,37,2,3,2,4,0,1,1,0,1,0,1,1,0,0,0,0,0,0,52,46,98
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,4,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
SAN CARLOS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
SAN IGNACIO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,13,20,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,24,39
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,25,30,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,59
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,6
SAN JAVIER(STC),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
SAN JOAQUIN,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,9,3,11,2,0,0,5,2,0,0,0,1,0,0,1,0,0,0,0,0,26,8,34
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN JULIAN,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,61,51,5,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69,56,125
SAN LORENZO(PND),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,12,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,13,26
SAN LUCAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,11,10,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,33
SAN MATIAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,12,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,21
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,4,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
SAN PEDRO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,7,12,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,27
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,7,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,0,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,5,7
SAN PEDRO(PND),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN RAFAEL,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
SAN RAMON BENI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
SAN RAMON SCZ,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,11,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,15,27
SANTA ANA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,9,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,13,23
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,550,505,15,6,22,13,2,5,3,9,0,2,6,5,3,2,3,4,0,1,604,552,1156
SANTA ROSA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,7,9,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,13,21
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
SANTIVAÑES,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAPAHAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,4,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
SENA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,4,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
SHINAOTA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,22,14,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,19,43
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,7,12,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,12,22
SICAYA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SIPE SIPE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,29,26,2,3,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,36,30,66
SOPACHUY,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
SORACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
SORATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,5,10,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,22
SUCRE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,133,143,0,3,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,136,147,283
TACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TACACOMA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,3,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
TACOBAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TACOPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
TAHUA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TAPACARI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,12,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,25
TARABUCO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,4,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
TARACO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
TARATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
TARIJA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,141,135,5,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,147,139,286
TARVITA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
TEOPONTE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-01-01,7,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,18
