,group,variable,month,ANTIPOLIOMELITICA 1RA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 1RA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 1RA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 1RA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 1RA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 1RA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 1RA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 1RA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 1RA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 1RA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 1RA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 1RA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 1RA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 4 AÑOS - F,ANTIPOLIOMELITICA 1RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
LA ASUNTA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,29,32,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,31,33,64
LA GUARDIA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,76,58,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,77,60,137
LA PAZ,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,416,406,15,10,0,0,1,0,3,1,0,0,0,1,0,0,2,2,0,0,437,420,857
LAGUNILLAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,3,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
LAJA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,11,9,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,27
LAS CARRERAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
LICOMA PAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LLALLAGUA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,15,7,24,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,26,65
LLICA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
LORETO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
LURIBAY,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
MACHACAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
MACHARETI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
MAGDALENA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,5,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
MAIRANA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
MALLA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
MAPIRI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,14,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,28
MECAPACA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,6,11,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,22
MINEROS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,9,16,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,34
MIZQUE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,16,13,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,35
MOCOMOCO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
MOJOCOYA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
MONTEAGUDO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,24
MONTERO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,98,91,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105,93,198
MORO MORO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MOROCHATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,5,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
NAZACARA DE PACAJES,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
OCURI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,5,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,21
OKINAWA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,7,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,7,16
OMEREQUE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
ORURO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,208,213,8,10,5,1,0,0,2,4,0,0,2,4,0,1,1,0,0,1,226,234,460
PADCAYA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
PADILLA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
PAILON,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,19,12,8,7,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,30,20,50
PALCA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,22,15,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,19,49
PALOS BLANCOS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,20,16,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,43
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
PAMPA GRANDE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
PAPEL PAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
PATACAMAYA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,24
PAZÑA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
PELECHUCO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
POCOATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,7,6,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30
POCONA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,14
POJO (CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,5,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,18
POOPO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
PORCO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,6,15,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,26
POROMA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
PORONGO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
PORTACHUELO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,12,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,21
PORVENIR,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,5,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15
POTOSI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,212,186,27,20,1,5,1,1,1,1,0,0,0,1,1,1,0,0,0,0,243,215,458
PRESTO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
PUCARA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUCARANI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,17,20,9,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,28,54
PUERTO ACOSTA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
PUERTO CARABUCO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
PUERTO PEREZ,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,8,8,1,1,1,2,0,2,7,3,3,0,0,0,0,0,0,0,0,0,20,16,36
PUERTO RICO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
PUERTO SILES,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUERTO SUAREZ,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,18,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,30
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,46,49,7,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,55,55,110
PUNA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,4,8,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,23
PUNATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,21,17,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,51
QUIABAYA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
QUILLACOLLO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,89,78,32,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,121,123,244
QUIME,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,12
QUIRUSILLAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,4,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
RAVELO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,2,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
REYES,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,4,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
RIBERALTA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,80,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83,60,143
ROBORE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
RURRENABAQUE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,19,19,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,19,24,43
SABAYA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
SACABA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,106,99,15,10,0,0,1,0,1,1,0,1,0,1,0,1,0,2,0,0,123,115,238
SACACA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,7,6,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,10,18
SAIPINA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
SAMAIPATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
SAN AGUSTIN,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN ANDRES,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,6,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
SAN BENITO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
SAN BORJA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,51,30,3,4,2,1,0,1,1,2,0,0,0,1,0,0,0,0,1,0,58,39,97
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,8,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,26
SAN CARLOS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,13,9,2,2,2,0,0,0,0,0,1,0,0,0,0,0,6,4,1,0,25,15,40
SAN IGNACIO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,9,15,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,28
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,59,36,3,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63,42,105
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN JAVIER(STC),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,24
SAN JOAQUIN,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,8,10,19,15,0,0,1,3,0,0,1,0,0,0,2,1,0,0,0,2,31,31,62
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN JULIAN,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,27,51,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,54,81
SAN LORENZO(PND),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,14,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,24
SAN LUCAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,10,16,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,33
SAN MATIAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,5,16,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,8,18,26
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,6,7,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,25
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,8,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
SAN PEDRO DE QUEMES,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SAN PEDRO(PND),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN RAFAEL,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
SAN RAMON BENI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SAN RAMON SCZ,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
SANTA ANA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,16,11,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,19,13,32
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,828,791,9,9,5,6,0,1,4,5,0,1,5,4,0,0,16,12,0,0,867,829,1696
SANTA ROSA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SANTIVAÑES,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7
SAPAHAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,7,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,13
SENA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
SHINAOTA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,17,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,41
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,15,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,27
SICAYA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SIPE SIPE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,46,36,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,90
SOPACHUY,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SORACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,5,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,7,13
SORATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,12,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,25
SUCRE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,186,177,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,190,179,369
TACACOMA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,6,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
TACOBAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TACOPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
TAHUA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TAPACARI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-01-01,14,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,25
