,group,variable,month,INFLUENZA ESTACIONAL DOSIS UNICA < A 1 AÑO - D,INFLUENZA ESTACIONAL DOSIS UNICA < A 1 AÑO - D,INFLUENZA ESTACIONAL DOSIS UNICA < A 1 AÑO - F,INFLUENZA ESTACIONAL DOSIS UNICA < A 1 AÑO - F,INFLUENZA ESTACIONAL DOSIS UNICA 12 A 23 MESES - D,INFLUENZA ESTACIONAL DOSIS UNICA 12 A 23 MESES - D,INFLUENZA ESTACIONAL DOSIS UNICA 12 A 23 MESES - F,INFLUENZA ESTACIONAL DOSIS UNICA 12 A 23 MESES - F,INFLUENZA ESTACIONAL DOSIS UNICA 2 AÑOS - D,INFLUENZA ESTACIONAL DOSIS UNICA 2 AÑOS - D,INFLUENZA ESTACIONAL DOSIS UNICA 2 AÑOS - F,INFLUENZA ESTACIONAL DOSIS UNICA 2 AÑOS - F,INFLUENZA ESTACIONAL DOSIS UNICA 3 AÑOS - D,INFLUENZA ESTACIONAL DOSIS UNICA 3 AÑOS - D,INFLUENZA ESTACIONAL DOSIS UNICA 3 AÑOS - F,INFLUENZA ESTACIONAL DOSIS UNICA 3 AÑOS - F,INFLUENZA ESTACIONAL DOSIS UNICA 4 AÑOS - D,INFLUENZA ESTACIONAL DOSIS UNICA 4 AÑOS - D,INFLUENZA ESTACIONAL DOSIS UNICA 4 AÑOS - F,INFLUENZA ESTACIONAL DOSIS UNICA 4 AÑOS - F,TOTALES,TOTALES,TOTALES
ACHOCALLA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,42,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,36,78
AIQUILE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,23,25,25,24,3,1,2,2,1,0,0,0,0,0,0,0,54,52,106
ALALAY,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,0,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
ALCALA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,5,1,9,8,1,0,0,0,0,0,0,1,0,1,1,0,16,11,27
ALTO BENI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,20,19,2,9,0,0,0,0,0,0,0,0,0,0,0,0,22,28,50
ANCORAIMES,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,24,20,3,6,0,0,0,0,0,0,0,0,0,0,0,0,27,26,53
ANDAMARCA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,2,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
ANTEQUERA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,5,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
ANZALDO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,2,4,2,13,0,0,1,1,0,0,2,1,1,0,1,1,9,20,29
APOLO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,4,17,16,7,0,0,0,0,0,0,0,0,0,0,0,0,20,24,44
ARAMPAMPA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,5,2,10,14,0,0,0,0,0,0,0,0,0,0,0,0,15,16,31
ARANI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,12,11,14,17,0,0,0,0,0,0,0,0,0,0,0,0,26,28,54
ARBIETO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,38,45,28,30,0,0,1,0,0,0,0,0,0,0,0,0,67,75,142
ARQUE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,15,21,38,27,0,0,0,0,0,0,0,0,0,0,0,0,53,48,101
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,64,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,66,50,116
ATOCHA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,19,17,4,7,0,0,0,0,0,0,0,0,0,0,0,0,23,24,47
AUCAPATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,6,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
AYATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,6,11,8,9,0,0,0,0,0,0,0,0,0,0,0,0,14,20,34
AYO AYO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,17,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,12,31
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,68,43,58,49,0,0,0,0,0,0,0,0,0,0,0,0,126,92,218
AZURDUY,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,28,16,26,15,0,0,0,0,0,0,0,0,0,0,0,0,54,31,85
BATALLAS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,22,33,7,3,0,0,0,0,0,0,0,0,0,0,0,0,29,36,65
BAURES,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,21,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,3,25
BELEN DE ANDAMARCA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,3,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
BELEN DE URMIRI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
BELLA FLOR,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,0,2,10,11,0,0,1,0,0,0,0,0,0,0,0,1,11,14,25
BERMEJO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,64,78,9,7,4,6,3,0,1,3,0,0,2,1,0,0,83,95,178
BETANZOS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,27,25,56,49,0,0,0,0,0,0,0,0,0,0,0,0,83,74,157
BOLIVAR,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,5,10,18,13,3,5,4,3,0,0,1,0,0,0,0,0,31,31,62
BOLPEBRA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
BOYUIBE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,3,8,21,23,0,0,0,0,0,0,0,0,0,0,0,0,24,31,55
BUENA VISTA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,25,29,5,3,0,0,0,0,0,0,0,0,0,0,0,0,30,32,62
CABEZAS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,38,53,26,24,0,0,0,0,0,0,0,0,0,0,0,0,64,77,141
CAIROMA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,9,17,7,4,0,0,0,0,0,0,0,0,0,0,0,0,16,21,37
"CAIZA ""D""",vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,9,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,13,3,16
CAJUATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,13,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,21
CALACOTO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,2,0,17,10,0,0,0,0,0,0,0,0,0,0,0,0,19,10,29
CALAMARCA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,30,24,11,4,0,0,0,0,0,0,0,0,0,0,0,0,41,28,69
CAMARGO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,16,20,16,13,8,4,11,7,3,3,6,7,7,4,11,7,78,65,143
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,3,4,4,6,5,3,2,0,1,2,1,1,0,0,0,0,16,16,32
CAMIRI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,40,37,1,6,0,0,0,0,0,0,0,0,0,0,0,0,41,43,84
CAPINOTA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,36,55,5,4,0,0,0,0,0,0,0,0,0,0,0,0,41,59,100
CAQUIAVIRI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,16,15,4,4,0,0,0,0,0,0,0,0,0,0,0,0,20,19,39
CARACOLLO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,31,30,14,10,1,0,0,1,0,0,0,0,0,0,0,0,46,41,87
CARANAVI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,85,76,7,12,0,0,0,0,0,0,0,0,0,0,0,0,92,88,180
CARAPARI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,18,25,14,20,0,0,0,0,0,0,0,0,0,0,0,0,32,45,77
CARIPUYO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,18,19,19,17,2,0,0,0,0,0,0,0,0,0,1,0,40,36,76
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,6,13,33,29,0,0,0,0,0,0,0,0,0,0,0,0,39,42,81
CATACORA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
CHACARILLA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,6,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
CHALLAPATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,26,33,14,14,0,0,0,0,0,0,0,0,0,0,0,0,40,47,87
CHAQUI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,13,24,4,6,0,0,0,0,0,0,0,0,0,0,0,0,17,30,47
CHARAGUA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,46,43,51,66,0,0,0,0,0,0,0,0,0,0,0,0,97,109,206
CHARAÑA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,1,3,8,7,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
CHAYANTA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,12,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,19,14,33
CHIMORE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,86,77,17,22,0,0,0,0,0,0,0,0,0,0,0,0,103,99,202
CHIPAYA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
CHOQUE COTA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,1,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
CHUA COCANI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,16,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,22,18,40
CHUMA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,5,9,28,17,0,0,0,0,0,0,0,0,0,0,0,0,33,26,59
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,0,0,17,22,0,0,0,0,0,0,0,0,0,0,0,0,17,22,39
CKOCHAS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,18,21,26,15,0,0,0,0,0,0,0,0,0,0,0,0,44,36,80
CLIZA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,45,46,9,14,2,4,3,4,4,2,1,6,0,0,2,2,66,78,144
COBIJA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,72,63,83,90,1,0,3,5,1,0,3,3,0,0,2,0,165,161,326
COCAPATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,60,61,49,35,0,0,0,0,0,0,0,0,0,0,0,0,109,96,205
COCHABAMBA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,958,883,120,104,2,3,0,1,1,1,0,0,1,1,0,0,1082,993,2075
COLCAPIRHUA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,72,76,3,3,0,0,0,0,0,0,0,0,0,0,0,0,75,79,154
"COLCHA ""K""",vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,53,40,13,9,0,0,0,0,0,0,0,0,0,0,0,0,66,49,115
COLLANA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
COLOMI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,39,55,9,7,0,3,0,0,0,2,0,0,0,0,1,0,49,67,116
COLPA BELGICA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,25
COLQUECHACA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,29,24,36,32,0,1,3,4,1,0,0,1,0,0,0,0,69,62,131
COLQUENCHA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,28,33,6,5,0,1,0,0,0,0,0,0,0,0,0,0,34,39,73
COLQUIRI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,26,31,25,23,0,0,0,0,0,0,0,0,0,0,0,0,51,54,105
COMANCHE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
COMARAPA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,36,31,13,15,0,0,0,0,0,0,0,0,0,0,0,0,49,46,95
COMBAYA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,1,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
CONCEPCION,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,119,91,23,23,0,0,0,0,0,0,0,0,0,0,0,0,142,114,256
CORIPATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,26,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,13,39
CORO CORO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,12,8,15,25,0,0,0,0,0,0,0,0,0,0,0,0,27,33,60
COROICO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,17,16,11,4,0,0,0,0,0,0,0,0,0,0,0,0,28,20,48
CORQUE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,8,2,7,11,0,0,0,0,0,0,0,0,0,0,0,0,15,13,28
COTAGAITA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,62,51,19,24,1,0,0,1,0,0,1,0,0,0,0,0,83,76,159
COTOCA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,116,87,6,7,0,0,0,0,0,0,0,0,0,0,0,0,122,94,216
CRUZ DE MACHACAMARCA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,58,40,24,37,0,0,0,0,0,0,0,0,0,0,0,0,82,77,159
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
CUEVO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,6,12,7,8,0,0,0,0,0,0,0,0,0,0,0,0,13,20,33
CULPINA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,41,54,15,15,1,2,1,1,0,1,0,1,0,0,0,0,58,74,132
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,5,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
CURVA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
DESAGUADERO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,6,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
EL ALTO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,741,730,376,339,62,52,40,58,58,53,64,37,50,48,119,114,1510,1431,2941
EL CHORO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,6,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,14,20
EL PUENTE(STC),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,44,27,13,18,0,0,0,0,0,0,0,0,0,0,0,0,57,45,102
EL PUENTE(TJA),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,18,21,16,14,0,0,0,0,0,0,0,0,0,0,0,0,34,35,69
EL TORNO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,185,171,9,5,0,0,0,0,0,0,0,0,0,0,0,0,194,176,370
EL VILLAR,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,8,11,3,6,2,1,6,5,1,3,2,3,2,2,2,4,26,35,61
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,26,22,4,5,0,0,0,0,0,0,0,0,0,0,0,0,30,27,57
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,155,162,14,14,0,0,0,0,0,0,0,0,0,0,0,0,169,176,345
ESCOMA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
ESMERALDA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
EUCALIPTUS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,6,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,0,0,11,18,0,0,2,2,0,0,0,2,0,1,5,3,18,26,44
EXALTACION,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,0,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,6,11,17
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,12,8,29,31,0,0,0,0,0,0,0,0,0,0,0,0,41,39,80
FILADELFIA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,2,3,38,32,0,0,0,0,0,0,0,0,0,0,0,0,40,35,75
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,12,9,9,7,0,0,0,0,0,0,0,0,0,0,0,0,21,16,37
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,39,45,13,13,0,0,0,0,0,0,0,0,0,0,0,0,52,58,110
GIA-TIM,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,6,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,16,15,31
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,5,10,7,8,0,0,0,0,0,0,0,0,0,0,0,0,12,18,30
GUANAY,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,24,24,14,24,0,0,0,0,0,0,0,0,0,0,0,0,38,48,86
GUAQUI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,9,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,15,10,25
GUAYARAMERIN,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,84,60,11,12,0,0,0,0,0,0,0,0,0,0,0,0,95,72,167
GUTIERREZ,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,24,37,33,53,0,0,0,0,0,0,0,0,0,0,0,0,57,90,147
HUACARAJE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
HUACARETA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,20,22,13,9,4,0,1,1,3,0,1,3,3,0,1,2,46,37,83
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,6,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,13,15,28
HUACHACALLA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
HUANUNI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,13,11,25,17,0,0,1,1,0,1,7,9,0,0,7,0,53,39,92
HUARINA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
HUATAJATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
HUAYLLAMARCA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,5,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0,9,15,24
HUMANATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,2,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12
ICHOCA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,1,2,13,10,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26
ICLA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,17,19,10,12,0,0,0,0,0,0,0,0,0,0,0,0,27,31,58
INCAHUASI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,30,31,21,26,3,3,12,10,4,4,7,9,2,2,7,8,86,93,179
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
INQUISIVI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,21,13,17,18,0,0,0,0,0,0,0,0,0,0,0,0,38,31,69
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,20,21,23,26,0,0,0,0,0,0,0,0,0,0,0,0,43,47,90
IXIAMAS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,8,11,2,0,0,0,0,0,0,1,0,1,0,0,0,0,10,13,23
JESUS DE MACHACA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,20,20,34,28,0,0,0,0,0,0,0,0,0,0,0,0,54,48,102
LA ASUNTA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,88,88,2,5,0,0,0,0,0,0,0,0,0,0,0,0,90,93,183
LA GUARDIA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,374,355,8,9,0,0,0,0,0,0,0,0,0,0,0,0,382,364,746
LA PAZ,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,827,853,50,42,25,21,9,12,12,12,8,6,9,10,17,20,957,976,1933
LA RIVERA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
LAGUNILLAS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,17,22,13,10,0,0,0,0,0,0,0,0,0,0,0,0,30,32,62
LAJA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,32,16,11,6,0,0,0,0,0,0,0,0,0,0,0,0,43,22,65
LAS CARRERAS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,7,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21
LLALLAGUA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,43,50,76,65,0,0,0,0,0,0,0,0,0,0,0,0,119,115,234
LORETO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,1,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12
LURIBAY,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,21,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,29,16,45
MACHACAMARCA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,7,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,9,5,14
MACHARETI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,6,8,7,10,1,3,3,2,0,2,3,1,1,0,0,1,21,27,48
MAGDALENA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,33,21,14,8,0,0,0,0,0,0,0,0,0,0,0,0,47,29,76
MAIRANA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-05-01,0,0,0,0,63,69,10,0,0,0,0,0,0,0,0,0,0,0,0,0,73,69,142
