,group,variable,month,ANTINEUMOCOCICA 3RA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 3RA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 3RA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 3RA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 3RA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 3RA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 3RA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 3RA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 3RA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 3RA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 3RA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 3RA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 3RA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 4 AÑOS - F,ANTINEUMOCOCICA 3RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
LLICA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
LORETO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
LURIBAY,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
MACHACAMARCA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
MACHARETI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
MAGDALENA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,7,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
MAIRANA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
MAPIRI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,6,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,22
MECAPACA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
MINEROS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,8,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,25
MIZQUE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,12,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,28
MOCOMOCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,3,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13
MOJOCOYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MONTEAGUDO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16
MONTERO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,42,37,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,40,84
MORO MORO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
MOROCHATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
NAZACARA DE PACAJES,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
OCURI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,3,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
OKINAWA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
OMEREQUE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11
ORURO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,192,194,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,203,399
PADCAYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
PADILLA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
PAILON,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,7,10,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,30
PALCA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,10,7,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,29
PALOS BLANCOS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,14,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,31
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
PAMPA GRANDE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
PAPEL PAMPA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
PASORAPA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PATACAMAYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,22,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,39
PAZÑA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
PELECHUCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
POCOATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,8,11,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,33
POCONA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,4,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
POJO (CBBA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,8,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,15
POOPO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
PORCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,16,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,28
POROMA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,5,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
PORONGO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
PORTACHUELO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
PORVENIR,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
POTOSI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,209,145,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,154,380
PRESTO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
PUCARANI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,26,16,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,22,51
PUERTO ACOSTA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
PUERTO CARABUCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,2,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,14
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
PUERTO RICO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
PUERTO SILES,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO SUAREZ,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,18
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,50,52,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,52,109
PUNA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
PUNATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,17,22,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,57
QUIABAYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
QUILLACOLLO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,71,72,59,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,113,243
QUIME,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
RAVELO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
REYES,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
RIBERALTA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,81,65,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,68,149
ROBORE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
RURRENABAQUE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,15,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,29
SABAYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SACABA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,92,108,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,134,249
SACABAMBA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
SACACA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,6,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
SAIPINA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
SAMAIPATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
SAN AGUSTIN,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN ANDRES,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
SAN BENITO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
SAN BORJA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,23,24,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,51
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,5,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
SAN CARLOS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
SAN IGNACIO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,24,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,45
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,26,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,43
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN JAVIER(STC),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,32
SAN JOAQUIN,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,5,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SAN JULIAN,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,32,41,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,42,77
SAN LORENZO(PND),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,14,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26
SAN LUCAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,13,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,28
SAN MATIAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,12,13,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,31
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAN PEDRO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,10,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,6,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN RAFAEL,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
SAN RAMON BENI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
SAN RAMON SCZ,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
SANTA ANA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,14,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,26
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,535,528,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,541,1096
SANTA ROSA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTIVAÑES,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,3,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,16
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAPAHAQUI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
SENA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,4,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
SHINAOTA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,19,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,41
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,3,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,17
SICAYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
SIPE SIPE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,40,48,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,53,98
SOPACHUY,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SORACACHI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
SORATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,7,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
SUCRE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,147,164,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,167,315
TACACHI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
TACACOMA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
TACOPAYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
TAHUA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TAPACARI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,4,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
TARABUCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
TARACO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
TARATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
TARIJA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,129,122,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,133,272
TARVITA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,4,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18
TEOPONTE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
TIAHUANACU,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,6,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
TINGUIPAYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,3,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17
TIPUANI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
TIQUIPAYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,34,38,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,44,83
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,7,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,20
TOCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
TOLATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
TOLEDO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TOMAVE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
TOMINA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
