,group,variable,month,PENTAVALENTE 4TA DOSIS < A 1 AÑO - D,PENTAVALENTE 4TA DOSIS < A 1 AÑO - D,PENTAVALENTE 4TA DOSIS < A 1 AÑO - F,PENTAVALENTE 4TA DOSIS < A 1 AÑO - F,PENTAVALENTE 4TA DOSIS 12 A 23 MESES - D,PENTAVALENTE 4TA DOSIS 12 A 23 MESES - D,PENTAVALENTE 4TA DOSIS 12 A 23 MESES - F,PENTAVALENTE 4TA DOSIS 12 A 23 MESES - F,PENTAVALENTE 4TA DOSIS 2 AÑOS - D,PENTAVALENTE 4TA DOSIS 2 AÑOS - D,PENTAVALENTE 4TA DOSIS 2 AÑOS - F,PENTAVALENTE 4TA DOSIS 2 AÑOS - F,PENTAVALENTE 4TA DOSIS 3 AÑOS - D,PENTAVALENTE 4TA DOSIS 3 AÑOS - D,PENTAVALENTE 4TA DOSIS 3 AÑOS - F,PENTAVALENTE 4TA DOSIS 3 AÑOS - F,PENTAVALENTE 4TA DOSIS 4 AÑOS - D,PENTAVALENTE 4TA DOSIS 4 AÑOS - D,PENTAVALENTE 4TA DOSIS 4 AÑOS - F,PENTAVALENTE 4TA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
LURIBAY,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
MACHACAMARCA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,4
MACHARETI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
MAGDALENA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,10,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,10,20
MAIRANA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,11,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,12,9,21
MALLA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
MAPIRI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,6,6,4,4,2,2,1,2,0,0,0,0,0,0,0,0,13,14,27
MECAPACA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,6,4,2,1,2,1,0,1,0,0,0,0,0,1,0,0,10,8,18
MINEROS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,12,8,7,0,1,1,2,2,1,0,0,1,0,0,0,0,23,12,35
MIZQUE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,10,13,6,7,2,2,0,1,0,0,0,0,0,0,0,0,18,23,41
MOCOMOCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
MOJINETE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MOJOCOYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,6
MONTEAGUDO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,12,11,2,1,2,0,0,0,1,0,0,0,0,0,0,0,17,12,29
MONTERO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,73,66,12,7,4,4,1,0,4,0,2,2,9,7,0,0,105,86,191
MOROCHATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,3,4,2,0,0,1,1,3,0,1,0,0,0,0,0,0,6,9,15
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
NAZACARA DE PACAJES,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
OCURI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
OKINAWA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,5,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,7,8,15
OMEREQUE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
ORURO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,169,160,7,7,13,18,4,1,8,11,1,5,9,8,3,3,214,213,427
PADCAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,8,12
PADILLA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
PAILON,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,11,12,7,10,4,1,5,1,0,0,0,0,1,0,0,0,28,24,52
PALCA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,15,10,6,5,0,0,0,2,0,0,0,0,0,0,0,0,21,17,38
PALOS BLANCOS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,10,8,10,4,0,0,0,1,0,0,0,0,0,0,0,0,20,13,33
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
PAMPA GRANDE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,4,5,1,0,0,3,1,0,0,0,0,0,0,0,0,0,6,8,14
PAPEL PAMPA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
PASORAPA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PATACAMAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
PAZÑA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,5
PELECHUCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
POCOATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,6,7,4,1,0,0,1,1,0,0,0,1,0,0,0,0,11,10,21
POCONA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,4,2,10,5,1,0,0,0,0,0,0,0,0,0,0,0,15,7,22
POJO (CBBA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,2,8,3,4,0,0,0,1,0,0,0,0,0,0,0,0,5,13,18
POOPO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,7
PORCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,11,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13,16,29
POROMA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,5,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
PORONGO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,7,5,0,2,0,1,0,0,1,0,0,0,0,0,0,0,8,8,16
PORTACHUELO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,7,6,2,1,3,4,0,0,0,0,0,0,2,1,0,0,14,12,26
PORVENIR,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
POSTRER VALLE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
POTOSI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,156,133,19,12,13,12,6,2,7,5,2,1,3,4,4,3,210,172,382
PRESTO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,2,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
PUCARA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PUCARANI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,13,13,2,10,2,0,4,1,0,1,0,0,0,0,0,0,21,25,46
PUERTO ACOSTA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
PUERTO CARABUCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,4,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
PUERTO PEREZ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,6,8,0,0,1,1,2,2,0,0,0,0,0,2,0,0,9,13,22
PUERTO RICO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
PUERTO SILES,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,3,5
PUERTO SUAREZ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,20,11,0,1,0,0,0,0,1,0,1,0,0,0,0,0,22,12,34
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,47,45,12,11,2,2,1,1,4,3,4,2,0,0,1,0,71,64,135
PUNA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,2,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,5,7,12
PUNATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,12,10,11,11,1,1,2,3,2,0,1,1,0,0,0,0,29,26,55
QUIABAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
QUILLACOLLO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,52,48,45,51,12,10,3,6,4,2,5,9,0,0,0,0,121,126,247
QUIME,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,3,5,2,0,0,1,0,1,0,0,0,0,0,0,0,0,5,7,12
QUIRUSILLAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,5
RAVELO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
REYES,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,7,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,10,17
RIBERALTA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,2,1,0,0,54,40,1,2,10,13,1,0,0,2,0,0,3,1,0,0,71,59,130
ROBORE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,12,6,3,1,0,2,0,0,0,0,1,0,0,0,0,0,16,9,25
RURRENABAQUE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,16,14,1,0,1,4,0,0,2,0,0,0,0,2,0,0,20,20,40
SABAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3
SACABA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,70,85,23,28,11,9,7,7,2,2,6,4,7,4,5,1,131,140,271
SACABAMBA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SACACA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,6,7,4,2,0,0,0,0,0,0,0,1,0,0,0,0,10,10,20
SAIPINA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,5,3,8
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
SAMAIPATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
SAN AGUSTIN,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANDRES,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,8
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
SAN BENITO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,7,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,6,15
SAN BORJA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,28,26,3,1,8,5,3,1,4,1,0,2,3,2,0,1,49,39,88
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,2,9,5,5,0,2,2,0,0,0,2,0,0,0,0,0,11,16,27
SAN CARLOS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,5,10,0,1,2,2,1,0,0,1,0,0,0,0,0,0,8,14,22
SAN IGNACIO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,23,15,1,3,4,1,0,0,0,3,0,0,1,0,0,0,29,22,51
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,51,27,4,0,1,4,0,1,2,0,0,0,3,1,0,0,61,33,94
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN JAVIER(STC),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,14,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,16,30
SAN JOAQUIN,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,3
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,11,9,0,2,2,3,2,7,0,1,1,1,1,0,0,0,17,23,40
SAN JULIAN,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,50,43,5,11,4,4,2,1,1,0,0,1,0,1,0,0,62,61,123
SAN LORENZO(PND),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,5,9
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,12,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,28
SAN LUCAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,12,19,4,1,0,0,1,0,0,0,0,0,0,0,0,0,17,20,37
SAN MATIAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,9,11,0,2,5,0,0,1,0,0,0,0,0,1,2,2,16,17,33
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,5,13,4,7,0,0,1,0,0,1,0,0,0,0,0,0,10,21,31
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN PEDRO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,10,5,3,1,0,1,1,0,0,0,0,0,0,0,0,0,14,7,21
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,11,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,7,9,2,8,0,0,0,0,0,0,0,0,0,0,0,0,9,17,26
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SAN PEDRO(PND),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN RAFAEL,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3,10
SAN RAMON BENI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,6
SAN RAMON SCZ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
SANTA ANA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,12,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,5,18
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,649,636,14,14,111,98,6,8,64,55,10,6,58,49,5,3,917,869,1786
SANTA ROSA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,4,4,0,0,0,1,0,0,3,0,0,0,0,0,0,0,7,5,12
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,8,6,14
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,5,11
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,8
SANTIVAÑES,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAPAHAQUI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
SENA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,6,7,2,1,2,1,2,0,1,1,0,0,1,1,0,0,14,11,25
SHINAOTA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,14,14,0,0,0,1,1,0,0,0,0,0,0,1,0,0,15,16,31
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,5,9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,7,10,17
SICAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
SIPE SIPE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,23,23,3,3,3,3,2,4,1,0,1,2,4,2,0,0,37,37,74
SOPACHUY,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SORACACHI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3,8
SORATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,6,6,1,1,0,0,1,1,0,3,0,0,0,0,0,0,8,11,19
SUCRE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,152,157,5,5,7,7,0,2,5,9,4,4,3,3,1,0,177,187,364
TACACOMA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,6
TACOBAMBA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
TACOPAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TAHUA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TAPACARI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,6,10,3,5,0,1,1,0,0,0,0,0,0,0,0,0,10,16,26
TARABUCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
TARACO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
TARATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,9,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,10,5,15
TARIJA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,98,86,5,8,12,7,3,1,3,7,0,0,1,3,1,1,123,113,236
TARVITA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,6,9
TEOPONTE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,4,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,8,2,10
TIAHUANACU,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,7,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,8,15
TINGUIPAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
TIPUANI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,2,3,5,7,0,1,0,1,0,0,0,0,0,0,0,0,7,12,19
TIQUIPAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,19,37,5,12,0,5,0,2,3,3,0,0,2,2,0,6,29,67,96
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,3,5,4,4,1,0,0,1,1,0,0,3,0,0,0,0,9,13,22
TITO YUPANQUI (PARQUIPUJIO),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TOCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
TOLATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
TOLEDO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,3,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,5,8
TOMAVE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-01-01,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
