,group,variable,month,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS < A 1 AÑO - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS < A 1 AÑO - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS < A 1 AÑO - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS < A 1 AÑO - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 12 A 23 MESES - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 12 A 23 MESES - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 12 A 23 MESES - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 12 A 23 MESES - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 2 AÑOS - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 2 AÑOS - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 2 AÑOS - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 2 AÑOS - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 3 AÑOS - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 3 AÑOS - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 3 AÑOS - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 3 AÑOS - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 4 AÑOS - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 4 AÑOS - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 4 AÑOS - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
ALTO BENI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,10,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25
ANCORAIMES,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18
ANDAMARCA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
ANTEQUERA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
ANZALDO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
APOLO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,10,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,26
ARAMPAMPA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
ARANI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,9,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,23
ARBIETO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,16,24,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,33,58
ARQUE,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,8,13,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,35,66
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,30,33,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,67
ATOCHA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,17,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,36
AUCAPATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,4,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
AYATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,5,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
AYO AYO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,29,35,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,51,95
AZURDUY,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,11,12,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,40
BATALLAS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,16,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,24
BAURES,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,21
BELEN DE ANDAMARCA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
BELEN DE URMIRI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
BELLA FLOR,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,2,1,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
BERMEJO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,28,42,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,48,81
BETANZOS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,25,18,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,35,75
BOLIVAR,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,5,11,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,23
BOLPEBRA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
BOYUIBE,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,2,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,16
BUENA VISTA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,26,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,48
CABEZAS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,27,13,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,20,58
CAIROMA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,7,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
"CAIZA ""D""",vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,7,8,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,22
CAJUATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20
CALACOTO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,1,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
CALAMARCA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,16,13,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,34
CAMARGO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,16,20,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,47
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
CAMIRI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,14,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,33
CAPINOTA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,14,30,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,49
CAQUIAVIRI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22
CARACOLLO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,12,12,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,33
CARANAVI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,62,39,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,45,117
CARAPARI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,21,15,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,23,59
CARIPUYO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,13,9,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,36
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,8,7,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,26,45
CATACORA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CHACARILLA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
CHALLAPATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,33,34,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,52,100
CHAQUI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,9,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,27
CHARAGUA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,14,25,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,48,90
CHARAÑA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
CHAYANTA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,5,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16
CHIMORE,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,41,41,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,58,114
CHIPAYA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
CHOQUE COTA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
CHUA COCANI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,7,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
CHUMA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,2,6,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,27
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,6,1,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,27
CKOCHAS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,13,15,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,31,54
CLIZA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,36,30,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,38,82
COBIJA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,57,69,59,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,116,232
COCAPATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,29,25,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,51,111
COCHABAMBA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,630,676,62,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692,739,1431
COIPASA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
COLCAPIRHUA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,27,24,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,58
"COLCHA ""K""",vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,29,24,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,29,62
COLLANA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COLOMI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,19,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,49
COLPA BELGICA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
COLQUECHACA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,8,12,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,51
COLQUENCHA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,16,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,34
COLQUIRI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,36,22,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,35,94
COMARAPA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,28,24,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,60
COMBAYA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
CONCEPCION,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,67,60,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,80,161
CORIPATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,17,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,35
CORO CORO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,6,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
COROICO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,8,13,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,44
CORQUE,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,10,10,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,34
COTAGAITA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,30,30,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,40,79
COTOCA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,73,57,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,61,143
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,32,35,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,40,82
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
CUEVO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,3,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
CULPINA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,22,17,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,50
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,5,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
CURVA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
DESAGUADERO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
EL ALTO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,528,529,203,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,760,1491
EL CHORO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,4,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
EL PUENTE(STC),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,27,16,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,23,60
EL PUENTE(TJA),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,14,15,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,34
EL TORNO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,100,92,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,97,201
EL VILLAR,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,28,13,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,22,61
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,62,81,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,86,155
ESCARA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ESMERALDA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EUCALIPTUS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,0,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13
EXALTACION,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,8,10,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,48
FILADELFIA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,2,4,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,45
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,9,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,24,28,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,35,68
GIA-TIM,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,6,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
GUANAY,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,16,14,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,50
GUAQUI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10
GUAYARAMERIN,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,62,54,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,56,122
GUTIERREZ,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,8,14,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,64
HUACARAJE,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
HUACARETA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,5,9,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
HUACHACALLA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUANUNI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,5,13,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,49
HUARINA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,9,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
HUATAJATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUAYLLAMARCA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,5,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
HUMANATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ICHOCA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
ICLA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,6,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,36
INCAHUASI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,11,23,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29,50
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
INQUISIVI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,9,9,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,46
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,10,13,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,39
IXIAMAS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,4,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
JESUS DE MACHACA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,15,11,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,40
LA ASUNTA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-05-01,85,66,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,67,153
