,group,variable,month,PENTAVELENTE 3RA DOSIS < A 1 AÑO - D,PENTAVELENTE 3RA DOSIS < A 1 AÑO - D,PENTAVELENTE 3RA DOSIS < A 1 AÑO - F,PENTAVELENTE 3RA DOSIS < A 1 AÑO - F,PENTAVELENTE 3RA DOSIS 12 A 23 MESES - D,PENTAVELENTE 3RA DOSIS 12 A 23 MESES - D,PENTAVELENTE 3RA DOSIS 12 A 23 MESES - F,PENTAVELENTE 3RA DOSIS 12 A 23 MESES - F,PENTAVELENTE 3RA DOSIS 2 AÑOS - D,PENTAVELENTE 3RA DOSIS 2 AÑOS - D,PENTAVELENTE 3RA DOSIS 2 AÑOS - F,PENTAVELENTE 3RA DOSIS 2 AÑOS - F,PENTAVELENTE 3RA DOSIS 3 AÑOS - D,PENTAVELENTE 3RA DOSIS 3 AÑOS - D,PENTAVELENTE 3RA DOSIS 3 AÑOS - F,PENTAVELENTE 3RA DOSIS 3 AÑOS - F,PENTAVELENTE 3RA DOSIS 4 AÑOS - D,PENTAVELENTE 3RA DOSIS 4 AÑOS - D,PENTAVELENTE 3RA DOSIS 4 AÑOS - F,PENTAVELENTE 3RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
LURIBAY,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
MACHACAMARCA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
MACHARETI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
MAGDALENA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,7,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
MAIRANA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
MAPIRI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,6,10,3,3,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,11,15,26
MECAPACA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
MINEROS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,8,9,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26
MIZQUE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,12,10,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,12,29
MOCOMOCO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,7,6,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,10,19
MOJOCOYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MONTEAGUDO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16
MONTERO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,42,37,2,3,1,2,1,1,2,1,1,0,0,1,0,0,0,0,0,0,49,45,94
MORO MORO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
MOROCHATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
NAZACARA DE PACAJES,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
OCURI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,3,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
OKINAWA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
OMEREQUE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,1,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11
ORURO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,192,195,4,9,9,6,2,4,2,1,1,1,6,7,3,1,2,2,0,1,221,227,448
PADCAYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
PADILLA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,7
PAILON,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,7,10,10,3,3,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,22,16,38
PALCA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,12,7,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,12,30
PALOS BLANCOS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,14,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,31
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
PAMPA GRANDE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
PAPEL PAMPA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
PASORAPA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PATACAMAYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,22,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,39
PAZÑA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
PELECHUCO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
POCOATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,8,11,5,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,35
POCONA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,4,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
POJO (CBBA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,8,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,4,16
POOPO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
PORCO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,16,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,29
POROMA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,5,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
PORONGO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
PORTACHUELO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
PORVENIR,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
POTOSI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,211,147,17,9,24,18,2,1,0,4,4,2,1,2,1,0,4,1,0,0,264,184,448
PRESTO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
PUCARANI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,26,16,3,6,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,30,24,54
PUERTO ACOSTA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
PUERTO CARABUCO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,2,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,14
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,7
PUERTO RICO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
PUERTO SILES,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
PUERTO SUAREZ,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,28,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,43
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,50,52,7,0,3,4,0,0,0,0,1,1,1,0,2,3,0,0,0,0,64,60,124
PUNA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
PUNATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,17,22,10,8,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,30,33,63
QUIABAYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
QUILLACOLLO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,71,72,59,41,4,4,3,3,1,0,5,0,2,1,2,2,0,0,0,0,147,123,270
QUIME,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,3,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
RAVELO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,1,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
REYES,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
RIBERALTA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,82,71,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85,79,164
ROBORE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
RURRENABAQUE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,15,12,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,12,30
SABAYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SACABA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,92,108,23,26,7,4,4,3,2,1,0,0,0,0,1,0,0,0,0,0,129,142,271
SACABAMBA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
SACACA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,6,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
SAIPINA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
SAMAIPATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
SAN AGUSTIN,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN ANDRES,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,8,6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,8,17
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
SAN BENITO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4,13
SAN BORJA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,23,27,1,3,4,5,2,2,1,2,1,0,1,0,1,0,0,0,1,1,35,40,75
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,5,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
SAN CARLOS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
SAN IGNACIO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,24,19,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,27,21,48
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,26,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,45
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN JAVIER(STC),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,32
SAN JOAQUIN,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,4,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,5,10
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,5,8,8,3,0,0,3,3,0,0,3,0,0,0,0,1,0,0,0,0,19,15,34
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SAN JULIAN,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,32,41,3,1,3,2,0,0,1,0,1,1,0,0,1,0,0,0,0,0,41,45,86
SAN LORENZO(PND),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,6
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,14,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26
SAN LUCAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,13,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,28
SAN MATIAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,12,13,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,32
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,4
SAN PEDRO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,10,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,6,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN RAFAEL,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
SAN RAMON BENI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
SAN RAMON SCZ,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
SANTA ANA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,14,11,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,16,15,31
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,532,517,17,16,39,35,0,3,18,6,4,3,12,9,0,2,7,10,1,0,630,601,1231
SANTA ROSA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,7,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,7,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTIVAÑES,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,3,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,16
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAPAHAQUI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
SENA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,4,6,1,1,0,2,1,0,0,0,1,0,1,2,0,0,1,0,0,0,9,11,20
SHINAOTA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,19,21,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,25,45
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,3,12,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,15,18
SICAYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
SIPE SIPE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,40,48,5,5,2,2,2,0,0,0,0,1,0,1,1,1,0,0,0,0,50,58,108
SOPACHUY,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SORACACHI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
SORATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,7,8,1,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,14,22
SUCRE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,147,164,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,151,167,318
TACACHI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
TACACOMA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
TACOPAYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
TAHUA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TAPACARI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,4,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
TARABUCO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
TARACO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
TARATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,6,11
TARIJA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,129,122,10,11,2,3,0,2,1,0,0,0,1,1,0,0,1,2,0,0,144,141,285
TARVITA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,4,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18
TEOPONTE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,6,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
TIAHUANACU,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,6,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
TINGUIPAYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,3,5,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,10,18
TIPUANI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
TIQUIPAYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,34,38,5,6,1,0,2,2,1,0,0,1,0,0,1,1,0,0,1,0,45,48,93
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,7,5,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,14,8,22
TOCO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
TOLATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
TOLEDO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TOMAVE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
TOMINA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
TORO TORO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,3,1,5,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
TOTORA(CBBA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,6,7,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,22
TOTORA(ORR),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
