,group,variable,month,SRP 1RA DOSIS < A 1 AÑO - D,SRP 1RA DOSIS < A 1 AÑO - D,SRP 1RA DOSIS < A 1 AÑO - F,SRP 1RA DOSIS < A 1 AÑO - F,SRP 1RA DOSIS 12 A 23 MESES - D,SRP 1RA DOSIS 12 A 23 MESES - D,SRP 1RA DOSIS 12 A 23 MESES - F,SRP 1RA DOSIS 12 A 23 MESES - F,SRP 1RA DOSIS 2 AÑOS - D,SRP 1RA DOSIS 2 AÑOS - D,SRP 1RA DOSIS 2 AÑOS - F,SRP 1RA DOSIS 2 AÑOS - F,SRP 1RA DOSIS 3 AÑOS - D,SRP 1RA DOSIS 3 AÑOS - D,SRP 1RA DOSIS 3 AÑOS - F,SRP 1RA DOSIS 3 AÑOS - F,SRP 1RA DOSIS 4 AÑOS - D,SRP 1RA DOSIS 4 AÑOS - D,SRP 1RA DOSIS 4 AÑOS - F,SRP 1RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
MALLA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
MAPIRI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,8,16,5,4,2,1,0,1,0,0,0,0,3,0,1,0,19,22,41
MECAPACA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,3,8,3,1,2,1,0,0,1,0,0,0,0,0,0,0,9,10,19
MINEROS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,17,13,14,11,1,0,0,1,0,0,0,1,0,0,0,0,32,26,58
MIZQUE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,16,19,2,5,0,0,1,0,0,0,0,0,0,0,0,0,19,24,43
MOCOMOCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,7,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15
MOJOCOYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
MONTEAGUDO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,25
MONTERO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,98,85,14,18,3,2,2,3,0,0,0,0,1,3,1,2,119,113,232
MORO MORO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MOROCHATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
NAZACARA DE PACAJES,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
OCURI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,3,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
OKINAWA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,5,6,4,4,1,0,0,0,0,0,0,0,0,0,0,0,10,10,20
OMEREQUE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
ORURO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,233,211,14,12,2,8,0,1,4,7,1,1,8,4,1,1,263,245,508
PADCAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,13,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,14,8,22
PADILLA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
PAILON,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,18,10,9,4,4,0,0,1,0,0,0,0,2,0,0,1,33,16,49
PALCA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,16,12,7,7,1,0,1,1,2,0,0,0,1,0,0,0,28,20,48
PALOS BLANCOS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,11,10,9,10,0,0,0,1,0,0,0,0,0,0,0,0,20,21,41
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PAMPA GRANDE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,6,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
PAPEL PAMPA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
PASORAPA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PATACAMAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,15,17,2,3,0,0,0,0,0,0,0,0,0,0,0,0,17,20,37
PAZÑA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,2,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
PELECHUCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
POCOATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,3,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
POCONA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,3,3,7,11,0,0,0,0,0,0,1,0,0,0,0,0,11,14,25
POJO (CBBA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,7,9,6,2,0,1,0,0,0,0,0,0,0,0,0,0,13,12,25
POOPO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
PORCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,12,11,9,4,0,0,0,0,0,0,2,1,0,0,0,0,23,16,39
POROMA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,7,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
PORONGO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,3,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16
PORTACHUELO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,15,13,2,2,1,0,0,0,0,0,0,0,1,1,0,0,19,16,35
PORVENIR,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
POTOSI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,182,169,21,15,6,13,2,1,2,2,1,0,3,1,1,2,218,203,421
PRESTO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,6,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
PUCARANI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,15,13,11,4,0,0,0,0,0,0,0,0,1,0,0,0,27,17,44
PUERTO ACOSTA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
PUERTO CARABUCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
PUERTO PEREZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,12,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,13,12,25
PUERTO RICO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3
PUERTO SILES,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
PUERTO SUAREZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,19,27,2,3,0,0,0,0,0,0,0,0,0,0,0,0,21,30,51
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,57,55,3,7,0,2,0,1,3,1,8,5,1,1,1,2,73,74,147
PUNA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,3,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13
PUNATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,11,15,16,15,0,0,0,1,1,0,0,0,0,0,1,1,29,32,61
QUIABAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
QUILLACOLLO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,60,74,41,40,2,2,4,2,1,3,3,1,4,2,2,5,117,129,246
QUIME,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,3,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14
QUIRUSILLAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
RAVELO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,1,1,5,4,0,0,1,0,0,0,0,0,0,0,0,0,7,5,12
REYES,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11
RIBERALTA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,80,94,6,8,0,3,0,0,0,3,0,0,2,1,0,0,88,109,197
ROBORE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,29
RURRENABAQUE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,15,14,5,11,1,0,0,0,1,0,0,0,0,0,0,0,22,25,47
SABAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SACABA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,97,108,21,21,2,2,2,2,2,2,1,0,2,2,1,0,128,137,265
SACABAMBA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,4,6
SACACA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,8,11,7,4,1,0,0,0,0,0,0,0,0,0,0,0,16,15,31
SAIPINA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,5,8
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
SAMAIPATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
SAN ANDRES,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,13,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,15,13,28
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SAN BENITO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,5,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,13,19
SAN BORJA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,42,38,10,6,3,2,1,1,1,3,0,1,1,0,1,1,59,52,111
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,1,4,6,3,0,0,0,0,0,0,0,1,0,0,0,0,7,8,15
SAN CARLOS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,10,8,6,11,0,0,1,0,0,0,0,0,0,0,0,0,17,19,36
SAN IGNACIO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,24,15,2,3,0,1,0,0,0,0,0,0,0,0,0,0,26,19,45
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,58,45,9,6,1,0,0,1,2,0,1,1,0,0,0,0,71,53,124
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN JAVIER(STC),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,17,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,23,40
SAN JOAQUIN,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,15,16,5,8,1,1,1,5,0,0,2,1,0,0,0,2,24,33,57
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAN JULIAN,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,40,46,4,10,2,3,3,1,1,0,0,0,0,0,0,0,50,60,110
SAN LORENZO(PND),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,14,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15,11,26
SAN LUCAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,12,7,5,9,0,0,0,0,0,0,0,0,0,0,0,0,17,16,33
SAN MATIAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,15,6,2,4,2,2,0,2,0,0,0,0,2,2,0,0,21,16,37
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,3,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN PEDRO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,7,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,6,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,4,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,14,22
SAN PEDRO DE QUEMES,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
SAN PEDRO(PND),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
SAN RAFAEL,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
SAN RAMON BENI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SAN RAMON SCZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
SANTA ANA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,15,11,0,2,0,0,0,1,0,1,0,0,1,1,1,0,17,16,33
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,1011,979,13,12,46,42,0,2,25,25,6,4,28,37,6,2,1135,1103,2238
SANTA ROSA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,8,7,1,1,0,0,0,0,0,2,0,0,0,0,0,0,9,10,19
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,17
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SANTIVAÑES,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SAPAHAQUI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,4,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
SENA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,7,13,7,2,1,0,1,0,0,0,0,2,3,1,0,0,19,18,37
SHINAOTA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,19,18,1,1,0,0,0,0,0,1,0,0,1,0,1,0,22,20,42
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,12,9,0,1,1,1,0,0,0,1,0,0,0,0,0,0,13,12,25
SICAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SIPE SIPE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,33,35,8,8,2,0,0,0,1,0,0,0,0,1,1,1,45,45,90
SOPACHUY,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
SORACACHI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
SORATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,3,4,8,6,2,0,0,0,0,0,0,0,0,0,0,0,13,10,23
SUCRE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,214,209,0,3,3,2,1,0,0,4,0,1,3,2,1,1,222,222,444
TACACHI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TACACOMA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,4,7,11
TACOBAMBA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
TACOPAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
TAHUA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
TAPACARI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,10,10,2,6,0,0,0,0,0,0,0,0,0,0,0,0,12,16,28
TARABUCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,3,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
TARACO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
TARATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
TARIJA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,149,113,14,12,1,4,1,0,1,3,0,0,0,4,0,0,166,136,302
TARVITA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,1,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10
TEOPONTE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
TIAHUANACU,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,8,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21
TINGUIPAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,2,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,7,12,19
TIPUANI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,3,2,4,3,1,0,0,0,0,0,0,0,2,1,0,0,10,6,16
TIQUIPAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,26,42,13,4,1,0,0,1,0,1,1,0,0,0,1,1,42,49,91
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,2,11,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,15,19
TOCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
TOLATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
TOLEDO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,4
TOMAVE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
TOMINA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,1,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,5,6,11
TORO TORO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,5,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11
TOTORA(CBBA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,5,3,5,9,0,0,1,0,0,0,0,0,0,0,0,0,11,12,23
TOTORA(ORR),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
TRIGAL,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
TRINIDAD,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,92,73,0,1,1,2,0,0,0,0,0,0,6,0,0,0,99,76,175
TUPIZA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,24,33,0,1,1,1,0,0,0,2,0,0,0,2,0,0,25,39,64
TURCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
UMALA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
UNCIA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-01-01,0,0,0,0,11,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25
