,group,variable,month,ANTINEUMOCOCICA 1RA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 1RA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 1RA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 1RA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 1RA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 1RA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 1RA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 1RA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 1RA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 1RA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 1RA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 1RA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 1RA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 4 AÑOS - F,ANTINEUMOCOCICA 1RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
LAJA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,11,9,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,27
LAS CARRERAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
LICOMA PAMPA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LLALLAGUA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,15,7,24,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,26,65
LLICA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
LORETO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
LURIBAY,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
MACHACAMARCA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
MACHARETI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
MAGDALENA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
MAIRANA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
MALLA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
MAPIRI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,7,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20
MECAPACA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,6,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,21
MINEROS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,9,16,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,34
MIZQUE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,16,13,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,35
MOCOMOCO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
MOJOCOYA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
MONTEAGUDO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,24
MONTERO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,97,91,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,92,195
MORO MORO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MOROCHATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,5,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
NAZACARA DE PACAJES,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
OCURI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,5,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,21
OKINAWA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,7,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
OMEREQUE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
ORURO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,208,214,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,224,440
PADCAYA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
PADILLA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
PAILON,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,19,12,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19,46
PALCA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,22,15,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,47
PALOS BLANCOS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,20,16,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,43
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
PAMPA GRANDE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
PAPEL PAMPA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
PATACAMAYA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,24
PAZÑA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
PELECHUCO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
POCOATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,7,6,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30
POCONA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,14
POJO (CBBA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,5,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,18
POOPO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
PORCO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,6,15,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,26
POROMA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
PORONGO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
PORTACHUELO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,12,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,21
PORVENIR,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,5,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15
POTOSI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,208,183,29,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,204,441
PRESTO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
PUCARA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUCARANI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,17,20,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,53
PUERTO ACOSTA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
PUERTO CARABUCO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
PUERTO PEREZ,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18
PUERTO RICO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
PUERTO SILES,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUERTO SUAREZ,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,46,49,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,106
PUNA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,4,8,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,23
PUNATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,21,17,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,51
QUIABAYA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
QUILLACOLLO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,89,78,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,122,243
QUIME,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
QUIRUSILLAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
RAVELO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,2,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
REYES,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,4,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
RIBERALTA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,77,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,62,141
ROBORE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
RURRENABAQUE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,19,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,41
SABAYA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
SACABA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,106,99,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,109,230
SACACA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,7,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
SAIPINA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
SAMAIPATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
SAN AGUSTIN,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN ANDRES,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,6,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
SAN BENITO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
SAN BORJA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,52,31,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,35,90
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,8,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,26
SAN CARLOS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,13,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,26
SAN IGNACIO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,9,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,26
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,59,36,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,40,103
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN JAVIER(STC),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,24
SAN JOAQUIN,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,8,10,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,25,52
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN JULIAN,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,27,51,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,53,80
SAN LORENZO(PND),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,14,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,24
SAN LUCAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,10,16,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,33
SAN MATIAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,5,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,22
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,6,7,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,25
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,8,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
SAN PEDRO DE QUEMES,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SAN PEDRO(PND),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN RAFAEL,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
SAN RAMON BENI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SAN RAMON SCZ,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
SANTA ANA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,16,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,29
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,854,804,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,813,1676
SANTA ROSA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SANTIVAÑES,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7
SAPAHAQUI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,12
SENA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
SHINAOTA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,17,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,41
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,15,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,27
SICAYA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SIPE SIPE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,46,36,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,90
SOPACHUY,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SORACACHI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
SORATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,12,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,25
SUCRE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,186,177,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,178,367
TACACOMA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,6,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
TACOBAMBA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TACOPAYA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
TAHUA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TAPACARI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,14,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,25
TARABUCO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
TARACO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
TARATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
TARIJA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,139,147,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,154,299
TARVITA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,8,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
TEOPONTE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
TIAHUANACU,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
TINGUIPAYA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,1,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15
TIPUANI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-01-01,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
