,group,variable,month,SRP 2DA DOSIS < A 1 AÑO - D,SRP 2DA DOSIS < A 1 AÑO - D,SRP 2DA DOSIS < A 1 AÑO - F,SRP 2DA DOSIS < A 1 AÑO - F,SRP 2DA DOSIS 12 A 23 MESES - D,SRP 2DA DOSIS 12 A 23 MESES - D,SRP 2DA DOSIS 12 A 23 MESES - F,SRP 2DA DOSIS 12 A 23 MESES - F,SRP 2DA DOSIS 2 AÑOS - D,SRP 2DA DOSIS 2 AÑOS - D,SRP 2DA DOSIS 2 AÑOS - F,SRP 2DA DOSIS 2 AÑOS - F,SRP 2DA DOSIS 3 AÑOS - D,SRP 2DA DOSIS 3 AÑOS - D,SRP 2DA DOSIS 3 AÑOS - F,SRP 2DA DOSIS 3 AÑOS - F,SRP 2DA DOSIS 4 AÑOS - D,SRP 2DA DOSIS 4 AÑOS - D,SRP 2DA DOSIS 4 AÑOS - F,SRP 2DA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
MONTERO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,66,63,11,4,5,4,0,0,4,0,1,0,4,2,1,1,92,74,166
MOROCHATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,2,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,5,6,11
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
NAZACARA DE PACAJES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
OCURI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
OKINAWA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,8,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,6,14
OMEREQUE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
ORURO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,161,143,10,8,18,15,2,4,7,7,0,5,14,20,3,5,215,207,422
PADCAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
PADILLA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,6
PAILON,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,16,6,6,3,2,0,4,0,0,0,0,0,0,3,1,0,29,12,41
PALCA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,11,8,2,6,0,0,0,1,1,0,1,1,0,0,0,1,15,17,32
PALOS BLANCOS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,10,8,10,4,0,0,0,0,0,0,0,0,0,3,0,0,20,15,35
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
PAMPA GRANDE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,2,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,5,3,8
PAPEL PAMPA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
PASORAPA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PATACAMAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,15,13,1,1,0,0,0,0,0,0,0,0,1,0,1,0,18,14,32
PAZÑA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,5
PELECHUCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
POCOATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,7,4,5,2,0,0,2,2,0,0,0,0,0,0,0,0,14,8,22
POCONA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,3,3,10,5,0,0,0,0,0,0,0,0,0,0,0,0,13,8,21
POJO (CBBA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,2,8,3,4,1,0,0,1,0,0,1,0,0,1,0,0,7,14,21
POOPO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,7
PORCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,16,15,0,1,0,0,0,0,2,2,2,3,0,0,0,0,20,21,41
POROMA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,6,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
PORONGO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,6,5,0,1,0,1,0,0,1,0,0,0,0,1,0,0,7,8,15
PORTACHUELO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,14,13,1,0,2,4,0,0,0,0,0,0,1,1,0,0,18,18,36
PORVENIR,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
POTOSI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,157,131,22,9,6,11,5,2,4,6,4,1,12,7,4,4,214,171,385
PRESTO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,4,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
PUCARANI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,12,11,2,10,1,0,3,2,0,0,0,0,0,2,0,2,18,27,45
PUERTO ACOSTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
PUERTO CARABUCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,4,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,12,6,18
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
PUERTO PEREZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,6,8,0,0,3,1,1,1,0,0,0,0,1,1,2,2,13,13,26
PUERTO RICO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUERTO SILES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUERTO SUAREZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,19,12,2,1,0,0,0,0,1,0,1,0,0,0,0,0,23,13,36
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,48,46,12,11,2,1,1,1,4,3,6,3,3,1,1,1,77,67,144
PUNA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,2,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,5,6,11
PUNATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,10,10,11,11,0,1,2,3,2,0,0,1,0,0,1,2,26,28,54
QUIABAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
QUILLACOLLO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,54,49,40,44,10,10,7,6,5,4,5,5,3,9,7,9,131,136,267
QUIME,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,3,5,2,0,0,1,0,0,0,0,0,0,0,0,4,0,9,6,15
QUIRUSILLAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,5
RAVELO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,2,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,6,5,11
REYES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,11
RIBERALTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,49,31,1,1,5,8,0,0,1,0,0,0,2,4,0,0,58,44,102
ROBORE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,10,7,2,1,0,0,3,1,0,0,0,0,0,0,0,0,15,9,24
RURRENABAQUE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,17,11,1,0,1,3,0,1,1,0,0,0,1,2,0,0,21,17,38
SABAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,3
SACABA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,71,85,23,25,12,9,8,8,4,1,4,3,13,7,2,1,137,139,276
SACABAMBA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SACACA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,7,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,11,4,15
SAIPINA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,4,2,6
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
SAMAIPATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15
SAN ANDRES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,4,4,1,1,2,0,1,1,0,0,0,0,0,0,0,0,8,6,14
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
SAN BENITO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,7,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,6,15
SAN BORJA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,8,9,3,1,4,1,2,1,0,0,0,1,1,2,0,1,18,16,34
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,3,8,5,3,0,3,1,0,0,0,1,0,0,0,0,0,10,14,24
SAN CARLOS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,4,5,0,2,2,6,1,0,0,0,0,0,0,0,0,0,7,13,20
SAN IGNACIO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,10,5,1,5,4,1,0,0,0,2,0,0,6,0,0,0,21,13,34
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,35,22,2,0,1,2,0,1,1,0,0,0,1,0,0,0,40,25,65
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAN JAVIER(STC),vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,12,15,0,0,0,1,0,0,0,0,0,0,2,1,0,0,14,17,31
SAN JOAQUIN,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,3
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,8,8,2,3,1,3,5,1,1,1,2,1,2,0,1,1,22,18,40
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN JULIAN,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,51,45,5,10,3,3,2,1,0,0,0,1,3,9,1,4,65,73,138
SAN LORENZO(PND),vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,2,0,0,4,6,10
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,10,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12,14,26
SAN LUCAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,8,16,4,2,0,0,0,0,0,0,0,0,0,0,0,0,12,18,30
SAN MATIAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,6,9,0,2,3,2,0,0,0,0,0,0,2,0,0,0,11,13,24
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,5,12,4,7,0,0,1,0,0,1,0,0,0,0,0,0,10,20,30
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN PEDRO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,6,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,9,4,13
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,9,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,7,9,3,8,0,0,0,0,0,0,0,0,0,0,0,0,10,17,27
SAN PEDRO DE QUEMES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SAN PEDRO(PND),vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN RAFAEL,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN RAMON BENI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,5,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
SAN RAMON SCZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
SANTA ANA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,2,3,0,0,0,1,0,0,0,1,0,0,2,0,0,0,4,5,9
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,552,551,7,11,115,101,10,7,42,49,7,3,102,106,14,9,849,837,1686
SANTA ROSA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,2,0,0,7,3,10
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,6,12
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,5,9
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,8
SANTIVAÑES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,1,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,2,6,8
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAPAHAQUI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
SENA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,8,5,3,1,2,1,1,0,2,2,0,0,3,1,0,1,19,11,30
SHINAOTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,14,13,0,0,0,1,0,0,0,0,0,0,1,1,0,0,15,15,30
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,5,8,1,0,0,1,0,0,0,0,0,0,1,0,0,0,7,9,16
SICAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
SIPE SIPE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,24,22,3,4,2,4,1,3,1,1,2,1,1,3,1,0,35,38,73
SOPACHUY,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,8
SORACACHI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,3,7
SORATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,6,7,1,1,0,0,1,1,0,1,0,0,0,0,0,0,8,10,18
SUCRE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,162,164,5,5,10,12,0,0,5,9,2,1,8,9,2,3,194,203,397
TACACOMA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,1,0,1,0,5,3,8
TACOBAMBA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
TACOPAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TAHUA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TAPACARI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,6,10,5,4,0,0,2,0,0,0,0,0,2,2,0,0,15,16,31
TARABUCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
TARACO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
TARATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
TARIJA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,93,77,6,8,13,7,4,3,1,4,1,0,6,0,1,1,125,100,225
TARVITA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,1,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,7,8
TEOPONTE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,2,0,0,0,9,2,11
TIAHUANACU,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,7,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,8,15
TINGUIPAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
TIPUANI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,2,3,3,6,3,0,0,1,0,0,0,0,2,1,0,0,10,11,21
TIQUIPAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,19,29,4,10,0,2,0,2,1,1,0,0,2,4,3,5,29,53,82
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,4,5,4,4,0,1,0,1,1,0,0,3,0,0,0,0,9,14,23
TOCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
TODOS SANTOS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOLATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,3,5,2,1,0,0,2,1,0,0,0,0,0,0,1,0,8,7,15
TOLEDO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,5
TOMAVE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
TOMINA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
TORO TORO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,2,1,9,4,1,2,0,0,1,0,0,0,0,0,0,0,13,7,20
TOTORA(CBBA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,7,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,9,7,16
TOTORA(ORR),vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
TRINIDAD,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,39,31,0,1,7,10,1,0,2,1,0,0,11,12,0,0,60,55,115
TUPIZA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,20,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0,22,9,31
TURCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
UMALA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,3,2,5
UNCIA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,6,5,4,3,0,0,0,0,0,0,0,0,0,0,1,0,11,8,19
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,17
URUBICHA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,7,10
UYUNI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,18,15,0,0,0,1,0,0,0,0,0,0,2,0,0,0,20,16,36
VACAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,7,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,8,4,12
VALLEGRANDE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,12,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,10,22
VIACHA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,41,46,10,7,3,5,0,1,1,3,2,1,6,8,3,1,66,72,138
VILA VILA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
VILLA CHARCAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,6,6,2,1,1,0,0,0,1,0,0,1,0,0,0,0,10,8,18
VILLA MONTES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,20,12,3,6,0,1,0,0,0,1,1,1,0,0,0,0,24,21,45
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
VILLA RIVERO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,5,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,7,4,11
VILLA SERRANO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
VILLA TUNARI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,51,37,10,3,4,1,3,0,1,0,1,1,2,0,0,1,72,43,115
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-01-01,0,0,0,0,4,7,4,0,0,0,0,0,0,0,0,0,0,1,0,0,8,8,16
