,group,variable,month,ANTIPOLIOMELITICA 5TA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 5TA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 5TA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 5TA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 5TA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 5TA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 5TA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 5TA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 5TA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 5TA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 5TA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 5TA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 5TA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 4 AÑOS - F,ANTIPOLIOMELITICA 5TA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
LAGUNILLAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,4,2,6
LAJA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,2,11,11,22
LAS CARRERAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
LICOMA PAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LLALLAGUA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,27,25,36,61
LLICA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LORETO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,4
LURIBAY,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,2,4
MACHACAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4
MACHARETI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,4,2,6
MAGDALENA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,1,9,6,15
MAIRANA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,7,2,9
MAPIRI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,3,6,12,13,25
MECAPACA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,4,6,5,11
MINEROS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,6,7,19,14,33
MIZQUE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,6,9,11,20
MOCOMOCO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,9,13
MOJOCOYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,3,4
MONTEAGUDO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,1,0,20,11,31
MONTERO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,43,22,25,67,68,135
MORO MORO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,4,1,5
MOROCHATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,6,8,14
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
OCURI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,5,8,6,14
OKINAWA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,7,7,14
OMEREQUE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,9,4,10,14
ORURO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,161,32,27,195,188,383
PADCAYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,1,3,7,10
PADILLA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,3,8,6,14
PAILON,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,3,14,9,23
PALCA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,1,2,13,9,22
PALOS BLANCOS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,5,11,14,17,31
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,3,5
PAPEL PAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,4,5,9
PASORAPA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
PATACAMAYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,0,7,4,11
PAZÑA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,2,9,4,13
PELECHUCO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,5,5,10
POCOATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,7,7,16,12,28
POCONA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,5,4,9
POJO (CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,4
POOPO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,4,7
PORCO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
POROMA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,4,8,12
PORONGO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,4,4,8
PORTACHUELO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,0,4,18,19,37
PORVENIR,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
POTOSI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,77,24,30,105,107,212
PRESTO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,5,6,11
PUCARA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PUCARANI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,7,19,20,28,48
PUERTO ACOSTA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,3,5,8
PUERTO CARABUCO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,6,7,13
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,3,6,9
PUERTO PEREZ,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,8,6,14
PUERTO RICO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,7,2,9
PUERTO SILES,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
PUERTO SUAREZ,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,4,2,13,12,25
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,10,11,35,32,67
PUNA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,8,7,10,17
PUNATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,26,14,37,24,61
QUIABAYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,3,4
QUILLACOLLO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,53,54,57,102,110,212
QUIME,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,8
QUIRUSILLAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,3
RAVELO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,7,12
REYES,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,4,2,6
RIBERALTA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,7,0,39,32,71
ROBORE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,8,8,16
RURRENABAQUE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,1,13,10,23
SABAYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,3
SACABA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,43,29,109,97,206
SACABAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,5,1,6
SACACA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,11,7,18
SAIPINA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,7,3,10
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,8,4,8,12
SAMAIPATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,4,7,9,16
SAN AGUSTIN,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN ANDRES,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2,3,6,9
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,1,4,6,10
SAN BENITO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,2,7,4,11
SAN BORJA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,14,7,27,20,47
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,4,6,10
SAN CARLOS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,3,7,8,15
SAN IGNACIO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,2,12,5,17
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,2,5,28,31,59
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
SAN JAVIER(STC),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,0,0,20,13,33
SAN JOAQUIN,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,3,3,6
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,5,5,12,16,28
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN JULIAN,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,30,13,14,58,44,102
SAN LORENZO(PND),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,4
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,1,1,9,22,31
SAN LUCAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,3,1,11,12,23
SAN MATIAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,2,12,5,17
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,15,20,21,41
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
SAN PEDRO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,8,15,14,29
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,7,4,15,10,25
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,7,2,10,12
SAN PEDRO DE QUEMES,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,7,7,8,15
SAN PEDRO(PND),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,8
SAN RAFAEL,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3
SAN RAMON SCZ,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,11,5,16
SANTA ANA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,2,7,7,14
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,632,41,29,735,661,1396
SANTA ROSA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,6,12
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,1,7,3,10
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,3
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,3,2,5
SANTIVAÑES,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,2,9,5,14
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,3,6
SAPAHAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,1,4
SENA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,5,2,16,7,23
SHINAOTA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,4,4,22,12,34
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,2,5,6,11
SICAYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,4,1,5
SIPE SIPE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,14,8,38,28,66
SOPACHUY,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,3,5
SORACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,5,0,5
SORATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,3,8,9,17
SUCRE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,189,91,98,268,287,555
TACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
TACACOMA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,5,3,8
TACOBAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
TACOPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,5,7
TAHUA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TAPACARI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,7,10,17
TARABUCO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,3,3,6
TARACO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
TARATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,5,2,7
TARIJA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,101,12,13,125,114,239
