municipality,group,variable,month,Nuevas en personas de 60 años o más -Hombre,Nuevas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
TODOS SANTOS,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,1,0,1,0,1
TOLATA,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,6,12,6,12,18
TOLEDO,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,27,27,27,27,54
TOMAVE,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,43,93,43,93,136
TOMINA,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,44,56,44,56,100
TORO TORO,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,21,36,21,36,57
TOTORA(CBBA),consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,8,21,8,21,29
TOTORA(ORR),consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,17,14,17,14,31
TRIGAL,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,18,45,18,45,63
TRINIDAD,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,783,950,783,950,1733
TUPIZA,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,349,531,349,531,880
TURCO,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,24,27,24,27,51
UMALA,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,3,11,3,11,14
UNCIA,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,130,167,130,167,297
URIONDO (A. CONCEPCION),consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,33,72,33,72,105
URUBICHA,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,1,5,1,5,6
UYUNI,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,127,157,127,157,284
VACAS,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,29,48,29,48,77
VALLEGRANDE,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,267,348,267,348,615
VIACHA,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,316,257,316,257,573
VILA VILA,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,3,6,3,6,9
VILLA MONTES,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,112,136,112,136,248
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,3,2,3,2,5
VILLA RIVERO,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,8,11,8,11,19
VILLA SERRANO,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,28,47,28,47,75
VILLA TUNARI,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,153,132,153,132,285
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,71,77,71,77,148
VILLAZON,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,190,427,190,427,617
VINTO,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,11,15,11,15,26
VITICHI,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,50,106,50,106,156
WALDO BALLIVIAN,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,2,1,2,1,3
WARNES,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,56,79,56,79,135
YACO,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,16,22,16,22,38
YACUIBA,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,470,646,470,646,1116
YAMPARAEZ,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,31,37,31,37,68
YANACACHI,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,13,18,13,18,31
YAPACANI,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,105,79,105,79,184
YOCALLA,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,43,41,43,41,84
YOTALA,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,24,31,24,31,55
YUNCHARA,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,4,8,4,8,12
ZUDAÑEZ,consulta externa,nuevas en personas de 60 anos o mas,2006-01-01,30,31,30,31,61
ACACIO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,24,30,24,30,54
ACHACACHI,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,301,318,301,318,619
ACHOCALLA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,13,14,13,14,27
AIQUILE,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,75,90,75,90,165
ALALAY,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,3,10,3,10,13
ALCALA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,21,44,21,44,65
ANCORAIMES,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,100,104,100,104,204
ANDAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,41,58,41,58,99
ANTEQUERA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,4,5,4,5,9
ANZALDO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,21,18,21,18,39
APOLO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,27,41,27,41,68
ARAMPAMPA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,10,10,10,10,20
ARANI,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,7,15,7,15,22
ARBIETO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,21,22,21,22,43
ARQUE,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,9,27,9,27,36
ASCENCION DE GUARAYOS,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,24,47,24,47,71
ATOCHA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,63,110,63,110,173
AUCAPATA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,42,34,42,34,76
AYATA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,17,25,17,25,42
AYO AYO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,9,8,9,8,17
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,45,76,45,76,121
AZURDUY,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,28,27,28,27,55
BATALLAS,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,36,27,36,27,63
BAURES,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,55,49,55,49,104
BELEN DE ANDAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,15,5,15,5,20
BELEN DE URMIRI,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,11,12,11,12,23
BELLA FLOR,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,4,4,4,4,8
BERMEJO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,448,434,448,434,882
BETANZOS,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,133,201,133,201,334
BOLIVAR,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,16,30,16,30,46
BOLPEBRA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,14,6,14,6,20
BOYUIBE,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,24,26,24,26,50
BUENA VISTA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,114,97,114,97,211
CABEZAS,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,29,39,29,39,68
CAIROMA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,30,31,30,31,61
"CAIZA ""D""",consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,74,91,74,91,165
CAJUATA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,40,20,40,20,60
CALACOTO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,41,44,41,44,85
CALAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,50,54,50,54,104
CAMARGO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,150,280,150,280,430
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,14,21,14,21,35
CAMIRI,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,513,687,513,687,1200
CAPINOTA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,52,89,52,89,141
CAQUIAVIRI,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,36,54,36,54,90
CARACOLLO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,63,59,63,59,122
CARANAVI,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,431,229,431,229,660
CARAPARI,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,44,59,44,59,103
CARIPUYO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,10,18,10,18,28
CARMEN RIVERO TORREZ,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,2,4,2,4,6
CATACORA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,2,6,2,6,8
CHACARILLA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,13,12,13,12,25
CHALLAPATA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,79,91,79,91,170
CHAQUI,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,14,38,14,38,52
CHARAGUA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,41,47,41,47,88
CHARAÑA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,4,9,4,9,13
CHAYANTA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,38,85,38,85,123
CHIMORE,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,13,8,13,8,21
CHIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,15,8,15,8,23
CHOQUE COTA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,7,7,7,7,14
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,44,57,44,57,101
CHUMA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,32,37,32,37,69
CLIZA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,16,25,16,25,41
COBIJA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,160,269,160,269,429
COCHABAMBA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,2896,4764,2896,4764,7660
COIPASA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,2,1,2,1,3
COLCAPIRHUA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,98,148,98,148,246
"COLCHA ""K""",consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,54,69,54,69,123
COLLANA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,12,20,12,20,32
COLOMI,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,16,9,16,9,25
COLPA BELGICA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,80,68,80,68,148
COLQUECHACA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,77,105,77,105,182
COLQUENCHA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,16,33,16,33,49
COLQUIRI,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,61,67,61,67,128
COMANCHE,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,16,9,16,9,25
COMARAPA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,90,115,90,115,205
COMBAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,0,1,0,1,1
CONCEPCION,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,64,62,64,62,126
COPACABANA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,40,37,40,37,77
CORIPATA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,21,32,21,32,53
CORO CORO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,68,67,68,67,135
COROICO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,73,77,73,77,150
CORQUE,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,46,42,46,42,88
COTAGAITA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,176,320,176,320,496
COTOCA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,57,54,57,54,111
CUATRO CAÑADAS,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,56,37,56,37,93
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,6,8,6,8,14
CUEVO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,19,18,19,18,37
CULPINA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,34,51,34,51,85
CURAHUARA DE CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,53,53,53,53,106
CURVA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,9,8,9,8,17
DESAGUADERO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,48,57,48,57,105
EL ALTO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,1245,1059,1245,1059,2304
EL CHORO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,41,38,41,38,79
EL PUENTE(STC),consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,61,59,61,59,120
EL PUENTE(TJA),consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,30,52,30,52,82
EL TORNO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,152,151,152,151,303
EL VILLAR,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,11,28,11,28,39
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,62,85,62,85,147
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,13,9,13,9,22
ESCARA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,2,2,2,2,4
ESMERALDA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,3,0,3,0,3
EUCALIPTUS,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,38,41,38,41,79
EXALTACION,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,5,9,5,9,14
FERNANDEZ ALONSO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,23,18,23,18,41
FILADELFIA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,24,9,24,9,33
GENERAL SAAVEDRA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,27,19,27,19,46
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,37,53,37,53,90
GUANAY,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,34,50,34,50,84
GUAQUI,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,15,18,15,18,33
GUAYARAMERIN,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,359,419,359,419,778
GUTIERREZ,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,46,56,46,56,102
HUACARETA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,64,81,64,81,145
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,1,2,1,2,3
HUACHACALLA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,6,3,6,3,9
HUANUNI,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,109,119,109,119,228
HUARACAJE,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,29,38,29,38,67
HUAYLLAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,33,33,33,33,66
ICHOCA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,15,12,15,12,27
ICLA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,30,70,30,70,100
INCAHUASI,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,56,74,56,74,130
INGAVI (HUMAITA),consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,3,1,3,1,4
INQUISIVI,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,45,36,45,36,81
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,42,42,42,42,84
IXIAMAS,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,39,30,39,30,69
JESUS DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,50,46,50,46,96
LA ASUNTA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,17,20,17,20,37
LA GUARDIA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,33,44,33,44,77
LA PAZ,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,7106,9026,7106,9026,16132
LA RIVERA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,4,1,4,1,5
LAGUNILLAS,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,32,36,32,36,68
LAJA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,18,20,18,20,38
LAS CARRERAS,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,19,35,19,35,54
LICOMA PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,5,2,5,2,7
LLALLAGUA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,143,280,143,280,423
LLICA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,35,41,35,41,76
LORETO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,31,22,31,22,53
LURIBAY,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,53,49,53,49,102
MACHACAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,59,58,59,58,117
MACHARETI,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,61,48,61,48,109
MAGDALENA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,28,31,28,31,59
MAIRANA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,47,80,47,80,127
MALLA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,12,14,12,14,26
MAPIRI,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,48,35,48,35,83
MECAPACA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,80,58,80,58,138
MINEROS,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,93,78,93,78,171
MIZQUE,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,44,70,44,70,114
MOCOMOCO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,47,57,47,57,104
MOJINETE,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,15,33,15,33,48
MOJOCOYA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,17,24,17,24,41
MONTEAGUDO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,191,250,191,250,441
MONTERO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,200,280,200,280,480
MORO MORO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,23,38,23,38,61
MOROCHATA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,6,15,6,15,21
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,5,4,5,4,9
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,2,1,2,1,3
OCURI,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,34,68,34,68,102
OKINAWA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,87,77,87,77,164
OMEREQUE,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,11,30,11,30,41
ORURO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,2381,2611,2381,2611,4992
PADCAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,92,117,92,117,209
PADILLA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,122,172,122,172,294
PAILON,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,26,27,26,27,53
PALCA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,25,17,25,17,42
PALOS BLANCOS,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,53,25,53,25,78
PAMPA AULLAGAS,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,7,8,7,8,15
PAMPA GRANDE,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,27,38,27,38,65
PAPEL PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,36,36,36,36,72
PASORAPA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,3,10,3,10,13
PATACAMAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,29,28,29,28,57
PAZÑA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,25,37,25,37,62
PELECHUCO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,13,26,13,26,39
POCOATA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,56,75,56,75,131
POCONA,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,17,50,17,50,67
POJO (CBBA),consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,4,2,4,2,6
POOPO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,41,65,41,65,106
PORCO,consulta externa,nuevas en personas de 60 anos o mas,2006-02-01,12,21,12,21,33
