municipality,group,variable,month,Repetidas en menores de 5 años -Hombre,Repetidas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en menores de 5 anos,2006-02-01,28,35,28,35,63
BATALLAS,consulta externa,repetidas en menores de 5 anos,2006-02-01,4,2,4,2,6
BAURES,consulta externa,repetidas en menores de 5 anos,2006-02-01,7,6,7,6,13
BELEN DE ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2006-02-01,3,0,3,0,3
BELEN DE URMIRI,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,0,1,0,1
BERMEJO,consulta externa,repetidas en menores de 5 anos,2006-02-01,35,38,35,38,73
BETANZOS,consulta externa,repetidas en menores de 5 anos,2006-02-01,7,13,7,13,20
BOLIVAR,consulta externa,repetidas en menores de 5 anos,2006-02-01,0,4,0,4,4
BOLPEBRA,consulta externa,repetidas en menores de 5 anos,2006-02-01,2,1,2,1,3
BOYUIBE,consulta externa,repetidas en menores de 5 anos,2006-02-01,32,23,32,23,55
BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2006-02-01,95,86,95,86,181
CABEZAS,consulta externa,repetidas en menores de 5 anos,2006-02-01,10,9,10,9,19
CAIROMA,consulta externa,repetidas en menores de 5 anos,2006-02-01,3,4,3,4,7
"CAIZA ""D""",consulta externa,repetidas en menores de 5 anos,2006-02-01,2,0,2,0,2
CAJUATA,consulta externa,repetidas en menores de 5 anos,2006-02-01,18,7,18,7,25
CALACOTO,consulta externa,repetidas en menores de 5 anos,2006-02-01,2,0,2,0,2
CALAMARCA,consulta externa,repetidas en menores de 5 anos,2006-02-01,7,2,7,2,9
CAMARGO,consulta externa,repetidas en menores de 5 anos,2006-02-01,7,6,7,6,13
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en menores de 5 anos,2006-02-01,2,0,2,0,2
CAMIRI,consulta externa,repetidas en menores de 5 anos,2006-02-01,89,104,89,104,193
CAPINOTA,consulta externa,repetidas en menores de 5 anos,2006-02-01,57,53,57,53,110
CAQUIAVIRI,consulta externa,repetidas en menores de 5 anos,2006-02-01,0,3,0,3,3
CARACOLLO,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,4,1,4,5
CARANAVI,consulta externa,repetidas en menores de 5 anos,2006-02-01,42,49,42,49,91
CARAPARI,consulta externa,repetidas en menores de 5 anos,2006-02-01,2,5,2,5,7
CARMEN RIVERO TORREZ,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,2,1,2,3
CHALLAPATA,consulta externa,repetidas en menores de 5 anos,2006-02-01,8,7,8,7,15
CHAQUI,consulta externa,repetidas en menores de 5 anos,2006-02-01,2,3,2,3,5
CHARAGUA,consulta externa,repetidas en menores de 5 anos,2006-02-01,36,37,36,37,73
CHARAÑA,consulta externa,repetidas en menores de 5 anos,2006-02-01,0,1,0,1,1
CHAYANTA,consulta externa,repetidas en menores de 5 anos,2006-02-01,6,7,6,7,13
CHIMORE,consulta externa,repetidas en menores de 5 anos,2006-02-01,16,25,16,25,41
CHIPAYA,consulta externa,repetidas en menores de 5 anos,2006-02-01,2,1,2,1,3
CHOQUE COTA,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,2,1,2,3
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en menores de 5 anos,2006-02-01,19,10,19,10,29
CHUMA,consulta externa,repetidas en menores de 5 anos,2006-02-01,5,4,5,4,9
CLIZA,consulta externa,repetidas en menores de 5 anos,2006-02-01,25,14,25,14,39
COBIJA,consulta externa,repetidas en menores de 5 anos,2006-02-01,113,117,113,117,230
COCHABAMBA,consulta externa,repetidas en menores de 5 anos,2006-02-01,2482,2328,2482,2328,4810
COLCAPIRHUA,consulta externa,repetidas en menores de 5 anos,2006-02-01,114,168,114,168,282
"COLCHA ""K""",consulta externa,repetidas en menores de 5 anos,2006-02-01,1,0,1,0,1
COLLANA,consulta externa,repetidas en menores de 5 anos,2006-02-01,3,3,3,3,6
COLOMI,consulta externa,repetidas en menores de 5 anos,2006-02-01,43,21,43,21,64
COLPA BELGICA,consulta externa,repetidas en menores de 5 anos,2006-02-01,29,20,29,20,49
COLQUECHACA,consulta externa,repetidas en menores de 5 anos,2006-02-01,4,5,4,5,9
COLQUENCHA,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,2,1,2,3
COLQUIRI,consulta externa,repetidas en menores de 5 anos,2006-02-01,27,52,27,52,79
COMANCHE,consulta externa,repetidas en menores de 5 anos,2006-02-01,2,0,2,0,2
COMARAPA,consulta externa,repetidas en menores de 5 anos,2006-02-01,21,16,21,16,37
CONCEPCION,consulta externa,repetidas en menores de 5 anos,2006-02-01,11,0,11,0,11
COPACABANA,consulta externa,repetidas en menores de 5 anos,2006-02-01,4,4,4,4,8
CORIPATA,consulta externa,repetidas en menores de 5 anos,2006-02-01,22,18,22,18,40
CORO CORO,consulta externa,repetidas en menores de 5 anos,2006-02-01,0,4,0,4,4
COROICO,consulta externa,repetidas en menores de 5 anos,2006-02-01,23,17,23,17,40
CORQUE,consulta externa,repetidas en menores de 5 anos,2006-02-01,0,1,0,1,1
COTAGAITA,consulta externa,repetidas en menores de 5 anos,2006-02-01,22,22,22,22,44
COTOCA,consulta externa,repetidas en menores de 5 anos,2006-02-01,6,4,6,4,10
CUATRO CAÑADAS,consulta externa,repetidas en menores de 5 anos,2006-02-01,13,6,13,6,19
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en menores de 5 anos,2006-02-01,5,0,5,0,5
CUEVO,consulta externa,repetidas en menores de 5 anos,2006-02-01,9,8,9,8,17
CULPINA,consulta externa,repetidas en menores de 5 anos,2006-02-01,8,8,8,8,16
EL ALTO,consulta externa,repetidas en menores de 5 anos,2006-02-01,1662,1483,1662,1483,3145
EL CHORO,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,2,1,2,3
EL PUENTE(STC),consulta externa,repetidas en menores de 5 anos,2006-02-01,6,3,6,3,9
EL PUENTE(TJA),consulta externa,repetidas en menores de 5 anos,2006-02-01,66,58,66,58,124
EL TORNO,consulta externa,repetidas en menores de 5 anos,2006-02-01,54,42,54,42,96
EL VILLAR,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,0,1,0,1
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2006-02-01,56,44,56,44,100
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2006-02-01,4,8,4,8,12
EUCALIPTUS,consulta externa,repetidas en menores de 5 anos,2006-02-01,11,5,11,5,16
EXALTACION,consulta externa,repetidas en menores de 5 anos,2006-02-01,6,6,6,6,12
FERNANDEZ ALONSO,consulta externa,repetidas en menores de 5 anos,2006-02-01,37,17,37,17,54
FILADELFIA,consulta externa,repetidas en menores de 5 anos,2006-02-01,2,0,2,0,2
GENERAL SAAVEDRA,consulta externa,repetidas en menores de 5 anos,2006-02-01,36,41,36,41,77
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en menores de 5 anos,2006-02-01,4,2,4,2,6
GUANAY,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,1,1,1,2
GUAQUI,consulta externa,repetidas en menores de 5 anos,2006-02-01,7,2,7,2,9
GUAYARAMERIN,consulta externa,repetidas en menores de 5 anos,2006-02-01,83,75,83,75,158
GUTIERREZ,consulta externa,repetidas en menores de 5 anos,2006-02-01,16,18,16,18,34
HUACARETA,consulta externa,repetidas en menores de 5 anos,2006-02-01,48,49,48,49,97
HUACAYA (VILLA DE HUACAYA),consulta externa,repetidas en menores de 5 anos,2006-02-01,2,0,2,0,2
HUACHACALLA,consulta externa,repetidas en menores de 5 anos,2006-02-01,0,1,0,1,1
HUANUNI,consulta externa,repetidas en menores de 5 anos,2006-02-01,81,100,81,100,181
HUARACAJE,consulta externa,repetidas en menores de 5 anos,2006-02-01,9,11,9,11,20
HUAYLLAMARCA,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,1,1,1,2
ICHOCA,consulta externa,repetidas en menores de 5 anos,2006-02-01,3,1,3,1,4
ICLA,consulta externa,repetidas en menores de 5 anos,2006-02-01,7,3,7,3,10
INCAHUASI,consulta externa,repetidas en menores de 5 anos,2006-02-01,4,6,4,6,10
INGAVI (HUMAITA),consulta externa,repetidas en menores de 5 anos,2006-02-01,10,3,10,3,13
INQUISIVI,consulta externa,repetidas en menores de 5 anos,2006-02-01,17,14,17,14,31
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en menores de 5 anos,2006-02-01,2,4,2,4,6
IXIAMAS,consulta externa,repetidas en menores de 5 anos,2006-02-01,26,10,26,10,36
JESUS DE MACHACA,consulta externa,repetidas en menores de 5 anos,2006-02-01,3,4,3,4,7
LA ASUNTA,consulta externa,repetidas en menores de 5 anos,2006-02-01,7,4,7,4,11
LA GUARDIA,consulta externa,repetidas en menores de 5 anos,2006-02-01,69,80,69,80,149
LA PAZ,consulta externa,repetidas en menores de 5 anos,2006-02-01,2971,2884,2971,2884,5855
LAGUNILLAS,consulta externa,repetidas en menores de 5 anos,2006-02-01,19,17,19,17,36
LAJA,consulta externa,repetidas en menores de 5 anos,2006-02-01,2,8,2,8,10
LAS CARRERAS,consulta externa,repetidas en menores de 5 anos,2006-02-01,0,7,0,7,7
LICOMA PAMPA,consulta externa,repetidas en menores de 5 anos,2006-02-01,8,1,8,1,9
LLALLAGUA,consulta externa,repetidas en menores de 5 anos,2006-02-01,29,22,29,22,51
LLICA,consulta externa,repetidas en menores de 5 anos,2006-02-01,4,1,4,1,5
LORETO,consulta externa,repetidas en menores de 5 anos,2006-02-01,12,12,12,12,24
LURIBAY,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,0,1,0,1
MACHACAMARCA,consulta externa,repetidas en menores de 5 anos,2006-02-01,3,1,3,1,4
MACHARETI,consulta externa,repetidas en menores de 5 anos,2006-02-01,6,6,6,6,12
MAGDALENA,consulta externa,repetidas en menores de 5 anos,2006-02-01,25,20,25,20,45
MAIRANA,consulta externa,repetidas en menores de 5 anos,2006-02-01,10,5,10,5,15
MALLA,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,2,1,2,3
MAPIRI,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,1,1,1,2
MECAPACA,consulta externa,repetidas en menores de 5 anos,2006-02-01,24,11,24,11,35
MINEROS,consulta externa,repetidas en menores de 5 anos,2006-02-01,19,13,19,13,32
MIZQUE,consulta externa,repetidas en menores de 5 anos,2006-02-01,18,18,18,18,36
MOCOMOCO,consulta externa,repetidas en menores de 5 anos,2006-02-01,3,1,3,1,4
MOJINETE,consulta externa,repetidas en menores de 5 anos,2006-02-01,9,11,9,11,20
MOJOCOYA,consulta externa,repetidas en menores de 5 anos,2006-02-01,7,5,7,5,12
MONTEAGUDO,consulta externa,repetidas en menores de 5 anos,2006-02-01,62,63,62,63,125
MONTERO,consulta externa,repetidas en menores de 5 anos,2006-02-01,341,282,341,282,623
MORO MORO,consulta externa,repetidas en menores de 5 anos,2006-02-01,3,2,3,2,5
MOROCHATA,consulta externa,repetidas en menores de 5 anos,2006-02-01,54,50,54,50,104
OCURI,consulta externa,repetidas en menores de 5 anos,2006-02-01,2,2,2,2,4
OKINAWA,consulta externa,repetidas en menores de 5 anos,2006-02-01,12,7,12,7,19
OMEREQUE,consulta externa,repetidas en menores de 5 anos,2006-02-01,9,4,9,4,13
ORURO,consulta externa,repetidas en menores de 5 anos,2006-02-01,488,452,488,452,940
PADCAYA,consulta externa,repetidas en menores de 5 anos,2006-02-01,14,12,14,12,26
PADILLA,consulta externa,repetidas en menores de 5 anos,2006-02-01,11,5,11,5,16
PAILON,consulta externa,repetidas en menores de 5 anos,2006-02-01,23,23,23,23,46
PALCA,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,3,1,3,4
PALOS BLANCOS,consulta externa,repetidas en menores de 5 anos,2006-02-01,32,16,32,16,48
PAMPA GRANDE,consulta externa,repetidas en menores de 5 anos,2006-02-01,5,6,5,6,11
PAPEL PAMPA,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,0,1,0,1
PASORAPA,consulta externa,repetidas en menores de 5 anos,2006-02-01,0,1,0,1,1
PATACAMAYA,consulta externa,repetidas en menores de 5 anos,2006-02-01,4,1,4,1,5
PAZÑA,consulta externa,repetidas en menores de 5 anos,2006-02-01,4,1,4,1,5
PELECHUCO,consulta externa,repetidas en menores de 5 anos,2006-02-01,2,0,2,0,2
POCOATA,consulta externa,repetidas en menores de 5 anos,2006-02-01,3,7,3,7,10
POCONA,consulta externa,repetidas en menores de 5 anos,2006-02-01,8,3,8,3,11
POJO (CBBA),consulta externa,repetidas en menores de 5 anos,2006-02-01,7,4,7,4,11
PORCO,consulta externa,repetidas en menores de 5 anos,2006-02-01,7,5,7,5,12
POROMA,consulta externa,repetidas en menores de 5 anos,2006-02-01,5,1,5,1,6
PORONGO,consulta externa,repetidas en menores de 5 anos,2006-02-01,15,18,15,18,33
PORTACHUELO,consulta externa,repetidas en menores de 5 anos,2006-02-01,39,29,39,29,68
PORVENIR,consulta externa,repetidas en menores de 5 anos,2006-02-01,2,1,2,1,3
POSTRER VALLE,consulta externa,repetidas en menores de 5 anos,2006-02-01,0,2,0,2,2
POTOSI,consulta externa,repetidas en menores de 5 anos,2006-02-01,311,211,311,211,522
PRESTO,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,2,1,2,3
PUCARA,consulta externa,repetidas en menores de 5 anos,2006-02-01,0,1,0,1,1
PUCARANI,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,3,1,3,4
PUERTO ACOSTA,consulta externa,repetidas en menores de 5 anos,2006-02-01,8,6,8,6,14
PUERTO CARABUCO,consulta externa,repetidas en menores de 5 anos,2006-02-01,0,4,0,4,4
PUERTO GONZALO MORENO,consulta externa,repetidas en menores de 5 anos,2006-02-01,8,2,8,2,10
PUERTO PEREZ,consulta externa,repetidas en menores de 5 anos,2006-02-01,0,1,0,1,1
PUERTO QUIJARRO,consulta externa,repetidas en menores de 5 anos,2006-02-01,23,23,23,23,46
PUERTO RICO,consulta externa,repetidas en menores de 5 anos,2006-02-01,8,6,8,6,14
PUERTO SILES,consulta externa,repetidas en menores de 5 anos,2006-02-01,2,2,2,2,4
PUERTO SUAREZ,consulta externa,repetidas en menores de 5 anos,2006-02-01,20,13,20,13,33
PUERTO VILLARROEL,consulta externa,repetidas en menores de 5 anos,2006-02-01,61,67,61,67,128
PUNA,consulta externa,repetidas en menores de 5 anos,2006-02-01,5,6,5,6,11
PUNATA,consulta externa,repetidas en menores de 5 anos,2006-02-01,71,51,71,51,122
QUILLACOLLO,consulta externa,repetidas en menores de 5 anos,2006-02-01,314,214,314,214,528
QUIME,consulta externa,repetidas en menores de 5 anos,2006-02-01,5,0,5,0,5
QUIRUSILLAS,consulta externa,repetidas en menores de 5 anos,2006-02-01,8,5,8,5,13
RAVELO,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,0,1,0,1
REYES,consulta externa,repetidas en menores de 5 anos,2006-02-01,9,13,9,13,22
RIBERALTA,consulta externa,repetidas en menores de 5 anos,2006-02-01,231,244,231,244,475
ROBORE,consulta externa,repetidas en menores de 5 anos,2006-02-01,15,23,15,23,38
RURRENABAQUE,consulta externa,repetidas en menores de 5 anos,2006-02-01,12,11,12,11,23
SABAYA,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,1,1,1,2
SACABA,consulta externa,repetidas en menores de 5 anos,2006-02-01,208,185,208,185,393
SACABAMBA,consulta externa,repetidas en menores de 5 anos,2006-02-01,6,4,6,4,10
SACACA,consulta externa,repetidas en menores de 5 anos,2006-02-01,6,2,6,2,8
SAIPINA,consulta externa,repetidas en menores de 5 anos,2006-02-01,20,13,20,13,33
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,2,1,2,3
SAMAIPATA,consulta externa,repetidas en menores de 5 anos,2006-02-01,6,2,6,2,8
SAN AGUSTIN,consulta externa,repetidas en menores de 5 anos,2006-02-01,3,2,3,2,5
SAN ANDRES,consulta externa,repetidas en menores de 5 anos,2006-02-01,17,12,17,12,29
SAN ANDRES DE MACHACA,consulta externa,repetidas en menores de 5 anos,2006-02-01,0,1,0,1,1
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en menores de 5 anos,2006-02-01,2,1,2,1,3
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en menores de 5 anos,2006-02-01,2,1,2,1,3
SAN BENITO,consulta externa,repetidas en menores de 5 anos,2006-02-01,15,14,15,14,29
SAN BORJA,consulta externa,repetidas en menores de 5 anos,2006-02-01,50,52,50,52,102
SAN BUENA VENTURA,consulta externa,repetidas en menores de 5 anos,2006-02-01,13,9,13,9,22
SAN CARLOS,consulta externa,repetidas en menores de 5 anos,2006-02-01,20,21,20,21,41
SAN IGNACIO,consulta externa,repetidas en menores de 5 anos,2006-02-01,108,77,108,77,185
SAN IGNACIO DE VELASCO,consulta externa,repetidas en menores de 5 anos,2006-02-01,153,150,153,150,303
SAN JAVIER(BNI),consulta externa,repetidas en menores de 5 anos,2006-02-01,1,1,1,1,2
SAN JAVIER(STC),consulta externa,repetidas en menores de 5 anos,2006-02-01,20,21,20,21,41
SAN JOAQUIN,consulta externa,repetidas en menores de 5 anos,2006-02-01,4,3,4,3,7
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en menores de 5 anos,2006-02-01,15,6,15,6,21
SAN JUAN DE YAPACANI,consulta externa,repetidas en menores de 5 anos,2006-02-01,43,30,43,30,73
SAN JULIAN,consulta externa,repetidas en menores de 5 anos,2006-02-01,81,72,81,72,153
SAN LORENZO(PND),consulta externa,repetidas en menores de 5 anos,2006-02-01,2,1,2,1,3
SAN LORENZO(TJA),consulta externa,repetidas en menores de 5 anos,2006-02-01,14,8,14,8,22
SAN LUCAS,consulta externa,repetidas en menores de 5 anos,2006-02-01,15,10,15,10,25
SAN MATIAS,consulta externa,repetidas en menores de 5 anos,2006-02-01,12,6,12,6,18
SAN MIGUEL DE VELASCO,consulta externa,repetidas en menores de 5 anos,2006-02-01,42,53,42,53,95
SAN PABLO DE LIPEZ,consulta externa,repetidas en menores de 5 anos,2006-02-01,7,6,7,6,13
SAN PEDRO,consulta externa,repetidas en menores de 5 anos,2006-02-01,55,35,55,35,90
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,0,1,0,1
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,consulta externa,repetidas en menores de 5 anos,2006-02-01,3,3,3,3,6
SAN RAFAEL,consulta externa,repetidas en menores de 5 anos,2006-02-01,2,0,2,0,2
SAN RAMON,consulta externa,repetidas en menores de 5 anos,2006-02-01,4,1,4,1,5
SAN RAMON,consulta externa,repetidas en menores de 5 anos,2006-02-01,5,5,5,5,10
SANTA ANA,consulta externa,repetidas en menores de 5 anos,2006-02-01,15,24,15,24,39
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en menores de 5 anos,2006-02-01,3080,3338,3080,3338,6418
SANTA ROSA,consulta externa,repetidas en menores de 5 anos,2006-02-01,22,29,22,29,51
SANTA ROSA DEL SARA,consulta externa,repetidas en menores de 5 anos,2006-02-01,27,23,27,23,50
SANTIAGO DE CALLAPA,consulta externa,repetidas en menores de 5 anos,2006-02-01,4,0,4,0,4
SANTIAGO DE HUARI,consulta externa,repetidas en menores de 5 anos,2006-02-01,5,11,5,11,16
SANTIAGO DE MACHACA,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,0,1,0,1
SANTIVAÑES,consulta externa,repetidas en menores de 5 anos,2006-02-01,16,18,16,18,34
SANTUARIO DE QUILLACAS,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,0,1,0,1
SAPAHAQUI,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,2,1,2,3
SENA,consulta externa,repetidas en menores de 5 anos,2006-02-01,8,3,8,3,11
SICA SICA (VILLA AROMA),consulta externa,repetidas en menores de 5 anos,2006-02-01,3,12,3,12,15
SICAYA,consulta externa,repetidas en menores de 5 anos,2006-02-01,16,10,16,10,26
SIPE SIPE,consulta externa,repetidas en menores de 5 anos,2006-02-01,110,113,110,113,223
SOPACHUY,consulta externa,repetidas en menores de 5 anos,2006-02-01,3,4,3,4,7
SORACACHI,consulta externa,repetidas en menores de 5 anos,2006-02-01,5,4,5,4,9
SORATA,consulta externa,repetidas en menores de 5 anos,2006-02-01,7,4,7,4,11
SUCRE,consulta externa,repetidas en menores de 5 anos,2006-02-01,636,666,636,666,1302
TACACHI,consulta externa,repetidas en menores de 5 anos,2006-02-01,7,7,7,7,14
TACACOMA,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,1,1,1,2
TACOBAMBA,consulta externa,repetidas en menores de 5 anos,2006-02-01,0,1,0,1,1
TACOPAYA,consulta externa,repetidas en menores de 5 anos,2006-02-01,73,88,73,88,161
TAHUA,consulta externa,repetidas en menores de 5 anos,2006-02-01,0,2,0,2,2
TAPACARI,consulta externa,repetidas en menores de 5 anos,2006-02-01,7,6,7,6,13
TARABUCO,consulta externa,repetidas en menores de 5 anos,2006-02-01,187,234,187,234,421
TARACO,consulta externa,repetidas en menores de 5 anos,2006-02-01,0,1,0,1,1
TARATA,consulta externa,repetidas en menores de 5 anos,2006-02-01,7,15,7,15,22
TARIJA,consulta externa,repetidas en menores de 5 anos,2006-02-01,630,655,630,655,1285
TARVITA,consulta externa,repetidas en menores de 5 anos,2006-02-01,8,6,8,6,14
TEOPONTE,consulta externa,repetidas en menores de 5 anos,2006-02-01,3,1,3,1,4
TIAWANACU,consulta externa,repetidas en menores de 5 anos,2006-02-01,1,2,1,2,3
TINGUIPAYA,consulta externa,repetidas en menores de 5 anos,2006-02-01,2,0,2,0,2
TIPUANI,consulta externa,repetidas en menores de 5 anos,2006-02-01,12,6,12,6,18
TIQUIPAYA,consulta externa,repetidas en menores de 5 anos,2006-02-01,117,92,117,92,209
TIRAQUE (CBBA),consulta externa,repetidas en menores de 5 anos,2006-02-01,98,64,98,64,162
TOCO,consulta externa,repetidas en menores de 5 anos,2006-02-01,10,5,10,5,15
