municipality,group,variable,month,Repetidas en personas de 60 años o más -Hombre,Repetidas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
BOLIVAR,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,0,2,0,2,2
BOYUIBE,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,4,8,4,8,12
BUENA VISTA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,43,29,43,29,72
CABEZAS,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,2,2,2,4
CAIROMA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,9,4,9,4,13
"CAIZA ""D""",consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,4,5,4,5,9
CAJUATA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,7,3,7,3,10
CALACOTO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,5,2,5,7
CALAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,1,2,1,3
CAMARGO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,6,11,6,11,17
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,2,1,2,3
CAMIRI,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,71,84,71,84,155
CAPINOTA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,13,28,13,28,41
CAQUIAVIRI,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,3,6,3,6,9
CARACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,6,10,6,10,16
CARANAVI,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,16,18,16,18,34
CARAPARI,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,0,1,0,1,1
CHALLAPATA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,5,15,5,15,20
CHAQUI,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,6,7,6,7,13
CHARAGUA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,3,3,3,3,6
CHARAÑA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,0,2,0,2
CHAYANTA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,8,35,8,35,43
CHIMORE,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,8,8,8,8,16
CHUMA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,2,1,2,3
COBIJA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,13,29,13,29,42
COCHABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,4117,5297,4117,5297,9414
COLCAPIRHUA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,31,58,31,58,89
"COLCHA ""K""",consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,6,2,6,8
COLLANA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,3,5,3,5,8
COLPA BELGICA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,22,11,22,11,33
COLQUENCHA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,0,3,0,3,3
COLQUIRI,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,4,1,4,1,5
COMANCHE,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,0,1,0,1
COMARAPA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,6,4,6,4,10
CONCEPCION,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,4,2,4,2,6
COPACABANA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,2,2,2,4
CORIPATA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,2,1,2,3
CORO CORO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,1,2,1,3
COROICO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,22,25,22,25,47
CORQUE,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,7,1,7,1,8
COTAGAITA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,15,23,15,23,38
COTOCA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,0,1,0,1,1
CUATRO CAÑADAS,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,1,2,1,3
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,2,1,2,3
CUEVO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,0,4,0,4,4
CULPINA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,2,1,2,3
CURAHUARA DE CARANGAS,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,0,2,0,2
DESAGUADERO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,3,7,3,7,10
EL ALTO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,622,632,622,632,1254
EL PUENTE(TJA),consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,1,1,1,2
EL TORNO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,270,319,270,319,589
EL VILLAR,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,0,2,0,2,2
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,9,2,9,11
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,1,1,1,2
ESCARA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,0,1,0,1
ESMERALDA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,0,1,0,1,1
EUCALIPTUS,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,0,2,0,2,2
EXALTACION,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,0,1,0,1
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,6,0,6,0,6
FILADELFIA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,3,1,3,1,4
GUAQUI,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,10,4,10,4,14
GUAYARAMERIN,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,128,143,128,143,271
GUTIERREZ,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,4,2,4,6
HUACARETA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,6,12,6,12,18
HUANUNI,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,87,73,87,73,160
HUARACAJE,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,3,5,3,5,8
HUAYLLAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,7,2,7,2,9
ICHOCA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,2,2,2,4
ICLA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,0,1,0,1,1
INCAHUASI,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,0,1,0,1
INGAVI (HUMAITA),consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,0,1,0,1
INQUISIVI,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,4,3,4,3,7
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,5,3,5,3,8
JESUS DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,6,13,6,13,19
LA GUARDIA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,3,1,3,4
LA PAZ,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,8246,11804,8246,11804,20050
LAGUNILLAS,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,1,1,1,2
LAJA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,13,5,13,5,18
LAS CARRERAS,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,10,2,10,12
LICOMA PAMPA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,3,1,3,1,4
LLALLAGUA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,54,103,54,103,157
LLICA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,4,7,4,7,11
LORETO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,3,1,3,1,4
LURIBAY,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,3,1,3,4
MACHACAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,35,42,35,42,77
MACHARETI,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,3,3,3,3,6
MAGDALENA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,56,64,56,64,120
MAIRANA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,1,1,1,2
MALLA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,1,1,1,2
MECAPACA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,4,2,4,2,6
MIZQUE,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,1,1,1,2
MOCOMOCO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,9,2,9,11
MOJINETE,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,0,6,0,6,6
MOJOCOYA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,1,1,1,2
MONTEAGUDO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,33,69,33,69,102
MONTERO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,167,147,167,147,314
MORO MORO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,5,6,5,6,11
MOROCHATA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,9,11,9,11,20
OKINAWA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,6,3,6,3,9
OMEREQUE,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,0,2,0,2,2
ORURO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1088,1439,1088,1439,2527
PADCAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,8,10,8,10,18
PADILLA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,14,26,14,26,40
PALCA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,4,0,4,0,4
PALOS BLANCOS,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,3,2,3,2,5
PAMPA GRANDE,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,4,9,4,9,13
PAPEL PAMPA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,0,1,0,1,1
PATACAMAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,0,1,0,1
PAZÑA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,3,1,3,4
POCOATA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,15,12,15,12,27
POCONA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,0,1,0,1,1
POJO (CBBA),consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,0,2,0,2
POOPO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,4,8,4,8,12
PORCO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,0,1,0,1
POROMA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,9,2,9,2,11
PORONGO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,3,1,3,1,4
PORTACHUELO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,19,31,19,31,50
PORVENIR,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,4,2,4,2,6
POSTRER VALLE,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,0,1,0,1,1
POTOSI,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,714,943,714,943,1657
PRESTO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,0,1,0,1
PUCARA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,4,5,4,5,9
PUCARANI,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,5,1,5,6
PUERTO ACOSTA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,13,4,13,4,17
PUERTO CARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,6,0,6,0,6
PUERTO GONZALO MORENO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,4,4,4,4,8
PUERTO PEREZ,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,12,0,12,0,12
PUERTO QUIJARRO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,5,5,5,5,10
PUERTO RICO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,0,2,0,2
PUERTO SUAREZ,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,8,13,8,13,21
PUERTO VILLARROEL,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,6,6,6,6,12
PUNA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,5,3,5,3,8
PUNATA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,72,110,72,110,182
QUILLACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,22,24,22,24,46
QUIME,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,1,1,1,2
QUIRUSILLAS,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,0,1,0,1,1
REYES,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,65,64,65,64,129
RIBERALTA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,23,9,23,9,32
ROBORE,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,23,38,23,38,61
RURRENABAQUE,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,34,38,34,38,72
SABAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,4,3,4,3,7
SACABA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,87,102,87,102,189
SACACA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,0,1,0,1,1
SAIPINA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,20,49,20,49,69
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,3,4,3,4,7
SAMAIPATA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,3,2,3,2,5
SAN ANDRES,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,0,2,0,2
SAN ANDRES DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,1,2,1,3
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,0,2,0,2
SAN BENITO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,6,7,6,7,13
SAN BORJA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,52,67,52,67,119
SAN BUENA VENTURA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,4,0,4,0,4
SAN CARLOS,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,19,7,19,7,26
SAN IGNACIO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,36,48,36,48,84
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,39,50,39,50,89
SAN JAVIER(BNI),consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,0,2,0,2
SAN JAVIER(STC),consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,10,12,10,12,22
SAN JOAQUIN,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,5,1,5,1,6
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,2,2,2,4
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,30,27,30,27,57
SAN JULIAN,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,33,26,33,26,59
SAN LORENZO(TJA),consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,6,1,6,7
SAN LUCAS,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,22,34,22,34,56
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,39,77,39,77,116
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,4,1,4,5
SAN PEDRO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,13,13,13,13,26
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,0,1,0,1,1
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,1,1,1,2
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,6,4,6,4,10
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,4,1,4,5
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,24,26,24,26,50
SANTA ANA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,64,121,64,121,185
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2330,6204,2330,6204,8534
SANTA ROSA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,3,2,3,2,5
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,3,2,3,5
SANTIAGO DE CALLAPA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,1,1,1,2
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,7,8,7,8,15
SANTIAGO DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,0,1,0,1
SANTIVAÑES,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,6,6,6,6,12
SANTUARIO DE QUILLACAS,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,7,2,7,9
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,9,6,9,6,15
SICAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,0,1,0,1,1
SIPE SIPE,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,16,15,16,15,31
SOPACHUY,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,0,2,0,2,2
SORACACHI,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,0,2,0,2
SORATA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,4,1,4,1,5
SUCRE,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1092,1739,1092,1739,2831
TACACHI,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,3,1,3,4
TACOPAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,2,2,2,4
TAPACARI,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,4,1,4,5
TARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,10,42,10,42,52
TARATA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,2,2,2,4
TARIJA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,902,1472,902,1472,2374
TARVITA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,0,6,0,6,6
TEOPONTE,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,9,7,9,7,16
TIAWANACU,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,5,1,5,6
TINGUIPAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,2,2,2,4
TIPUANI,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,1,1,1,2
TIQUIPAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,6,8,6,8,14
TIRAQUE (CBBA),consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,11,7,11,7,18
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,1,2,1,3
TOCO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,0,1,0,1,1
TOLATA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,1,4,1,4,5
TOLEDO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,3,0,3,0,3
TOMINA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,4,2,4,6
TOTORA(CBBA),consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,4,5,4,5,9
TRIGAL,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,3,1,3,1,4
TRINIDAD,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,325,394,325,394,719
TUPIZA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,50,77,50,77,127
TURCO,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,2,0,2,0,2
UNCIA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,69,106,69,106,175
URIONDO (A. CONCEPCION),consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,6,2,6,2,8
URUBICHA,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,0,1,0,1,1
UYUNI,consulta externa,repetidas en personas de 60 anos o mas,2006-02-01,32,38,32,38,70
