municipality,group,variable,month,Pulpotomías,TOTAL
LLICA,consultas odontologicas,pulpotomias,2007-02-01,32,32
LORETO,consultas odontologicas,pulpotomias,2007-02-01,21,21
LURIBAY,consultas odontologicas,pulpotomias,2007-02-01,54,54
MACHACAMARCA,consultas odontologicas,pulpotomias,2007-02-01,16,16
MACHARETI,consultas odontologicas,pulpotomias,2007-02-01,6,6
MAGDALENA,consultas odontologicas,pulpotomias,2007-02-01,27,27
MAIRANA,consultas odontologicas,pulpotomias,2007-02-01,13,13
MALLA,consultas odontologicas,pulpotomias,2007-02-01,23,23
MAPIRI,consultas odontologicas,pulpotomias,2007-02-01,88,88
MECAPACA,consultas odontologicas,pulpotomias,2007-02-01,40,40
MINEROS,consultas odontologicas,pulpotomias,2007-02-01,10,10
MIZQUE,consultas odontologicas,pulpotomias,2007-02-01,51,51
MOCOMOCO,consultas odontologicas,pulpotomias,2007-02-01,134,134
MOJOCOYA,consultas odontologicas,pulpotomias,2007-02-01,42,42
MONTEAGUDO,consultas odontologicas,pulpotomias,2007-02-01,186,186
MONTERO,consultas odontologicas,pulpotomias,2007-02-01,265,265
MORO MORO,consultas odontologicas,pulpotomias,2007-02-01,8,8
MOROCHATA,consultas odontologicas,pulpotomias,2007-02-01,42,42
OKINAWA,consultas odontologicas,pulpotomias,2007-02-01,21,21
OMEREQUE,consultas odontologicas,pulpotomias,2007-02-01,28,28
ORURO,consultas odontologicas,pulpotomias,2007-02-01,1530,1530
PADCAYA,consultas odontologicas,pulpotomias,2007-02-01,214,214
PADILLA,consultas odontologicas,pulpotomias,2007-02-01,35,35
PAILON,consultas odontologicas,pulpotomias,2007-02-01,41,41
PALCA,consultas odontologicas,pulpotomias,2007-02-01,95,95
PALOS BLANCOS,consultas odontologicas,pulpotomias,2007-02-01,82,82
PAMPA AULLAGAS,consultas odontologicas,pulpotomias,2007-02-01,8,8
PAMPA GRANDE,consultas odontologicas,pulpotomias,2007-02-01,13,13
PAPEL PAMPA,consultas odontologicas,pulpotomias,2007-02-01,8,8
PASORAPA,consultas odontologicas,pulpotomias,2007-02-01,21,21
PATACAMAYA,consultas odontologicas,pulpotomias,2007-02-01,33,33
PAZÑA,consultas odontologicas,pulpotomias,2007-02-01,47,47
PELECHUCO,consultas odontologicas,pulpotomias,2007-02-01,47,47
POCOATA,consultas odontologicas,pulpotomias,2007-02-01,22,22
POJO (CBBA),consultas odontologicas,pulpotomias,2007-02-01,13,13
POOPO,consultas odontologicas,pulpotomias,2007-02-01,13,13
PORCO,consultas odontologicas,pulpotomias,2007-02-01,9,9
POROMA,consultas odontologicas,pulpotomias,2007-02-01,14,14
PORONGO,consultas odontologicas,pulpotomias,2007-02-01,82,82
PORTACHUELO,consultas odontologicas,pulpotomias,2007-02-01,95,95
PORVENIR,consultas odontologicas,pulpotomias,2007-02-01,32,32
POSTRER VALLE,consultas odontologicas,pulpotomias,2007-02-01,19,19
POTOSI,consultas odontologicas,pulpotomias,2007-02-01,440,440
PRESTO,consultas odontologicas,pulpotomias,2007-02-01,7,7
PUCARA,consultas odontologicas,pulpotomias,2007-02-01,37,37
PUCARANI,consultas odontologicas,pulpotomias,2007-02-01,125,125
PUERTO ACOSTA,consultas odontologicas,pulpotomias,2007-02-01,210,210
PUERTO CARABUCO,consultas odontologicas,pulpotomias,2007-02-01,73,73
PUERTO GONZALO MORENO,consultas odontologicas,pulpotomias,2007-02-01,4,4
PUERTO PEREZ,consultas odontologicas,pulpotomias,2007-02-01,29,29
PUERTO QUIJARRO,consultas odontologicas,pulpotomias,2007-02-01,31,31
PUERTO RICO,consultas odontologicas,pulpotomias,2007-02-01,32,32
PUERTO SILES,consultas odontologicas,pulpotomias,2007-02-01,9,9
PUERTO SUAREZ,consultas odontologicas,pulpotomias,2007-02-01,70,70
PUERTO VILLARROEL,consultas odontologicas,pulpotomias,2007-02-01,33,33
PUNA,consultas odontologicas,pulpotomias,2007-02-01,77,77
PUNATA,consultas odontologicas,pulpotomias,2007-02-01,163,163
QUIABAYA,consultas odontologicas,pulpotomias,2007-02-01,19,19
QUILLACOLLO,consultas odontologicas,pulpotomias,2007-02-01,140,140
QUIME,consultas odontologicas,pulpotomias,2007-02-01,135,135
QUIRUSILLAS,consultas odontologicas,pulpotomias,2007-02-01,1,1
RAVELO,consultas odontologicas,pulpotomias,2007-02-01,40,40
REYES,consultas odontologicas,pulpotomias,2007-02-01,63,63
RIBERALTA,consultas odontologicas,pulpotomias,2007-02-01,205,205
ROBORE,consultas odontologicas,pulpotomias,2007-02-01,38,38
RURRENABAQUE,consultas odontologicas,pulpotomias,2007-02-01,12,12
SABAYA,consultas odontologicas,pulpotomias,2007-02-01,22,22
SACABA,consultas odontologicas,pulpotomias,2007-02-01,166,166
SACABAMBA,consultas odontologicas,pulpotomias,2007-02-01,14,14
SACACA,consultas odontologicas,pulpotomias,2007-02-01,27,27
SAIPINA,consultas odontologicas,pulpotomias,2007-02-01,6,6
SALINAS DE GARCI MENDOZA,consultas odontologicas,pulpotomias,2007-02-01,15,15
SAMAIPATA,consultas odontologicas,pulpotomias,2007-02-01,31,31
SAN AGUSTIN,consultas odontologicas,pulpotomias,2007-02-01,2,2
SAN ANDRES,consultas odontologicas,pulpotomias,2007-02-01,2,2
SAN ANDRES DE MACHACA,consultas odontologicas,pulpotomias,2007-02-01,31,31
SAN BENITO,consultas odontologicas,pulpotomias,2007-02-01,16,16
SAN BORJA,consultas odontologicas,pulpotomias,2007-02-01,244,244
SAN BUENA VENTURA,consultas odontologicas,pulpotomias,2007-02-01,29,29
SAN CARLOS,consultas odontologicas,pulpotomias,2007-02-01,47,47
SAN IGNACIO,consultas odontologicas,pulpotomias,2007-02-01,86,86
SAN IGNACIO DE VELASCO,consultas odontologicas,pulpotomias,2007-02-01,203,203
SAN JAVIER(STC),consultas odontologicas,pulpotomias,2007-02-01,59,59
SAN JOAQUIN,consultas odontologicas,pulpotomias,2007-02-01,3,3
SAN JOSE DE CHIQUITOS,consultas odontologicas,pulpotomias,2007-02-01,50,50
SAN JUAN DE YAPACANI,consultas odontologicas,pulpotomias,2007-02-01,20,20
SAN JULIAN,consultas odontologicas,pulpotomias,2007-02-01,54,54
SAN LORENZO(TJA),consultas odontologicas,pulpotomias,2007-02-01,144,144
SAN LUCAS,consultas odontologicas,pulpotomias,2007-02-01,68,68
SAN MATIAS,consultas odontologicas,pulpotomias,2007-02-01,36,36
SAN MIGUEL DE VELASCO,consultas odontologicas,pulpotomias,2007-02-01,34,34
SAN PEDRO,consultas odontologicas,pulpotomias,2007-02-01,15,15
SAN PEDRO DE BUENA VISTA,consultas odontologicas,pulpotomias,2007-02-01,16,16
SAN PEDRO DE CURAHUARA,consultas odontologicas,pulpotomias,2007-02-01,7,7
SAN PEDRO DE TIQUINA,consultas odontologicas,pulpotomias,2007-02-01,29,29
SAN RAFAEL,consultas odontologicas,pulpotomias,2007-02-01,49,49
SAN RAMON,consultas odontologicas,pulpotomias,2007-02-01,39,39
SAN RAMON,consultas odontologicas,pulpotomias,2007-02-01,5,5
SANTA ANA,consultas odontologicas,pulpotomias,2007-02-01,97,97
SANTA CRUZ DE LA SIERRA,consultas odontologicas,pulpotomias,2007-02-01,1565,1565
SANTA ROSA,consultas odontologicas,pulpotomias,2007-02-01,6,6
SANTA ROSA DEL SARA,consultas odontologicas,pulpotomias,2007-02-01,128,128
SANTIAGO DE CALLAPA,consultas odontologicas,pulpotomias,2007-02-01,32,32
SANTIAGO DE HUARI,consultas odontologicas,pulpotomias,2007-02-01,66,66
SANTIAGO DE MACHACA,consultas odontologicas,pulpotomias,2007-02-01,18,18
SANTIVAÑES,consultas odontologicas,pulpotomias,2007-02-01,15,15
SANTUARIO DE QUILLACAS,consultas odontologicas,pulpotomias,2007-02-01,7,7
SAPAHAQUI,consultas odontologicas,pulpotomias,2007-02-01,72,72
SENA,consultas odontologicas,pulpotomias,2007-02-01,12,12
SICA SICA (VILLA AROMA),consultas odontologicas,pulpotomias,2007-02-01,48,48
SICAYA,consultas odontologicas,pulpotomias,2007-02-01,18,18
SIPE SIPE,consultas odontologicas,pulpotomias,2007-02-01,71,71
SOPACHUY,consultas odontologicas,pulpotomias,2007-02-01,57,57
SORACACHI,consultas odontologicas,pulpotomias,2007-02-01,49,49
SORATA,consultas odontologicas,pulpotomias,2007-02-01,43,43
SUCRE,consultas odontologicas,pulpotomias,2007-02-01,862,862
TACACOMA,consultas odontologicas,pulpotomias,2007-02-01,107,107
TACOPAYA,consultas odontologicas,pulpotomias,2007-02-01,77,77
TAPACARI,consultas odontologicas,pulpotomias,2007-02-01,23,23
TARABUCO,consultas odontologicas,pulpotomias,2007-02-01,26,26
TARACO,consultas odontologicas,pulpotomias,2007-02-01,22,22
TARATA,consultas odontologicas,pulpotomias,2007-02-01,6,6
TARIJA,consultas odontologicas,pulpotomias,2007-02-01,563,563
TARVITA,consultas odontologicas,pulpotomias,2007-02-01,21,21
TEOPONTE,consultas odontologicas,pulpotomias,2007-02-01,15,15
TIAWANACU,consultas odontologicas,pulpotomias,2007-02-01,67,67
TINGUIPAYA,consultas odontologicas,pulpotomias,2007-02-01,27,27
TIPUANI,consultas odontologicas,pulpotomias,2007-02-01,34,34
TIQUIPAYA,consultas odontologicas,pulpotomias,2007-02-01,89,89
TIRAQUE (CBBA),consultas odontologicas,pulpotomias,2007-02-01,87,87
TOCO,consultas odontologicas,pulpotomias,2007-02-01,13,13
TOLATA,consultas odontologicas,pulpotomias,2007-02-01,14,14
TOLEDO,consultas odontologicas,pulpotomias,2007-02-01,30,30
TOMAVE,consultas odontologicas,pulpotomias,2007-02-01,9,9
TOMINA,consultas odontologicas,pulpotomias,2007-02-01,35,35
TORO TORO,consultas odontologicas,pulpotomias,2007-02-01,18,18
TOTORA(CBBA),consultas odontologicas,pulpotomias,2007-02-01,27,27
TOTORA(ORR),consultas odontologicas,pulpotomias,2007-02-01,1,1
TRIGAL,consultas odontologicas,pulpotomias,2007-02-01,2,2
TRINIDAD,consultas odontologicas,pulpotomias,2007-02-01,666,666
TUPIZA,consultas odontologicas,pulpotomias,2007-02-01,154,154
TURCO,consultas odontologicas,pulpotomias,2007-02-01,12,12
UMALA,consultas odontologicas,pulpotomias,2007-02-01,8,8
UNCIA,consultas odontologicas,pulpotomias,2007-02-01,46,46
URIONDO (A. CONCEPCION),consultas odontologicas,pulpotomias,2007-02-01,98,98
URUBICHA,consultas odontologicas,pulpotomias,2007-02-01,5,5
UYUNI,consultas odontologicas,pulpotomias,2007-02-01,114,114
VACAS,consultas odontologicas,pulpotomias,2007-02-01,15,15
VALLEGRANDE,consultas odontologicas,pulpotomias,2007-02-01,74,74
VIACHA,consultas odontologicas,pulpotomias,2007-02-01,189,189
VILA VILA,consultas odontologicas,pulpotomias,2007-02-01,3,3
VILLA MONTES,consultas odontologicas,pulpotomias,2007-02-01,236,236
VILLA RIVERO,consultas odontologicas,pulpotomias,2007-02-01,19,19
VILLA SERRANO,consultas odontologicas,pulpotomias,2007-02-01,22,22
VILLA TUNARI,consultas odontologicas,pulpotomias,2007-02-01,179,179
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,pulpotomias,2007-02-01,23,23
VILLAZON,consultas odontologicas,pulpotomias,2007-02-01,134,134
VINTO,consultas odontologicas,pulpotomias,2007-02-01,12,12
VITICHI,consultas odontologicas,pulpotomias,2007-02-01,11,11
WALDO BALLIVIAN,consultas odontologicas,pulpotomias,2007-02-01,23,23
WARNES,consultas odontologicas,pulpotomias,2007-02-01,84,84
YACO,consultas odontologicas,pulpotomias,2007-02-01,15,15
YACUIBA,consultas odontologicas,pulpotomias,2007-02-01,206,206
YAMPARAEZ,consultas odontologicas,pulpotomias,2007-02-01,10,10
YANACACHI,consultas odontologicas,pulpotomias,2007-02-01,30,30
YAPACANI,consultas odontologicas,pulpotomias,2007-02-01,36,36
YOCALLA,consultas odontologicas,pulpotomias,2007-02-01,10,10
YOTALA,consultas odontologicas,pulpotomias,2007-02-01,22,22
YUNCHARA,consultas odontologicas,pulpotomias,2007-02-01,32,32
ZUDAÑEZ,consultas odontologicas,pulpotomias,2007-02-01,31,31
ACACIO,consultas odontologicas,pulpotomias,2007-03-01,21,21
ACHACACHI,consultas odontologicas,pulpotomias,2007-03-01,163,163
ACHOCALLA,consultas odontologicas,pulpotomias,2007-03-01,25,25
AIQUILE,consultas odontologicas,pulpotomias,2007-03-01,31,31
ALCALA,consultas odontologicas,pulpotomias,2007-03-01,47,47
ANCORAIMES,consultas odontologicas,pulpotomias,2007-03-01,49,49
ANDAMARCA,consultas odontologicas,pulpotomias,2007-03-01,69,69
ANTEQUERA,consultas odontologicas,pulpotomias,2007-03-01,18,18
ANZALDO,consultas odontologicas,pulpotomias,2007-03-01,30,30
APOLO,consultas odontologicas,pulpotomias,2007-03-01,22,22
ARAMPAMPA,consultas odontologicas,pulpotomias,2007-03-01,8,8
ARANI,consultas odontologicas,pulpotomias,2007-03-01,32,32
ARBIETO,consultas odontologicas,pulpotomias,2007-03-01,1,1
ARQUE,consultas odontologicas,pulpotomias,2007-03-01,32,32
ASCENCION DE GUARAYOS,consultas odontologicas,pulpotomias,2007-03-01,52,52
ATOCHA,consultas odontologicas,pulpotomias,2007-03-01,251,251
AYATA,consultas odontologicas,pulpotomias,2007-03-01,46,46
AYO AYO,consultas odontologicas,pulpotomias,2007-03-01,41,41
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,pulpotomias,2007-03-01,64,64
AZURDUY,consultas odontologicas,pulpotomias,2007-03-01,76,76
BATALLAS,consultas odontologicas,pulpotomias,2007-03-01,117,117
BAURES,consultas odontologicas,pulpotomias,2007-03-01,24,24
BELLA FLOR,consultas odontologicas,pulpotomias,2007-03-01,12,12
BERMEJO,consultas odontologicas,pulpotomias,2007-03-01,181,181
BETANZOS,consultas odontologicas,pulpotomias,2007-03-01,28,28
BOLIVAR,consultas odontologicas,pulpotomias,2007-03-01,51,51
BOLPEBRA,consultas odontologicas,pulpotomias,2007-03-01,15,15
BOYUIBE,consultas odontologicas,pulpotomias,2007-03-01,2,2
BUENA VISTA,consultas odontologicas,pulpotomias,2007-03-01,133,133
CABEZAS,consultas odontologicas,pulpotomias,2007-03-01,26,26
CAIROMA,consultas odontologicas,pulpotomias,2007-03-01,136,136
"CAIZA ""D""",consultas odontologicas,pulpotomias,2007-03-01,28,28
CAJUATA,consultas odontologicas,pulpotomias,2007-03-01,8,8
CALACOTO,consultas odontologicas,pulpotomias,2007-03-01,11,11
CALAMARCA,consultas odontologicas,pulpotomias,2007-03-01,52,52
CAMARGO,consultas odontologicas,pulpotomias,2007-03-01,94,94
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,pulpotomias,2007-03-01,19,19
CAMIRI,consultas odontologicas,pulpotomias,2007-03-01,186,186
CAPINOTA,consultas odontologicas,pulpotomias,2007-03-01,45,45
CAQUIAVIRI,consultas odontologicas,pulpotomias,2007-03-01,41,41
CARACOLLO,consultas odontologicas,pulpotomias,2007-03-01,105,105
CARANAVI,consultas odontologicas,pulpotomias,2007-03-01,138,138
CARAPARI,consultas odontologicas,pulpotomias,2007-03-01,32,32
CARIPUYO,consultas odontologicas,pulpotomias,2007-03-01,30,30
CATACORA,consultas odontologicas,pulpotomias,2007-03-01,6,6
CHALLAPATA,consultas odontologicas,pulpotomias,2007-03-01,97,97
CHAQUI,consultas odontologicas,pulpotomias,2007-03-01,10,10
CHARAGUA,consultas odontologicas,pulpotomias,2007-03-01,123,123
CHAYANTA,consultas odontologicas,pulpotomias,2007-03-01,27,27
CHIMORE,consultas odontologicas,pulpotomias,2007-03-01,44,44
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,pulpotomias,2007-03-01,42,42
CHUMA,consultas odontologicas,pulpotomias,2007-03-01,203,203
CLIZA,consultas odontologicas,pulpotomias,2007-03-01,27,27
COBIJA,consultas odontologicas,pulpotomias,2007-03-01,132,132
COCHABAMBA,consultas odontologicas,pulpotomias,2007-03-01,1663,1663
COIPASA,consultas odontologicas,pulpotomias,2007-03-01,4,4
COLCAPIRHUA,consultas odontologicas,pulpotomias,2007-03-01,39,39
"COLCHA ""K""",consultas odontologicas,pulpotomias,2007-03-01,9,9
COLLANA,consultas odontologicas,pulpotomias,2007-03-01,38,38
COLOMI,consultas odontologicas,pulpotomias,2007-03-01,22,22
COLPA BELGICA,consultas odontologicas,pulpotomias,2007-03-01,18,18
COLQUECHACA,consultas odontologicas,pulpotomias,2007-03-01,52,52
COLQUENCHA,consultas odontologicas,pulpotomias,2007-03-01,42,42
COLQUIRI,consultas odontologicas,pulpotomias,2007-03-01,65,65
COMARAPA,consultas odontologicas,pulpotomias,2007-03-01,103,103
CONCEPCION,consultas odontologicas,pulpotomias,2007-03-01,34,34
COPACABANA,consultas odontologicas,pulpotomias,2007-03-01,72,72
CORIPATA,consultas odontologicas,pulpotomias,2007-03-01,55,55
CORO CORO,consultas odontologicas,pulpotomias,2007-03-01,35,35
COROICO,consultas odontologicas,pulpotomias,2007-03-01,117,117
CORQUE,consultas odontologicas,pulpotomias,2007-03-01,24,24
COTAGAITA,consultas odontologicas,pulpotomias,2007-03-01,117,117
COTOCA,consultas odontologicas,pulpotomias,2007-03-01,72,72
CUATRO CAÑADAS,consultas odontologicas,pulpotomias,2007-03-01,30,30
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,pulpotomias,2007-03-01,8,8
CUEVO,consultas odontologicas,pulpotomias,2007-03-01,13,13
CULPINA,consultas odontologicas,pulpotomias,2007-03-01,91,91
CURAHUARA DE CARANGAS,consultas odontologicas,pulpotomias,2007-03-01,58,58
DESAGUADERO,consultas odontologicas,pulpotomias,2007-03-01,82,82
EL ALTO,consultas odontologicas,pulpotomias,2007-03-01,3401,3401
EL PUENTE(STC),consultas odontologicas,pulpotomias,2007-03-01,24,24
EL PUENTE(TJA),consultas odontologicas,pulpotomias,2007-03-01,184,184
EL TORNO,consultas odontologicas,pulpotomias,2007-03-01,71,71
EL VILLAR,consultas odontologicas,pulpotomias,2007-03-01,10,10
ENTRE RIOS,consultas odontologicas,pulpotomias,2007-03-01,265,265
ENTRE RIOS,consultas odontologicas,pulpotomias,2007-03-01,44,44
ESMERALDA,consultas odontologicas,pulpotomias,2007-03-01,1,1
EUCALIPTUS,consultas odontologicas,pulpotomias,2007-03-01,10,10
EXALTACION,consultas odontologicas,pulpotomias,2007-03-01,10,10
FERNANDEZ ALONSO,consultas odontologicas,pulpotomias,2007-03-01,45,45
FILADELFIA,consultas odontologicas,pulpotomias,2007-03-01,81,81
GENERAL SAAVEDRA,consultas odontologicas,pulpotomias,2007-03-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,pulpotomias,2007-03-01,41,41
GUANAY,consultas odontologicas,pulpotomias,2007-03-01,53,53
GUAQUI,consultas odontologicas,pulpotomias,2007-03-01,51,51
GUAYARAMERIN,consultas odontologicas,pulpotomias,2007-03-01,130,130
GUTIERREZ,consultas odontologicas,pulpotomias,2007-03-01,39,39
HUACARETA,consultas odontologicas,pulpotomias,2007-03-01,61,61
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,pulpotomias,2007-03-01,12,12
HUACHACALLA,consultas odontologicas,pulpotomias,2007-03-01,11,11
HUANUNI,consultas odontologicas,pulpotomias,2007-03-01,124,124
HUARACAJE,consultas odontologicas,pulpotomias,2007-03-01,7,7
HUAYLLAMARCA,consultas odontologicas,pulpotomias,2007-03-01,18,18
ICHOCA,consultas odontologicas,pulpotomias,2007-03-01,21,21
ICLA,consultas odontologicas,pulpotomias,2007-03-01,10,10
INCAHUASI,consultas odontologicas,pulpotomias,2007-03-01,40,40
INQUISIVI,consultas odontologicas,pulpotomias,2007-03-01,127,127
IRUPANA (VILLA DE LANZA),consultas odontologicas,pulpotomias,2007-03-01,77,77
IXIAMAS,consultas odontologicas,pulpotomias,2007-03-01,79,79
JESUS DE MACHACA,consultas odontologicas,pulpotomias,2007-03-01,89,89
LA ASUNTA,consultas odontologicas,pulpotomias,2007-03-01,64,64
LA GUARDIA,consultas odontologicas,pulpotomias,2007-03-01,57,57
LA PAZ,consultas odontologicas,pulpotomias,2007-03-01,2918,2918
LAGUNILLAS,consultas odontologicas,pulpotomias,2007-03-01,86,86
LAJA,consultas odontologicas,pulpotomias,2007-03-01,137,137
LAS CARRERAS,consultas odontologicas,pulpotomias,2007-03-01,3,3
LLALLAGUA,consultas odontologicas,pulpotomias,2007-03-01,91,91
LLICA,consultas odontologicas,pulpotomias,2007-03-01,17,17
LORETO,consultas odontologicas,pulpotomias,2007-03-01,9,9
LURIBAY,consultas odontologicas,pulpotomias,2007-03-01,1,1
MACHACAMARCA,consultas odontologicas,pulpotomias,2007-03-01,27,27
MACHARETI,consultas odontologicas,pulpotomias,2007-03-01,29,29
MAGDALENA,consultas odontologicas,pulpotomias,2007-03-01,29,29
MAIRANA,consultas odontologicas,pulpotomias,2007-03-01,17,17
MALLA,consultas odontologicas,pulpotomias,2007-03-01,4,4
MAPIRI,consultas odontologicas,pulpotomias,2007-03-01,60,60
MECAPACA,consultas odontologicas,pulpotomias,2007-03-01,44,44
MINEROS,consultas odontologicas,pulpotomias,2007-03-01,16,16
MIZQUE,consultas odontologicas,pulpotomias,2007-03-01,85,85
MOCOMOCO,consultas odontologicas,pulpotomias,2007-03-01,43,43
MOJOCOYA,consultas odontologicas,pulpotomias,2007-03-01,40,40
MONTEAGUDO,consultas odontologicas,pulpotomias,2007-03-01,56,56
MONTERO,consultas odontologicas,pulpotomias,2007-03-01,182,182
MORO MORO,consultas odontologicas,pulpotomias,2007-03-01,5,5
MOROCHATA,consultas odontologicas,pulpotomias,2007-03-01,75,75
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,pulpotomias,2007-03-01,18,18
OCURI,consultas odontologicas,pulpotomias,2007-03-01,8,8
OKINAWA,consultas odontologicas,pulpotomias,2007-03-01,23,23
OMEREQUE,consultas odontologicas,pulpotomias,2007-03-01,19,19
ORURO,consultas odontologicas,pulpotomias,2007-03-01,1554,1554
PADCAYA,consultas odontologicas,pulpotomias,2007-03-01,158,158
PADILLA,consultas odontologicas,pulpotomias,2007-03-01,113,113
PAILON,consultas odontologicas,pulpotomias,2007-03-01,46,46
PALCA,consultas odontologicas,pulpotomias,2007-03-01,134,134
PALOS BLANCOS,consultas odontologicas,pulpotomias,2007-03-01,119,119
