,group,variable,month,4. Nº DE MUJERES EMBARAZADAS CON PRUEBA PARA SIFILIS (1RA PRUEBA) CANTIDAD,4. Nº DE MUJERES EMBARAZADAS CON PRUEBA PARA SIFILIS (1RA PRUEBA) CANTIDAD,TOTALES
ATOCHA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,10,10
AYOPAYA (V. DE INDEPENDENCIA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,16,16
AZURDUY,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,12,12
BERMEJO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,1,1
BETANZOS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,37,37
BOYUIBE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,9,9
CABEZAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,1,1
"CAIZA ""D""",vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,17,17
CAMARGO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,8,8
CAMATAQUI (C. VILLA ABECIA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,3,3
CARACOLLO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,23,23
CARANAVI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,2,2
CARIPUYO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,4,4
CARMEN RIVERO TORREZ,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,10,10
CHAQUI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,9,9
CHARAGUA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,3,3
CHAYANTA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,16,16
CHIMORE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,41,41
CHUMA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,2,2
CKOCHAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,11,11
COCAPATA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,28,28
COCHABAMBA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,237,237
COLCAPIRHUA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,47,47
"COLCHA ""K""",vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,1,1
COLLANA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,5,5
COLOMI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,32,32
COLPA BELGICA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,11,11
COLQUECHACA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,24,24
COLQUENCHA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,4,4
COROICO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,1,1
CORQUE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,6,6
CUATRO CAÑADAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,25,25
CULPINA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,11,11
CURAHUARA DE CARANGAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,1,1
EL ALTO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,804,804
EL PUENTE(TJA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,3,3
EL TORNO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,33,33
EL VILLAR,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,1,1
ENTRE RIOS CBBA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,88,88
EUCALIPTUS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,3,3
GUAYARAMERIN,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,3,3
HUACARETA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,2,2
HUACAYA (VILLA DE HUACAYA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,2,2
HUAYLLAMARCA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,3,3
INCAHUASI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,5,5
JESUS DE MACHACA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,2,2
LA GUARDIA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,110,110
LA PAZ,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,105,105
LAGUNILLAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,5,5
LAS CARRERAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,3,3
MACHACAMARCA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,2,2
MACHARETI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,5,5
MAIRANA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,41,41
MIZQUE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,20,20
MOJOCOYA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,1,1
MONTEAGUDO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,23,23
MONTERO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,47,47
OCURI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,7,7
ORURO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,757,757
PADCAYA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,14,14
PADILLA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,8,8
PAILON,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,5,5
PALCA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,8,8
PAMPA AULLAGAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,1,1
POCOATA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,4,4
POOPO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,4,4
PORCO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,5,5
POROMA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,20,20
PORONGO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,23,23
POTOSI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,440,440
PRESTO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,4,4
PUERTO CARABUCO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,5,5
PUERTO QUIJARRO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,1,1
PUERTO VILLARROEL,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,101,101
PUNA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,4,4
RAVELO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,5,5
REYES,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,14,14
RIBERALTA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,4,4
ROBORE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,17,17
RURRENABAQUE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,43,43
SACABA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,131,131
SACACA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,12,12
SALINAS DE GARCI MENDOZA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,7,7
SAMAIPATA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,21,21
SAN BORJA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,3,3
SAN CARLOS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,7,7
SAN IGNACIO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,17,17
SAN JAVIER(BNI),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,1,1
SAN JUAN DE YAPACANI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,10,10
SAN JULIAN,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,23,23
SAN LUCAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,4,4
SAN PEDRO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,1,1
SAN PEDRO DE BUENA VISTA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,16,16
SAN PEDRO DE MACHA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,3,3
SAN RAMON BENI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,10,10
SANTA CRUZ DE LA SIERRA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,1117,1117
SANTA ROSA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,7,7
SANTA ROSA DEL SARA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,10,10
SANTUARIO DE QUILLACAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,3,3
SICA SICA (VILLA AROMA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,6,6
SOPACHUY,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,5,5
SORACACHI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,8,8
SUCRE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,594,594
TAPACARI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,13,13
TARABUCO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,9,9
TARIJA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,21,21
TARVITA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,7,7
TINGUIPAYA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,8,8
TOLEDO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,3,3
TOMAVE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,2,2
TOMINA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,9,9
TORO TORO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,20,20
TOTORA(CBBA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,40,40
TRINIDAD,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,10,10
UNCIA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,35,35
URIONDO (A. CONCEPCION),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,2,2
UYUNI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,111,111
VILA VILA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,5,5
VILLA CHARCAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,8,8
VILLA SERRANO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,12,12
VILLA TUNARI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,9,9
VILLA VACA GUZMAN (MUYUPAMPA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,9,9
VILLAZON,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,17,17
VINTO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,90,90
WALDO BALLIVIAN,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,6,6
YAMPARAEZ,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,4,4
YAPACANI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,5,5
YOTALA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,7,7
ZUDAÑEZ,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-03-01,0,5,5
ACACIO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,1,1
ACHACACHI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,5,5
AIQUILE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,2,2
ALALAY,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,2,2
ALCALA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,3,3
ANTEQUERA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,17,17
AZURDUY,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,12,12
BETANZOS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,36,36
BOYUIBE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,8,8
"CAIZA ""D""",vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,11,11
CAJUATA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,7,7
CAMARGO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,14,14
CAMATAQUI (C. VILLA ABECIA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,4,4
CAPINOTA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,14,14
CARACOLLO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,11,11
CARIPUYO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,2,2
CARMEN RIVERO TORREZ,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,9,9
CHAQUI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,7,7
CHAYANTA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,11,11
CHIMORE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,9,9
CHUMA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,1,1
CKOCHAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,10,10
COCAPATA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,20,20
COCHABAMBA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,190,190
COLCAPIRHUA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,35,35
"COLCHA ""K""",vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,2,2
COLLANA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,1,1
COLOMI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,30,30
COLPA BELGICA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,11,11
COLQUECHACA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,24,24
COLQUENCHA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,6,6
CONCEPCION,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,19,19
COROICO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,7,7
CORQUE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,8,8
COTOCA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,1,1
CUATRO CAÑADAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,27,27
CULPINA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,20,20
CURAHUARA DE CARANGAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,1,1
EL ALTO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,784,784
EL PUENTE(TJA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,1,1
EL TORNO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,40,40
EL VILLAR,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,3,3
ENTRE RIOS TRJ,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,23,23
ENTRE RIOS CBBA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,115,115
EUCALIPTUS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,8,8
FERNANDEZ ALONSO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,6,6
GAIOC JATUN AYLLU YURA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,4,4
HUACARETA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,8,8
HUAYLLAMARCA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,3,3
INCAHUASI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,16,16
LA GUARDIA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,115,115
LA PAZ,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,179,179
LAGUNILLAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,6,6
LAS CARRERAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,1,1
LLICA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,5,5
LURIBAY,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-04-01,0,1,1
