,group,variable,month,1. Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA VIH (1RA PRUEBA) CANTIDAD,1. Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA VIH (1RA PRUEBA) CANTIDAD,TOTALES
TIRAQUE (CBBA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,5,5
TOCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,10,10
TOLATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,13,13
TOLEDO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,7,7
TOMAVE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,2,2
TOMINA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,6,6
TORO TORO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,5,5
TOTORA(CBBA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,44,44
TOTORA(ORR),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,2,2
TRINIDAD,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,129,129
TUPIZA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,10,10
TURCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,1,1
UNCIA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,34,34
URIONDO (A. CONCEPCION),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,19,19
URUBICHA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,4,4
UYUNI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,112,112
VALLEGRANDE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,40,40
VIACHA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,126,126
VILA VILA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,9,9
VILLA CHARCAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,12,12
VILLA NUEVA (LOMA ALTA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,2,2
VILLA SERRANO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,6,6
VILLA TUNARI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,296,296
VILLA VACA GUZMAN (MUYUPAMPA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,7,7
VILLAZON,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,62,62
VINTO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,215,215
VITICHI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,2,2
WALDO BALLIVIAN,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,1,1
WARNES,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,48,48
YACUIBA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,249,249
YAMPARAEZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,7,7
YAPACANI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,196,196
YOCALLA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,9,9
YOTALA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,14,14
YUNCHARA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,3,3
ZUDAÑEZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-01-01,0,8,8
ACACIO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,4,4
ACHACACHI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,44,44
ACHOCALLA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,2,2
AIQUILE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,46,46
ALALAY,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,1,1
ALCALA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,4,4
ALTO BENI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,5,5
ANCORAIMES,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,2,2
ANDAMARCA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,4,4
ANTEQUERA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,3,3
ANZALDO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,9,9
ARBIETO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,38,38
ARQUE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,9,9
ASCENCION DE GUARAYOS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,94,94
AUCAPATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,2,2
AYATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,24,24
AZURDUY,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,12,12
BATALLAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,24,24
BELEN DE ANDAMARCA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,3,3
BELEN DE URMIRI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,1,1
BELLA FLOR,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,4,4
BERMEJO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,70,70
BETANZOS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,31,31
BOLIVAR,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,6,6
BOLPEBRA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,1,1
BOYUIBE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,5,5
BUENA VISTA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,3,3
CABEZAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,25,25
"CAIZA ""D""",vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,16,16
CAJUATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,3,3
CALAMARCA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,15,15
CAMARGO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,14,14
CAMIRI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,1,1
CARACOLLO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,28,28
CARANAVI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,141,141
CARAPARI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,18,18
CARIPUYO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,6,6
CARMEN RIVERO TORREZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,11,11
CHALLAPATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,42,42
CHAQUI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,5,5
CHARAGUA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,64,64
CHAYANTA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,16,16
CHIMORE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,95,95
CHIPAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,3,3
CHUA COCANI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,19,19
CHUMA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,3,3
CKOCHAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,12,12
COBIJA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,90,90
COCAPATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,27,27
COCHABAMBA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,1530,1530
COLCAPIRHUA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,124,124
"COLCHA ""K""",vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,1,1
COLOMI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,39,39
COLPA BELGICA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,1,1
COLQUECHACA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,24,24
COLQUENCHA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,6,6
COLQUIRI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,27,27
COMARAPA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,35,35
COMBAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,1,1
CONCEPCION,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,51,51
CORO CORO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,2,2
COROICO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,44,44
CORQUE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,5,5
COTAGAITA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,25,25
COTOCA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,98,98
CUATRO CAÑADAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,35,35
CUCHUMUELA (V. G. VILLARROEL),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,3,3
CUEVO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,1,1
CULPINA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,9,9
CURAHUARA DE CARANGAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,2,2
CURVA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,1,1
DESAGUADERO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,9,9
EL ALTO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,2305,2305
EL CHORO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,2,2
EL PUENTE(STC),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,15,15
EL PUENTE(TJA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,9,9
EL TORNO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,44,44
EL VILLAR,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,1,1
ENTRE RIOS TRJ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,28,28
ENTRE RIOS CBBA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,104,104
ESCOMA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,2,2
EUCALIPTUS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,5,5
FERNANDEZ ALONSO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,20,20
FILADELFIA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,7,7
GAIOC JATUN AYLLU YURA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,5,5
GENERAL SAAVEDRA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,19,19
GRAL. J.J. PEREZ (CHARAZANI),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,10,10
GUANAY,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,43,43
GUAQUI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,9,9
GUAYARAMERIN,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,21,21
HUACARAJE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,2,2
HUACARETA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,4,4
HUACAYA (VILLA DE HUACAYA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,4,4
HUACHACALLA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,2,2
HUANUNI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,21,21
HUARINA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,5,5
HUATAJATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,3,3
HUAYLLAMARCA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,2,2
HUMANATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,2,2
ICLA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,4,4
INCAHUASI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,15,15
INGAVI (HUMAITA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,2,2
IXIAMAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,20,20
JESUS DE MACHACA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,10,10
LA GUARDIA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,250,250
LA PAZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,1103,1103
LAJA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,37,37
LAS CARRERAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,1,1
LLALLAGUA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,184,184
LLICA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,8,8
LORETO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,2,2
LURIBAY,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,8,8
MACHACAMARCA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,1,1
MACHARETI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,6,6
MAGDALENA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,2,2
MAPIRI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,30,30
MINEROS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,21,21
MIZQUE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,71,71
MOCOMOCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,1,1
MOJOCOYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,6,6
MONTEAGUDO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,34,34
MONTERO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,229,229
MORO MORO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,3,3
MOROCHATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,4,4
NUEVO MANOA (NUEVA ESPERANZA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,1,1
OCURI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,12,12
OMEREQUE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,13,13
ORURO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,787,787
PADCAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,15,15
PADILLA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,5,5
PALCA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,6,6
PALOS BLANCOS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,22,22
PAMPA AULLAGAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,2,2
PAMPA GRANDE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,8,8
PAPEL PAMPA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,3,3
PASORAPA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,2,2
PATACAMAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,42,42
PAZÑA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,3,3
PELECHUCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,8,8
POCOATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,34,34
POCONA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,2,2
POJO (CBBA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,15,15
POOPO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,12,12
PORCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,19,19
POROMA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,12,12
PORONGO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,8,8
PORTACHUELO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,2,2
PORVENIR,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,10,10
POTOSI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,497,497
PRESTO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,8,8
PUCARANI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,18,18
PUERTO CARABUCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,1,1
PUERTO GONZALO MORENO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,1,1
PUERTO QUIJARRO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,28,28
PUERTO RICO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,14,14
PUERTO VILLARROEL,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-02-01,0,225,225
