,group,variable,month,L 1810 ANTIPOLIOMIELÍTICA 4TA DOSIS,L 1810 ANTIPOLIOMIELÍTICA 4TA DOSIS,TOTALES,TOTALES,TOTALES
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,39,0,39,0,39
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,2,1,2,1,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,2,0,2,0,2
ICLA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,0,2,0,2,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,17,15,17,15,32
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,23,0,23,0,23
MIZQUE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,0,7,0,7,7
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,37,4,37,4,41
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,82,7,82,7,89
OKINAWA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,2,0,2,0,2
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,2,4,2,4,6
ORURO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,142,7,142,7,149
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,1,0,1,0,1
PORONGO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,1,8,1,8,9
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,2,0,2,0,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,4,0,4,0,4
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,1,0,1,0,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,24,1,24,1,25
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,4,1,4,1,5
RAVELO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,0,3,0,3,3
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,13,0,13,0,13
SACABA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,28,14,28,14,42
SACACA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,0,3,0,3,3
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,1,0,1,0,1
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,3,0,3,0,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,9,2,9,2,11
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,36,6,36,6,42
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,20,0,20,0,20
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,0,3,0,3,3
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,7,0,7,0,7
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,1,0,1,0,1
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,0,2,0,2,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,28,1,28,1,29
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,134,6,134,6,140
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,3,0,3,0,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,31,1,31,1,32
TAPACARI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,2,4,2,4,6
TARATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,2,0,2,0,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,45,4,45,4,49
TARVITA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,6,7,6,7,13
TOLATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,7,2,7,2,9
TOLEDO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,7,2,7,2,9
TRIGAL,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,8,0,8,0,8
TUPIZA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,9,1,9,1,10
URUBICHA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,2,0,2,0,2
UYUNI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,3,0,3,0,3
VACAS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,1,1,1,1,2
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,27,0,27,0,27
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,45,26,45,26,71
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,0,3,0,3,3
VILLAZON,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,22,1,22,1,23
VINTO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,7,0,7,0,7
WARNES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,28,8,28,8,36
YACUIBA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,32,0,32,0,32
AIQUILE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,3,8,3,8,11
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,1,31,1,31,32
ARBIETO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,0,4,0,4,4
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,1,6,1,6,7
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,0,3,0,3,3
BERMEJO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,54,55,54,55,109
BETANZOS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,4,6,4,6,10
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,1,2,1,2,3
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,0,2,0,2,2
CAMARGO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,4,0,4,0,4
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,4,0,4,0,4
CARAPARI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,13,28,13,28,41
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,1,0,1,0,1
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,0,2,0,2,2
CLIZA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,4,0,4,0,4
COBIJA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,25,14,25,14,39
COCAPATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,130,2,130,2,132
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,4,0,4,0,4
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,2,1,2,1,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,13,7,13,7,20
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,0,2,0,2,2
COROICO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,7,10,7,10,17
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,7,16,7,16,23
COTOCA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,13,3,13,3,16
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,60,7,60,7,67
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,1,1,1,1,2
EL TORNO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,75,0,75,0,75
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,0,1,0,1,1
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,12,20,12,20,32
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,1,1,1,1,2
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,3,9,3,9,12
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,3,0,3,0,3
HUACARETA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,6,4,6,4,10
ICLA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,0,2,0,2,2
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,6,15,6,15,21
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,3,2,3,2,5
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,107,2,107,2,109
MACHARETI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,20,1,20,1,21
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,1,5,1,5,6
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,50,9,50,9,59
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,92,6,92,6,98
MORO MORO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,1,0,1,0,1
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,3,6,3,6,9
ORURO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,170,6,170,6,176
PADCAYA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,7,0,7,0,7
PADILLA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,24,7,24,7,31
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,2,0,2,0,2
PAZÑA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,5,0,5,0,5
POCONA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,8,11,8,11,19
POROMA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,12,7,12,7,19
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,80,0,80,0,80
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,20,0,20,0,20
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,3,0,3,0,3
PUNATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,20,7,20,7,27
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,35,2,35,2,37
RAVELO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,0,11,0,11,11
REYES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,14,4,14,4,18
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,6,4,6,4,10
ROBORE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,14,0,14,0,14
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,30,1,30,1,31
SACABA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,88,28,88,28,116
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,5,1,5,1,6
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,0,2,0,2,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,20,3,20,3,23
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,9,12,9,12,21
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,29,0,29,0,29
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,8,0,8,0,8
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,10,2,10,2,12
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,28,28,28,28,56
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,24,10,24,10,34
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,18,0,18,0,18
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,410,55,410,55,465
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,6,12,6,12,18
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,2,0,2,0,2
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,0,2,0,2,2
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,5,0,5,0,5
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,85,5,85,5,90
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,1,5,1,5,6
TARABUCO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,22,48,22,48,70
TARIJA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,221,48,221,48,269
TARVITA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,9,5,9,5,14
TOLEDO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,2,4,2,4,6
TOMAVE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,2,6,2,6,8
TOMINA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,8,17,8,17,25
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,15,14,15,14,29
TRIGAL,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,16,1,16,1,17
TUPIZA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,16,10,16,10,26
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,26,16,26,16,42
URUBICHA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,1,0,1,0,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,4,3,4,3,7
VACAS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,1,0,1,0,1
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,19,0,19,0,19
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,61,26,61,26,87
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,0,2,0,2,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,1,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,0,2,0,2,2
VILLAZON,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,65,0,65,0,65
WARNES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,39,14,39,14,53
YACUIBA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,44,20,44,20,64
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,4,3,4,3,7
YOTALA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,0,1,0,1,1
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-09-01,0,6,0,6,6
AIQUILE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,9,4,9,4,13
ALCALA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,0,4,0,4,4
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,3,0,3,0,3
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,3,1,3,1,4
ARBIETO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,0,2,0,2,2
AZURDUY,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,0,3,0,3,3
BAURES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,7,0,7,0,7
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,1,3,1,3,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,37,0,37,0,37
BETANZOS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,2,0,2,0,2
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,2,1,2,1,3
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,4,4,4,4,8
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,0,1,0,1,1
CAMARGO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,1,8,1,8,9
CAMIRI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,3,0,3,0,3
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,7,0,7,0,7
CARANAVI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,1,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,1,1,1,1,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,8,0,8,0,8
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,27,28,27,28,55
COCAPATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,305,1,305,1,306
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,2,0,2,0,2
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,12,1,12,1,13
COMARAPA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,24,0,24,0,24
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,5,15,5,15,20
COTOCA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,26,14,26,14,40
CUEVO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,9,2,9,2,11
CULPINA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,0,17,0,17,17
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,87,38,87,38,125
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,4,0,4,0,4
EL TORNO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,61,0,61,0,61
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,4,4,4,4,8
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,59,10,59,10,69
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,9,0,9,0,9
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,2,0,2,0,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,23,7,23,7,30
ICLA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,2,2,2,2,4
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-10-01,9,4,9,4,13
