,group,variable,month,L 18.7 ANTIPOLIOMIELÍTICA 1RA DOSIS,L 18.7 ANTIPOLIOMIELÍTICA 1RA DOSIS,TOTALES,TOTALES,TOTALES
VIACHA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-09-01,6,0,6,0,6
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-09-01,0,3,0,3,3
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-09-01,5,3,5,3,8
VINTO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-09-01,26,0,26,0,26
WARNES,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-09-01,1,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-09-01,20,3,20,3,23
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-09-01,1,3,1,3,4
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-09-01,2,4,2,4,6
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,0,1,0,1,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,1,3,1,3,4
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,7,2,7,2,9
ANZALDO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,0,4,0,4,4
ARANI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,10,2,10,2,12
ARBIETO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,3,9,3,9,12
ARQUE,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,5,12,5,12,17
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,0,1,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,0,2,0,2,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,20,3,20,3,23
CAJUATA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,2,0,2,0,2
CALACOTO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,6,0,6,0,6
CAMIRI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,5,0,5,0,5
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,18,0,18,0,18
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,9,0,9,0,9
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,1,0,1,0,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,14,1,14,1,15
CARAPARI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,3,0,3,0,3
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,3,0,3,0,3
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,0,5,0,5,5
CLIZA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,15,1,15,1,16
COCAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,8,8,8,8,16
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,200,1,200,1,201
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,2,0,2,0,2
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,1,0,1,0,1
COPACABANA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,0,5,0,5,5
COROICO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,1,1,1,1,2
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,15,31,15,31,46
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,2,0,2,0,2
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,1,2,1,2,3
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,1,1,1,1,2
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,13,8,13,8,21
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,11,9,11,9,20
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,9,7,9,7,16
HUACARETA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,2,2,2,2,4
HUANUNI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,1,1,1,1,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,4,1,4,1,5
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,89,11,89,11,100
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,0,1,0,1,1
LLICA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,1,0,1,0,1
LORETO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,0,1,0,1,1
LURIBAY,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,1,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,16,0,16,0,16
MIZQUE,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,1,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,5,0,5,0,5
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,0,3,0,3,3
OKINAWA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,2,0,2,0,2
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,15,1,15,1,16
PASORAPA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,4,3,4,3,7
PAZÑA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,0,1,0,1,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,1,2,1,2,3
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,2,0,2,0,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,17,1,17,1,18
PUCARANI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,5,0,5,0,5
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,5,1,5,1,6
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,7,14,7,14,21
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,2,0,2,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,9,1,9,1,10
PUNA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,0,1,0,1,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,8,0,8,0,8
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,8,4,8,4,12
QUIME,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,10,1,10,1,11
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,2,2,2,2,4
ROBORE,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,3,0,3,0,3
SACABA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,2,4,2,4,6
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,5,0,5,0,5
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,6,3,6,3,9
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,2,1,2,1,3
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,8,0,8,0,8
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,2,0,2,0,2
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,1,0,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,2,0,2,0,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,13,4,13,4,17
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,10,11,10,11,21
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,4,4,4,4,8
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,1,6,1,6,7
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,7,0,7,0,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,196,72,196,72,268
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,6,0,6,0,6
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,3,0,3,0,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,36,1,36,1,37
TAPACARI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,15,16,15,16,31
TARABUCO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,0,1,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,8,7,8,7,15
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,4,0,4,0,4
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,2,4,2,4,6
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,3,1,3,1,4
TOCO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,0,3,0,3,3
TOMINA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,0,1,0,1,1
TORO TORO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,2,0,2,0,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,29,7,29,7,36
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,3,0,3,0,3
VACAS,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,0,1,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,1,0,1,0,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,8,6,8,6,14
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,1,1,1,1,2
VINTO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,6,0,6,0,6
VITICHI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,13,7,13,7,20
WARNES,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,5,0,5,0,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,24,4,24,4,28
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,0,3,0,3,3
YOCALLA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,6,0,6,0,6
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,2,1,2,1,3
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-10-01,0,16,0,16,16
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,1,1,1,1,2
AIQUILE,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,1,0,1,1
ARBIETO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,5,3,5,3,8
ARQUE,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,1,0,1,0,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,1,6,1,6,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,4,10,4,10,14
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,11,9,11,9,20
BETANZOS,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,3,0,3,3
CABEZAS,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,4,1,4,1,5
CAIROMA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,1,0,1,1
CALACOTO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,2,4,2,4,6
CAMIRI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,1,0,1,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,15,3,15,3,18
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,1,6,1,6,7
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,1,0,1,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,15,4,15,4,19
CARAPARI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,4,4,4,4,8
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,1,0,1,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,4,0,4,4
CHIMORE,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,2,0,2,0,2
CHUMA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,18,0,18,18
CLIZA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,16,3,16,3,19
COBIJA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,6,1,6,1,7
COCAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,2,0,2,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,119,1,119,1,120
COLOMI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,1,1,1,1,2
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,1,0,1,1
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,3,0,3,3
CORO CORO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,1,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,33,7,33,7,40
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,4,7,4,7,11
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,1,5,1,5,6
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,4,3,4,3,7
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,17,25,17,25,42
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,34,61,34,61,95
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,1,0,1,1
GUAQUI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,17,15,17,15,32
HUACARETA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,15,1,15,1,16
ICHOCA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,5,0,5,5
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,6,7,6,7,13
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,1,1,1,1,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,72,17,72,17,89
MAIRANA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,2,0,2,2
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,25,11,25,11,36
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,25,3,25,3,28
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,7,0,7,7
ORURO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,4,1,4,1,5
PADCAYA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,5,3,5,3,8
PAILON,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,12,0,12,12
PASORAPA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,2,2,2,2,4
PAZÑA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,1,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,10,0,10,0,10
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,6,0,6,0,6
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,2,2,2,2,4
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,6,4,6,4,10
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,1,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,10,4,10,4,14
PUNA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,2,7,2,7,9
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,161,1,161,1,162
ROBORE,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,1,5,1,5,6
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,2,0,2,0,2
SACACA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,7,0,7,0,7
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,2,0,2,0,2
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,11,1,11,1,12
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,2,0,2,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,1,2,1,2,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,3,0,3,0,3
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,7,19,7,19,26
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,12,0,12,12
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,1,0,1,0,1
