,group,variable,month,L 18.6 DPT 4TA DOSIS,L 18.6 DPT 4TA DOSIS,TOTALES,TOTALES,TOTALES
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,127,8,127,8,135
PRESTO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,1,0,1,0,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,2,2,2,2,4
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,47,2,47,2,49
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,9,0,9,0,9
PUNA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,1,2,1,2,3
PUNATA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,28,0,28,0,28
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,28,6,28,6,34
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,0,1,0,1,1
REYES,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,7,8,7,8,15
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,7,1,7,1,8
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,16,0,16,0,16
SACABA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,73,49,73,49,122
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,9,1,9,1,10
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,2,0,2,0,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,6,2,6,2,8
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,4,0,4,0,4
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,29,12,29,12,41
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,3,3,3,3,6
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,6,15,6,15,21
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,14,0,14,0,14
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,0,3,0,3,3
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,13,0,13,0,13
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,15,11,15,11,26
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,63,21,63,21,84
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,14,17,14,17,31
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,450,206,450,206,656
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,3,0,3,0,3
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,8,0,8,0,8
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,2,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,20,1,20,1,21
SORATA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,111,10,111,10,121
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,0,2,0,2,2
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,1,10,1,10,11
TAPACARI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,0,8,0,8,8
TARABUCO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,6,2,6,2,8
TARIJA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,373,107,373,107,480
TARVITA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,14,7,14,7,21
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,0,1,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,1,0,1,0,1
TOMAVE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,1,6,1,6,7
TOMINA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,10,13,10,13,23
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,18,8,18,8,26
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,41,28,41,28,69
TUPIZA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,5,0,5,0,5
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,17,9,17,9,26
URUBICHA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,5,0,5,0,5
VACAS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,1,0,1,0,1
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,38,0,38,0,38
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,27,3,27,3,30
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,1,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,0,1,0,1,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,14,3,14,3,17
WARNES,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,61,7,61,7,68
YACUIBA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,63,5,63,5,68
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,0,2,0,2,2
YOTALA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,4,1,4,1,5
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,0,1,0,1,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,17,7,17,7,24
ALCALA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,1,5,1,5,6
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,5,0,5,0,5
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,1,2,1,2,3
ARQUE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,0,2,0,2,2
AZURDUY,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,4,29,4,29,33
BAURES,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,7,0,7,0,7
BETANZOS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,2,0,2,0,2
CABEZAS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,1,0,1,0,1
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,1,0,1,0,1
CAJUATA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,0,10,0,10,10
CALACOTO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,6,0,6,0,6
CAMARGO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,1,4,1,4,5
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,32,0,32,0,32
CARAPARI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,0,2,0,2,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,2,0,2,0,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,49,15,49,15,64
COCAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,5,14,5,14,19
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,266,12,266,12,278
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,13,0,13,0,13
COLOMI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,7,3,7,3,10
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,0,1,0,1,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,21,4,21,4,25
COPACABANA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,1,0,1,0,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,8,6,8,6,14
COTOCA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,17,0,17,0,17
CUEVO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,5,2,5,2,7
CULPINA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,100,17,100,17,117
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,0,2,0,2,2
EL TORNO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,77,1,77,1,78
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,5,0,5,0,5
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,20,40,20,40,60
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,7,1,7,1,8
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,2,4,2,4,6
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,0,3,0,3,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,61,14,61,14,75
HUACARETA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,9,8,9,8,17
ICLA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,0,18,0,18,18
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,17,8,17,8,25
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,4,0,4,0,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,76,8,76,8,84
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,1,0,1,0,1
LORETO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,0,3,0,3,3
MACHARETI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,15,8,15,8,23
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,19,0,19,0,19
MAIRANA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,2,1,2,1,3
MIZQUE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,1,3,1,3,4
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,38,20,38,20,58
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,88,3,88,3,91
MORO MORO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,3,2,3,2,5
OKINAWA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,4,1,4,1,5
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,2,9,2,9,11
ORURO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,171,1,171,1,172
PADCAYA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,3,8,3,8,11
PADILLA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,12,8,12,8,20
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,3,1,3,1,4
PAZÑA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,1,0,1,0,1
POCONA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,11,5,11,5,16
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,12,0,12,0,12
POROMA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,13,9,13,9,22
PORONGO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,2,2,2,2,4
PORVENIR,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,2,0,2,0,2
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,129,57,129,57,186
PRESTO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,4,10,4,10,14
PUCARA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,28,0,28,0,28
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,26,0,26,0,26
PUNATA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,19,0,19,0,19
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,12,0,12,0,12
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,7,3,7,3,10
REYES,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,27,1,27,1,28
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,19,0,19,0,19
ROBORE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,23,27,23,27,50
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,19,0,19,0,19
SACABA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,33,19,33,19,52
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,3,1,3,1,4
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,11,7,11,7,18
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,34,29,34,29,63
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,24,8,24,8,32
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,54,3,54,3,57
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,17,24,17,24,41
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,0,6,0,6,6
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,3,17,3,17,20
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,11,11,11,11,22
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,31,17,31,17,48
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,26,10,26,10,36
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,1,1,1,1,2
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,0,2,0,2,2
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,14,0,14,0,14
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,5,0,5,0,5
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,24,0,24,0,24
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,334,40,334,40,374
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,16,0,16,0,16
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,7,0,7,0,7
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,1,2,1,2,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,11,0,11,0,11
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,115,105,115,105,220
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,3,6,3,6,9
TARABUCO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,8,2,8,2,10
TARIJA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,170,47,170,47,217
TARVITA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,14,26,14,26,40
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,1,4,1,4,5
TOMAVE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,0,2,0,2,2
TOMINA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,3,15,3,15,18
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,17,3,17,3,20
TRIGAL,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,0,2,0,2,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,45,7,45,7,52
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,15,5,15,5,20
UYUNI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,3,3,3,3,6
VACAS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,1,0,1,0,1
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,30,0,30,0,30
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,5,25,5,25,30
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,98,96,98,96,194
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,9,3,9,3,12
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,1,2,1,2,3
VILLAZON,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,49,0,49,0,49
VITICHI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,40,0,40,0,40
YACUIBA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,78,83,78,83,161
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,1,0,1,0,1
YOTALA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,13,15,13,15,28
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,4,16,4,16,20
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-11-01,1,2,1,2,3
AIQUILE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,16,9,16,9,25
ALCALA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,2,3,2,3,5
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,1,1,1,1,2
AZURDUY,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,1,1,1,1,2
BAURES,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,10,13,10,13,23
BERMEJO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,14,19,14,19,33
BETANZOS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,6,2,6,2,8
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,7,5,7,5,12
CABEZAS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,4,4,4,4,8
CAMARGO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,6,0,6,0,6
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,32,9,32,9,41
CARAPARI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,4,1,4,1,5
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,1,1,1,1,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,25,2,25,2,27
COCAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,0,11,0,11,11
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,268,3,268,3,271
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,7,10,7,10,17
COLOMI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,8,1,8,1,9
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,0,1,0,1,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,4,24,4,24,28
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,9,9,9,9,18
COTOCA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,11,5,11,5,16
CULPINA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,1,8,1,8,9
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,105,6,105,6,111
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,8,1,8,1,9
EL TORNO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,89,13,89,13,102
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,7,2,7,2,9
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,4,12,4,12,16
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,15,5,15,5,20
