,group,variable,month,L 18.3 DPT 1RA DOSIS,L 18.3 DPT 1RA DOSIS,TOTALES,TOTALES,TOTALES
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,25,11,25,11,36
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,25,3,25,3,28
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,0,7,0,7,7
ORURO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,22,0,22,0,22
PADCAYA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,5,3,5,3,8
PAILON,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,0,10,0,10,10
PASORAPA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,2,2,2,2,4
PAZÑA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,1,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,10,1,10,1,11
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,5,0,5,0,5
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,2,1,2,1,3
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,6,24,6,24,30
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,0,1,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,10,4,10,4,14
PUNA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,2,7,2,7,9
QUIME,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,1,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,161,1,161,1,162
ROBORE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,1,5,1,5,6
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,2,0,2,0,2
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,11,1,11,1,12
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,0,2,0,2,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,3,0,3,0,3
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,7,18,7,18,25
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,0,12,0,12,12
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,1,1,1,1,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,2,2,2,2,4
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,7,2,7,2,9
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,3,3,3,3,6
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,4,0,4,0,4
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,10,4,10,4,14
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,429,122,429,122,551
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,1,0,1,0,1
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,11,4,11,4,15
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,2,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,3,0,3,0,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,56,60,56,60,116
TACACOMA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,1,1,1,1,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,11,7,11,7,18
TARIJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,32,27,32,27,59
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,5,0,5,0,5
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,2,0,2,0,2
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,21,2,21,2,23
VIACHA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,9,0,9,0,9
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,0,3,0,3,3
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,3,0,3,0,3
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,3,0,3,0,3
VINTO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,31,0,31,0,31
VITICHI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,1,1,1,1,2
WARNES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,18,3,18,3,21
YACUIBA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,61,75,61,75,136
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,3,4,3,4,7
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,2,10,2,10,12
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,0,1,0,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,5,1,5,6
ALALAY,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,0,1,0,1,1
ARBIETO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,3,1,3,1,4
ARQUE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,2,5,2,5,7
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,9,5,9,5,14
CABEZAS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,6,2,6,2,8
CAJUATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,0,4,0,4,4
CALACOTO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,0,5,0,5,5
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,5,0,5,0,5
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,4,14,4,14,18
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,0,2,0,2,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,6,22,6,22,28
CHUMA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,0,1,0,1
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,0,1,0,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,7,0,7,0,7
COBIJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,9,0,9,0,9
COCAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,123,3,123,3,126
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,0,1,0,1
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,1,1,1,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,1,1,1,2
COMANCHE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,0,1,0,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,0,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,0,2,0,2,2
CUEVO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,15,1,15,1,16
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,13,6,13,6,19
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,2,0,2,0,2
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,15,1,15,1,16
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,5,7,5,7,12
HUACARETA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,0,7,0,7,7
ICHOCA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,0,6,0,6,6
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,2,0,2,0,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,52,10,52,10,62
LURIBAY,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,1,1,1,2
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,0,3,0,3,3
MINEROS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,0,1,0,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,20,0,20,0,20
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,12,0,12,0,12
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,4,25,4,25,29
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,3,2,3,2,5
ORURO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,7,7,7,7,14
PADCAYA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,2,1,2,1,3
PASORAPA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,0,1,0,1,1
POCONA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,0,1,0,1,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,3,6,3,6,9
POOPO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,0,1,0,1
PORVENIR,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,2,0,2,0,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,18,0,18,0,18
PUCARANI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,0,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,1,1,1,2
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,3,2,3,2,5
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,3,3,3,3,6
PUNA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,1,1,1,2
PUNATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,6,8,6,8,14
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,29,2,29,2,31
ROBORE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,0,2,0,2,2
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,2,1,2,3
SACABA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,0,1,0,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,0,1,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,5,2,5,2,7
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,5,0,5,0,5
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,1,1,1,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,18,14,18,14,32
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,0,3,0,3,3
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,4,1,4,1,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,50,1,50,51
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,0,2,0,2,2
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,6,0,6,0,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,328,48,328,48,376
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,0,1,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,0,1,0,1,1
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,1,1,1,2
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,8,0,8,0,8
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,4,0,4,0,4
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,20,1,20,1,21
TAPACARI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,6,31,6,31,37
TARIJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,7,0,7,0,7
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,11,1,11,1,12
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,1,1,1,2
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,3,5,3,5,8
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,8,2,8,2,10
TUPIZA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,2,0,2,0,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,2,10,2,10,12
VIACHA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,4,0,4,0,4
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,0,1,0,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,4,0,4,0,4
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,17,0,17,0,17
VILLAZON,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,0,1,0,1,1
VINTO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,62,0,62,0,62
WARNES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,24,0,24,0,24
YACUIBA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,26,6,26,6,32
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-12-01,1,0,1,0,1
