,group,variable,month,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS FUERA,PENTAVALENTE 4TA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,10,11,1,0,11,11,22
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,11,9,0,0,11,9,20
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,2,0,0,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,3,3,1,1,4,4,8
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,3,9,2,2,5,11,16
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,24,33,4,5,28,38,66
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,10,1,2,1,12,2,14
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,13,10,0,0,13,10,23
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,11,11,0,1,11,12,23
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,27,25,8,5,35,30,65
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,0,1,0,0,0,1,1
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,11,3,0,0,11,3,14
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,12,17,10,13,22,30,52
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,5,8,2,0,7,8,15
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,39,32,5,6,44,38,82
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,4,1,3,5,7,6,13
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,15,11,0,2,15,13,28
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,7,3,6,3,13,6,19
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,16,9,0,1,16,10,26
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,8,4,1,2,9,6,15
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,1,1,0,0,1,1,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,7,13,2,2,9,15,24
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,10,7,5,6,15,13,28
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,2,2,3,1,5,3,8
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,0,2,0,2,0,4,4
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,0,0,0,1,0,1,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,4,8,0,3,4,11,15
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,6,4,4,2,10,6,16
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,6,4,0,1,6,5,11
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,10,11,0,0,10,11,21
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,878,847,8,12,886,859,1745
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,7,13,0,0,7,13,20
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,8,15,0,2,8,17,25
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,0,0,1,1,1,1,2
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,1,2,0,1,1,3,4
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,1,1,1,0,2,1,3
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,1,7,2,2,3,9,12
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,0,1,2,3,2,4,6
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,0,5,4,1,4,6,10
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,4,1,1,1,5,2,7
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,17,18,5,2,22,20,42
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,13,9,0,0,13,9,22
SICAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,3,0,0,0,3,0,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,33,43,3,1,36,44,80
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,1,3,0,4,1,7,8
SORACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,3,3,0,0,3,3,6
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,8,5,3,2,11,7,18
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,199,150,4,3,203,153,356
TACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,0,0,1,1,1,1,2
TACACOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,2,7,3,1,5,8,13
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,2,0,2,1,4,1,5
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,1,0,1,0,2,0,2
TAHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,0,0,1,0,1,0,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,11,10,2,7,13,17,30
TARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,1,2,0,2,1,4,5
TARACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,1,0,0,0,1,0,1
TARATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,8,7,1,4,9,11,20
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,152,158,7,2,159,160,319
TARVITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,4,1,5,2,9,3,12
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,4,6,1,0,5,6,11
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,10,6,0,1,10,7,17
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,4,1,6,7,10,8,18
TIPUANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,3,2,0,1,3,3,6
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,30,34,11,8,41,42,83
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,12,4,9,4,21,8,29
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,0,0,0,1,0,1,1
TOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,4,6,0,2,4,8,12
TOLATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,3,0,0,0,3,0,3
TOLEDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,0,0,1,0,1,0,1
TOMAVE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,2,2,1,2,3,4,7
TOMINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,5,3,1,1,6,4,10
TORO TORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,2,5,1,5,3,10,13
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,5,6,1,0,6,6,12
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,0,1,4,0,4,1,5
TRIGAL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,1,1,1,1,2,2,4
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,95,63,0,1,95,64,159
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,22,21,0,1,22,22,44
TURCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,2,2,0,0,2,2,4
UMALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,6,6,2,0,8,6,14
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,18,14,5,3,23,17,40
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,8,9,0,1,8,10,18
URUBICHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,6,9,0,0,6,9,15
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,20,17,3,2,23,19,42
VACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,3,3,0,0,3,3,6
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,11,16,0,0,11,16,27
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,34,45,13,5,47,50,97
VILA VILA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,2,1,4,1,6,2,8
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,12,4,1,3,13,7,20
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,35,30,8,4,43,34,77
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,0,1,2,6,2,7,9
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,1,4,2,0,3,4,7
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,4,3,0,1,4,4,8
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,41,37,4,4,45,41,86
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,3,5,1,2,4,7,11
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,22,28,0,1,22,29,51
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,24,22,15,22,39,44,83
VITICHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,5,3,6,0,11,3,14
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,0,1,0,1,0,2,2
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,85,92,1,3,86,95,181
YACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,0,3,2,0,2,3,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,61,66,13,11,74,77,151
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,3,3,1,1,4,4,8
YANACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,3,4,0,0,3,4,7
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,34,37,12,9,46,46,92
YOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,6,5,0,0,6,5,11
YOTALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,2,1,0,0,2,1,3
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,0,0,1,2,1,2,3
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-01-01,2,0,4,0,6,0,6
ACACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,0,3,0,1,0,4,4
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,16,12,10,6,26,18,44
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,7,13,1,0,8,13,21
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,10,4,6,5,16,9,25
ALALAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,1,1,0,2,1,3,4
ALCALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,1,2,2,1,3,3,6
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,6,6,1,0,7,6,13
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,4,3,4,1,8,4,12
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,1,2,1,1,2,3,5
ANZALDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,2,0,2,2,4,2,6
APOLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,2,8,8,5,10,13,23
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,1,0,2,2,3,2,5
ARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,9,7,6,3,15,10,25
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,15,14,8,10,23,24,47
ARQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,5,10,2,2,7,12,19
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,34,15,0,0,34,15,49
ATOCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,3,5,0,0,3,5,8
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,5,7,0,0,5,7,12
AYATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,3,6,1,2,4,8,12
AYO AYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,2,7,0,1,2,8,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,15,9,2,2,17,11,28
AZURDUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,2,4,3,4,5,8,13
BATALLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,5,7,0,0,5,7,12
BAURES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,5,7,1,1,6,8,14
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,0,0,1,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,1,0,0,3,1,3,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,26,22,2,4,28,26,54
BETANZOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,17,17,4,7,21,24,45
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,1,2,0,1,1,3,4
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,1,0,1,0,2,0,2
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,3,2,0,2,3,4,7
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,19,12,2,1,21,13,34
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,10,18,9,2,19,20,39
CAIROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,5,4,0,0,5,4,9
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,1,11,0,0,1,11,12
CAJUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,5,6,0,0,5,6,11
CALACOTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,0,2,1,0,1,2,3
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,8,4,3,2,11,6,17
CAMARGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,7,7,0,3,7,10,17
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,0,1,0,0,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,17,29,1,1,18,30,48
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,9,11,0,0,9,11,20
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,6,4,3,0,9,4,13
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,6,5,3,3,9,8,17
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,31,28,1,2,32,30,62
CARAPARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,10,9,1,2,11,11,22
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,6,3,1,0,7,3,10
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,6,1,1,4,7,5,12
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,0,1,1,1,1,2,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,15,10,6,4,21,14,35
CHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,3,8,1,1,4,9,13
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,4,7,6,9,10,16,26
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,3,1,0,0,3,1,4
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,6,3,3,2,9,5,14
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,24,18,1,1,25,19,44
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,3,0,1,2,4,2,6
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,1,0,0,0,1,0,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,3,0,0,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,10,5,0,0,10,5,15
CHUMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,2,2,1,1,3,3,6
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,3,2,1,0,4,2,6
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,4,2,3,4,7,6,13
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,12,18,1,0,13,18,31
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,37,43,10,11,47,54,101
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,7,12,13,10,20,22,42
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,432,410,5,4,437,414,851
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,27,27,2,5,29,32,61
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,6,11,0,0,6,11,17
COLLANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,1,2,0,0,1,2,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,14,14,1,1,15,15,30
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,0,1,0,0,0,1,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,16,10,13,8,29,18,47
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,2,3,0,0,2,3,5
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,5,3,1,5,6,8,14
COMANCHE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,3,1,0,0,3,1,4
COMARAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,11,8,2,1,13,9,22
COMBAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,0,1,1,1,1,2,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,17,18,4,3,21,21,42
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,3,5,2,0,5,5,10
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,5,5,0,0,5,5,10
CORO CORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,4,3,2,2,6,5,11
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,6,10,1,2,7,12,19
CORQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,0,1,2,1,2,2,4
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,10,9,1,3,11,12,23
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,51,51,4,1,55,52,107
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,1,0,0,0,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,13,14,5,6,18,20,38
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,0,2,0,0,0,2,2
CUEVO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,0,2,1,3,1,5,6
CULPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,5,8,1,1,6,9,15
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,2,1,1,0,3,1,4
CURVA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,0,0,1,1,1,1,2
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,0,2,0,1,0,3,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,375,357,142,102,517,459,976
EL CHORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,3,0,0,0,3,0,3
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,8,7,0,0,8,7,15
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,4,8,5,2,9,10,19
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,46,27,5,6,51,33,84
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,3,1,0,0,3,1,4
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,10,7,4,5,14,12,26
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,31,17,7,8,38,25,63
ESCARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,1,0,0,0,1,0,1
ESCOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-02-01,2,1,1,0,3,1,4
