,group,variable,month,L 19.9 SRP DOSIS ÚNICA CANTIDAD,L 19.9 SRP DOSIS ÚNICA CANTIDAD,TOTALES
TIPUANI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,43,81,124
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,2,3,5
TOMINA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,3,3
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,17,17
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,9,70,79
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,13,45,58
VIACHA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,18,268,286
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,2,4,6
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,8,8
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,6,1,7
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,0,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,7,29,36
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,5,18,23
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,4,8,12
ACACIO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,3,4,7
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,1,2
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,7,16,23
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,2,0,2
ANZALDO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,5,5
ARANI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,8,1,9
ARBIETO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,2,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,1,1
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,2,1,3
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,4,4
BETANZOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,3,3
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,2,0,2
CABEZAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,3,0,3
CAIROMA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,1,1
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,23,3,26
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,10,10
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,4,5
CARANAVI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,23,7,30
CHACARILLA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,8,8
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,2,7,9
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,1,1
CHIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,15,16
CHUMA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,26,26
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,6,7
COCAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,2,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,77,209,286
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,14,4,18
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,6,7
COPACABANA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,1,1
COROICO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,0,1
CORQUE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,6,7
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,7,4,11
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,2,3
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,3,3
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,422,6164,6586
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,1,2
EL TORNO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,3,0,3
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,3,18,21
EXALTACION,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,3,5,8
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,0,1
HUACHACALLA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,2,0,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,6,6,12
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,1,2
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,2,2,4
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,172,46,218
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,2,2
LAJA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,0,1
LICOMA PAMPA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,2,0,2
LORETO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,1,1
MAIRANA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,2,2
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,3,3
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,17,2,19
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,3,3
OKINAWA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,157,186,343
PAILON,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,7,7
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,5,6,11
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,33,503,536
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,22,22
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,0,1
POCONA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,1,1
POOPO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,3,3
PORONGO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,2,2
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,2,0,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,23,83,106
PUCARANI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,3,6,9
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,5,0,5
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,3,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,2,8,10
PUNA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,3,4
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,3,4
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,16,48,64
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,5,0,5
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,2,2
SABAYA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,3,4,7
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,6,21,27
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,2,3
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,4,9,13
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,2,2,4
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,4,5
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,6,0,6
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,2,0,2
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,3,3
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,2,5,7
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,3,3
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,52,52
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,336,280,616
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,5,11,16
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,1,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,3,4
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,5,2,7
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,10,22,32
SORACACHI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,7,8
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,13,3,16
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,1,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,11,11
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,12,23,35
TARVITA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,0,1
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,0,1
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,1,1
TIPUANI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,11,10,21
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,16,16
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,3,4
TOMINA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,6,0,6
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,6,7
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,38,33,71
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,0,1
TURCO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,3,3
UNCIA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,1,1
UYUNI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,4,0,4
VACAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,0,1
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,0,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,40,485,525
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,1,2
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,2,2
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,7,7
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,4,18,22
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,5,1,6
VINTO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,5,13,18
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,7,0,7
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,6,2,8
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,1,0,1
YOCALLA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-10-01,0,1,1
ACACIO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,6,1,7
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,2,1,3
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,3,3
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,0,1
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,1,2
APOLO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,2,2,4
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,3,4
ARBIETO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,1,1
ARQUE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,6,2,8
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,3,2,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,2,2
BAURES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,0,1
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,1,1
BETANZOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,8,3,11
CABEZAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,8,8
CAJUATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,7,0,7
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,3,4
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,9,7,16
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,1,1
CARANAVI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,4,26,30
CARAPARI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,2,3
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,3,6,9
CHUMA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,27,27
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,9,6,15
COCAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,45,12,57
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,4,3,7
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,2,7,9
COMANCHE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,0,1
CORQUE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,0,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,4,0,4
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,10,10
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,0,1
CULPINA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,1,1
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,1,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,198,300,498
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,1,2
EL TORNO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,4,0,4
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,9,1,10
GUAQUI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,3,2,5
HUANUNI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,1,2
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,1,2
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,12,0,12
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,87,106,193
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,1,1
LAJA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,0,1
MAPIRI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,3,3
MECAPACA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,1,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,2,6,8
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,4,4
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,6,2,8
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,79,14,93
PADCAYA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,4,4
PAILON,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,6,6
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,2,3,5
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,1,1
POCONA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,0,1
POROMA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,2,3
PORONGO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,3,0,3
PORVENIR,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,4,5
POSTRER VALLE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,2,0,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,9,20,29
PUCARANI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,2,0,2
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,5,5
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,4,4
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,8,9
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,2,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,18,29,47
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,0,1
ROBORE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,2,3,5
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,13,23,36
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,2,11,13
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,3,9,12
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,2,2
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,0,1
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,2,6,8
