,group,variable,month,L 19.4 DPT 4TA DOSIS CANTIDAD,L 19.4 DPT 4TA DOSIS CANTIDAD,TOTALES
CALACOTO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,0,6,6
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,27,2,29
CARAPARI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,7,0,7
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,3,0,3
CHOQUE COTA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,1,0,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,9,31,40
COCAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,6,20,26
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,220,1,221
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,9,18,27
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,2,2,4
COMANCHE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,0,18,18
COMARAPA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,6,0,6
COPACABANA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,0,7,7
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,10,28,38
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,19,33,52
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,44,5,49
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,2,0,2
EL TORNO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,61,2,63
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,13,10,23
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,2,0,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,3,1,4
HUACARETA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,0,2,2
ICLA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,0,1,1
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,7,2,9
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,0,2,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,45,4,49
LAS CARRERAS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,0,1,1
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,0,3,3
LORETO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,0,11,11
MACHARETI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,4,4,8
MAIRANA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,3,0,3
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,7,8,15
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,16,5,21
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,74,20,94
MORO MORO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,4,0,4
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,1,9,10
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,8,18,26
OKINAWA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,0,3,3
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,4,26,30
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,56,10,66
PADILLA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,10,4,14
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,1,4,5
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,9,1,10
POCONA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,7,22,29
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,8,0,8
POROMA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,18,28,46
PORONGO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,5,0,5
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,93,10,103
PRESTO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,0,2,2
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,5,0,5
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,33,8,41
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,3,0,3
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,17,8,25
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,24,19,43
REYES,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,3,1,4
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,12,51,63
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,3,0,3
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,3,3,6
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,8,11,19
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,16,2,18
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,1,3,4
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,2,6,8
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,7,0,7
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,1,3,4
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,4,0,4
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,2,6,8
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,9,5,14
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,16,77,93
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,322,483,805
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,29,4,33
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,77,37,114
TACACOMA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,2,2,4
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,1,5,6
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,6,22,28
TAPACARI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,0,5,5
TARABUCO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,12,15,27
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,92,168,260
TARVITA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,13,15,28
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,0,2,2
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,4,1,5
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,4,1,5
TOMINA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,5,8,13
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,2,4,6
TRIGAL,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,27,26,53
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,11,3,14
URUBICHA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,6,0,6
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,13,0,13
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,17,3,20
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,0,1,1
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,2,2,4
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,23,11,34
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,55,13,68
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,10,2,12
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,8,1,9
YOTALA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,0,2,2
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,0,2,2
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,0,4,4
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,2,2
ALCALA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,1,1
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,1,0,1
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,4,0,4
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,1,1
ARQUE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,2,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,54,6,60
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,11,11
AZURDUY,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,8,8
BAURES,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,5,0,5
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,2,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,21,34,55
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,1,0,1
CAMARGO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,3,3
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,3,3
CHAQUI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,2,0,2
CHOQUE COTA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,2,0,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,18,17,35
COCAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,12,15,27
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,232,25,257
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,10,0,10
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,11,9,20
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,1,1
COMARAPA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,4,5,9
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,1,12,13
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,15,2,17
CULPINA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,8,8
CURVA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,65,70,135
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,4,4
EL TORNO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,33,0,33
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,8,31,39
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,4,1,5
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,28,18,46
HUACARETA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,11,26,37
ICLA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,6,6
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,7,13,20
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,34,60,94
LAS CARRERAS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,16,16
LORETO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,8,5,13
MACHARETI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,10,3,13
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,21,0,21
MAIRANA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,1,1,2
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,8,11,19
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,20,33,53
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,23,8,31
MORO MORO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,5,5
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,1,0,1
OKINAWA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,2,10,12
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,1,11,12
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,87,5,92
PADCAYA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,4,4
PADILLA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,18,14,32
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,1,2,3
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,1,1
POCONA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,2,10,12
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,9,4,13
POROMA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,17,20,37
PORVENIR,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,2,1,3
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,54,88,142
PRESTO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,17,17
PUCARANI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,5,0,5
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,22,0,22
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,22,5,27
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,20,0,20
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,20,0,20
QUIRUSILLAS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,8,10,18
REYES,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,1,1,2
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,1,0,1
ROBORE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,6,3,9
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,8,31,39
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,9,5,14
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,10,31,41
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,18,27,45
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,9,6,15
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,11,91,102
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,12,12
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,25,25
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,5,44,49
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,45,32,77
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,4,3,7
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,4,4
SAN PEDRO DE QUEMES,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,1,0,1
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,2,2
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,2,0,2
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,8,0,8
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,378,98,476
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,3,0,3
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,6,0,6
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,2,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,20,1,21
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,77,212,289
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,1,1
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,2,4,6
TARABUCO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,3,8,11
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,55,50,105
TARVITA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,27,18,45
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,2,17,19
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,2,2
TOMINA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,2,4,6
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,15,8,23
TRIGAL,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,27,43,70
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,4,0,4
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,1,1
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,12,0,12
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,1,25,26
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,65,182,247
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,5,5
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,1,0,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,16,0,16
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,54,2,56
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,28,183,211
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,6,0,6
YOTALA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,9,12,21
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,3,31,34
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-11-01,0,1,1
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,4,1,5
