,group,variable,month,L 19.5 ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,L 19.5 ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTALES
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-09-01,25,9,34
TAPACARI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-09-01,1,5,6
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-09-01,1,2,3
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-09-01,3,0,3
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-09-01,1,0,1
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-09-01,0,13,13
TOCO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-09-01,2,13,15
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-09-01,1,4,5
TOMAVE,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-09-01,2,17,19
TOMINA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-09-01,0,6,6
TORO TORO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-09-01,0,7,7
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-09-01,3,2,5
VACAS,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-09-01,2,7,9
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-09-01,0,3,3
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-09-01,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-09-01,2,5,7
VINTO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-09-01,7,0,7
VITICHI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-09-01,3,0,3
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-09-01,4,0,4
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-09-01,6,7,13
ACACIO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,1,0,1
ANZALDO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,1,3,4
ARANI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,1,3,4
ARBIETO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,4,2,6
ARQUE,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,5,0,5
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,18,4,22
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,1,6,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,7,9,16
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,10,1,11
CABEZAS,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,3,0,3
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,1,0,1
CARANAVI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,9,9,18
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,1,10,11
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,2,2,4
CHUMA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,0,37,37
CLIZA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,1,0,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,2,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,84,56,140
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,0,1,1
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,3,0,3
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,31,25,56
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,1,0,1
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,1,0,1
EL VILLAR,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,6,1,7
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,8,20,28
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,8,4,12
GUAQUI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,2,0,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,2,8,10
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,0,3,3
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,23,84,107
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,1,0,1
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,3,0,3
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,10,0,10
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,0,2,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,5,1,6
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,9,0,9
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,3,2,5
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,5,0,5
PASORAPA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,0,1,1
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,2,0,2
POCONA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,0,1,1
POROMA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,3,2,5
PORVENIR,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,2,0,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,3,0,3
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,5,10,15
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,4,0,4
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,3,1,4
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,4,0,4
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,7,12,19
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,9,1,10
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,0,2,2
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,1,3,4
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,0,1,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,2,0,2
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,5,13,18
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,2,0,2
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,3,4,7
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,19,5,24
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,8,1,9
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,3,29,32
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,14,0,14
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,381,84,465
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,5,0,5
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,3,5,8
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,3,0,3
TACACOMA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,0,1,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,9,18,27
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,2,5,7
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,1,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,0,2,2
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,1,1,2
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,3,1,4
TOCO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,1,2,3
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,0,1,1
TOMAVE,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,4,6,10
TOMINA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,0,2,2
TORO TORO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,0,10,10
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,26,4,30
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,0,2,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,1,0,1
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,0,5,5
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,4,19,23
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,1,1,2
VINTO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,4,0,4
VITICHI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,5,0,5
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,6,0,6
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,6,1,7
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,0,18,18
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,0,5,5
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-10-01,0,6,6
ALALAY,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,0,5,5
ANZALDO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,1,2,3
ARANI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,8,0,8
ARBIETO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,0,3,3
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,1,15,16
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,4,10,14
AZURDUY,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,11,29,40
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,3,17,20
CABEZAS,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,1,8,9
CALACOTO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,0,21,21
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,1,0,1
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,1,0,1
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,0,19,19
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,30,3,33
CARANAVI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,6,3,9
CARAPARI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,1,1,2
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,0,8,8
CHUMA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,0,19,19
CLIZA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,6,11,17
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,3,4,7
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,101,0,101
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,0,2,2
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,0,1,1
CORO CORO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,0,5,5
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,7,1,8
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,23,11,34
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,1,1,2
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,0,9,9
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,1,2,3
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,19,2,21
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,16,54,70
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,0,1,1
GUAQUI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,1,5,6
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,19,31,50
ICHOCA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,0,7,7
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,0,5,5
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,1,4,5
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,108,34,142
LORETO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,0,5,5
MAIRANA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,0,2,2
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,15,3,18
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,2,1,3
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,0,2,2
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,3,0,3
PADCAYA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,0,2,2
PASORAPA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,2,2,4
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,16,0,16
PORVENIR,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,3,3,6
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,2,1,3
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,1,16,17
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,5,53,58
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,4,1,5
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,13,6,19
RAVELO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,6,0,6
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,25,0,25
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,1,1,2
SACACA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,1,7,8
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,6,2,8
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,0,1,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,4,10,14
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,0,1,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,3,2,5
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,11,1,12
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,4,6,10
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,4,0,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,106,102,208
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,10,2,12
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,7,0,7
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,55,216,271
TAPACARI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,2,15,17
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,6,5,11
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,0,3,3
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,18,0,18
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,2,3,5
TOCO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,0,2,2
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,2,0,2
TOMAVE,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,5,4,9
TORO TORO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,11,7,18
URUBICHA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,3,0,3
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,26,2,28
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,35,33,68
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,2,0,2
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,5,0,5
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,1,0,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,21,44,65
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,0,1,1
