,group,variable,month,L 19.8 ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,L 19.8 ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,TOTALES
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-07-01,0,3,3
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-07-01,2,5,7
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-07-01,3,0,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-07-01,4,5,9
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-07-01,1,1,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-07-01,14,3,17
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-07-01,43,4,47
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-07-01,3,1,4
TAPACARI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-07-01,2,3,5
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-07-01,5,61,66
TOLATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-07-01,2,0,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-07-01,0,2,2
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-07-01,8,3,11
VACAS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-07-01,0,4,4
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-07-01,24,14,38
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-07-01,15,0,15
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-07-01,8,2,10
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-07-01,6,0,6
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,1,1,2
ARBIETO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,6,44,50
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,127,0,127
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,0,2,2
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,0,13,13
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,11,34,45
BETANZOS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,2,1,3
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,0,3,3
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,10,0,10
CHOQUE COTA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,2,0,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,16,13,29
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,80,0,80
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,24,0,24
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,3,8,11
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,0,25,25
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,3,20,23
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,15,2,17
CULPINA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,2,1,3
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,2,2,4
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,31,8,39
EL TORNO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,58,7,65
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,0,4,4
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,1,0,1
HUARINA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,6,5,11
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,1,3,4
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,37,6,43
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,48,0,48
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,0,16,16
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,0,4,4
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,7,4,11
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,2,0,2
OKINAWA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,5,3,8
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,2,0,2
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,60,16,76
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,0,1,1
POCONA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,0,2,2
PORONGO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,11,25,36
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,4,0,4
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,1,0,1
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,11,2,13
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,8,6,14
RAVELO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,0,5,5
ROBORE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,0,3,3
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,2,0,2
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,11,16,27
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,1,0,1
SACACA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,2,1,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,13,0,13
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,3,0,3
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,1,11,12
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,3,6,9
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,4,0,4
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,0,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,68,4,72
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,28,0,28
TARATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,1,1,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,14,8,22
TOLATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,12,23,35
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,2,0,2
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,8,11,19
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,3,0,3
VACAS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,0,3,3
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,5,0,5
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,5,0,5
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,2,0,2
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,3,1,4
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,14,13,27
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-08-01,5,0,5
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,5,11,16
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,3,3
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,1,1
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,4,22,26
ARBIETO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,8,8
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,23,9,32
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,2,2
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,7,7
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,38,105,143
BETANZOS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,5,15,20
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,5,5
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,1,1
CAMARGO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,2,2
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,17,18,35
CARAPARI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,3,31,34
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,2,2
CLIZA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,1,4,5
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,4,6,10
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,150,77,227
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,6,1,7
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,2,11,13
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,6,6
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,10,22,32
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,4,12,16
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,10,10
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,2,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,30,6,36
EL TORNO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,55,4,59
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,4,22,26
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,1,9,10
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,1,1
HUACARETA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,1,0,1
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,3,0,3
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,9,9,18
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,1,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,5,0,5
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,55,2,57
LURIBAY,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,2,2
MACHARETI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,13,0,13
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,2,2,4
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,7,5,12
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,2,0,2
MORO MORO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,1,0,1
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,3,41,44
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,54,31,85
PADCAYA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,1,0,1
PADILLA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,4,5,9
POCOATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,3,3
POCONA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,8,31,39
POROMA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,17,13,30
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,50,25,75
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,13,0,13
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,3,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,2,0,2
PUNA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,1,6,7
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,14,2,16
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,27,7,34
RAVELO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,6,0,6
REYES,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,2,2
ROBORE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,5,0,5
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,26,24,50
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,1,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,5,5
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,5,12,17
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,8,8,16
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,15,0,15
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,7,0,7
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,5,0,5
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,6,5,11
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,44,26,70
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,3,0,3
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,10,0,10
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,298,242,540
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,1,0,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,2,5,7
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,24,19,43
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,7,7
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,2,2
TAPACARI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,5,5
TARABUCO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,46,62,108
TARATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,55,38,93
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,1,0,1
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,3,7,10
TOMINA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,1,15,16
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,4,8,12
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,16,1,17
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,10,3,13
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,18,12,30
UYUNI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,3,3
VACAS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,1,2,3
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,12,0,12
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,33,58,91
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,3,3
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,3,3
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,11,5,16
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,83,20,103
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,22,41,63
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,3,12,15
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-09-01,0,3,3
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-10-01,0,2,2
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-10-01,2,3,5
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-10-01,3,0,3
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-10-01,8,4,12
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-10-01,4,8,12
ARBIETO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-10-01,0,7,7
ARQUE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-10-01,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-10-01,41,0,41
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-10-01,0,8,8
BAURES,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-10-01,12,0,12
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-10-01,0,2,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-10-01,31,59,90
BETANZOS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-10-01,2,1,3
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-10-01,0,1,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-10-01,1,0,1
CALACOTO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-10-01,0,6,6
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-10-01,1,3,4
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-10-01,27,2,29
