,group,variable,month,L 1910 ANTI AMARÍLICA CANTIDAD,L 1910 ANTI AMARÍLICA CANTIDAD,TOTALES
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,3,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,9,1,10
PUNA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,1,1
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,2,5,7
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,22,4,26
RAVELO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,6,9,15
REYES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,2,0,2
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,3,4,7
ROBORE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,15,16
SABAYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,33,14,47
SACACA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,4,5
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,1,1
SAN AGUSTIN,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,5,5
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,2,0,2
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,5,9,14
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,4,16,20
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,2,0,2
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,17,17
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,0,1
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,2,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,2,0,2
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,4,846,850
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,0,1
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,2,8,10
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,14,15
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,10,10
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,6,30,36
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,236,68,304
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,10,9,19
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,2,3,5
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,2,4,6
SICAYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,14,2,16
SORACACHI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,2,0,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,51,63,114
TACACOMA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,0,1
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,36,45,81
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,6,6
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,7,12,19
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,0,1
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,0,1
TOMAVE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,1,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,17,18
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,12,13,25
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,8,11,19
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,5,5
URUBICHA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,0,1
UYUNI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,7,4,11
VACAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,3,0,3
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,1,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,3,0,3
VILA VILA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,2,2
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,3,3,6
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,10,15,25
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,0,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,7,6,13
VINTO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,2,0,2
VITICHI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,4,4
WARNES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,14,1,15
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,6,8,14
YANACACHI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,0,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,2,2
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,3,5
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,2,4
ALALAY,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,5,5
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,3,3
APOLO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,0,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,2,2
ARQUE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,7,0,7
AYO AYO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,50,50
BAURES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,1,2
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,10,10
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,5,4,9
BETANZOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,5,7
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,10,10
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,1,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,5,5
CAIROMA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,10,11
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,1,1
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,1,2
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,2,4
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,5,5
CARANAVI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,8,14,22
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,4,10,14
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,6,6
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,9,3,12
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,2,2
CHUMA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,2,2
CLIZA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,0,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,12,9,21
COCAPATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,3,3
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,92,13,105
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,22,8,30
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,1,3
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,4,11,15
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,1,1
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,0,2
COLQUENCHA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,4,4
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,0,1
COMARAPA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,0,2
CORQUE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,1,2
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,17,6,23
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,5,6,11
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,163,21,184
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,0,2
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,3,8,11
EL TORNO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,9,3,12
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,3,4
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,10,3,13
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,1,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,4,10,14
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,14,15
HUANUNI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,20,22
ICLA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,2,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,3,3
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,8,0,8
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,2,3
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,21,13,34
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,171,21,192
LAJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,1,1
LICOMA PAMPA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,11,13
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,1,3
MACHARETI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,1,2
MAIRANA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,4,4
MAPIRI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,0,2
MECAPACA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,2,2
MINEROS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,1,2
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,10,10
MOJINETE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,4,0,4
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,0,1
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,37,11,48
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,0,2
OCURI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,2,4
ORURO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,56,19,75
PAILON,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,8,10
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,1,3
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,0,2
POCOATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,22,22
POCONA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,2,2
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,1,2
PORCO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,3,4
POROMA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,20,2,22
PUCARANI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,3,0,3
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,1,1
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,2,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,3,4
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,4,1,5
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,3,2,5
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,20,15,35
RAVELO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,7,28,35
REYES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,4,2,6
ROBORE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,1,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,4,3,7
SACABA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,20,31,51
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,0,1
SACACA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,8,8
SAN AGUSTIN,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,3,4
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,4,10,14
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,3,0,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,9,9
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,5,0,5
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,2,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,9,0,9
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,4,2,6
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,4,3,7
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,3,5,8
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,0,2
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,1,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,6,6
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,5,5
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,3,3
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,3,5
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,291,102,393
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,10,12
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,9,11
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,16,5,21
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,32,2,34
TACACOMA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,6,1,7
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,1,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,3,3
TARACO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,2,4
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,21,3,24
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,1,2
TIPUANI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,4,1,5
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,10,11,21
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,0,1
TOLATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,0,1
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,2,2
TOMAVE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,0,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,3,3
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,3,4
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,34,69,103
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,4,11,15
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,1,2
UYUNI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,25,0,25
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,0,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,4,6
VILA VILA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,2,2
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,7,14,21
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,4,8,12
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,1,0,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,7,9
VINTO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,2,0,2
WARNES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,10,13,23
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,5,17,22
YANACACHI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,9,9
YAPACANI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,4,4
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-08-01,0,1,1
ACACIO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,3,4
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,2,0,2
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,2,20,22
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,1,1
APOLO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,2,2,4
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,7,8
ARANI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,8,3,11
ARQUE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,3,61,64
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,2,0,2
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,3,25,28
AZURDUY,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,8,8
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,4,2,6
BETANZOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,9,17,26
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,1,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,1,2
