,group,variable,month,L 19.1 DPT 1RA DOSIS CANTIDAD,L 19.1 DPT 1RA DOSIS CANTIDAD,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,6,6
AZURDUY,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,11,29,40
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,3,17,20
CABEZAS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,1,8,9
CAJUATA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,106,106
CALACOTO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,21,21
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,3,0,3
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,1,0,1
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,19,19
CARANAVI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,4,0,4
CARAPARI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,1,1,2
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,2,2
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,8,8
CLIZA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,6,12,18
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,3,4,7
COCAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,2,1,3
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,59,0,59
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,2,2
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,5,5
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,6,1,7
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,16,3,19
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,1,1,2
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,9,9
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,1,2,3
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,19,2,21
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,16,54,70
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,18,31,49
HUACARETA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,1,0,1
ICHOCA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,7,7
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,5,5
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,1,4,5
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,75,20,95
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,100,100
LORETO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,5,5
MAIRANA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,2,2
MAPIRI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,10,1,11
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,15,3,18
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,2,1,3
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,4,4
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,23,0,23
PADCAYA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,1,2,3
PALCA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,50,50
PASORAPA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,2,2,4
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,16,0,16
PORVENIR,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,3,3,6
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,4,1,5
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,1,24,25
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,5,50,55
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,4,3,7
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,13,6,19
QUIME,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,2,2,4
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,25,0,25
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,1,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,6,2,8
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,1,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,4,0,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,2,1,3
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,11,1,12
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,5,5
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,4,6,10
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,4,0,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,79,102,181
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,10,2,12
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,7,0,7
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,57,193,250
TAPACARI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,2,15,17
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,3,5,8
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,30,30
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,18,0,18
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,2,0,2
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,2,0,2
TOMAVE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,5,4,9
TOTORA(ORR),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,7,7
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,14,7,21
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,26,2,28
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,35,37,72
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,2,0,2
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,5,3,8
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,1,0,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,22,81,103
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,1,1
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,3,17,20
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,1,1,2
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,5,0,5
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,1,1
ANZALDO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,1,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,5,27,32
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,3,5,8
CABEZAS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,5,1,6
CAIROMA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,1,1,2
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,2,2
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,3,1,4
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,2,0,2
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,1,1
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,5,5
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,5,5
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,1,1
CHUMA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,2,2
CLIZA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,15,10,25
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,1,1,2
COCAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,18,2,20
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,1,1,2
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,2,2
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,1,3,4
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,21,1,22
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,1,1
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,1,1
EXALTACION,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,3,3
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,1,0,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,13,0,13
GUAQUI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,6,8,14
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,1,0,1
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,1,1
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,1,1
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,1,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,33,26,59
LORETO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,1,1
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,14,14
MINEROS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,11,1,12
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,2,36,38
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,1,1,2
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,5,3,8
PALCA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,1,0,1
PASORAPA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,2,2,4
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,1,0,1
POCONA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,8,8
PORVENIR,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,2,0,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,9,0,9
PUCARANI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,5,5
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,5,4,9
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,22,17,39
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,9,5,14
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,10,4,14
SACACA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,2,10,12
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,4,1,5
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,1,1
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,9,9
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,2,12,14
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,1,120,121
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,2,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,9,18,27
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,3,4,7
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,72,41,113
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,1,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,1,14,15
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,20,0,20
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,3,0,3
SORATA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,19,14,33
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,22,9,31
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,1,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,1,4,5
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,4,0,4
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,7,0,7
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,1,1
TOMAVE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,1,8,9
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,1,11,12
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,13,1,14
UNCIA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,5,5
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,14,14
VIACHA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,1,1,2
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,4,0,4
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,4,4
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,2,0,2
VINTO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,4,0,4
VITICHI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,1,0,1
WALDO BALLIVIAN,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,3,0,3
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,10,1,11
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,8,12,20
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,2,0,2
YAPACANI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,1,1
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-12-01,0,3,3
