,group,variable,month,MUJERES CON VISITA DE CONTROL EN LAS 48 HRS SIGUIENTES AL PARTO < A 10,MUJERES CON VISITA DE CONTROL EN LAS 48 HRS SIGUIENTES AL PARTO < A 10,MUJERES CON VISITA DE CONTROL EN LAS 48 HRS SIGUIENTES AL PARTO 10 A 14,MUJERES CON VISITA DE CONTROL EN LAS 48 HRS SIGUIENTES AL PARTO 10 A 14,MUJERES CON VISITA DE CONTROL EN LAS 48 HRS SIGUIENTES AL PARTO 15 A 19,MUJERES CON VISITA DE CONTROL EN LAS 48 HRS SIGUIENTES AL PARTO 15 A 19,MUJERES CON VISITA DE CONTROL EN LAS 48 HRS SIGUIENTES AL PARTO 20 A 34,MUJERES CON VISITA DE CONTROL EN LAS 48 HRS SIGUIENTES AL PARTO 20 A 34,MUJERES CON VISITA DE CONTROL EN LAS 48 HRS SIGUIENTES AL PARTO 35 A 49,MUJERES CON VISITA DE CONTROL EN LAS 48 HRS SIGUIENTES AL PARTO 35 A 49,MUJERES CON VISITA DE CONTROL EN LAS 48 HRS SIGUIENTES AL PARTO 50 Y +,MUJERES CON VISITA DE CONTROL EN LAS 48 HRS SIGUIENTES AL PARTO 50 Y +,TOTALES,TOTALES,TOTALES
INGAVI (HUMAITA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
INQUISIVI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,4,2,0,12,0,2,0,0,4,16,20
IRUPANA (VILLA DE LANZA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,1,2,4,1,0,0,0,3,5,8
IXIAMAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,3,0,3,0,1,0,0,0,7,0,7
JESUS DE MACHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,1,2,1,0,0,0,0,2,2,4
LA ASUNTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,6,2,33,0,10,1,0,0,49,3,52
LA GUARDIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,4,0,41,0,6,0,0,0,51,0,51
LA PAZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,1,0,35,0,640,1,121,0,0,0,797,1,798
LAJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,2,8,0,0,0,0,2,8,10
LAS CARRERAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LICOMA PAMPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,4,1,0,0,0,0,4,1,5
LLALLAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,10,1,37,4,11,0,0,0,58,5,63
LLICA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,3,0,1,0,0,0,4,0,4
LORETO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
LURIBAY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
MACHACAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MACHARETI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
MAGDALENA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2
MAIRANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,3,1,11,0,1,0,0,0,15,1,16
MAPIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,12,0,1,0,0,0,13,0,13
MECAPACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,1,2,0,0,0,0,0,2,1,3
MINEROS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,4,0,4,0,3,0,0,0,11,0,11
MIZQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,2,0,16,0,3,0,0,0,21,0,21
MOCOMOCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,2,0,2,0,0,0,0,0,4,4
MOJOCOYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,4,0,1,0,0,0,5,0,5
MONTEAGUDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,4,0,26,0,8,0,0,0,38,0,38
MONTERO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,1,0,64,0,3,0,0,0,68,0,68
MOROCHATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,1,2,3,3,0,1,0,0,4,6,10
NACEBE (SANTA ROSA DEL ABUNA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
OCURI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,1,0,2,2,1,1,0,0,4,3,7
OKINAWA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,2,0,6,0,0,0,0,0,8,0,8
OMEREQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
ORURO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,1,0,41,0,353,10,92,1,0,0,487,11,498
PADCAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,1,0,5,3,0,0,0,0,6,3,9
PADILLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,1,0,6,0,0,0,0,0,7,0,7
PAILON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,6,0,29,0,0,0,0,0,35,0,35
PALCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,0,6,0,0,0,0,0,6,6
PALOS BLANCOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,3,3,19,4,1,0,0,0,23,7,30
PAMPA GRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
PAPEL PAMPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,3,0,1,0,0,0,4,0,4
PASORAPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PATACAMAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,4,0,19,1,2,0,0,0,25,1,26
PAZÑA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,1,0,1,0,0,1,0,0,2,1,3
PELECHUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,1,0,1,0,2,0,0,0,4,4
POCOATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,1,0,3,3,9,8,2,3,0,0,15,14,29
POCONA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,1,0,3,1,3,0,0,0,7,1,8
POJO (CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,2,1,5,0,3,0,0,0,10,1,11
POOPO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,3,1,2,0,0,0,5,1,6
PORCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,3,0,9,0,0,0,0,0,12,0,12
POROMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,2,4,2,1,0,2,0,0,4,7,11
PORONGO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PORTACHUELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,5,0,24,0,3,0,0,0,32,0,32
PORVENIR,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,2,0,1,0,0,0,0,0,3,0,3
POSTRER VALLE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
POTOSI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,12,0,160,3,31,1,0,0,203,4,207
PRESTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
PUCARANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,10,23,1,0,0,0,11,23,34
PUERTO ACOSTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
PUERTO CARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,3,2,1,0,0,0,4,2,6
PUERTO GONZALO MORENO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,2,0,3,0,0,0,0,0,5,0,5
PUERTO PEREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
PUERTO QUIJARRO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,2,0,11,0,4,0,0,0,17,0,17
PUERTO RICO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
PUERTO SUAREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,1,0,7,0,22,0,2,0,0,0,32,0,32
PUERTO VILLARROEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,23,0,88,0,21,0,0,0,132,0,132
PUNA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,3,0,7,1,1,0,0,0,11,1,12
PUNATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,17,0,45,0,11,1,0,0,73,1,74
QUIABAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
QUILLACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,162,0,0,0,0,0,162,0,162
QUIME,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,2,0,3,2,1,0,0,0,6,2,8
RAQAYPAMPA(ETA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,4,2,1,2,3,0,0,4,8,12
RAVELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,1,1,2,0,1,0,0,1,4,5
REYES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
RIBERALTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,1,0,54,0,144,0,21,0,0,0,220,0,220
ROBORE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,5,0,18,0,0,0,0,0,23,0,23
SABAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,1,2,1,0,0,0,0,0,2,2,4
SACABA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,1,0,7,0,70,4,3,2,0,0,81,6,87
SACABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
SACACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,1,2,4,5,1,2,0,0,6,9,15
SAIPINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
SALINAS DE GARCI MENDOZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SAMAIPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN AGUSTIN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,2,0,2,0,0,0,0,0,4,4
SAN ANDRES DE MACHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
SAN ANTONIO DE LOMERIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,5,3,0,0,0,0,5,3,8
SAN BENITO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN BORJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,4,1,28,7,6,2,0,0,38,10,48
SAN BUENA VENTURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,5,1,4,1,4,1,0,0,13,3,16
SAN IGNACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,0,0,3,4,18,2,1,0,0,0,22,6,28
SAN IGNACIO DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,3,0,18,0,48,1,9,0,0,0,78,1,79
SAN JAVIER(STC),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",mujeres con visita de control en las 48 hrs siguientes al parto,2024-01-01,0,0,1,0,4,0,23,0,2,0,0,0,30,0,30
