,group,variable,month,VAGINALES < A 10,VAGINALES < A 10,VAGINALES 10 A 14,VAGINALES 10 A 14,VAGINALES 15 A 19,VAGINALES 15 A 19,VAGINALES 20 A 34,VAGINALES 20 A 34,VAGINALES 35 A 49,VAGINALES 35 A 49,VAGINALES 50 Y +,VAGINALES 50 Y +,TOTALES,TOTALES,TOTALES
PADILLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
PAILON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,3,0,19,0,0,0,0,0,22,0,22
PALCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,4,7,0,0,0,0,4,7,11
PALOS BLANCOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,3,3,19,4,1,0,0,0,23,7,30
PAMPA GRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
PAPEL PAMPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,3,0,1,0,0,0,4,0,4
PASORAPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PATACAMAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,4,0,19,1,2,0,0,0,25,1,26
PAZÑA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,1,0,1,0,0,1,0,0,2,1,3
PELECHUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,1,1,0,1,0,2,0,0,1,4,5
POCOATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,1,0,3,3,9,8,2,3,0,0,15,14,29
POCONA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,1,0,3,1,3,0,0,0,7,1,8
POJO (CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,2,1,5,0,3,0,0,0,10,1,11
POOPO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,3,1,2,0,0,0,5,1,6
PORCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,2,0,10,0,1,0,0,0,13,0,13
POROMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,2,4,2,1,0,2,0,0,4,7,11
PORONGO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PORTACHUELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,2,0,9,0,1,0,0,0,12,0,12
PORVENIR,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,2,0,2,0,0,0,0,0,4,0,4
POSTRER VALLE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
POTOSI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,2,0,37,0,181,3,28,1,0,0,248,4,252
PRESTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
PUCARANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,10,23,1,0,0,0,11,23,34
PUERTO ACOSTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,1,2,1,0,1,0,0,2,3,5
PUERTO CARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,3,3,1,0,0,0,4,3,7
PUERTO GONZALO MORENO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,2,0,3,0,0,0,0,0,5,0,5
PUERTO PEREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,0,3,0,1,0,0,0,4,4
PUERTO QUIJARRO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,2,0,4,0,2,0,0,0,8,0,8
PUERTO RICO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
PUERTO SUAREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,1,0,10,0,1,0,0,0,12,0,12
PUERTO VILLARROEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,21,0,58,0,14,0,0,0,93,0,93
PUNA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,3,0,7,1,1,0,0,0,11,1,12
PUNATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,8,0,19,0,6,1,0,0,33,1,34
QUIABAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
QUILLACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,106,5,0,0,0,0,106,5,111
QUIME,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,2,0,3,2,1,0,0,0,6,2,8
RAQAYPAMPA(ETA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,4,2,1,2,3,0,0,4,8,12
RAVELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,1,1,2,0,1,0,0,1,4,5
REYES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
RIBERALTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,1,0,33,0,84,0,17,0,0,0,135,0,135
ROBORE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,4,0,15,0,0,0,0,0,19,0,19
RURRENABAQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,8,0,0,0,0,0,8,0,8
SABAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,1,2,1,0,0,0,0,0,2,2,4
SACABA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,1,0,15,0,77,3,8,2,0,0,101,5,106
SACABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
SACACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,1,2,4,5,1,2,0,0,6,9,15
SAIPINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
SALINAS DE GARCI MENDOZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,1,2,0,0,0,0,0,2,1,3
SAMAIPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,1,0,4,0,0,0,0,0,5,0,5
SAN AGUSTIN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,2,0,2,0,0,0,0,0,4,4
SAN ANDRES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN ANDRES DE MACHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
SAN ANTONIO DE LOMERIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,5,3,0,0,0,0,5,3,8
SAN BENITO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN BORJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,3,1,21,7,4,2,0,0,28,10,38
SAN BUENA VENTURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,4,1,7,1,3,1,0,0,14,3,17
SAN CARLOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,1,0,4,0,1,0,0,0,6,0,6
SAN IGNACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,3,4,17,2,1,0,0,0,21,6,27
SAN IGNACIO DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,2,0,13,0,32,1,4,0,0,0,51,1,52
SAN JAVIER(BNI),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN JAVIER(STC),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,1,0,3,0,17,0,2,0,0,0,23,0,23
SAN JOAQUIN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,1,0,4,0,0,0,0,0,5,0,5
SAN JOSE DE CHIQUITOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,7,0,8,1,0,0,0,0,15,1,16
SAN JUAN DE YAPACANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN JULIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,32,0,0,0,0,0,32,0,32
SAN LORENZO(PND),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,1,0,2,1,0,0,0,0,3,1,4
SAN LORENZO(TJA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
SAN LUCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,3,6,9,4,2,3,0,0,14,13,27
SAN MATIAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,4,0,10,0,0,0,0,0,14,0,14
SAN MIGUEL DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,1,2,8,0,3,0,0,0,12,2,14
SAN PEDRO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,3,0,1,0,0,0,4,0,4
SAN PEDRO DE BUENA VISTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,2,6,3,18,2,1,0,0,7,25,32
SAN PEDRO DE CURAHUARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
SAN PEDRO DE MACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,2,3,3,9,1,0,0,0,6,12,18
SAN RAFAEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,1,0,3,0,1,0,0,0,5,0,5
SAN RAMON BENI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN RAMON SCZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,3,0,4,0,1,0,0,0,8,0,8
SANTA ANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,3,0,16,0,0,0,0,0,19,0,19
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,2,0,13,0,142,0,644,3,64,1,0,0,865,4,869
SANTA ROSA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,2,1,7,2,0,0,0,0,9,3,12
SANTA ROSA DEL SARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,1,2,2,0,0,0,0,2,3,5
SANTIAGO DE CALLAPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,1,1,2,0,0,0,0,1,3,4
SANTIAGO DE HUARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
SANTIAGO DE HUATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SANTIVAÑES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTUARIO DE QUILLACAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,2,0,0,0,1,0,0,0,3,3
SAPAHAQUI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,1,3,0,0,0,0,0,3,1,4
SENA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,1,0,8,1,0,0,0,0,9,1,10
SHINAOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,4,0,12,2,7,0,0,0,23,2,25
SICA SICA (VILLA AROMA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,6,4,0,0,0,0,6,4,10
SICAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SIPE SIPE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,3,1,21,1,5,0,0,0,29,2,31
SOPACHUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,2,0,1,0,0,0,0,0,3,0,3
SORACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,2,0,3,4,0,0,0,0,5,4,9
SORATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,1,0,5,2,0,1,0,0,6,3,9
SUCRE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,1,0,21,0,148,0,23,0,0,0,193,0,193
TACACOMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,2,0,2,0,0,0,0,0,4,0,4
TACOBAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TACOPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,1,4,0,0,0,0,1,4,5
TAPACARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,1,3,3,13,0,0,0,0,4,16,20
TARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,1,3,1,1,1,0,0,4,3,7
TARACO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,1,2,1,0,0,0,0,2,2,4
TARATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
TARIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,13,0,110,0,25,0,0,0,148,0,148
TARVITA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,4,0,0,0,1,0,0,0,5,0,5
TEOPONTE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,9,0,1,0,0,0,10,0,10
TIAHUANACU,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,1,0,5,0,0,1,0,0,6,1,7
TINGUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,1,4,1,3,0,0,2,7,9
TIPUANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
TIQUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,1,0,27,2,0,4,0,0,28,6,34
TIRAQUE (CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,5,1,0,0,0,0,5,1,6
TOCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
TODOS SANTOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TOLATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TOLEDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
TOMAVE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
TOMINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,2,1,2,0,0,0,4,1,5
TORO TORO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,3,3,3,0,1,1,0,0,7,4,11
TOTORA(CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,3,0,4,1,1,0,0,0,8,1,9
TOTORA(ORR),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2
TRINIDAD,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,1,0,21,0,68,0,13,0,0,0,103,0,103
TUPIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,44,5,0,2,0,0,44,7,51
TURCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
UMALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,1,0,0,0,2,0,0,0,3,3
UNCIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,4,1,4,5,1,0,0,0,9,6,15
URIONDO (A. CONCEPCION),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
URUBICHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,4,0,1,0,0,0,5,0,5
UYUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,4,0,15,2,3,0,0,0,22,2,24
VACAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-01-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
