,group,variable,month,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO < A 10,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO < A 10,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 10 A 14,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 10 A 14,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 15 A 19,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 15 A 19,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 20 A 34,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 20 A 34,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 35 A 49,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 35 A 49,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 50 Y +,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 50 Y +,TOTALES,TOTALES,TOTALES
SAN BORJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,6,1,2,0,0,0,8,1,9
SAN BUENA VENTURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,4,1,8,1,4,0,0,0,16,2,18
SAN IGNACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,3,1,17,0,1,0,0,0,21,1,22
SAN IGNACIO DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN JOAQUIN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,1,0,5,0,0,0,0,0,6,0,6
SAN JOSE DE CHIQUITOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,7,0,11,1,0,0,0,0,18,1,19
SAN JUAN DE YAPACANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN LUCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,1,3,0,0,0,3,0,0,1,6,7
SAN MATIAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,4,0,10,0,0,0,0,0,14,0,14
SAN MIGUEL DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN PEDRO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
SAN PEDRO DE BUENA VISTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,3,0,12,1,0,0,0,1,15,16
SAN PEDRO DE CURAHUARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
SAN PEDRO DE MACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,2,2,3,0,0,0,0,2,5,7
SAN RAFAEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,1,0,2,0,1,0,0,0,4,0,4
SAN RAMON SCZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,3,0,4,0,1,0,0,0,8,0,8
SANTA ANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,3,0,18,0,0,0,0,0,21,0,21
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,18,0,55,0,330,0,310,0,90,0,0,0,803,0,803
SANTA ROSA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,3,2,0,0,0,0,3,2,5
SANTIAGO DE CALLAPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,1,1,2,0,0,0,0,1,3,4
SANTUARIO DE QUILLACAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,2,0,0,0,1,0,0,0,3,3
SHINAOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SORACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
SORATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,1,0,5,2,0,1,0,0,6,3,9
TACOBAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TACOPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,1,3,0,0,0,0,1,3,4
TAPACARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,0,9,0,0,0,0,0,9,9
TARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,1,0,1,0,1,0,0,0,3,3
TARACO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
TARATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
TARIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
TINGUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,1,4,1,4,0,0,2,8,10
TIQUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,1,0,0,0,0,3,0,0,1,3,4
TIRAQUE (CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
TODOS SANTOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TOMAVE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
TOMINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TORO TORO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,2,0,0,0,1,0,0,0,3,3
TOTORA(CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TRINIDAD,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,3,0,44,0,146,0,32,0,0,0,225,0,225
TUPIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,9,2,0,0,0,0,9,2,11
UMALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
UNCIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,1,0,2,1,3,0,0,0,6,1,7
URUBICHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,4,0,1,0,0,0,5,0,5
UYUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,3,0,3,0,0,0,6,0,6
VALLEGRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6
VIACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,10,3,3,0,0,0,13,3,16
VILA VILA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,1,1,1,0,0,0,2,1,3
VILLA CHARCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,1,1,1,1,1,0,0,0,3,2,5
VILLA MONTES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
VILLA SERRANO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
VILLA TUNARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,2,0,7,1,47,1,10,0,0,0,66,2,68
VITICHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
WARNES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,19,0,0,0,0,0,19,0,19
YACUIBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,13,0,2,0,0,0,15,0,15
YAMPARAEZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
YANACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
YAPACANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,1,0,75,0,2,0,0,0,78,0,78
YOTALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
YUNCHARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ACACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
ACHACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,10,0,12,0,4,0,0,0,26,0,26
ACHOCALLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
AIQUILE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ALALAY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ANCORAIMES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
ANTEQUERA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ANZALDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
APOLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,0,3,0,0,0,2,0,0,0,5,5
ARAMPAMPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,3,0,0,0,0,2,0,0,3,2,5
ARBIETO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,1,0,4,0,0,0,0,0,5,0,5
ARQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,0,1,0,4,0,2,0,0,0,7,7
ASCENCION DE GUARAYOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,12,0,17,0,2,0,0,0,31,0,31
AUCAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
AYATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,0,2,0,3,0,2,0,0,0,7,7
AZURDUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,1,1,2,2,1,0,0,0,4,3,7
BATALLAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
BERMEJO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BETANZOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,2,0,2,3,2,0,0,0,6,3,9
BUENA VISTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,2,0,2,0,1,0,0,0,5,0,5
CABEZAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,1,0,4,1,0,0,0,0,5,1,6
CAIROMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,0,1,2,0,0,0,0,0,2,1,3
CAJUATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CALACOTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CALAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,0,0,0,2,0,1,0,0,0,3,3
CAMARGO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,3,0,10,0,2,0,0,0,15,0,15
CAMIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,4,0,11,0,1,0,0,0,16,0,16
CAPINOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAQUIAVIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,0,0,1,2,0,1,0,0,1,3,4
CARACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
CARANAVI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,0,0,1,0,4,1,0,0,5,1,6
CARAPARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
CARIPUYO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-02-01,0,0,0,0,0,0,2,2,1,2,0,0,3,4,7
