,group,variable,month,CESAREAS < A 10,CESAREAS < A 10,CESAREAS 10 A 14,CESAREAS 10 A 14,CESAREAS 15 A 19,CESAREAS 15 A 19,CESAREAS 20 A 34,CESAREAS 20 A 34,CESAREAS 35 A 49,CESAREAS 35 A 49,CESAREAS 50 Y +,CESAREAS 50 Y +,TOTALES,TOTALES,TOTALES
CONCEPCION,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,1,0,4,0,12,0,0,0,0,0,17,0,17
COROICO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,2,0,11,0,8,0,0,0,21,0,21
COTOCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,4,0,17,0,0,0,0,0,21,0,21
CUATRO CAÑADAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,2,0,10,0,1,0,0,0,13,0,13
EL ALTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,1,0,49,0,292,0,58,0,0,0,400,0,400
EL TORNO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,4,0,32,0,3,0,0,0,39,0,39
ENTRE RIOS TRJ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,0,0,6,0,2,0,0,0,8,0,8
GUANAY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
GUAYARAMERIN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,1,0,8,0,24,0,3,0,0,0,36,0,36
HUANUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,2,0,11,0,3,0,0,0,16,0,16
LA GUARDIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,2,0,23,0,2,0,0,0,27,0,27
LA PAZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,2,0,33,0,417,0,156,0,0,0,608,0,608
LLALLAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,1,0,3,0,21,0,3,0,0,0,28,0,28
MAGDALENA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
MAIRANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,1,0,4,0,1,0,0,0,6,0,6
MINEROS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MIZQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,0,0,3,0,1,0,0,0,4,0,4
MONTEAGUDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,1,0,2,0,9,0,2,0,0,0,14,0,14
MONTERO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,2,0,10,0,51,0,6,0,0,0,69,0,69
ORURO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,25,0,174,0,54,0,0,0,253,0,253
PADILLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,1,0,5,0,2,0,0,0,8,0,8
PAILON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,1,0,10,0,1,0,0,0,12,0,12
PATACAMAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,0,0,8,0,3,0,0,0,11,0,11
PORTACHUELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,3,0,10,0,0,0,0,0,13,0,13
POTOSI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,15,0,149,0,38,0,0,0,202,0,202
PUCARANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PUERTO QUIJARRO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
PUERTO SUAREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,1,0,9,0,2,0,0,0,12,0,12
PUERTO VILLARROEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,1,0,4,0,23,0,5,0,0,0,33,0,33
PUNATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,5,0,39,0,6,0,0,0,50,0,50
QUILLACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,12,0,44,0,12,0,0,0,68,0,68
REYES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2
RIBERALTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,2,0,16,0,56,0,14,0,0,0,88,0,88
ROBORE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,4,0,6,0,1,0,0,0,11,0,11
RURRENABAQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,2,0,10,0,3,0,0,0,15,0,15
SACABA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,13,0,69,0,22,0,0,0,104,0,104
SAN BORJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,2,0,11,0,2,0,0,0,15,0,15
SAN BUENA VENTURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
SAN CARLOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,3,0,13,0,2,0,0,0,18,0,18
SAN IGNACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,1,0,0,0,10,0,1,0,0,0,12,0,12
SAN IGNACIO DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,1,0,2,0,11,0,2,0,0,0,16,0,16
SAN JAVIER(STC),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN JOSE DE CHIQUITOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,1,0,3,0,4,0,1,0,0,0,9,0,9
SAN JULIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,6,0,15,0,2,0,0,0,23,0,23
SAN LUCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
SAN RAMON BENI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTA ANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,2,0,4,0,1,0,0,0,7,0,7
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,11,0,70,0,603,0,233,0,0,0,917,0,917
SHINAOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,3,0,12,0,3,0,0,0,18,0,18
SOPACHUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SUCRE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,1,0,35,0,136,0,23,0,0,0,195,0,195
TARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,1,0,3,0,0,0,0,0,4,0,4
TARIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,1,0,6,0,94,0,53,0,0,0,154,0,154
TIQUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,2,0,19,0,5,0,0,0,26,0,26
TOTORA(CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TRINIDAD,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,1,0,2,0,61,0,11,0,0,0,75,0,75
TUPIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,1,0,2,0,9,0,8,0,0,0,20,0,20
UNCIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
UYUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,3,0,4,0,2,0,0,0,9,0,9
VALLEGRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,1,0,11,0,3,0,0,0,15,0,15
VIACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,2,0,19,0,2,0,0,0,23,0,23
VILLA MONTES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,5,0,20,0,4,0,0,0,29,0,29
VILLA TUNARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,3,0,8,0,47,0,22,0,0,0,80,0,80
VILLAZON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,1,0,4,0,6,0,1,0,0,0,12,0,12
VINTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,6,0,21,0,1,0,2,0,30,0,30
WARNES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,12,0,40,0,6,0,0,0,58,0,58
YACUIBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,2,0,7,0,28,0,11,0,0,0,48,0,48
YAPACANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,2,0,3,0,24,0,3,0,0,0,32,0,32
ACHACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,2,0,9,0,4,0,0,0,15,0,15
AIQUILE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,2,0,10,0,1,0,0,0,13,0,13
ASCENCION DE GUARAYOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,4,0,14,0,5,0,0,0,23,0,23
ATOCHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
AZURDUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BATALLAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
BERMEJO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,3,0,8,0,6,0,0,0,17,0,17
CABEZAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6
CAJUATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,3,0,3,0,0,0,0,0,6,0,6
CAMARGO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
CAMIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,1,0,24,0,3,0,0,0,28,0,28
CARACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
CARANAVI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,5,0,20,0,10,0,0,0,35,0,35
CHALLAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,2,0,15,0,3,0,0,0,20,0,20
CHARAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,4,0,9,0,1,0,0,0,14,0,14
CHULUMANI (V. DE LA LIBERTAD),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,0,0,9,0,1,0,0,0,10,0,10
CLIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,3,0,15,0,1,0,0,0,19,0,19
COBIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,7,0,43,0,1,0,0,0,51,0,51
COCHABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,1,0,30,0,468,0,180,0,0,0,679,0,679
COLCAPIRHUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,7,0,15,0,6,0,0,0,28,0,28
COMARAPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,1,0,9,0,1,0,0,0,11,0,11
CONCEPCION,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,3,0,6,0,3,0,0,0,12,0,12
COROICO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,1,0,16,0,1,0,0,0,18,0,18
COTOCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,3,0,21,0,2,0,0,0,26,0,26
CUATRO CAÑADAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,1,0,7,0,1,0,0,0,9,0,9
CULPINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
EL ALTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,1,0,39,0,260,0,64,0,0,0,364,0,364
EL TORNO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,1,0,1,0,41,0,2,0,0,0,45,0,45
ENTRE RIOS TRJ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,1,0,8,0,0,0,0,0,9,0,9
GUANAY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
HUANUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,7,0,7,0,3,0,0,0,17,0,17
LA GUARDIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,1,0,1,0,27,0,6,0,0,0,35,0,35
LA PAZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,1,0,25,0,466,0,162,0,0,0,654,0,654
LLALLAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,6,0,20,0,5,0,0,0,31,0,31
MAGDALENA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
MAIRANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,0,0,7,0,2,0,0,0,9,0,9
MIZQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
MONTEAGUDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,0,0,17,0,2,0,0,0,19,0,19
MONTERO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,20,0,80,0,10,0,0,0,110,0,110
ORURO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,1,0,22,0,205,0,49,0,0,0,277,0,277
PADILLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,1,0,6,0,2,0,0,0,9,0,9
PAILON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,3,0,7,0,0,0,0,0,10,0,10
PATACAMAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,0,0,2,0,3,0,0,0,5,0,5
PORTACHUELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,2,0,5,0,0,0,0,0,7,0,7
POTOSI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,3,0,26,0,133,0,39,0,0,0,201,0,201
PUCARANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,1,0,3,0,2,0,0,0,6,0,6
PUERTO QUIJARRO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,0,0,7,0,0,0,0,0,7,0,7
PUERTO SUAREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,1,0,8,0,0,0,0,0,9,0,9
PUERTO VILLARROEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,1,0,7,0,27,0,4,0,0,0,39,0,39
PUNATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,2,0,5,0,26,0,2,0,0,0,35,0,35
QUILLACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,11,0,55,0,20,0,0,0,86,0,86
REYES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
RIBERALTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,1,0,19,0,60,0,8,0,0,0,88,0,88
ROBORE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,1,0,5,0,2,0,0,0,8,0,8
RURRENABAQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,4,0,12,0,2,0,0,0,18,0,18
SACABA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,2,0,19,0,64,0,12,0,0,0,97,0,97
SAN ANDRES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN BORJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,2,0,7,0,2,0,0,0,11,0,11
SAN BUENA VENTURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,2,0,6,0,2,0,0,0,10,0,10
SAN CARLOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,2,0,4,0,4,0,0,0,10,0,10
SAN IGNACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,0,0,4,0,1,0,0,0,5,0,5
SAN IGNACIO DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,5,0,23,0,4,0,0,0,32,0,32
SAN JAVIER(STC),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN JOSE DE CHIQUITOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,5,0,12,0,0,0,0,0,17,0,17
SAN JULIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,4,0,28,0,4,0,0,0,36,0,36
SAN LUCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,1,0,2,0,2,0,0,0,5,0,5
SAN MATIAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,0,0,4,0,1,0,0,0,5,0,5
SAN RAMON BENI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTA ANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,1,0,5,0,3,0,0,0,9,0,9
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,6,0,133,0,921,0,303,0,0,0,1363,0,1363
SHINAOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,5,0,12,0,3,0,0,0,20,0,20
SOPACHUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
SUCRE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,28,0,129,0,63,0,0,0,220,0,220
TARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
TARIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,4,0,7,0,106,0,50,0,0,0,167,0,167
TIQUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,2,0,26,0,4,0,0,0,32,0,32
TRINIDAD,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,3,0,10,0,71,0,17,0,0,0,101,0,101
TUPIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,1,0,11,0,2,0,0,0,14,0,14
UNCIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,0,0,4,0,3,0,0,0,7,0,7
UYUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,1,0,10,0,2,0,0,0,13,0,13
VALLEGRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,1,0,11,0,1,0,0,0,13,0,13
VIACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,2,0,16,0,9,0,0,0,27,0,27
VILLA MONTES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,3,0,16,0,5,0,0,0,24,0,24
VILLA TUNARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,7,0,49,0,7,0,0,0,63,0,63
