,group,variable,month,PARTOS ATENDIDOS POR OTROS < A 10,PARTOS ATENDIDOS POR OTROS < A 10,PARTOS ATENDIDOS POR OTROS 10 A 14,PARTOS ATENDIDOS POR OTROS 10 A 14,PARTOS ATENDIDOS POR OTROS 15 A 19,PARTOS ATENDIDOS POR OTROS 15 A 19,PARTOS ATENDIDOS POR OTROS 20 A 34,PARTOS ATENDIDOS POR OTROS 20 A 34,PARTOS ATENDIDOS POR OTROS 35 A 49,PARTOS ATENDIDOS POR OTROS 35 A 49,PARTOS ATENDIDOS POR OTROS 50 Y +,PARTOS ATENDIDOS POR OTROS 50 Y +,TOTALES,TOTALES,TOTALES
TINGUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
TOTORA(CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TUPIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VACAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
VIACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5
VILLAZON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
YACUIBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ZUDAÑEZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ANZALDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
APOLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
BOLIVAR,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CALAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CAPINOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CARACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
CARAPARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
CHALLAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHAYANTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COCAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
COCHABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,1,0,5,0,0,0,0,0,6,6
COLOMI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COTAGAITA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EL ALTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,7,0,4,0,0,0,11,11
EUCALIPTUS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
HUMANATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ICHOCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
IRUPANA (VILLA DE LANZA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
JESUS DE MACHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LA PAZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,1,0,5,0,0,0,0,0,6,6
LAJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
MAIRANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ORURO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,4,0,12,0,1,0,0,0,17,17
PAMPA GRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
POROMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
PORVENIR,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
POTOSI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PRESTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUCARANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUERTO VILLARROEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
QUILLACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,4,0,2,0,0,0,6,6
RIBERALTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SACABA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SACACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAMAIPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN BORJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN BUENA VENTURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN IGNACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN IGNACIO DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN LUCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,5,0,1,0,0,0,6,6
SIPE SIPE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,2,0,2,0,2,0,0,0,6,6
SORATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TARATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TARIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
TEOPONTE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
TINGUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOTORA(CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
UNCIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
VILLA TUNARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
VILLAZON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VINTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-12-01,0,0,0,0,0,1,0,3,0,0,0,0,0,4,4
