,group,variable,month,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO < A 10,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO < A 10,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 10 A 14,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 10 A 14,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 15 A 19,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 15 A 19,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 20 A 34,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 20 A 34,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 35 A 49,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 35 A 49,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 50 Y +,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 50 Y +,TOTALES,TOTALES,TOTALES
POJO (CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,2,0,5,0,3,0,0,0,10,0,10
POOPO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,3,1,2,0,0,0,5,1,6
PORCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
POROMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,1,3,0,0,0,2,0,0,1,5,6
PORTACHUELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,2,0,15,0,2,0,0,0,19,0,19
PORVENIR,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,2,0,2,0,0,0,0,0,4,0,4
POTOSI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,13,0,118,0,25,0,0,0,156,0,156
PRESTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
PUCARANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,1,10,0,0,0,0,1,10,11
PUERTO ACOSTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
PUERTO CARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUERTO GONZALO MORENO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,2,0,3,0,0,0,0,0,5,0,5
PUERTO PEREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
PUERTO RICO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
PUERTO VILLARROEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,3,0,14,0,2,0,0,0,19,0,19
PUNA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,3,0,7,1,1,0,0,0,11,1,12
PUNATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,17,0,39,0,10,0,0,0,66,0,66
QUIABAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
QUILLACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,21,0,3,0,0,0,24,0,24
QUIME,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,2,0,3,2,1,0,0,0,6,2,8
RAQAYPAMPA(ETA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,4,1,1,2,1,0,0,3,6,9
RAVELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
REYES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
RIBERALTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,1,0,54,0,154,0,25,0,0,0,234,0,234
RURRENABAQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,13,0,0,0,0,0,13,0,13
SABAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,1,2,1,0,0,0,0,0,2,2,4
SACABA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,1,0,7,0,66,3,3,2,0,0,77,5,82
SACABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
SACACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,1,2,0,1,1,0,0,3,2,5
SALINAS DE GARCI MENDOZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SAMAIPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
SAN ANTONIO DE LOMERIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
SAN BORJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,4,0,26,0,4,0,0,0,34,0,34
SAN BUENA VENTURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
SAN CARLOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,3,0,10,0,4,0,0,0,17,0,17
SAN IGNACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,3,2,15,0,1,0,0,0,19,2,21
SAN IGNACIO DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,3,0,18,0,48,0,9,0,0,0,78,0,78
SAN JAVIER(STC),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,1,0,4,0,23,0,2,0,0,0,30,0,30
SAN JULIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,46,0,0,0,0,0,46,0,46
SAN LORENZO(PND),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
SAN LORENZO(TJA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
SAN LUCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,2,3,12,4,2,0,0,0,16,7,23
SAN MIGUEL DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,1,2,8,0,3,0,0,0,12,2,14
SAN PEDRO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,2,3,3,7,1,1,0,0,6,11,17
SAN PEDRO DE CURAHUARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
SAN PEDRO DE MACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,2,1,1,6,1,0,0,0,4,7,11
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,138,0,1072,0,144,0,0,0,1354,0,1354
SANTA ROSA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,2,0,5,0,0,0,0,0,7,0,7
SANTA ROSA DEL SARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,1,2,2,0,0,0,0,2,3,5
SANTIAGO DE HUARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
SANTIAGO DE HUATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SANTIVAÑES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAPAHAQUI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,1,3,0,0,0,0,0,3,1,4
SENA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,1,0,8,0,0,0,0,0,9,0,9
SHINAOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,6,0,20,0,11,0,0,0,37,0,37
SICA SICA (VILLA AROMA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,6,4,0,0,0,0,6,4,10
SICAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SIPE SIPE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,4,0,21,0,5,0,0,0,30,0,30
SOPACHUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,2,0,2,0,0,0,0,0,4,0,4
SORACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,2,0,3,1,0,0,0,0,5,1,6
SORATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
SUCRE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,1,0,37,0,316,0,55,0,0,0,409,0,409
TACACOMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TAPACARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,1,3,3,4,0,0,0,0,4,7,11
TARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,1,0,4,0,1,0,0,0,6,0,6
TARACO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TARIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,20,0,214,0,67,0,0,0,301,0,301
TARVITA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,4,0,0,0,1,0,0,0,5,0,5
TEOPONTE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,9,0,1,0,0,0,10,0,10
TIAHUANACU,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,1,0,5,0,0,0,0,0,6,0,6
TIPUANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
TIQUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,48,2,0,1,0,0,48,3,51
TOCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
TOLATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TOLEDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
TOMINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,2,0,2,0,0,0,4,0,4
TORO TORO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,3,1,3,0,1,0,0,0,7,1,8
TOTORA(CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,3,0,4,0,1,0,0,0,8,0,8
TOTORA(ORR),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2
TUPIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,44,2,0,0,0,0,44,2,46
TURCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
UMALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
UNCIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,3,0,3,3,0,0,0,0,6,3,9
UYUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,6,0,22,0,5,0,0,0,33,0,33
VACAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
VALLEGRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,19,0,0,0,0,0,19,0,19
VIACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,3,0,34,0,7,0,0,0,44,0,44
VILLA CHARCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
VILLA MONTES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,2,0,15,0,38,0,11,0,0,0,66,0,66
VILLA RIVERO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
VILLA TUNARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,8,0,52,1,7,0,0,0,67,1,68
VILLA VACA GUZMAN (MUYUPAMPA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
VILLAZON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,4,0,30,1,0,0,0,0,34,1,35
VINTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,10,0,40,0,7,0,0,0,57,0,57
VITICHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,1,0,1,1,0,0,0,0,2,1,3
WALDO BALLIVIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
WARNES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,119,0,0,0,0,0,119,0,119
YACO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
YACUIBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,12,0,85,0,22,0,0,0,119,0,119
YAMPARAEZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
