,group,variable,month,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 5 A 9 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 5 A 9 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 5 A 9 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 5 A 9 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 10 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 10 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 10 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 10 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 11 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 11 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 11 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 11 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 12 A 20 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 12 A 20 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 12 A 20 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 12 A 20 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 21 A 59 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 21 A 59 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 21 A 59 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 21 A 59 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 60 Y MAS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 60 Y MAS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 60 Y MAS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,3,4
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,0,0,0,5,6,11
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-02-01,8,14,59,86,3,2,27,30,0,3,38,26,30,56,82,110,70,183,161,195,0,1,4,6,482,712,1194
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-02-01,0,0,9,9,0,1,3,3,0,0,4,1,0,0,34,50,8,19,17,31,0,0,0,0,75,114,189
TARIJA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2
TINGUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3
TORO TORO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,3,19,0,0,0,0,4,30,34
TUPIZA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,5
UYUNI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,8
WARNES,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,0,4
YACUIBA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,9,0,3,0,0,0,0,14,12,26
YOCALLA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4
YOTALA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BETANZOS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-03-01,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,2,6
TAHUA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TINGUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,4,7
CAJUATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
CAMARGO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,4,0,0,2,8,10
COBIJA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,1,1,2,8,0,0,1,9,7,21,28
COCHABAMBA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,3
CORIPATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,2,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,2,9,0,0,1,0,0,0,6,12,18
EL ALTO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,5,9,2,1,0,0,0,0,2,0,0,0,2,5,5,7,36,76,52,83,16,14,15,23,135,218,353
EL CHORO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
HUACARAJE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,4
HUACARETA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
LA PAZ,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,8,4,1,2,1,0,0,0,0,1,38,29,7,12,15,25,162,262,181,265,39,55,6,17,458,672,1130
MACHACAMARCA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,4,17,0,0,0,0,8,19,27
ORURO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,1,3,0,0,2,1,0,0,1,2,1,0,1,3,1,2,25,37,88,131,31,42,48,60,199,281,480
PAILON,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,0,0,0,2,6,8
PAPEL PAMPA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PATACAMAYA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,5,14,0,1,2,1,1,1,0,0,0,0,15,26,1,6,74,115,42,56,71,67,48,58,259,345,604
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN BORJA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,4,4
SAN JULIAN,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,10,2,7,2,0,1,3,2,1,0,0,2,1,3,6,8,6,18,44,85,1,0,25,15,104,138,242
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,5,2,7
SAN RAMON SCZ,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,7,0,0,0,0,1,10,11
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,15,14,5,4,1,4,3,2,2,3,1,1,21,25,4,7,140,139,22,51,23,46,9,18,246,314,560
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SUCRE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,6,8,0,0,2,1,0,1,1,1,0,0,16,31,3,6,134,187,41,69,210,267,35,38,448,609,1057
TARIJA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,7,7,3,6,15,20,29,49
UMALA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,4
VIACHA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
WARNES,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
YACUIBA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,2,0,0,0,0,4,12,16
YOTALA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,0,3,5,8
ACACIO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,12,2,0,0,0,10,14,24
ACHACACHI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,9,3,3,37,46,38,82,7,10,12,18,99,168,267
ACHOCALLA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,2,0,0,0,0,0,4,4,0,0,4,18,2,7,0,2,0,0,12,31,43
AIQUILE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,46,45,20,30,26,33,25,33,122,144,266
ALALAY,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,13,0,0,0,0,12,14,26
ALCALA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,2,8,7,9,16,24,28,52
ALTO BENI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,11,14,18,32
ANCORAIMES,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,18,19,4,2,5,5,34,31,65
ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,1,3,9,12
ANTEQUERA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,3,6,0,0,0,0,4,12,16
ANZALDO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,2,4,6
APOLO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,5,0,1,0,1,10,15,25
ARAMPAMPA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,13,0,0,1,1,11,17,28
ARANI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,11,6,8,18,6,4,3,6,30,37,67
ARBIETO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,39,60,5,9,12,21,65,117,182
ARQUE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,4,24,38,1,0,5,3,39,45,84
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,2,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,8,13,7,17,2,5,5,5,27,42,69
ATOCHA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,19,44,21,50,71
AUCAPATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,1,6,3,9
AYATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2,5,8,2,1,3,8,16,20,36
AYO AYO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,8,10,8,0,0,0,2,14,20,34
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,2,24,18,102,116,16,12,13,12,165,164,329
AZURDUY,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,5,10,5,13,9,11,1,6,20,46,66
BATALLAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,8,14,0,1,1,1,13,26,39
BAURES,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,2,0,0,0,1,1,0,0,1,0,0,0,1,2,0,1,26,42,13,20,3,5,0,0,47,71,118
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,3,4,7
BELEN DE URMIRI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,5,2,7,5,3,9,17,26
BELLA FLOR,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,3,0,0,1,0,0,0,1,0,0,1,3,5,2,2,44,103,7,4,42,36,100,154,254
BERMEJO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,9,8,1,0,1,0,0,0,0,0,0,0,11,11,3,15,155,186,75,59,88,79,8,21,351,379,730
BETANZOS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,1,3,0,0,1,0,0,0,0,0,1,0,0,1,19,17,30,98,1,4,14,17,67,140,207
BOLIVAR,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,14,22,1,2,7,4,25,32,57
BOLPEBRA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,14,28,3,1,6,1,26,35,61
BOYUIBE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,3,0,1,0,1,0,0,0,1,0,0,0,1,2,0,0,20,54,0,0,0,0,27,56,83
BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,4,3,1,3,1,0,0,0,0,2,2,0,3,5,1,1,11,37,20,28,11,12,6,8,60,99,159
CABEZAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,7,5,0,0,0,4,0,0,0,0,0,0,3,7,0,2,42,100,45,125,14,46,3,1,114,290,404
CAIROMA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,21,5,11,5,1,2,1,28,35,63
"CAIZA ""D""",otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,17,21,6,4,18,22,46,54,100
CAJUATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,3,2,0,0,5,9,14
CALACOTO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,2,3,11,14,17,22,39
CALAMARCA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,1,4,2,4,3,3,11,25,36
CAMARGO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,7,15,16,16,20,26,48,62,91,153
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,1,7,4,7,4,7,14,23,37
CAMIRI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,8,11,0,0,2,0,1,0,3,0,0,2,5,10,1,1,142,176,19,62,6,5,2,5,189,272,461
CAPINOTA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8,8,156,49,112,180,0,0,4,4,282,247,529
CAQUIAVIRI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,1,4,8,6,14,20
CARACOLLO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,42,16,18,35,0,0,6,7,70,59,129
CARANAVI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,23,38,29,40,6,7,40,42,101,128,229
CARAPARI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,2,18,20,22,38,8,9,39,60,92,129,221
CARIPUYO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,39,51,1,2,13,21,56,78,134
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,2,1,1,8,12,7,10,130,230,0,0,0,0,146,255,401
CATACORA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,0,0,0,0,2,6,8
CHACARILLA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,11,16,0,0,0,0,14,20,34
CHALLAPATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,19,36,42,1,0,1,1,54,64,118
CHAQUI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,12,1,0,1,1,18,21,39
CHARAGUA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,3,1,3,1,3,1,0,0,2,0,2,1,1,1,2,4,13,30,38,82,37,70,20,33,124,224,348
CHARAÑA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,1,1,4,10,11,18,29
CHAYANTA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,17,24,0,0,3,12,26,47,73
CHIMORE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,1,1,1,2,0,0,0,0,0,0,0,0,4,8,2,4,49,94,20,39,1,2,7,12,85,162,247
CHUA COCANI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,2,13,9,0,0,0,0,0,0,0,0,6,5,221,44,0,0,0,0,240,60,300
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,2,5,0,0,3,8,18,22,0,0,0,0,24,35,59
CHUMA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,18,20,0,0,4,0,27,25,52
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,1,0,23,23,0,0,0,24,29,53
CKOCHAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,5,1,1,1,0,7,10,17
CLIZA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,6,25,45,81,129,40,37,33,50,189,273,462
COBIJA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,2,2,28,33,0,0,9,7,1,2,14,7,3,4,56,59,53,118,543,645,30,25,55,61,794,963,1757
COCAPATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,10,20,15,45,0,3,6,8,32,80,112
COCHABAMBA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,169,145,103,132,15,23,18,15,21,34,14,15,89,132,170,206,1093,1613,1335,1408,180,267,299,331,3506,4321,7827
COIPASA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,10,7,17
COLCAPIRHUA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,2,2,6,3,35,77,76,106,2,0,2,8,123,197,320
"COLCHA ""K""",otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,7,7,3,2,4,4,12,18,27,45
COLLANA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,2,5
COLOMI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,9,17,13,27,5,7,6,9,36,66,102
COLPA BELGICA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,1,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
COLQUECHACA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,3,8,5,11,0,0,0,0,9,24,33
COLQUENCHA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,8,5,0,0,2,0,0,0,0,0,2,1,1,0,9,15,7,7,0,1,0,1,29,30,59
COLQUIRI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,15,0,2,10,5,22,31,53
COMANCHE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
COMARAPA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,20,18,24,16,26,5,12,52,83,135
COMBAYA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,4,1,5
CONCEPCION,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,2,0,1,0,0,0,0,0,0,0,0,0,3,10,5,5,55,126,11,24,0,0,0,0,77,165,242
