,group,variable,month,SR 5 A 9 - D,SR 5 A 9 - D,SR 5 A 9 - F,SR 5 A 9 - F,SR 10 AÑOS - D,SR 10 AÑOS - D,SR 10 AÑOS - F,SR 10 AÑOS - F,SR 11 AÑOS - D,SR 11 AÑOS - D,SR 11 AÑOS - F,SR 11 AÑOS - F,SR 12 A 20 - D,SR 12 A 20 - D,SR 12 A 20 - F,SR 12 A 20 - F,SR 21 A 59 - D,SR 21 A 59 - D,SR 21 A 59 - F,SR 21 A 59 - F,SR 60 Y MAS - D,SR 60 Y MAS - D,SR 60 Y MAS - F,SR 60 Y MAS - F,TOTALES,TOTALES,TOTALES
PAZÑA,otras vacunaciones,sr,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PELECHUCO,otras vacunaciones,sr,2024-07-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
POCOATA,otras vacunaciones,sr,2024-07-01,0,1,3,5,0,0,1,0,0,0,3,0,0,0,2,2,4,4,3,3,0,0,0,0,16,15,31
POCONA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
POOPO,otras vacunaciones,sr,2024-07-01,2,2,13,9,0,0,1,4,0,2,1,1,1,2,27,18,6,22,33,42,0,0,0,0,84,102,186
PORONGO,otras vacunaciones,sr,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,23,0,0,0,0,0,0,6,24,30
PORTACHUELO,otras vacunaciones,sr,2024-07-01,2,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,12,0,0,0,0,0,0,5,15,20
PORVENIR,otras vacunaciones,sr,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
POTOSI,otras vacunaciones,sr,2024-07-01,12,12,7,7,5,3,1,2,1,1,3,6,18,27,5,8,35,72,7,29,0,0,0,0,94,167,261
PUCARANI,otras vacunaciones,sr,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
PUERTO ACOSTA,otras vacunaciones,sr,2024-07-01,0,0,5,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,10
PUERTO CARABUCO,otras vacunaciones,sr,2024-07-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,5,9,14
PUNATA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,4,6,10
QUILLACOLLO,otras vacunaciones,sr,2024-07-01,7,15,5,5,0,1,3,0,2,0,2,0,4,2,1,3,6,8,3,4,0,0,0,0,33,38,71
QUIRUSILLAS,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,4
RAVELO,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
RIBERALTA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
ROBORE,otras vacunaciones,sr,2024-07-01,0,0,2,5,0,0,1,1,0,0,4,4,0,0,0,6,0,1,2,2,0,0,0,0,9,19,28
SABAYA,otras vacunaciones,sr,2024-07-01,0,0,0,3,0,0,0,1,0,0,1,0,1,0,2,1,10,10,4,8,0,0,0,0,18,23,41
SACABA,otras vacunaciones,sr,2024-07-01,10,9,3,2,2,3,0,0,0,0,0,0,6,3,0,0,8,35,0,0,0,0,0,0,29,52,81
SAIPINA,otras vacunaciones,sr,2024-07-01,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,5,10
SALINAS DE GARCI MENDOZA,otras vacunaciones,sr,2024-07-01,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,3,7,10
SAMAIPATA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
SAN ANTONIO DE LOMERIO,otras vacunaciones,sr,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,0,0,1,0,0,0,0,0,0,8,2,10
SAN BENITO,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN BORJA,otras vacunaciones,sr,2024-07-01,0,0,9,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12,5,17
SAN BUENA VENTURA,otras vacunaciones,sr,2024-07-01,2,8,7,4,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,10,15,25
SAN CARLOS,otras vacunaciones,sr,2024-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,1,10,11
SAN IGNACIO,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2024-07-01,3,3,5,10,0,0,1,2,0,0,1,1,3,11,105,1,8,11,9,4,0,0,0,0,135,43,178
SAN JAVIER(STC),otras vacunaciones,sr,2024-07-01,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,42
SAN JOSE DE CHIQUITOS,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,2,5,7
SAN JUAN DE YAPACANI,otras vacunaciones,sr,2024-07-01,2,1,4,4,0,0,1,3,0,0,0,0,1,3,9,8,8,26,11,26,0,0,0,0,36,71,107
SAN JULIAN,otras vacunaciones,sr,2024-07-01,1,1,2,0,0,0,0,1,0,0,2,3,2,6,0,1,15,63,0,3,0,0,0,0,22,78,100
SAN LUCAS,otras vacunaciones,sr,2024-07-01,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,12,0,2,0,15,0,0,0,0,2,32,34
SAN MIGUEL DE VELASCO,otras vacunaciones,sr,2024-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,4,8,12
SAN PEDRO DE TIQUINA,otras vacunaciones,sr,2024-07-01,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,6,2,8
SAN RAMON SCZ,otras vacunaciones,sr,2024-07-01,3,1,0,0,0,0,1,4,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,4,13,17
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2024-07-01,139,170,124,105,23,17,9,13,21,25,13,19,101,192,66,110,277,739,218,257,0,0,0,0,991,1647,2638
SANTA ROSA DEL SARA,otras vacunaciones,sr,2024-07-01,4,4,8,6,2,0,1,1,3,0,0,3,0,1,2,7,11,19,2,16,0,0,0,0,33,57,90
SANTIAGO DE CALLAPA,otras vacunaciones,sr,2024-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SANTIAGO DE HUARI,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTIAGO DE HUATA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTIVAÑES,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,5,5
SANTUARIO DE QUILLACAS,otras vacunaciones,sr,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12,17,0,1,0,0,0,0,13,19,32
SAPAHAQUI,otras vacunaciones,sr,2024-07-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,4
SENA,otras vacunaciones,sr,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SHINAOTA,otras vacunaciones,sr,2024-07-01,0,3,6,3,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,8,9,17
SICA SICA (VILLA AROMA),otras vacunaciones,sr,2024-07-01,2,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,6,0,0,0,0,6,9,15
SIPE SIPE,otras vacunaciones,sr,2024-07-01,3,1,6,1,1,0,0,0,1,0,2,0,1,0,3,2,0,2,3,6,0,0,0,0,20,12,32
SORATA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,4,1,4,1,0,0,0,0,12,3,15
SUCRE,otras vacunaciones,sr,2024-07-01,6,4,4,1,1,0,0,0,0,1,0,1,3,3,1,4,15,38,11,18,0,0,0,0,41,70,111
TACACOMA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TACOPAYA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TAPACARI,otras vacunaciones,sr,2024-07-01,0,1,9,2,0,0,1,0,0,0,0,0,0,0,0,3,2,1,3,2,0,0,0,0,15,9,24
TARACO,otras vacunaciones,sr,2024-07-01,0,2,1,2,0,0,0,0,0,0,0,0,3,0,0,0,2,2,2,0,0,0,0,0,8,6,14
TARATA,otras vacunaciones,sr,2024-07-01,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,6,7
TARIJA,otras vacunaciones,sr,2024-07-01,13,7,2,6,1,1,2,2,0,3,0,0,5,4,0,2,5,12,2,5,0,0,0,0,30,42,72
TEOPONTE,otras vacunaciones,sr,2024-07-01,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
TIAHUANACU,otras vacunaciones,sr,2024-07-01,2,2,0,1,0,0,0,0,0,1,0,0,1,0,1,0,2,3,1,1,0,0,0,0,7,8,15
TIPUANI,otras vacunaciones,sr,2024-07-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
TIQUIPAYA,otras vacunaciones,sr,2024-07-01,3,3,0,4,2,0,0,0,0,0,0,0,5,9,3,15,5,11,1,5,0,0,0,0,19,47,66
TIRAQUE (CBBA),otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,3
TOCO,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
TOLATA,otras vacunaciones,sr,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TOLEDO,otras vacunaciones,sr,2024-07-01,1,2,1,4,0,1,0,0,0,0,0,0,1,2,1,3,4,9,6,7,0,0,0,0,14,28,42
TOTORA(CBBA),otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
TOTORA(ORR),otras vacunaciones,sr,2024-07-01,2,0,1,2,0,0,0,2,0,0,1,0,1,3,0,0,6,6,1,2,0,0,0,0,12,15,27
TRINIDAD,otras vacunaciones,sr,2024-07-01,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,3,5,13,0,0,0,0,9,20,29
TUPIZA,otras vacunaciones,sr,2024-07-01,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,1,15,16
TURCO,otras vacunaciones,sr,2024-07-01,1,1,2,5,0,0,1,0,0,0,1,0,0,0,7,11,2,7,49,39,0,0,0,0,63,63,126
UNCIA,otras vacunaciones,sr,2024-07-01,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,14,0,2,0,0,0,0,8,16,24
URIONDO (A. CONCEPCION),otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2
URUBICHA,otras vacunaciones,sr,2024-07-01,0,0,4,4,0,0,2,0,0,0,3,1,0,0,4,5,0,9,14,1,0,0,0,0,27,20,47
UYUNI,otras vacunaciones,sr,2024-07-01,0,1,1,1,0,0,0,0,0,0,0,0,0,2,63,1,3,9,14,9,0,0,0,0,81,23,104
VALLEGRANDE,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,3,0,0,0,0,2,7,9
VIACHA,otras vacunaciones,sr,2024-07-01,1,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,6,5,11
VILLA CHARCAS,otras vacunaciones,sr,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
VILLA MONTES,otras vacunaciones,sr,2024-07-01,2,4,1,2,1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,3,0,0,0,0,4,15,19
VILLA RIVERO,otras vacunaciones,sr,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
VILLA TUNARI,otras vacunaciones,sr,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,6,12,18
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLAZON,otras vacunaciones,sr,2024-07-01,3,4,11,4,0,1,2,2,0,2,1,2,4,13,8,7,7,14,5,10,0,0,0,0,41,59,100
VINTO,otras vacunaciones,sr,2024-07-01,6,4,15,8,0,1,1,3,0,1,2,4,2,4,2,4,0,8,0,1,0,0,0,0,28,38,66
WALDO BALLIVIAN,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
WARNES,otras vacunaciones,sr,2024-07-01,7,6,1,3,1,0,4,1,1,0,1,0,10,9,4,8,27,80,5,13,0,0,0,0,61,120,181
YACO,otras vacunaciones,sr,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
YACUIBA,otras vacunaciones,sr,2024-07-01,3,1,5,7,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,10,10,20
YAMPARAEZ,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
YAPACANI,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,20,47,0,2,0,0,0,0,20,52,72
YUNCHARA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,3,4
ZUDAÑEZ,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
ACHACACHI,otras vacunaciones,sr,2024-08-01,0,0,2,4,0,0,0,0,0,0,0,2,3,1,9,8,5,11,7,8,0,0,0,0,26,34,60
ACHOCALLA,otras vacunaciones,sr,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,2,6,8
AIQUILE,otras vacunaciones,sr,2024-08-01,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
ALTO BENI,otras vacunaciones,sr,2024-08-01,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20
ANCORAIMES,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,7,14,21
ANDAMARCA,otras vacunaciones,sr,2024-08-01,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,3,5,1,0,0,0,0,0,6,8,14
ANTEQUERA,otras vacunaciones,sr,2024-08-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,15,7,0,0,0,0,18,10,28
ANZALDO,otras vacunaciones,sr,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
APOLO,otras vacunaciones,sr,2024-08-01,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
ARQUE,otras vacunaciones,sr,2024-08-01,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ASCENCION DE GUARAYOS,otras vacunaciones,sr,2024-08-01,0,0,10,10,0,0,0,1,0,0,0,0,0,0,0,0,4,16,0,1,0,0,0,0,14,28,42
ATOCHA,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,7,7
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0,4,2,6
BATALLAS,otras vacunaciones,sr,2024-08-01,0,0,33,34,0,0,7,7,0,0,3,2,2,0,2,12,2,6,2,4,0,0,0,0,51,65,116
BAURES,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
BELEN DE ANDAMARCA,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,9,11,20
BERMEJO,otras vacunaciones,sr,2024-08-01,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,12,1,6,0,0,0,0,5,20,25
BUENA VISTA,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"CAIZA ""D""",otras vacunaciones,sr,2024-08-01,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,3,4,7
CAJUATA,otras vacunaciones,sr,2024-08-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CALACOTO,otras vacunaciones,sr,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CALAMARCA,otras vacunaciones,sr,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3,3,6
CAMARGO,otras vacunaciones,sr,2024-08-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CAPINOTA,otras vacunaciones,sr,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CARACOLLO,otras vacunaciones,sr,2024-08-01,42,39,5,5,5,10,0,0,9,5,0,0,31,39,38,48,6,6,13,20,0,0,0,0,149,172,321
CARANAVI,otras vacunaciones,sr,2024-08-01,4,4,4,9,1,1,0,2,0,0,1,0,1,10,5,6,4,5,0,6,0,0,0,0,20,43,63
CATACORA,otras vacunaciones,sr,2024-08-01,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
CHALLAPATA,otras vacunaciones,sr,2024-08-01,2,0,6,5,0,0,0,1,0,0,0,1,0,0,1,2,9,22,0,0,0,0,0,0,18,31,49
CHARAGUA,otras vacunaciones,sr,2024-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,8,11
CHIMORE,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
CHIPAYA,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3,0,0,0,0,4,5,9
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,sr,2024-08-01,0,1,2,2,0,0,1,0,0,0,0,2,1,3,0,0,4,2,1,3,0,0,0,0,9,13,22
CKOCHAS,otras vacunaciones,sr,2024-08-01,1,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
CLIZA,otras vacunaciones,sr,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,3,4
COBIJA,otras vacunaciones,sr,2024-08-01,0,2,1,1,0,0,0,1,0,0,0,1,1,1,5,2,3,2,3,10,0,0,0,0,13,20,33
COCHABAMBA,otras vacunaciones,sr,2024-08-01,26,14,14,24,4,0,3,1,0,0,3,1,5,8,15,8,6,35,6,2,0,0,0,0,82,93,175
COLCAPIRHUA,otras vacunaciones,sr,2024-08-01,1,1,3,1,0,0,1,1,0,0,0,0,0,1,3,7,2,2,5,26,0,0,0,0,15,39,54
"COLCHA ""K""",otras vacunaciones,sr,2024-08-01,1,2,0,2,0,1,0,0,3,0,0,0,0,0,0,0,1,2,1,3,0,0,0,0,6,10,16
COLQUECHACA,otras vacunaciones,sr,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COLQUENCHA,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,4,5,0,0,4,5,0,0,0,1,0,0,0,0,0,0,0,0,8,11,19
COLQUIRI,otras vacunaciones,sr,2024-08-01,3,0,12,7,0,1,0,0,0,1,0,0,0,0,2,4,2,5,0,3,0,0,0,0,19,21,40
COMANCHE,otras vacunaciones,sr,2024-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
COMBAYA,otras vacunaciones,sr,2024-08-01,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,5
COPACABANA,otras vacunaciones,sr,2024-08-01,0,0,0,1,0,0,1,2,0,0,0,1,0,0,3,1,0,2,2,2,0,0,0,0,6,9,15
CORIPATA,otras vacunaciones,sr,2024-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
COROICO,otras vacunaciones,sr,2024-08-01,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
CORQUE,otras vacunaciones,sr,2024-08-01,5,4,2,3,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,4,0,0,0,0,10,14,24
CUEVO,otras vacunaciones,sr,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CULPINA,otras vacunaciones,sr,2024-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CURAHUARA DE CARANGAS,otras vacunaciones,sr,2024-08-01,0,0,15,12,0,0,7,9,0,0,8,2,0,1,10,19,0,2,3,11,0,0,0,0,43,56,99
EL ALTO,otras vacunaciones,sr,2024-08-01,24,20,39,39,1,2,3,1,0,1,2,0,9,23,3,22,19,43,71,90,0,0,0,0,171,241,412
EL CHORO,otras vacunaciones,sr,2024-08-01,0,0,8,10,0,0,6,2,0,0,0,1,0,0,12,15,2,2,0,0,0,0,0,0,28,30,58
EL PUENTE(STC),otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,2,7,9
EL PUENTE(TJA),otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
ENTRE RIOS CBBA,otras vacunaciones,sr,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ESCARA,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,8
ESMERALDA,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
EUCALIPTUS,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),otras vacunaciones,sr,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EXALTACION,otras vacunaciones,sr,2024-08-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
FILADELFIA,otras vacunaciones,sr,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4
GAIOC JATUN AYLLU YURA,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,6,7
GENERAL SAAVEDRA,otras vacunaciones,sr,2024-08-01,6,2,6,4,0,0,0,0,0,0,1,1,0,1,0,0,0,11,1,0,0,0,0,0,14,19,33
GUANAY,otras vacunaciones,sr,2024-08-01,3,4,0,0,0,0,0,4,3,4,0,0,0,0,4,6,0,0,0,0,0,0,0,0,10,18,28
GUAYARAMERIN,otras vacunaciones,sr,2024-08-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
HUACHACALLA,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,11,0,0,11,7,0,0,0,0,54,19,73
HUANUNI,otras vacunaciones,sr,2024-08-01,2,4,4,3,0,0,0,1,0,0,0,0,1,6,1,5,10,18,4,10,0,0,0,0,22,47,69
HUARINA,otras vacunaciones,sr,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,3
HUATAJATA,otras vacunaciones,sr,2024-08-01,0,0,1,2,0,0,1,0,0,0,0,0,1,0,1,1,0,3,0,0,0,0,0,0,4,6,10
HUMANATA,otras vacunaciones,sr,2024-08-01,1,0,0,1,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,7
ICHOCA,otras vacunaciones,sr,2024-08-01,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
INQUISIVI,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
IRUPANA (VILLA DE LANZA),otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,2,6,0,0,1,1,0,1,1,2,1,1,0,1,0,0,0,0,5,12,17
