,group,variable,month,INFLUENZA ESTACIONAL 5 A 9 - D,INFLUENZA ESTACIONAL 5 A 9 - D,INFLUENZA ESTACIONAL 5 A 9 - F,INFLUENZA ESTACIONAL 5 A 9 - F,INFLUENZA ESTACIONAL 10 AÑOS - D,INFLUENZA ESTACIONAL 10 AÑOS - D,INFLUENZA ESTACIONAL 10 AÑOS - F,INFLUENZA ESTACIONAL 10 AÑOS - F,INFLUENZA ESTACIONAL 11 AÑOS - D,INFLUENZA ESTACIONAL 11 AÑOS - D,INFLUENZA ESTACIONAL 11 AÑOS - F,INFLUENZA ESTACIONAL 11 AÑOS - F,INFLUENZA ESTACIONAL 12 A 20 - D,INFLUENZA ESTACIONAL 12 A 20 - D,INFLUENZA ESTACIONAL 12 A 20 - F,INFLUENZA ESTACIONAL 12 A 20 - F,INFLUENZA ESTACIONAL 21 A 59 - D,INFLUENZA ESTACIONAL 21 A 59 - D,INFLUENZA ESTACIONAL 21 A 59 - F,INFLUENZA ESTACIONAL 21 A 59 - F,INFLUENZA ESTACIONAL 60 Y MAS - D,INFLUENZA ESTACIONAL 60 Y MAS - D,INFLUENZA ESTACIONAL 60 Y MAS - F,INFLUENZA ESTACIONAL 60 Y MAS - F,TOTALES,TOTALES,TOTALES
TOLEDO,otras vacunaciones,influenza estacional,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,3,10
TOMAVE,otras vacunaciones,influenza estacional,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,3,6,9
TORO TORO,otras vacunaciones,influenza estacional,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,19,21,23,29,52
TOTORA(ORR),otras vacunaciones,influenza estacional,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,4,10
TUPIZA,otras vacunaciones,influenza estacional,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
TURCO,otras vacunaciones,influenza estacional,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,4,5,9
UNCIA,otras vacunaciones,influenza estacional,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
UYUNI,otras vacunaciones,influenza estacional,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
VIACHA,otras vacunaciones,influenza estacional,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,2,3,9,12
WARNES,otras vacunaciones,influenza estacional,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,10
YACUIBA,otras vacunaciones,influenza estacional,2024-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,4,2,3,8,8,3,9,19,26,45
YOCALLA,otras vacunaciones,influenza estacional,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,5,5,11,16
CARACOLLO,otras vacunaciones,influenza estacional,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
"COLCHA ""K""",otras vacunaciones,influenza estacional,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,0,0,54,1,55
COMANCHE,otras vacunaciones,influenza estacional,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10
LLICA,otras vacunaciones,influenza estacional,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,4,5
PUCARA,otras vacunaciones,influenza estacional,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,7,13
TAHUA,otras vacunaciones,influenza estacional,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,8,11,8,19
TINGUIPAYA,otras vacunaciones,influenza estacional,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
CAJUATA,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,5,6,11
CAMARGO,otras vacunaciones,influenza estacional,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,4,9
COBIJA,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,2,2,2,18,13,24,18,42
COCHABAMBA,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,3,5,8
CONCEPCION,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
CUATRO CAÑADAS,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,10,7,11,18
EL ALTO,otras vacunaciones,influenza estacional,2024-04-01,3,3,3,3,0,0,0,0,0,1,0,0,1,1,1,1,1,7,1,4,89,89,41,63,140,172,312
EL CHORO,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,7,12
HUACARAJE,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
HUACARETA,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,10,1,0,709,827,351,279,1066,1117,2183
MACHACAMARCA,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,69,80,71,83,154
ORURO,otras vacunaciones,influenza estacional,2024-04-01,1,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,3,5,2,6,74,94,368,494,451,602,1053
PAILON,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6
PATACAMAYA,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,86,49,32,144,118,262
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,4,5
SAN IGNACIO,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,4,6
SAN JULIAN,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,147,175,165,187,352
SAN LORENZO(TJA),otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,6,9,13,22
SAN RAMON SCZ,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,11,12,15,27
SANTA ANA,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,90,20,34,117,124,241
SUCRE,otras vacunaciones,influenza estacional,2024-04-01,34,26,2,7,4,4,1,1,3,3,0,0,17,11,31,30,18,54,66,31,110,152,27,21,313,340,653
TARIJA,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,13,0,0,9,8,12,21,23,46,69
TRINIDAD,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
TURCO,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,12
UMALA,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5
VIACHA,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,6,5,11
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,3,0,0,2,5,7
VILLAZON,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
WARNES,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,3,5
YACUIBA,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,53,73,63,116,116,232
YOTALA,otras vacunaciones,influenza estacional,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,12,10,17,27
ACACIO,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,63,69,83,84,167
ACHACACHI,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,65,61,104,163,172,235,407
ACHOCALLA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,55,12,18,46,73,119
AIQUILE,otras vacunaciones,influenza estacional,2024-05-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,116,144,192,252,310,401,711
ALALAY,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,57,89,60,91,151
ALCALA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,26,29,27,33,60
ALTO BENI,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,51,82,59,141,110,251
ANCORAIMES,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,26,77,100,101,127,228
ANDAMARCA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,75,110,102,136,238
ANTEQUERA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,28,30,32,33,65
ANZALDO,otras vacunaciones,influenza estacional,2024-05-01,0,0,5,8,0,0,1,4,0,0,2,1,0,0,1,0,0,1,1,3,0,3,21,25,31,45,76
APOLO,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,35,43,37,95,72,167
ARAMPAMPA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,72,85,77,92,169
ARANI,otras vacunaciones,influenza estacional,2024-05-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,19,47,56,79,78,133,211
ARBIETO,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,1,2,67,80,141,246,209,337,546
ARQUE,otras vacunaciones,influenza estacional,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,36,44,172,239,209,285,494
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,7,9,23,15,38
ATOCHA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,8,8,23,30,53
AUCAPATA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,11,6,29,20,49
AYATA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,56,70,87,103,190
AYO AYO,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,62,78,86,101,187
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,101,109,502,579,608,691,1299
AZURDUY,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,30,50,49,70,119
BATALLAS,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,66,33,27,108,93,201
BAURES,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,28,36,42,70,70,140
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,23,32,28,39,67
BELEN DE URMIRI,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,21,33,29,41,70
BELLA FLOR,otras vacunaciones,influenza estacional,2024-05-01,0,0,2,7,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,59,52,68,62,130
BERMEJO,otras vacunaciones,influenza estacional,2024-05-01,3,3,0,0,2,1,0,0,2,1,0,0,8,6,0,0,9,11,18,34,303,293,266,353,611,702,1313
BETANZOS,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,98,341,408,438,506,944
BOLIVAR,otras vacunaciones,influenza estacional,2024-05-01,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,2,17,19,105,114,127,136,263
BOLPEBRA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,28,28,5,5,50,22,87,56,143
BOYUIBE,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,87,97,88,98,186
BUENA VISTA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,55,49,40,116,95,211
CABEZAS,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,96,73,78,153,174,327
CAIROMA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,52,55,79,72,151
"CAIZA ""D""",otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,32,102,169,123,201,324
CAJUATA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,49,35,79,64,143
CALACOTO,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,211,230,214,233,447
CALAMARCA,otras vacunaciones,influenza estacional,2024-05-01,1,0,1,1,0,0,0,0,0,0,3,0,0,0,15,28,3,3,5,6,38,62,38,46,104,146,250
CAMARGO,otras vacunaciones,influenza estacional,2024-05-01,6,1,26,25,1,2,6,10,0,0,8,6,0,1,4,1,4,7,11,23,30,37,69,120,165,233,398
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional,2024-05-01,0,1,7,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,7,6,12,23,28,35,63
CAMIRI,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,235,41,60,262,295,557
CAPINOTA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,66,183,286,263,352,615
CAQUIAVIRI,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,26,58,69,95,95,190
CARACOLLO,otras vacunaciones,influenza estacional,2024-05-01,2,0,9,6,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,2,63,72,129,135,204,219,423
CARANAVI,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,105,188,127,365,232,597
CARANGAS,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,10
CARAPARI,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,1,53,39,99,110,158,154,312
CARIPUYO,otras vacunaciones,influenza estacional,2024-05-01,0,0,11,6,0,0,3,1,0,0,0,0,0,0,1,0,1,0,4,2,4,11,190,262,214,282,496
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,108,116,121,126,247
CATACORA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,15,17,20,25,45
CHACARILLA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,11,8,21,17,38
CHALLAPATA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,40,47,212,251,255,304,559
CHAQUI,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,90,109,116,138,254
CHARAGUA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,155,179,245,298,400,698
CHARAÑA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,47,37,48,85
CHAYANTA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,67,105,75,112,187
CHIMORE,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,65,87,77,158,142,300
CHIPAYA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,29,30,32,62
CHOQUE COTA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,11,8,17,25
CHUA COCANI,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,5,9,5,14
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,71,42,98,69,167
CHUMA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,209,205,236,231,467
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,63,56,64,120
CKOCHAS,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,76,154,202,233,278,511
CLIZA,otras vacunaciones,influenza estacional,2024-05-01,8,7,16,18,2,1,3,5,2,0,7,2,3,2,12,11,3,4,18,18,110,98,181,262,365,428,793
COBIJA,otras vacunaciones,influenza estacional,2024-05-01,1,0,2,7,0,0,1,3,0,0,6,2,1,3,14,20,6,10,73,120,56,51,463,464,623,680,1303
COCAPATA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,127,141,189,273,316,589
COCHABAMBA,otras vacunaciones,influenza estacional,2024-05-01,4,5,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,12,0,0,5974,6769,1280,1509,7262,8297,15559
COIPASA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,18,19,18,37
COLCAPIRHUA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,196,213,297,383,493,876
"COLCHA ""K""",otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,113,92,135,176,248,424
COLLANA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,2,9,9,18
COLOMI,otras vacunaciones,influenza estacional,2024-05-01,1,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71,88,113,141,187,234,421
COLPA BELGICA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,27,1,2,40,29,69
COLQUECHACA,otras vacunaciones,influenza estacional,2024-05-01,0,0,7,18,0,0,2,4,0,0,3,4,0,0,2,2,0,0,0,0,16,25,131,166,161,219,380
COLQUENCHA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,0,0,58,74,12,15,73,93,166
COLQUIRI,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,142,167,153,185,338
COMANCHE,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,12,7,19
COMARAPA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,67,65,73,113,140,253
COMBAYA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,23,23,26,28,54
CONCEPCION,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,80,27,38,138,118,256
CORIPATA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,31,45,20,87,51,138
CORO CORO,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,17,77,87,110,104,214
COROICO,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,47,47,32,104,79,183
CORQUE,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,18,92,114,118,132,250
COTAGAITA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,126,210,297,491,424,706,1130
COTOCA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,111,13,12,130,123,253
CRUZ DE MACHACAMARCA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,4,11,10,21
CUATRO CAÑADAS,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,34,192,246,209,280,489
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,6,7,12,24,20,32,52
CUEVO,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,53,82,65,92,157
CULPINA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,5,0,7,74,100,41,51,123,164,287
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,58,76,76,99,175
CURVA,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,15,22,19,26,45
DESAGUADERO,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,53,68,67,81,148
EL ALTO,otras vacunaciones,influenza estacional,2024-05-01,238,212,352,377,27,28,96,114,19,23,120,138,33,75,162,333,143,342,610,432,1377,1407,1044,1049,4221,4530,8751
EL CHORO,otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,36,58,59,76,135
EL PUENTE(STC),otras vacunaciones,influenza estacional,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,39,115,108,157,147,304
