,group,variable,month,DT 1RA DOSIS 5 A 9 - D,DT 1RA DOSIS 5 A 9 - D,DT 1RA DOSIS 5 A 9 - F,DT 1RA DOSIS 5 A 9 - F,DT 1RA DOSIS 10 AÑOS - D,DT 1RA DOSIS 10 AÑOS - D,DT 1RA DOSIS 10 AÑOS - F,DT 1RA DOSIS 10 AÑOS - F,DT 1RA DOSIS 11 AÑOS - D,DT 1RA DOSIS 11 AÑOS - D,DT 1RA DOSIS 11 AÑOS - F,DT 1RA DOSIS 11 AÑOS - F,DT 1RA DOSIS 12 A 20 - D,DT 1RA DOSIS 12 A 20 - D,DT 1RA DOSIS 12 A 20 - F,DT 1RA DOSIS 12 A 20 - F,DT 1RA DOSIS 21 A 59 - D,DT 1RA DOSIS 21 A 59 - D,DT 1RA DOSIS 21 A 59 - F,DT 1RA DOSIS 21 A 59 - F,DT 1RA DOSIS 60 Y MAS - D,DT 1RA DOSIS 60 Y MAS - D,DT 1RA DOSIS 60 Y MAS - F,DT 1RA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
PAPEL PAMPA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,6
PATACAMAYA,otras vacunaciones,dt 1ra dosis,2024-01-01,2,6,0,0,0,0,0,0,0,4,0,0,2,5,0,0,5,17,4,4,0,0,0,0,13,36,49
PAZÑA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,0,0,0,0,3,4,7
PELECHUCO,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,4,11,0,2,0,0,0,0,6,17,23
POCOATA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,2,5,3,4,0,0,0,0,6,16,22
POCONA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,4,2,1,0,0,0,0,0,7,4,11
POJO (CBBA),otras vacunaciones,dt 1ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,9,2,5,0,0,0,0,8,16,24
POOPO,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,3,1,0,0,0,0,0,9,4,13
PORCO,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,2,1,0,0,0,0,4,24,28
PORONGO,otras vacunaciones,dt 1ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PORTACHUELO,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,4,16,0,1,0,1,0,0,4,29,33
PORVENIR,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,3,2,5
POTOSI,otras vacunaciones,dt 1ra dosis,2024-01-01,1,3,0,0,0,0,2,0,1,0,0,0,28,55,3,3,62,244,23,5,4,3,0,0,124,313,437
PRESTO,otras vacunaciones,dt 1ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0,0,0,0,0,0,2,6,8
PUCARA,otras vacunaciones,dt 1ra dosis,2024-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
PUCARANI,otras vacunaciones,dt 1ra dosis,2024-01-01,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,5,6,0,0,0,0,0,0,8,10,18
PUERTO ACOSTA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
PUERTO CARABUCO,otras vacunaciones,dt 1ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,1,4
PUERTO GONZALO MORENO,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2
PUERTO QUIJARRO,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,0,0,2,6,0,0,0,0,5,9,14
PUERTO RICO,otras vacunaciones,dt 1ra dosis,2024-01-01,1,2,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,7,8
PUERTO SILES,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
PUERTO SUAREZ,otras vacunaciones,dt 1ra dosis,2024-01-01,3,6,1,0,0,0,0,0,0,0,0,0,8,3,1,0,5,3,0,0,0,0,0,0,18,12,30
PUERTO VILLARROEL,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,2,2,18,0,0,1,1,0,0,3,1,0,0,8,9,1,1,0,0,0,0,15,32,47
PUNA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,1,0,0,1,5,0,0,9,6,0,2,0,1,0,0,10,16,26
PUNATA,otras vacunaciones,dt 1ra dosis,2024-01-01,4,0,2,4,0,1,1,1,1,1,0,1,4,3,3,5,12,14,12,25,0,0,0,0,39,55,94
QUILLACOLLO,otras vacunaciones,dt 1ra dosis,2024-01-01,3,2,0,1,1,0,0,0,1,0,0,0,4,8,1,2,6,11,5,3,0,0,0,0,21,27,48
QUIME,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7,0,0,0,0,0,0,0,9,1,10
RAQAYPAMPA(ETA),otras vacunaciones,dt 1ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,3
RAVELO,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,1,2,0,0,1,0,0,0,0,0,0,3,0,4,2,1,0,5,0,0,0,0,4,15,19
REYES,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,0,0,0,0,0,0,2,6,8
RIBERALTA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,1,0,0,4,24,33,32,0,0,0,0,1,27,0,0,1,40,0,0,0,0,0,0,39,124,163
ROBORE,otras vacunaciones,dt 1ra dosis,2024-01-01,2,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,2,0,0,0,0,0,0,0,8,5,13
RURRENABAQUE,otras vacunaciones,dt 1ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,12,21,1,2,0,0,0,0,16,28,44
SABAYA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SACABA,otras vacunaciones,dt 1ra dosis,2024-01-01,1,2,5,9,3,2,0,2,2,2,1,4,12,15,5,9,19,43,13,18,0,0,0,0,61,106,167
SACABAMBA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,3,4,0,0,0,0,6,5,11
SACACA,otras vacunaciones,dt 1ra dosis,2024-01-01,1,3,0,0,0,1,0,0,0,0,0,0,0,4,2,2,1,1,0,6,0,0,0,0,4,17,21
SAIPINA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,2,6,0,0,0,0,0,0,4,9,13
SAN ANDRES,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,5,0,0,0,0,1,0,0,0,0,0,2,0,0,3,6,0,0,0,0,0,0,8,9,17
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,1,9,10
SAN BENITO,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,0,5,8,0,1,0,0,0,0,9,12,21
SAN BORJA,otras vacunaciones,dt 1ra dosis,2024-01-01,5,0,5,5,0,0,1,0,3,1,1,7,4,16,8,16,10,36,5,9,3,0,1,0,46,90,136
SAN BUENA VENTURA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,1,0,1,1,0,0,0,0,0,0,1,2,0,4,1,5,1,17,0,0,0,0,5,29,34
SAN CARLOS,otras vacunaciones,dt 1ra dosis,2024-01-01,0,2,1,0,0,0,0,0,0,0,1,0,0,4,0,0,1,3,0,0,0,0,0,0,3,9,12
SAN IGNACIO,otras vacunaciones,dt 1ra dosis,2024-01-01,2,3,0,0,6,11,0,10,0,0,0,0,8,9,0,0,3,11,0,0,1,0,0,0,20,44,64
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 1ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN JAVIER(STC),otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,0,0,0,0,0,0,2,23,25
SAN JOAQUIN,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,8,8
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 1ra dosis,2024-01-01,1,1,4,4,0,0,1,0,0,0,0,0,3,6,2,6,1,1,0,1,0,0,0,0,12,19,31
SAN JULIAN,otras vacunaciones,dt 1ra dosis,2024-01-01,0,1,1,0,1,1,1,1,2,1,1,0,5,31,11,12,17,57,55,20,2,1,7,3,103,128,231
SAN LORENZO(TJA),otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,2,0,0,0,0,0,0,0,0,2,9,0,0,1,16,3,1,1,1,0,0,7,29,36
SAN LUCAS,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,8,0,1,0,0,0,0,3,14,17
SAN MATIAS,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,2,6,8
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,7,7,0,0,0,0,0,0,10,12,22
SAN PABLO DE LIPEZ,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN PEDRO,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,2,3,5
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,5,0,2,4,16,0,2,0,0,0,0,6,26,32
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 1ra dosis,2024-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,1,0,0,0,3,6,9
SAN PEDRO DE MACHA,otras vacunaciones,dt 1ra dosis,2024-01-01,1,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,8,0,0,0,0,0,1,3,17,20
SAN PEDRO DE QUEMES,otras vacunaciones,dt 1ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN PEDRO(PND),otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,3
SAN RAFAEL,otras vacunaciones,dt 1ra dosis,2024-01-01,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,1,11,12
SAN RAMON BENI,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,11,11
SAN RAMON SCZ,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,15,0,1,0,0,0,0,7,16,23
SANTA ANA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,1,0,0,2,0,0,0,0,0,0,0,5,0,1,0,4,4,0,1,1,0,0,0,13,6,19
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 1ra dosis,2024-01-01,68,101,13,11,18,30,5,2,12,19,5,1,109,180,32,17,376,655,91,45,1,2,0,0,730,1063,1793
SANTA ROSA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,1,14,15
SANTA ROSA DEL SARA,otras vacunaciones,dt 1ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,10,6,0,0,0,0,0,0,12,14,26
SANTIAGO DE CALLAPA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,4
SANTIAGO DE HUARI,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,1,1,0,0,0,0,2,8,10
SANTIVAÑES,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,13,17,0,0,0,0,14,23,37
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,4,0,1,6,5,0,0,0,0,12,10,22
SAPAHAQUI,otras vacunaciones,dt 1ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,1,0,0,0,4,4,8
SHINAOTA,otras vacunaciones,dt 1ra dosis,2024-01-01,2,0,0,0,0,0,0,0,0,0,0,1,4,2,43,8,5,9,5,7,0,0,0,0,59,27,86
SICA SICA (VILLA AROMA),otras vacunaciones,dt 1ra dosis,2024-01-01,5,13,0,1,0,0,0,0,0,0,0,0,2,7,1,0,0,8,0,0,0,0,0,0,8,29,37
SICAYA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SIPE SIPE,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,0,0,1,0,0,0,0,0,3,6,9
SOPACHUY,otras vacunaciones,dt 1ra dosis,2024-01-01,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,4,6
SORACACHI,otras vacunaciones,dt 1ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,1,0,0,0,3,4,7
SORATA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SUCRE,otras vacunaciones,dt 1ra dosis,2024-01-01,10,5,0,0,1,0,0,0,3,1,0,0,14,16,1,0,77,72,32,35,13,6,0,1,151,136,287
TACACHI,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
TACOPAYA,otras vacunaciones,dt 1ra dosis,2024-01-01,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,3,4,7
TAHUA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TAPACARI,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,5,0,4,0,0,0,0,2,11,13
TARATA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,2,0,0,0,0,0,0,2,6,8
TARIJA,otras vacunaciones,dt 1ra dosis,2024-01-01,3,2,0,0,1,3,1,0,2,0,0,0,26,39,6,7,90,214,1,11,4,2,0,0,134,278,412
TARVITA,otras vacunaciones,dt 1ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TEOPONTE,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,0,0,0,0,0,0,0,0,0,4,7,11
TIAHUANACU,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
TINGUIPAYA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,2,4,6
TIPUANI,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,2,4,6
TIQUIPAYA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,0,0,0,0,0,4,5,9
TIRAQUE (CBBA),otras vacunaciones,dt 1ra dosis,2024-01-01,1,1,2,0,0,0,0,0,0,0,0,1,6,10,6,7,6,20,8,6,0,0,0,0,29,45,74
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOCO,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,1,0,0,0,0,4,5,9
TOLATA,otras vacunaciones,dt 1ra dosis,2024-01-01,1,1,0,0,0,0,0,1,0,0,0,0,1,0,7,0,0,1,1,0,0,0,0,0,10,3,13
TOLEDO,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,5,6
TOMAVE,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,3,2,5
TORO TORO,otras vacunaciones,dt 1ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,4,0,0,0,0,3,12,15
TOTORA(CBBA),otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3,0,1,0,0,0,0,2,8,10
TOTORA(ORR),otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TRIGAL,otras vacunaciones,dt 1ra dosis,2024-01-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
TRINIDAD,otras vacunaciones,dt 1ra dosis,2024-01-01,7,20,22,16,1,0,0,0,0,0,0,0,7,17,0,0,34,94,0,0,1,2,0,0,72,149,221
TUPIZA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,1,1,0,0,9,5,0,0,8,41,0,4,0,0,0,0,18,51,69
TURCO,otras vacunaciones,dt 1ra dosis,2024-01-01,2,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
UMALA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,1,2,0,0,0,0,2,14,16
UNCIA,otras vacunaciones,dt 1ra dosis,2024-01-01,1,0,0,0,0,1,0,0,0,0,0,0,1,4,4,0,5,18,11,2,0,2,0,0,22,27,49
URIONDO (A. CONCEPCION),otras vacunaciones,dt 1ra dosis,2024-01-01,1,0,0,0,1,1,0,0,0,0,0,0,4,1,0,0,6,23,0,1,1,0,0,0,13,26,39
URUBICHA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,2,1,0,0,0,0,7,5,12
UYUNI,otras vacunaciones,dt 1ra dosis,2024-01-01,1,3,0,0,0,0,0,0,1,0,0,1,1,4,0,0,6,27,3,7,0,0,0,0,12,42,54
VACAS,otras vacunaciones,dt 1ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,3,5
VALLEGRANDE,otras vacunaciones,dt 1ra dosis,2024-01-01,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10
VIACHA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,1,0,0,0,2,6,0,0,8,11,32,3,10,52,25,28,1,1,0,0,79,101,180
VILLA CHARCAS,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA MONTES,otras vacunaciones,dt 1ra dosis,2024-01-01,1,2,0,0,0,0,0,0,0,0,0,0,2,10,41,2,21,36,14,4,1,0,0,0,80,54,134
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
VILLA RIVERO,otras vacunaciones,dt 1ra dosis,2024-01-01,0,1,0,0,0,0,0,0,1,0,0,0,3,9,2,4,3,8,5,4,0,0,0,0,14,26,40
VILLA SERRANO,otras vacunaciones,dt 1ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,7,7
VILLA TUNARI,otras vacunaciones,dt 1ra dosis,2024-01-01,0,2,0,1,0,0,0,0,0,0,1,0,10,8,6,6,16,35,18,17,1,0,0,0,52,69,121
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 1ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,3
VILLAZON,otras vacunaciones,dt 1ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,11,21,2,11,1,1,0,0,16,36,52
VINTO,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,2,9,6,2,2,0,0,0,0,12,14,26
VITICHI,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,1,0,0,1,7,8
WARNES,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,122,62,9,21,0,0,0,0,0,0,0,0,131,83,214
YACUIBA,otras vacunaciones,dt 1ra dosis,2024-01-01,2,0,1,0,0,0,1,1,0,1,0,1,8,16,14,3,29,77,14,7,0,0,0,0,69,106,175
YAMPARAEZ,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
YANACACHI,otras vacunaciones,dt 1ra dosis,2024-01-01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
YAPACANI,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,14,16,0,3,0,0,0,0,0,0,0,0,14,19,33
YOCALLA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,2,0,0,0,0,1,8,9
YUNCHARA,otras vacunaciones,dt 1ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
ACACIO,otras vacunaciones,dt 1ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
ACHACACHI,otras vacunaciones,dt 1ra dosis,2024-02-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,3
ACHOCALLA,otras vacunaciones,dt 1ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,9,0,0,0,0,0,0,4,15,19
AIQUILE,otras vacunaciones,dt 1ra dosis,2024-02-01,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,2,2,0,0,0,0,0,0,6,3,9
ALCALA,otras vacunaciones,dt 1ra dosis,2024-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ALTO BENI,otras vacunaciones,dt 1ra dosis,2024-02-01,0,1,0,0,0,0,0,0,2,0,1,4,2,1,1,2,0,0,0,0,0,0,0,0,6,8,14
ANCORAIMES,otras vacunaciones,dt 1ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
ANDAMARCA,otras vacunaciones,dt 1ra dosis,2024-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,2,4,6
ANTEQUERA,otras vacunaciones,dt 1ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,2,3
ANZALDO,otras vacunaciones,dt 1ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
APOLO,otras vacunaciones,dt 1ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
ARAMPAMPA,otras vacunaciones,dt 1ra dosis,2024-02-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,5,6
ARANI,otras vacunaciones,dt 1ra dosis,2024-02-01,0,0,1,2,0,0,0,0,1,0,0,0,2,1,1,1,2,5,1,4,0,0,0,0,8,13,21
ARBIETO,otras vacunaciones,dt 1ra dosis,2024-02-01,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,7,0,1,0,0,0,0,5,10,15
ARQUE,otras vacunaciones,dt 1ra dosis,2024-02-01,0,3,2,1,0,0,0,1,0,2,2,2,2,7,26,31,2,4,0,1,0,0,0,0,34,52,86
ASCENCION DE GUARAYOS,otras vacunaciones,dt 1ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0,0,11,20,31
ATOCHA,otras vacunaciones,dt 1ra dosis,2024-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,12,2,1,0,0,0,0,7,15,22
