,group,variable,month,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - F,TOTALES,TOTALES,TOTALES
ARQUE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
ATOCHA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BATALLAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
BERMEJO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,2,5
BOLIVAR,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
BOLPEBRA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
BUENA VISTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CABEZAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"CAIZA ""D""",otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CAMIRI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
CAPINOTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
CARACOLLO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARANAVI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
CARAPARI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,7,3,10
CHALLAPATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,3,4
CHARAGUA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CKOCHAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CLIZA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
COBIJA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,3
COCHABAMBA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,2,0,0,0,6,6,12
COLCAPIRHUA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,10
"COLCHA ""K""",otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
COLOMI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
COLPA BELGICA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
COLQUENCHA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CONCEPCION,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COROICO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6
COTAGAITA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
COTOCA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,2,5
CUEVO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,1,5
EL ALTO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,21,5,6,0,2,0,0,13,31,44
EL CHORO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EL PUENTE(STC),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
EL TORNO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
FILADELFIA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
GUANAY,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GUAYARAMERIN,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GUTIERREZ,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
HUANUNI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,3,4
HUATAJATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
INQUISIVI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4
IRUPANA (VILLA DE LANZA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,4,6
JESUS DE MACHACA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
LA GUARDIA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8
LA PAZ,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,78,2,7,0,0,0,0,22,85,107
LA RIVERA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LLALLAGUA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
MAIRANA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
MIZQUE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MONTEAGUDO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
MONTERO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MOROCHATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,1,4
OCURI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ORURO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,6,14,0,0,0,0,15,37,52
PADILLA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PAILON,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
PALOS BLANCOS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PATACAMAYA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,1,5,6
PAZÑA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
POJO (CBBA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PORCO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
POTOSI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,1,0,0,0,0,0,12,15,27
PUCARANI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,2,0,0,0,0,2,7,9
PUERTO SUAREZ,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,16
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUNA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
PUNATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
QUIABAYA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
QUILLACOLLO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,0,3,9,12
RIBERALTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ROBORE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SABAYA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SACABA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,23,5,3,0,0,0,0,13,28,41
SACABAMBA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
SAN ANDRES DE MACHACA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
SAN BORJA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
SAN BUENA VENTURA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,3,4,7
SAN JOSE DE CHIQUITOS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4
SAN JULIAN,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,6,10,16
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SAN LUCAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
SAN MATIAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN MIGUEL DE VELASCO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
SAN PEDRO DE BUENA VISTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,57,0,1,0,0,0,0,13,58,71
SANTIAGO DE HUARI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTIAGO DE HUATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
SAPAHAQUI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SIPE SIPE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
SORATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
SUCRE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,21,0,0,0,0,13,30,43
TAPACARI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,2,3,5
TARATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
TARIJA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,0,0,0,0,0,0,13,32,45
TARVITA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TEOPONTE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TIQUIPAYA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,3,10,13
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
TOCO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TOLEDO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
TRINIDAD,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,1,0,0,0,0,1,17,18
TUPIZA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
UYUNI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
VACAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
VIACHA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
VILLA MONTES,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,1,5
VILLA RIVERO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
VILLA TUNARI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,0,0,2,19,21
VILLAZON,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,5,6
VINTO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,3,31,0,0,5,20,0,0,0,0,0,0,8,51,59
WALDO BALLIVIAN,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
WARNES,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,2,7,9
YACUIBA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,0,0,0,0,0,0,6,2,8
YAPACANI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ACHOCALLA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
AIQUILE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
ANDAMARCA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ARQUE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
ATOCHA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,3
BATALLAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
