,group,variable,month,DT 2DA DOSIS 5 A 9 - D,DT 2DA DOSIS 5 A 9 - D,DT 2DA DOSIS 5 A 9 - F,DT 2DA DOSIS 5 A 9 - F,DT 2DA DOSIS 10 AÑOS - D,DT 2DA DOSIS 10 AÑOS - D,DT 2DA DOSIS 10 AÑOS - F,DT 2DA DOSIS 10 AÑOS - F,DT 2DA DOSIS 11 AÑOS - D,DT 2DA DOSIS 11 AÑOS - D,DT 2DA DOSIS 11 AÑOS - F,DT 2DA DOSIS 11 AÑOS - F,DT 2DA DOSIS 12 A 20 - D,DT 2DA DOSIS 12 A 20 - D,DT 2DA DOSIS 12 A 20 - F,DT 2DA DOSIS 12 A 20 - F,DT 2DA DOSIS 21 A 59 - D,DT 2DA DOSIS 21 A 59 - D,DT 2DA DOSIS 21 A 59 - F,DT 2DA DOSIS 21 A 59 - F,DT 2DA DOSIS 60 Y MAS - D,DT 2DA DOSIS 60 Y MAS - D,DT 2DA DOSIS 60 Y MAS - F,DT 2DA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
POTOSI,otras vacunaciones,dt 2da dosis,2024-01-01,21,9,6,4,0,0,1,0,0,0,0,0,9,31,0,1,30,159,13,2,2,1,0,0,82,207,289
PRESTO,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,1,5,6
PUERTO ACOSTA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
PUERTO CARABUCO,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,9,0,9
PUERTO GONZALO MORENO,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
PUERTO QUIJARRO,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,97,0,2,4,2,0,0,0,0,0,104,4,108
PUERTO RICO,otras vacunaciones,dt 2da dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,6,7
PUERTO SILES,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUERTO SUAREZ,otras vacunaciones,dt 2da dosis,2024-01-01,0,5,0,0,0,0,0,0,0,1,0,0,2,0,1,0,16,8,0,0,2,0,0,0,21,14,35
PUERTO VILLARROEL,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,8,0,0,0,0,0,0,1,5,0,1,2,9,0,3,0,0,0,0,3,26,29
PUNA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,0,2,5,7
PUNATA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,1,0,0,1,0,0,0,0,0,3,6,3,5,1,4,1,9,0,0,0,0,9,25,34
QUILLACOLLO,otras vacunaciones,dt 2da dosis,2024-01-01,2,0,1,1,2,1,0,0,0,2,0,0,2,4,1,3,15,21,2,2,0,0,0,0,25,34,59
RAQAYPAMPA(ETA),otras vacunaciones,dt 2da dosis,2024-01-01,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,6,6,12
RAVELO,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,1,5,6
REYES,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,6,6
RIBERALTA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,1,17,0,1,0,0,0,0,3,22,0,0,4,32,0,0,0,0,0,0,8,72,80
ROBORE,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,9,6,0,0,5,4,0,0,0,0,0,0,15,10,25
RURRENABAQUE,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,2,17,1,0,2,1,0,0,21,19,40
SABAYA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
SACABA,otras vacunaciones,dt 2da dosis,2024-01-01,0,1,1,0,0,0,0,0,0,0,0,0,1,12,1,6,6,28,9,10,1,0,0,0,19,57,76
SACABAMBA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,1,3
SACACA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,12,12
SAIPINA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,3,1,4
SAMAIPATA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN ANDRES,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,4,0,0,0,0,0,0,5,6,11
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,5,6
SAN BENITO,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,3,0,0,0,0,0,0,5,5,10
SAN BORJA,otras vacunaciones,dt 2da dosis,2024-01-01,0,1,0,0,0,0,2,1,0,0,0,1,2,8,3,7,2,22,6,10,0,0,0,0,15,50,65
SAN BUENA VENTURA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,1,0,0,0,0,3,4,7
SAN CARLOS,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,5,1,0,2,8,0,1,0,0,0,0,5,14,19
SAN IGNACIO,otras vacunaciones,dt 2da dosis,2024-01-01,0,2,0,0,1,4,0,8,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,2,20,22
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,4,3,0,0,0,0,0,0,6,6,12
SAN JAVIER(BNI),otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,3,4
SAN JAVIER(STC),otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,4,13,17
SAN JOAQUIN,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,8,8
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,2,0,0,0,0,0,0,0,1,0,1,6,0,3,0,2,0,0,0,0,0,0,4,11,15
SAN JULIAN,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,1,0,0,0,2,0,7,5,2,5,8,49,34,12,0,0,1,1,55,72,127
SAN LORENZO(PND),otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN LORENZO(TJA),otras vacunaciones,dt 2da dosis,2024-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,1,10,0,1,0,0,0,0,3,15,18
SAN LUCAS,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,5,5
SAN MATIAS,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,2,1,0,0,0,0,7,9,16
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 2da dosis,2024-01-01,1,0,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,7,0,0,0,0,0,0,3,18,21
SAN PEDRO,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,7,0,0,0,0,0,0,1,9,10
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 2da dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO DE MACHA,otras vacunaciones,dt 2da dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,6,0,1,0,0,0,1,1,15,16
SAN PEDRO(PND),otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,3
SAN RAFAEL,otras vacunaciones,dt 2da dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4
SAN RAMON BENI,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,4
SAN RAMON SCZ,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,4,0,0,0,0,1,12,13
SANTA ANA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,7,2,0,0,2,0,0,8,10,18
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 2da dosis,2024-01-01,26,42,4,4,8,18,18,21,15,13,5,2,67,189,128,14,363,777,62,37,5,3,1,1,702,1121,1823
SANTA ROSA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,8,0,0,0,0,0,0,1,10,11
SANTA ROSA DEL SARA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,14,0,0,0,1,0,0,2,19,21
SANTIAGO DE CALLAPA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,3
SANTIAGO DE HUARI,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,1,0,0,0,0,1,6,7
SANTIVAÑES,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,0,0,0,0,2,5,7
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,3,2,5
SAPAHAQUI,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SENA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3
SHINAOTA,otras vacunaciones,dt 2da dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,1,1,0,45,3,2,5,8,10,0,0,0,0,57,19,76
SICA SICA (VILLA AROMA),otras vacunaciones,dt 2da dosis,2024-01-01,1,4,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,2,8,10
SICAYA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
SIPE SIPE,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,1,0,0,0,0,2,7,9
SOPACHUY,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SORATA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SUCRE,otras vacunaciones,dt 2da dosis,2024-01-01,0,1,0,0,0,0,0,0,0,1,0,0,5,9,0,0,28,39,1,2,3,4,0,0,37,56,93
TACACHI,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TACOPAYA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,2,0,0,0,1,0,0,0,1,3,0,1,2,0,1,1,6,5,0,0,0,0,13,10,23
TAPACARI,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,0,4,6,3,8,0,0,0,0,10,17,27
TARACO,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TARATA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
TARIJA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,2,0,0,0,0,1,0,19,24,0,0,34,169,2,7,2,1,0,0,58,203,261
TEOPONTE,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,4
TINGUIPAYA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,3
TIPUANI,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
TIQUIPAYA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,3,4,4,5,4,3,9,0,0,0,0,14,20,34
TIRAQUE (CBBA),otras vacunaciones,dt 2da dosis,2024-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,9,4,2,4,3,1,1,0,0,0,0,10,15,25
TOCO,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0,0,0,0,2,7,9
TODOS SANTOS,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2
TOLATA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,0,0,0,0,0,0,0,8,0,8
TOLEDO,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOMAVE,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,2,3
TORO TORO,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,1,0,0,0,0,0,10,10
TOTORA(CBBA),otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,13,13
TOTORA(ORR),otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TRINIDAD,otras vacunaciones,dt 2da dosis,2024-01-01,0,17,0,0,0,0,0,0,0,0,0,0,0,9,0,0,15,62,0,0,1,0,0,0,16,88,104
TUPIZA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,4,27,0,1,0,0,0,0,10,35,45
TURCO,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
UMALA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
UNCIA,otras vacunaciones,dt 2da dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,5,10,2,0,6,3,4,1,0,0,0,14,18,32
URIONDO (A. CONCEPCION),otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,0,1,0,0,1,6,7
URUBICHA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,1,5,1,0,0,0,3,10,13
UYUNI,otras vacunaciones,dt 2da dosis,2024-01-01,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,19,1,1,0,0,0,0,4,25,29
VACAS,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,1,0,0,0,0,0,0,5,5,10
VALLEGRANDE,otras vacunaciones,dt 2da dosis,2024-01-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
VIACHA,otras vacunaciones,dt 2da dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,8,6,30,0,6,58,6,7,0,0,0,0,50,72,122
VILA VILA,otras vacunaciones,dt 2da dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,3
VILLA CHARCAS,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,3,4
VILLA MONTES,otras vacunaciones,dt 2da dosis,2024-01-01,0,1,0,0,0,1,0,0,0,0,0,0,1,5,10,0,6,31,2,4,0,0,0,0,19,42,61
VILLA RIVERO,otras vacunaciones,dt 2da dosis,2024-01-01,0,1,0,0,0,0,0,1,0,0,0,1,1,2,0,2,3,7,3,1,0,0,0,0,7,15,22
VILLA SERRANO,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,1,0,0,2,11,6,2,22,45,3,5,0,0,0,0,33,64,97
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,4,1,5
VILLAZON,otras vacunaciones,dt 2da dosis,2024-01-01,1,1,0,0,0,1,0,0,1,0,0,0,1,7,1,1,2,14,1,4,0,0,0,0,7,28,35
VINTO,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,1,1,5,1,3,0,0,0,0,4,12,16
VITICHI,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
WARNES,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,35,53,10,15,0,0,0,0,0,0,0,0,45,68,113
YACUIBA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,8,13,1,2,12,40,6,4,0,0,0,0,27,60,87
YAMPARAEZ,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,3,1,4
YANACACHI,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
YAPACANI,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,18,3,1,0,0,0,0,0,0,0,0,4,19,23
YOCALLA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
YUNCHARA,otras vacunaciones,dt 2da dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,1,4,5
ACACIO,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ACHOCALLA,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,6,0,1,1,0,0,0,1,14,15
AIQUILE,otras vacunaciones,dt 2da dosis,2024-02-01,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,2,0,0,0,0,0,0,5,6,11
ALTO BENI,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,4,0,0,0,0,2,2,3,2,0,1,1,3,0,0,0,0,0,0,0,0,6,12,18
ANDAMARCA,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
ANTEQUERA,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
ANZALDO,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,2,4
APOLO,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
ARAMPAMPA,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,5,6
ARANI,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,1,0,4,0,0,0,0,5,11,16
ARBIETO,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,1,7,0,2,0,0,0,0,2,13,15
ARQUE,otras vacunaciones,dt 2da dosis,2024-02-01,1,0,1,0,0,0,1,0,0,0,1,0,2,4,5,6,0,4,2,2,0,0,0,0,13,16,29
ASCENCION DE GUARAYOS,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,1,0,0,0,0,2,20,22
ATOCHA,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,1,9,10
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 2da dosis,2024-02-01,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
AZURDUY,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
BATALLAS,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,5,16,0,1,0,0,0,0,5,21,26
BAURES,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,3
BELLA FLOR,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,2,3
BERMEJO,otras vacunaciones,dt 2da dosis,2024-02-01,1,3,0,0,1,0,7,3,0,0,10,12,2,4,18,23,3,14,1,3,0,0,0,0,43,62,105
BETANZOS,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,7,1,0,0,0,0,0,3,10,13
BOLIVAR,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,1,8,9
BOLPEBRA,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BOYUIBE,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,0,4
BUENA VISTA,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,2,0,0,0,0,0,2,9,11
CABEZAS,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,7,13,8,11,1,0,3,2,19,30,49
CAIROMA,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
"CAIZA ""D""",otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,7,1,0,0,0,0,0,4,10,14
CAJUATA,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
CALACOTO,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
CALAMARCA,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,2,4
CAMARGO,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CAMIRI,otras vacunaciones,dt 2da dosis,2024-02-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,11,1,12
CAPINOTA,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,4,0,0,1,0,0,0,6,5,11
CARACOLLO,otras vacunaciones,dt 2da dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,7,0,0,0,0,0,0,4,9,13
