,group,variable,month,VPH 1RA DOSIS (DOSIS UNICA) 5 A 9 - D,VPH 1RA DOSIS (DOSIS UNICA) 5 A 9 - D,VPH 1RA DOSIS (DOSIS UNICA) 5 A 9 - F,VPH 1RA DOSIS (DOSIS UNICA) 5 A 9 - F,VPH 1RA DOSIS (DOSIS UNICA) 10 AÑOS - D,VPH 1RA DOSIS (DOSIS UNICA) 10 AÑOS - D,VPH 1RA DOSIS (DOSIS UNICA) 10 AÑOS - F,VPH 1RA DOSIS (DOSIS UNICA) 10 AÑOS - F,VPH 1RA DOSIS (DOSIS UNICA) 11 AÑOS - D,VPH 1RA DOSIS (DOSIS UNICA) 11 AÑOS - D,VPH 1RA DOSIS (DOSIS UNICA) 11 AÑOS - F,VPH 1RA DOSIS (DOSIS UNICA) 11 AÑOS - F,VPH 1RA DOSIS (DOSIS UNICA) 12 A 20 - D,VPH 1RA DOSIS (DOSIS UNICA) 12 A 20 - D,VPH 1RA DOSIS (DOSIS UNICA) 12 A 20 - F,VPH 1RA DOSIS (DOSIS UNICA) 12 A 20 - F,VPH 1RA DOSIS (DOSIS UNICA) 21 A 59 - D,VPH 1RA DOSIS (DOSIS UNICA) 21 A 59 - D,VPH 1RA DOSIS (DOSIS UNICA) 21 A 59 - F,VPH 1RA DOSIS (DOSIS UNICA) 21 A 59 - F,VPH 1RA DOSIS (DOSIS UNICA) 60 Y MAS - D,VPH 1RA DOSIS (DOSIS UNICA) 60 Y MAS - D,VPH 1RA DOSIS (DOSIS UNICA) 60 Y MAS - F,VPH 1RA DOSIS (DOSIS UNICA) 60 Y MAS - F,TOTALES,TOTALES,TOTALES
COLOMI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,9,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67
CORO CORO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
COROICO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
COTAGAITA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COTOCA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CUATRO CAÑADAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CURAHUARA DE CARANGAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
DESAGUADERO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
EL ALTO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,26,1,58,0,8,0,21,0,7,0,11,0,0,0,0,0,0,0,0,1,131,132
EL PUENTE(STC),otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
EL VILLAR,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
ENTRE RIOS TRJ,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
EUREKA (SANTOS MERCADO),otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
EXALTACION,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
GUANAY,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,3,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81
GUAQUI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GUAYARAMERIN,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
HUANUNI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
HUARINA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUAYLLAMARCA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ICLA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
INGAVI (HUMAITA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
INQUISIVI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
IXIAMAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,10
JESUS DE MACHACA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
LA GUARDIA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LA PAZ,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,74,0,18,0,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,110,110
LAS CARRERAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
LLALLAGUA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LORETO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
MACHARETI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MAPIRI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MIZQUE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MONTEAGUDO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28
OKINAWA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
OMEREQUE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23
ORURO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,7,1,44,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,57,58
PADCAYA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,8
PAILON,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,3,0,19,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25
PALOS BLANCOS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
PAMPA AULLAGAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
PATACAMAYA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PAZÑA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PELECHUCO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
POCOATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PORCO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
POROMA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
POTOSI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,2,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
PUERTO GONZALO MORENO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
PUERTO QUIJARRO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,20,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31
PUERTO VILLARROEL,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
PUNATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,6,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21
QUILLACOLLO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,17,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81
RURRENABAQUE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SACABA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,5,8,18,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,189,212
SACABAMBA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAN ANDRES,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN BENITO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
SAN BORJA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN BUENA VENTURA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,1,0,19,0,0,0,9,0,1,0,6,0,0,0,0,0,0,0,0,0,36,36
SAN IGNACIO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14
SAN JAVIER(BNI),otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN LORENZO(PND),otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN LORENZO(TJA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14
SAN LUCAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN MATIAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14
SAN MIGUEL DE VELASCO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31
SAN PEDRO(PND),otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,1,8,0,120,0,14,0,14,0,0,0,2,0,0,0,0,0,0,0,0,1,158,159
SANTA ROSA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SANTIAGO DE HUATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SANTIVAÑES,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
SAPAHAQUI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SENA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SHINAOTA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51
SICAYA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SIPE SIPE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SORATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SUCRE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,15,1,244,0,5,0,10,0,1,0,1,0,0,0,0,0,0,0,0,1,276,277
TACACHI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TACOPAYA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
TAPACARI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17
TARIJA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,14,0,66,0,2,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,89,89
TARVITA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,1,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,11
TIAHUANACU,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TIPUANI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
TIQUIPAYA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,9,0,73,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84
TIRAQUE (CBBA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
TOCO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
TOMINA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
TRINIDAD,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,14,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43
UYUNI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
VACAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26
VALLEGRANDE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
VILLA CHARCAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
VILLA MONTES,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,5,0,28,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,38,38
VILLA NUEVA (LOMA ALTA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
VILLA RIVERO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25
VILLA SERRANO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25
VILLA TUNARI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,19,0,119,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
VILLAZON,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,4,0,20,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,27,27
VINTO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,14,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44
WARNES,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,10,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,115
YACUIBA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,7,0,267,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,278,278
YAMPARAEZ,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
YOTALA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
YUNCHARA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ZUDAÑEZ,otras vacunaciones,vph 1ra dosis (dosis unica),2024-02-01,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22
ACHACACHI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-03-01,0,0,0,0,0,1,0,10,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,14,14
AIQUILE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-03-01,0,0,0,0,0,5,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150
ALALAY,otras vacunaciones,vph 1ra dosis (dosis unica),2024-03-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
ALCALA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-03-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ANCORAIMES,otras vacunaciones,vph 1ra dosis (dosis unica),2024-03-01,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
ANDAMARCA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ANTEQUERA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ANZALDO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
APOLO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-03-01,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
ARAMPAMPA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-03-01,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
ARANI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-03-01,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
ARBIETO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-03-01,0,0,0,0,0,3,0,65,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,71,71
ARQUE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-03-01,0,0,0,0,0,7,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41
ATOCHA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AYATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-03-01,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19
AYO AYO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-03-01,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-03-01,0,0,0,0,0,7,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36
AZURDUY,otras vacunaciones,vph 1ra dosis (dosis unica),2024-03-01,0,0,0,0,0,10,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51
BAURES,otras vacunaciones,vph 1ra dosis (dosis unica),2024-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BELLA FLOR,otras vacunaciones,vph 1ra dosis (dosis unica),2024-03-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
BERMEJO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-03-01,0,0,0,0,1,11,0,100,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,117,118
BETANZOS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-03-01,0,0,0,0,0,19,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37
BOLIVAR,otras vacunaciones,vph 1ra dosis (dosis unica),2024-03-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
BOYUIBE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-03-01,0,0,0,0,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27
CAIROMA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
