,group,variable,month,ANTIAMARILICA DOSIS UNICA 5 A 9 - D,ANTIAMARILICA DOSIS UNICA 5 A 9 - D,ANTIAMARILICA DOSIS UNICA 5 A 9 - F,ANTIAMARILICA DOSIS UNICA 5 A 9 - F,ANTIAMARILICA DOSIS UNICA 10 AÑOS - D,ANTIAMARILICA DOSIS UNICA 10 AÑOS - D,ANTIAMARILICA DOSIS UNICA 10 AÑOS - F,ANTIAMARILICA DOSIS UNICA 10 AÑOS - F,ANTIAMARILICA DOSIS UNICA 11 AÑOS - D,ANTIAMARILICA DOSIS UNICA 11 AÑOS - D,ANTIAMARILICA DOSIS UNICA 11 AÑOS - F,ANTIAMARILICA DOSIS UNICA 11 AÑOS - F,ANTIAMARILICA DOSIS UNICA 12 A 20 - D,ANTIAMARILICA DOSIS UNICA 12 A 20 - D,ANTIAMARILICA DOSIS UNICA 12 A 20 - F,ANTIAMARILICA DOSIS UNICA 12 A 20 - F,ANTIAMARILICA DOSIS UNICA 21 A 59 - D,ANTIAMARILICA DOSIS UNICA 21 A 59 - D,ANTIAMARILICA DOSIS UNICA 21 A 59 - F,ANTIAMARILICA DOSIS UNICA 21 A 59 - F,ANTIAMARILICA DOSIS UNICA 60 Y MAS - D,ANTIAMARILICA DOSIS UNICA 60 Y MAS - D,ANTIAMARILICA DOSIS UNICA 60 Y MAS - F,ANTIAMARILICA DOSIS UNICA 60 Y MAS - F,TOTALES,TOTALES,TOTALES
RIBERALTA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,7,3,0,0,0,0,0,0,9,4,13
ROBORE,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,4,4,0,3,0,0,0,0,7,7,14
RURRENABAQUE,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,2,0,0,0,0,7,13,20
SACABA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,1,0,0,0,0,0,0,1,0,0,0,13,8,1,0,12,32,9,10,0,0,0,0,36,51,87
SACACA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,9,0,1,0,0,0,0,1,12,13
SALINAS DE GARCI MENDOZA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,2,7,9
SAN BENITO,otras vacunaciones,antiamarilica dosis unica,2024-01-01,1,1,0,0,1,0,0,0,0,0,0,3,6,11,6,6,16,45,0,1,0,0,0,0,30,67,97
SAN BORJA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,3,0,0,1,0,0,0,0,1,1,0,0,1,4,0,1,3,17,0,0,0,0,0,0,8,24,32
SAN BUENA VENTURA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,1,1,0,0,0,1,0,7,4,3,7,4,13,7,8,0,0,0,0,23,33,56
SAN CARLOS,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,1,4,5
SAN IGNACIO,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,2,0,0,0,1,0,0,0,0,0,7,0,2,0,2,1,0,0,0,0,0,0,14,1,15
SAN IGNACIO DE VELASCO,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,1,0,0,0,1,0,0,0,1,5,0,0,17,15,0,0,0,0,0,0,20,20,40
SAN JAVIER(STC),otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN JOAQUIN,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,7,0,7
SAN JOSE DE CHIQUITOS,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,1,0,1,0,0,0,0,0,0,0,2,5,2,1,0,2,4,0,0,0,0,8,10,18
SAN JUAN DE YAPACANI,otras vacunaciones,antiamarilica dosis unica,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
SAN JULIAN,otras vacunaciones,antiamarilica dosis unica,2024-01-01,1,2,1,0,0,0,0,1,0,2,0,0,2,9,1,4,15,41,2,5,0,0,0,0,22,64,86
SAN LUCAS,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,5,3,0,0,0,0,0,7,11,18
SAN MATIAS,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,3,1,4
SAN MIGUEL DE VELASCO,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,4
SAN PEDRO,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,3,2,5
SAN PEDRO DE TIQUINA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,1,0,2,0,0,1,1,0,0,0,2,0,0,1,1,3,1,5,0,2,0,0,0,0,8,12,20
SAN RAMON SCZ,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA ANA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,28,51,2,0,8,9,1,0,11,10,1,0,139,127,0,1,735,754,4,9,0,0,0,0,929,961,1890
SANTA ROSA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SANTIAGO DE CALLAPA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,5
SANTIAGO DE HUARI,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2,3
SANTIVAÑES,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,4,5
SANTUARIO DE QUILLACAS,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,5,0,0,0,0,13,6,19
SAPAHAQUI,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,4,4,4,0,0,0,0,8,9,17
SENA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,1,0,11,10,0,0,1,0,0,0,0,0,1,0,2,1,2,7,1,1,0,0,0,0,19,19,38
SHINAOTA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,2,0,0,0,0,0,0,0,0,0,0,0,1,27,1,7,14,8,2,0,0,0,0,42,20,62
SIPE SIPE,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,0,0,0,0,7,2,9
SOPACHUY,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
SORATA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,4,0,0,0,0,4,9,13
SUCRE,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,1,0,0,0,1,6,0,0,25,32,1,0,39,86,7,2,0,0,0,0,74,126,200
TACACOMA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,0,0,0,4,13,17
TACOPAYA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,2,4
TAHUA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
TAPACARI,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TARACO,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,2,3,5
TARATA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
TARIJA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,1,2,1,0,2,0,0,0,1,1,0,0,27,3,0,1,35,57,3,2,0,0,0,0,70,66,136
TARVITA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,0,0,4,5,9
TEOPONTE,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
TIAHUANACU,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,3,11,0,1,0,0,0,0,4,17,21
TIPUANI,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,4
TIQUIPAYA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,3,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,9,8,0,0,0,0,0,0,14,10,24
TIRAQUE (CBBA),otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,1,7,8
TOCO,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
TOLATA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,3
TOMINA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,4,4,8
TORO TORO,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
TRINIDAD,otras vacunaciones,antiamarilica dosis unica,2024-01-01,1,2,0,0,1,0,0,0,1,1,0,0,2,6,337,35,31,33,81,13,0,0,0,0,454,90,544
TUPIZA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,24,1,0,0,3,6,0,0,0,0,0,0,28,7,35
UNCIA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,4,6,5,3,0,0,0,0,13,10,23
URIONDO (A. CONCEPCION),otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,5,7
UYUNI,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,6
VACAS,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,2,5,7
VIACHA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,2,0,0,1,0,0,0,0,1,0,0,0,12,3,1,15,5,10,1,0,0,0,0,0,22,29,51
VILA VILA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,4
VILLA MONTES,otras vacunaciones,antiamarilica dosis unica,2024-01-01,1,2,0,0,0,1,0,0,0,1,1,0,4,4,0,4,39,47,17,24,0,0,0,0,62,83,145
VILLA RIVERO,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,0,0,0,0,0,0,4,6,10
VILLA SERRANO,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,1,0,1,1,0,0,2,14,6,6,7,35,60,27,35,0,0,0,0,83,112,195
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,1,11
VILLAZON,otras vacunaciones,antiamarilica dosis unica,2024-01-01,2,3,0,1,0,0,0,0,1,0,0,1,3,5,2,2,8,19,8,15,0,0,0,0,24,46,70
VINTO,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,2,0,0,0,0,5,4,9
VITICHI,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
WALDO BALLIVIAN,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,4,0,0,0,0,0,0,5,5,10
WARNES,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,2,4,39,33,26,27,0,0,0,0,0,0,0,0,67,64,131
YACUIBA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,1,0,0,0,0,0,0,1,1,0,1,5,4,179,1,31,23,43,14,0,0,0,0,259,45,304
YANACACHI,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,3,7,0,0,0,0,6,11,17
YAPACANI,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,9,5,2,0,0,0,0,16,12,28
YUNCHARA,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ZUDAÑEZ,otras vacunaciones,antiamarilica dosis unica,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
ACACIO,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,11,0,0,0,0,10,15,25
ACHACACHI,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,194,3,0,0,0,0,198,16,214
ACHOCALLA,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,3,4
ALCALA,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ALTO BENI,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,7,16,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,8,23,31
ANCORAIMES,otras vacunaciones,antiamarilica dosis unica,2024-02-01,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,3,6
ANDAMARCA,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,2,3,5
ANTEQUERA,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,4,1,3,0,0,0,0,5,9,14
ANZALDO,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,3,7
APOLO,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,1,0,0,1,1,0,0,0,1,0,0,3,6,0,0,26,35,0,0,0,0,30,44,74
ARANI,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,13,9,2,8,0,0,0,0,17,20,37
ARBIETO,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,5,0,0,0,0,0,0,3,7,10
ASCENCION DE GUARAYOS,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,8
ATOCHA,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,11,6,17
BATALLAS,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,2,4,6
BAURES,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,4,0,0,0,0,0,40,0,40
BELEN DE ANDAMARCA,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,3,3,0,0,0,1,0,0,0,1,0,0,2,2,0,1,2,7,0,0,0,0,7,15,22
BELEN DE URMIRI,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,5,7
BELLA FLOR,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,4,0,0,0,0,6,6,12
BERMEJO,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,11,16,13,1,4,0,0,0,0,27,29,56
BOLIVAR,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
BOYUIBE,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
BUENA VISTA,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,1,0,0,0,0,5,7,12
CABEZAS,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,1,5,0,0,0,0,3,11,14
"CAIZA ""D""",otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CALACOTO,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,4,2,6
CAMARGO,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,6,4,0,0,0,0,9,5,14
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,6,0,0,0,0,0,0,8,6,14
CAMIRI,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,13,2,2,0,0,0,0,12,15,27
CAPINOTA,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,3,4,7
CAQUIAVIRI,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,5,5
CARACOLLO,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,1,4,5
CARANAVI,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,2,0,6,1,0,0,1,3,0,2,8,7,251,9,58,69,127,119,0,0,0,0,453,210,663
CARAPARI,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,2,0,0,0,2,0,0,0,0,0,0,1,2,0,0,9,9,3,7,0,0,0,0,13,22,35
CARIPUYO,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,0,0,0,0,0,0,2,9,11
CARMEN RIVERO TORREZ,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,1,0,0,0,0,1,0,0,0,5,3,1,1,6,8,5,0,0,0,0,13,18,31
CATACORA,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,2,2,4,0,0,0,0,0,0,11,8,19
CHALLAPATA,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
CHARAGUA,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,7,4,1,5,0,0,0,0,10,12,22
CHIMORE,otras vacunaciones,antiamarilica dosis unica,2024-02-01,2,2,3,3,2,0,1,1,3,0,0,1,8,6,214,3,12,22,24,11,0,0,0,0,269,49,318
CHUA COCANI,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,6,0,0,0,0,0,138,0,138
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,1,2,1,3,2,3,3,20,28,0,0,0,0,29,35,64
COBIJA,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,3,1,0,0,2,2,0,1,1,1,4,7,248,62,14,30,158,86,0,0,0,0,430,190,620
COCAPATA,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
COCHABAMBA,otras vacunaciones,antiamarilica dosis unica,2024-02-01,3,3,0,1,1,1,0,0,14,2,1,1,20,25,5,7,147,195,56,32,0,0,0,0,247,267,514
COLCAPIRHUA,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,2,8,2,6,0,0,0,0,4,18,22
"COLCHA ""K""",otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,4,0,0,0,0,1,0,0,3,5,2,2,2,5,13,9,0,1,0,0,0,0,24,23,47
COLLANA,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,2,2,4
COLOMI,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,2,3,5
COLPA BELGICA,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
COLQUENCHA,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,1,0,0,0,0,0,0,0,0,0,0,21,30,0,0,5,6,0,0,0,0,0,0,26,37,63
COMANCHE,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
COMARAPA,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
CONCEPCION,otras vacunaciones,antiamarilica dosis unica,2024-02-01,2,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,3,30,0,1,0,0,0,0,5,41,46
CORIPATA,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,5,6
CORO CORO,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,5,179,8,0,0,0,0,182,16,198
COROICO,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,6,0,0,0,0,2,9,11
CORQUE,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,1,2,1,0,0,0,0,9,7,16
COTAGAITA,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,12,0,0,0,0,10,14,24
COTOCA,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,1,0,0,0,0,0,0,0,0,0,5,4,0,0,3,5,0,1,0,0,0,0,9,10,19
CUATRO CAÑADAS,otras vacunaciones,antiamarilica dosis unica,2024-02-01,4,1,5,7,0,0,4,1,0,0,2,0,0,0,1,0,2,4,0,0,0,0,0,0,18,13,31
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
CUEVO,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
CULPINA,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,16,3,15,0,0,0,0,5,38,43
CURAHUARA DE CARANGAS,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,1,1,2,1,0,0,0,0,6,4,10
DESAGUADERO,otras vacunaciones,antiamarilica dosis unica,2024-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,3
EL ALTO,otras vacunaciones,antiamarilica dosis unica,2024-02-01,13,9,60,72,31,25,13,19,3,5,10,14,62,55,1604,112,173,246,298,170,0,0,0,0,2267,727,2994
