,group,variable,month,DT 5TA DOSIS 5 A 9 - D,DT 5TA DOSIS 5 A 9 - D,DT 5TA DOSIS 5 A 9 - F,DT 5TA DOSIS 5 A 9 - F,DT 5TA DOSIS 10 AÑOS - D,DT 5TA DOSIS 10 AÑOS - D,DT 5TA DOSIS 10 AÑOS - F,DT 5TA DOSIS 10 AÑOS - F,DT 5TA DOSIS 11 AÑOS - D,DT 5TA DOSIS 11 AÑOS - D,DT 5TA DOSIS 11 AÑOS - F,DT 5TA DOSIS 11 AÑOS - F,DT 5TA DOSIS 12 A 20 - D,DT 5TA DOSIS 12 A 20 - D,DT 5TA DOSIS 12 A 20 - F,DT 5TA DOSIS 12 A 20 - F,DT 5TA DOSIS 21 A 59 - D,DT 5TA DOSIS 21 A 59 - D,DT 5TA DOSIS 21 A 59 - F,DT 5TA DOSIS 21 A 59 - F,DT 5TA DOSIS 60 Y MAS - D,DT 5TA DOSIS 60 Y MAS - D,DT 5TA DOSIS 60 Y MAS - F,DT 5TA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
ACHACACHI,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ACHOCALLA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
AIQUILE,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,4,2,6
ALALAY,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
ALTO BENI,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
APOLO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ARANI,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,0,0,0,0,3,5,8
ARBIETO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,2,0,0,0,0,2,6,8
ARQUE,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,6,7
ASCENCION DE GUARAYOS,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ATOCHA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
AYATA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
BATALLAS,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BELLA FLOR,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,2,3
BETANZOS,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
BOYUIBE,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,4,0,4
BUENA VISTA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CABEZAS,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,1,1,0,0,0,3,4,7
"CAIZA ""D""",otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CALAMARCA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAMIRI,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2,0,0,3,4,7
CAPINOTA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CARACOLLO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARANAVI,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,3
CARAPARI,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CARMEN RIVERO TORREZ,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,3,4
CHACARILLA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CHALLAPATA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,5,5
CHARAGUA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHIMORE,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,2,0,0,3,6,9
CHUMA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
COBIJA,otras vacunaciones,dt 5ta dosis,2024-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,10,2,1,1,1,13,17,30
COCAPATA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,2,3,5
COCHABAMBA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,8,11,3,8,0,1,0,1,12,25,37
COLOMI,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,6,6
COLPA BELGICA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLQUECHACA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,3,4
COMARAPA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,3
CONCEPCION,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CORO CORO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
CORQUE,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COTAGAITA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,3
COTOCA,otras vacunaciones,dt 5ta dosis,2024-02-01,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,6,13,0,2,0,0,0,0,8,22,30
CUATRO CAÑADAS,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,3
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CUEVO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
DESAGUADERO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EL ALTO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,2,0,0,1,2,0,0,0,0,0,0,3,1,0,3,11,55,1,13,0,0,0,1,16,77,93
EL PUENTE(STC),otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
EL TORNO,otras vacunaciones,dt 5ta dosis,2024-02-01,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,31,2,5,0,2,0,0,7,42,49
ENTRE RIOS TRJ,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ENTRE RIOS CBBA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,19,6,0,0,0,0,22,12,34
ESCOMA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
FERNANDEZ ALONSO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
FILADELFIA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GIA-TIM,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GUAYARAMERIN,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
HUACARETA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,3,4
HUANUNI,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,1,4,5
HUAYLLAMARCA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
INGAVI (HUMAITA),otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
INQUISIVI,otras vacunaciones,dt 5ta dosis,2024-02-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3
JESUS DE MACHACA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,5,5
LA GUARDIA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,9,15,3,10,5,5,5,4,27,34,61
LA PAZ,otras vacunaciones,dt 5ta dosis,2024-02-01,0,1,0,0,0,0,0,0,1,1,0,0,11,14,0,0,16,78,0,1,1,0,0,0,29,95,124
LAJA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,3
LAS CARRERAS,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,2,0,0,4,2,0,0,0,0,9,6,15
LLALLAGUA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
MAIRANA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
MIZQUE,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,5,0,0,0,0,0,0,3,7,10
MOJINETE,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,5
MONTEAGUDO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,2,0,0,0,9,3,12
MONTERO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,1,0,5,0,1,0,2,0,0,0,0,1,7,0,0,1,3,0,1,0,0,0,0,2,20,22
MOROCHATA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,3,4
OCURI,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,2,3
OKINAWA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,18,0,0,0,0,20,19,39
ORURO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,9,8,0,1,0,0,0,14,10,24
PADILLA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,5,5
PAILON,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,8,0,0,5,4,0,0,2,2,12,15,27
PAMPA GRANDE,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,7,8
PELECHUCO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
POCONA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,5,5
PORCO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
PORONGO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,0,1,14,0,3,0,1,4,27,31
PORTACHUELO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PORVENIR,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POTOSI,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,0,0,0,1,0,0,1,8,9
PRESTO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PUERTO GONZALO MORENO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2
PUERTO PEREZ,otras vacunaciones,dt 5ta dosis,2024-02-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,4
PUERTO RICO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5
PUERTO SUAREZ,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2,1,1,2,7,9
PUERTO VILLARROEL,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,0,3,0,0,0,0,1,14,15
PUNA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
PUNATA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,4,0,0,0,0,5,5,10
RAQAYPAMPA(ETA),otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
RAVELO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,3
RIBERALTA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
ROBORE,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
RURRENABAQUE,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SACABA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,8,3,3,0,0,0,0,5,12,17
SACABAMBA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAMAIPATA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN BENITO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,2,3,5
SAN BORJA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,2,3,5
SAN BUENA VENTURA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN CARLOS,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
SAN IGNACIO,otras vacunaciones,dt 5ta dosis,2024-02-01,14,11,6,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,21,19,40
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,1,0,0,0,0,1,0,0,1,1,1,2,10,13,3,14,5,23,0,0,0,0,21,54,75
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,3,4
SAN JULIAN,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2,0,0,0,0,5,5,10
SAN LORENZO(PND),otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,3
SAN LUCAS,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN MATIAS,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO DE MACHA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO(PND),otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN RAFAEL,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,57,82,10,29,7,8,3,2,78,125,203
SANTA ROSA DEL SARA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2
SENA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,8,1,0,0,0,11,12,23
SHINAOTA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,3,3,6
SICAYA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
SIPE SIPE,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SUCRE,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,6,17,2,10,3,4,0,5,12,41,53
TACOPAYA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
TAPACARI,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,3,0,4,0,0,0,0,3,10,13
TARIJA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,6,0,0,0,0,0,1,6,7,13
TINGUIPAYA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
TIRAQUE (CBBA),otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
TOCO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,3,3,6
TOLATA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TOLEDO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TOMINA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8
TOTORA(CBBA),otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
TOTORA(ORR),otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
TRINIDAD,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
TUPIZA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
UNCIA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,1,5,6
UYUNI,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
VACAS,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
VIACHA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
VILA VILA,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA MONTES,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,3,1,0,0,0,0,7,4,11
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2
VILLA RIVERO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,3,5
VILLA SERRANO,otras vacunaciones,dt 5ta dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
