,group,variable,month,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 5 A 9 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 5 A 9 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 5 A 9 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 5 A 9 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 10 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 10 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 10 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 10 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 11 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 11 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 11 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 11 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 12 A 20 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 12 A 20 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 12 A 20 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 12 A 20 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 21 A 59 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 21 A 59 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 21 A 59 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 21 A 59 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 60 Y MAS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 60 Y MAS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 60 Y MAS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 60 Y MAS - F,TOTALES,TOTALES,TOTALES
ANCORAIMES,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,16,1,0,1,0,0,0,7,17,24
ANDAMARCA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,0,1,1,0,0,1,18,31,49
ANTEQUERA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,7,0,0,0,0,8,17,25
ANZALDO,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,0,0,1,0,6,9,15
APOLO,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,1,1,0,0,0,0,7,9,16
ARAMPAMPA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,2,2,2,1,0,0,8,12,20
ARANI,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,10,8,19,0,1,1,0,11,33,44
ARBIETO,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,26,0,2,0,0,0,1,10,30,40
ARQUE,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,9,9,1,0,0,0,36,23,59
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,3,2,3,0,0,11,18,29
ATOCHA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,31,33,0,0,34,37,71
AUCAPATA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,1,0,0,0,0,3,9,12
AYATA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,0,0,0,0,14,14,28
AYO AYO,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,0,2,0,0,0,0,5,13,18
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,21,23,0,0,0,0,36,42,78
AZURDUY,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,1,3,0,2,0,0,16,22,38
BATALLAS,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,6,7,0,0,0,0,8,17,25
BAURES,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,1,1,2,1,0,0,7,14,21
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,2,0,0,0,0,4,10,14
BELEN DE URMIRI,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
BELLA FLOR,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,11,12,0,0,0,0,15,31,46
BERMEJO,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,134,1,6,3,11,0,0,47,151,198
BETANZOS,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,23,15,3,2,0,0,55,49,104
BOLIVAR,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,12,0,0,0,0,7,20,27
BOLPEBRA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,3,0,0,0,2,10,15,25
BOYUIBE,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,0,0,0,0,6,10,16
BUENA VISTA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,0,0,0,0,0,7,15,22
CABEZAS,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,85,1,1,2,0,0,0,46,86,132
CAIROMA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,1,0,0,0,0,0,10,9,19
"CAIZA ""D""",otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,1,1,0,0,0,8,12,20
CAJUATA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,9
CALACOTO,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,4,0,0,0,0,0,12,14,26
CALAMARCA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,0,1,0,1,0,0,16,35,51
CAMARGO,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,2,1,0,0,1,0,11,26,37
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,0,0,0,0,0,0,9,17,26
CAMIRI,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,61,4,4,3,0,0,0,50,65,115
CAPINOTA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35,4,31,1,0,0,0,17,66,83
CAQUIAVIRI,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,1,0,0,0,11,3,14
CARACOLLO,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34,80,1,10,1,2,1,1,37,94,131
CARANAVI,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,85,4,7,1,0,1,1,50,93,143
CARAPARI,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,56,1,6,0,0,0,0,26,62,88
CARIPUYO,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,16,0,0,0,0,0,0,28,16,44
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,3,4,0,0,0,0,9,19,28
CATACORA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
CHACARILLA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,2,0,0,0,0,6,12,18
CHALLAPATA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,71,139,26,65,2,3,0,0,100,212,312
CHAQUI,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,1,0,0,0,0,0,10,14,24
CHARAGUA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,56,8,3,26,21,2,0,74,80,154
CHARAÑA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3
CHAYANTA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1,12,0,0,0,0,4,20,24
CHIMORE,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,69,16,8,1,0,0,0,56,77,133
CHIPAYA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,13,7,20
CHOQUE COTA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,0,0,0,0,7,8,15
CHUA COCANI,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,1,0,0,0,0,5,8,13
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6
CHUMA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,5,3,1,0,0,0,20,18,38
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,1,3,0,0,0,0,8,13,21
CKOCHAS,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,1,5,5,0,0,14,13,27
CLIZA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,17,25,5,14,0,0,0,0,22,45,67
COBIJA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,59,128,154,281,4,2,1,4,220,416,636
COCAPATA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,1,3,0,0,0,0,18,32,50
COCHABAMBA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,1261,650,863,30,47,6,11,1229,2182,3411
COIPASA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,0,0,0,0,4,5,9
COLCAPIRHUA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,35,71,26,52,0,1,0,0,62,128,190
"COLCHA ""K""",otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,47,2,1,0,1,0,0,24,49,73
COLLANA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,1,16,17
COLOMI,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,2,5,0,0,0,0,10,24,34
COLPA BELGICA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0,0,12,21,33
COLQUECHACA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,10,1,1,0,0,3,0,19,12,31
COLQUENCHA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,0,0,1,0,0,0,14,20,34
COLQUIRI,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,16,18,0,0,0,0,22,26,48
COMANCHE,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
COMARAPA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,43,1,0,0,0,0,0,22,43,65
COMBAYA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1,0,0,0,1,0,7,6,13
CONCEPCION,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,0,1,0,0,0,0,12,27,39
CORIPATA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,1,2,1,1,0,0,5,15,20
CORO CORO,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,3,2,3,3,0,0,19,20,39
COROICO,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,34,1,4,0,0,0,0,16,38,54
CORQUE,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,2,5,0,1,1,0,18,21,39
COTAGAITA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,51,2,5,0,0,0,0,42,56,98
COTOCA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35,0,0,0,0,0,0,12,35,47
CRUZ DE MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,6,6
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,36,6,12,0,0,0,0,20,48,68
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,2,4
CUEVO,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,2,0,0,0,0,4,8,12
CULPINA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,2,1,0,1,0,0,14,26,40
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,1,2,0,0,0,0,10,16,26
CURVA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,8,7,15
DESAGUADERO,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,1,1,1,0,0,0,8,9,17
EL ALTO,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,5,16,17,55,210,606,297,424,23,31,11,20,563,1152,1715
EL CHORO,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,1,0,0,1,0,0,7,12,19
EL PUENTE(STC),otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,55,1,0,1,0,0,0,15,55,70
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31,7,4,1,1,1,0,29,36,65
EL TORNO,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,229,1,27,6,5,0,0,78,261,339
EL VILLAR,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,0,1,0,0,0,0,9,23,32
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,48,4,5,5,0,0,0,22,53,75
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,110,11,34,0,0,0,0,56,144,200
ESCARA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,0,0,4,5,9
ESCOMA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,9,3,12
ESMERALDA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,4,6,10
EUCALIPTUS,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,0,2,0,1,0,0,9,20,29
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,5,3,8
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,2,9,0,0,1,0,7,22,29
FILADELFIA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,14,14,0,0,0,0,22,33,55
GAIOC JATUN AYLLU YURA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,1,0,0,1,1,10,12,22
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,0,0,4,2,0,0,14,32,46
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,7,2,0,0,0,0,13,14,27
GUANAY,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,12,10,1,0,0,0,18,20,38
GUAQUI,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,1,0,0,0,10,6,16
GUAYARAMERIN,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,56,8,13,4,3,0,0,36,73,109
GUTIERREZ,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,28,4,6,0,0,0,0,20,34,54
HUACARAJE,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,0,0,0,0,0,0,17,12,29
HUACARETA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,2,2,3,1,0,0,14,23,37
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,0,1,1,0,0,0,8,18,26
HUACHACALLA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,3,12,15
HUANUNI,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,61,15,32,3,0,0,1,44,94,138
HUARINA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,1,0,0,0,0,0,13,8,21
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,4,0,0,0,1,9,15,24
HUMANATA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,8,1,9
ICHOCA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,9,6,15
ICLA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,1,2,0,0,0,0,18,29,47
INCAHUASI,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,2,4,0,1,0,0,13,31,44
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,2,0,0,0,0,3,10,13
INQUISIVI,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,1,4,0,0,0,0,12,14,26
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,6,5,0,0,0,0,15,19,34
IXIAMAS,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,6
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,33,0,3,0,0,0,0,23,36,59
LA ASUNTA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,1,0,0,0,0,0,12,12,24
LA GUARDIA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,207,0,0,2,4,0,0,64,211,275
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,770,1711,1018,1399,59,66,4,42,1856,3223,5079
LA RIVERA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5,7
LAGUNILLAS,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,2,4,1,1,0,0,12,24,36
LAJA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,1,1,1,1,0,0,13,25,38
LAS CARRERAS,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,1,2,0,1,0,0,9,13,22
LLALLAGUA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,35,59,38,82,3,1,0,0,78,145,223
LORETO,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,1,0,0,0,0,7,14,21
LURIBAY,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,10,0,0,0,0,0,17,17,34
MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,16,1,1,0,0,0,0,8,19,27
MACHARETI,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,2,0,1,1,0,0,10,13,23
MAGDALENA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,2,5,1,0,0,0,8,25,33
MAIRANA,otras vacunaciones,influenza estacional a personal de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,2,5,1,2,0,0,10,24,34
