,group,variable,month,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 5 A 9 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 5 A 9 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 5 A 9 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 5 A 9 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 10 AÑOS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 10 AÑOS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 10 AÑOS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 10 AÑOS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 11 AÑOS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 11 AÑOS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 11 AÑOS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 11 AÑOS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 12 A 20 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 12 A 20 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 12 A 20 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 12 A 20 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 21 A 59 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 21 A 59 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 21 A 59 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 21 A 59 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 60 Y MAS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 60 Y MAS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 60 Y MAS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
SAN JULIAN,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,18,0,16,0,0,0,0,0,38,38
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
SAN RAMON SCZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,19,19
SUCRE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,24,0,4,0,0,0,0,0,33,33
TARIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
TIPUANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
VIACHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,11,11
YACUIBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,7,7
YOTALA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,5,5
ACACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,5,5
ACHACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,27,0,7,0,0,0,0,0,45,45
ACHOCALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,49,0,8,0,0,0,0,0,62,62
AIQUILE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,13,0,7,0,0,0,0,0,27,27
ALALAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,5,5
ALCALA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,4
ALTO BENI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,9,9
ANCORAIMES,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,7,0,3,0,0,0,0,0,22,22
ANDAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,4,4
ANTEQUERA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ANZALDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,4,4
APOLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,10,0,1,0,0,0,0,0,17,17
ARAMPAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,9,9
ARANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,0,6,0,0,0,0,0,13,13
ARBIETO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,36,0,11,0,0,0,0,0,55,55
ARQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,9,0,20,0,0,0,0,0,47,47
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,1,0,0,0,0,0,9,9
ATOCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,9,9
AUCAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,5,5
AYATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,1,0,0,0,0,0,8,8
AYO AYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,6,6
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,10,0,52,0,66,0,0,0,0,0,151,151
AZURDUY,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,12,0,13,0,0,0,0,0,31,31
BATALLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,27,0,0,0,0,0,0,0,35,35
BAURES,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,10,10
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
BELLA FLOR,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,10,0,0,0,0,0,14,14
BERMEJO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,64,0,9,0,0,0,0,0,81,81
BETANZOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,22,0,17,0,0,0,0,0,54,54
BOLIVAR,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,4,0,11,0,0,0,0,0,21,21
BOLPEBRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,6,6
BOYUIBE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,15,15
BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,21,0,0,0,0,0,0,0,24,24
CABEZAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8,0,7,0,0,0,0,0,17,17
CAIROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,20,20
"CAIZA ""D""",otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,4,0,0,0,0,0,20,20
CAJUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,1,0,0,0,0,0,18,18
CALACOTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,6,6
CALAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,27,0,1,0,0,0,0,0,38,38
CAMARGO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,6,0,0,0,0,0,15,15
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,7,7
CAMIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,25,0,5,0,0,0,0,0,37,37
CAPINOTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,5,0,0,0,0,0,21,21
CAQUIAVIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,1,0,0,0,0,0,13,13
CARACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,19,0,8,0,0,0,0,0,29,29
CARANAVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,63,0,3,0,0,0,0,0,83,83
CARAPARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,11,0,0,0,0,0,16,16
CARIPUYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,8,0,0,0,0,0,21,21
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,6,0,14,0,0,0,0,0,24,24
CATACORA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CHACARILLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2
CHALLAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,42,0,10,0,0,0,0,0,63,63
CHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,6,0,0,0,0,0,15,15
CHARAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,18,0,14,0,0,0,0,0,40,40
CHARAÑA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
CHAYANTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,22,0,6,0,0,0,0,0,32,32
CHIMORE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,83,0,10,0,0,0,0,0,117,117
CHIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,0,0,0,0,0,8,8
CHOQUE COTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,10,10
CHUMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,15,0,0,0,0,0,24,24
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,20,0,8,0,0,0,0,0,42,42
CKOCHAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,9,0,6,0,0,0,0,0,23,23
CLIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,24,0,10,0,0,0,0,0,45,45
COBIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,23,0,72,0,98,0,0,0,0,0,203,203
COCAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,14,0,36,0,21,0,0,0,0,0,90,90
COCHABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,21,0,480,0,136,0,0,0,0,0,712,712
COIPASA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
COLCAPIRHUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28,0,24,0,0,0,0,0,54,54
"COLCHA ""K""",otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,23,0,8,0,0,0,0,0,38,38
COLLANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
COLOMI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,56,0,7,0,0,0,0,0,87,87
COLPA BELGICA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,16
COLQUECHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,24,0,6,0,0,0,0,0,46,46
COLQUENCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,24,0,0,0,0,0,0,0,26,26
COLQUIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,12,0,9,0,0,0,0,0,25,25
COMARAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11,0,2,0,0,0,0,0,15,15
COMBAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
CONCEPCION,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,14,0,6,0,0,0,0,0,26,26
CORIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,1,0,0,0,0,0,19,19
CORO CORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,2,0,0,0,0,0,13,13
COROICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,17,0,2,0,0,0,0,0,24,24
CORQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,7,7
COTAGAITA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,32,0,11,0,0,0,0,0,52,52
COTOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,45,0,6,0,0,0,0,0,71,71
CRUZ DE MACHACAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,18,0,16,0,0,0,0,0,42,42
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,8,8
CUEVO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,6,6
CULPINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,4,0,0,0,0,0,22,22
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,3
CURVA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,7,7
DESAGUADERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,4,0,0,0,0,0,16,16
EL ALTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,101,0,1257,0,818,0,0,0,0,0,2326,2326
EL CHORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,7,7
EL PUENTE(STC),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,13,0,6,0,0,0,0,0,28,28
EL PUENTE(TJA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,17,0,9,0,0,0,0,0,34,34
EL TORNO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,98,0,3,0,0,0,0,0,119,119
EL VILLAR,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,8,8
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,20,0,14,0,0,0,0,0,44,44
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,4,0,168,0,6,0,0,0,0,0,223,223
ESCOMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
ESMERALDA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EUCALIPTUS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,3
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,7,0,7,0,0,0,0,0,17,17
FILADELFIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,11,0,0,0,0,0,15,15
GAIOC JATUN AYLLU YURA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,3,0,0,0,0,0,14,14
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,30,0,3,0,0,0,0,0,50,50
GIA-TIM,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,4
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,6,0,0,0,0,0,12,12
GUANAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,14,0,32,0,0,0,0,0,52,52
GUAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,9,9
GUAYARAMERIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,61,0,8,0,0,0,0,0,90,90
GUTIERREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,14,0,20,0,0,0,0,0,48,48
HUACARAJE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,13,13
HUACARETA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,0,2,0,0,0,0,0,9,9
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,4,0,0,0,0,0,8,8
HUACHACALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,3
HUANUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,0,6,0,0,0,0,0,16,16
HUARINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,0,0,0,0,8,8
HUATAJATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
HUAYLLAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,2,0,0,0,0,0,8,8
ICHOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
ICLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,8,0,3,0,0,0,0,0,17,17
