,group,variable,month,DT 3RA DOSIS 5 A 9 - D,DT 3RA DOSIS 5 A 9 - D,DT 3RA DOSIS 5 A 9 - F,DT 3RA DOSIS 5 A 9 - F,DT 3RA DOSIS 10 AÑOS - D,DT 3RA DOSIS 10 AÑOS - D,DT 3RA DOSIS 10 AÑOS - F,DT 3RA DOSIS 10 AÑOS - F,DT 3RA DOSIS 11 AÑOS - D,DT 3RA DOSIS 11 AÑOS - D,DT 3RA DOSIS 11 AÑOS - F,DT 3RA DOSIS 11 AÑOS - F,DT 3RA DOSIS 12 A 20 - D,DT 3RA DOSIS 12 A 20 - D,DT 3RA DOSIS 12 A 20 - F,DT 3RA DOSIS 12 A 20 - F,DT 3RA DOSIS 21 A 59 - D,DT 3RA DOSIS 21 A 59 - D,DT 3RA DOSIS 21 A 59 - F,DT 3RA DOSIS 21 A 59 - F,DT 3RA DOSIS 60 Y MAS - D,DT 3RA DOSIS 60 Y MAS - D,DT 3RA DOSIS 60 Y MAS - F,DT 3RA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
PUNA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
PUNATA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,6,1,8,0,0,0,0,4,17,21
QUILLACOLLO,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,4,12,4,5,1,0,0,0,12,22,34
QUIME,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
RAQAYPAMPA(ETA),otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,1,0,0,0,0,0,1,6,7
RAVELO,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,4,4
REYES,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,5,5
RIBERALTA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,2,19,0,0,2,11,0,0,0,0,0,0,4,31,35
ROBORE,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,2,7,0,0,0,0,0,0,4,10,14
RURRENABAQUE,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,43,0,1,5,3,0,0,0,0,0,49,6,55
SACABA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,2,4,15,1,2,1,0,0,0,9,21,30
SACABAMBA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
SACACA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1,1,0,0,0,0,1,8,9
SAIPINA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
SAMAIPATA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SAN ANDRES,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,4,8,0,0,0,0,0,0,5,12,17
SAN ANDRES DE MACHACA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,4,4
SAN BENITO,otras vacunaciones,dt 3ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,1,0,0,0,0,2,6,8
SAN BORJA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6,1,5,0,0,0,0,5,13,18
SAN BUENA VENTURA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,2,4,0,0,0,0,3,11,14
SAN CARLOS,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,7,0,1,1,0,1,0,5,10,15
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,1,1,0,0,0,0,0,0,0,2,23,0,3,8,21,0,0,0,0,0,0,11,48,59
SAN JAVIER(BNI),otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
SAN JOAQUIN,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,2,5,1,1,0,0,0,0,6,8,14
SAN JUAN DE YAPACANI,otras vacunaciones,dt 3ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN JULIAN,otras vacunaciones,dt 3ra dosis,2024-01-01,2,3,0,0,0,0,0,0,0,0,0,0,2,3,2,1,3,7,19,3,0,0,0,0,28,17,45
SAN LORENZO(PND),otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,2,0,0,0,0,0,0,5,4,9
SAN LORENZO(TJA),otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
SAN LUCAS,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,4,4
SAN MATIAS,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,6,0,0,0,0,1,12,13
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN PEDRO,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,3,3,0,0,0,0,4,6,10
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO DE MACHA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,10
SAN PEDRO(PND),otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN RAFAEL,otras vacunaciones,dt 3ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
SAN RAMON BENI,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN RAMON SCZ,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,3,7
SANTA ANA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 3ra dosis,2024-01-01,15,12,0,1,2,3,0,2,0,5,0,1,47,99,9,7,409,678,96,71,8,12,1,1,587,892,1479
SANTA ROSA DEL SARA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SANTIAGO DE CALLAPA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
SANTIAGO DE HUARI,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,3,2,5
SANTIVAÑES,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,3
SENA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,5,7,0,1,0,0,0,0,8,14,22
SHINAOTA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,5,7,2,1,0,0,0,0,10,12,22
SICA SICA (VILLA AROMA),otras vacunaciones,dt 3ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,4,5
SICAYA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2
SIPE SIPE,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
SOPACHUY,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SORACACHI,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SORATA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SUCRE,otras vacunaciones,dt 3ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,34,71,6,6,6,1,0,0,60,84,144
TACOPAYA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,0,1,0,0,0,0,4,4,8
TAPACARI,otras vacunaciones,dt 3ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,3,0,0,0,0,3,10,13
TARABUCO,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,3
TARATA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,3,3,6
TARIJA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,13,55,6,9,1,0,0,0,21,72,93
TARVITA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,2,0,0,0,0,0,0,5,3,8
TEOPONTE,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,2,3
TIAHUANACU,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TINGUIPAYA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,5,5
TIPUANI,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TIQUIPAYA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,3,8,7,0,0,0,0,9,14,23
TIRAQUE (CBBA),otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,1,2,2,3,0,0,0,0,6,9,15
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOCO,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,1,0,0,0,0,2,6,8
TOLATA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,2,3,5
TORO TORO,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
TOTORA(CBBA),otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,4
TOTORA(ORR),otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TRINIDAD,otras vacunaciones,dt 3ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,22,0,0,1,0,0,0,7,25,32
TUPIZA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,7,0,0,0,0,0,0,6,9,15
TURCO,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
UMALA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
UNCIA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,4
URIONDO (A. CONCEPCION),otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
URUBICHA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,7,0,0,0,0,6,9,15
UYUNI,otras vacunaciones,dt 3ra dosis,2024-01-01,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,2,6,8
VACAS,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,1,2,0,2,0,0,0,0,4,7,11
VALLEGRANDE,otras vacunaciones,dt 3ra dosis,2024-01-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
VIACHA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,2,12,3,8,0,0,0,0,86,20,106
VILA VILA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,5,0,0,2,2,0,0,0,0,5,7,12
VILLA CHARCAS,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA MONTES,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0,6,5,6,4,0,0,0,0,46,9,55
VILLA RIVERO,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,3,4,3,1,0,0,0,0,7,11,18
VILLA SERRANO,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
VILLA TUNARI,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,6,38,4,5,0,0,0,0,13,50,63
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4,1,5
VILLAZON,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,12,1,2,0,0,0,0,5,16,21
VINTO,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,4,0,0,0,0,3,6,9
VITICHI,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
WARNES,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,89,92,39,52,0,0,0,0,0,0,0,0,128,144,272
YACUIBA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,14,1,5,0,0,0,0,12,19,31
YANACACHI,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
YAPACANI,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,5,6
YOCALLA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
YUNCHARA,otras vacunaciones,dt 3ra dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,3,4
ZUDAÑEZ,otras vacunaciones,dt 3ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ACHOCALLA,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
AIQUILE,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,7,0,0,0,0,0,0,6,7,13
ALALAY,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
ALCALA,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
ALTO BENI,otras vacunaciones,dt 3ra dosis,2024-02-01,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,6,0,0,0,0,7,8,15
ANDAMARCA,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
ANTEQUERA,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
APOLO,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ARAMPAMPA,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2
ARANI,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,1,1,0,0,0,0,5,4,9
ARBIETO,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,4,0,0,0,0,3,6,9
ARQUE,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,1,0,3,1,0,1,1,0,1,2,3,5,4,2,1,1,0,0,0,0,14,12,26
ASCENCION DE GUARAYOS,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,7
ATOCHA,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,2,3,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,5,11
AYATA,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,3,4
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 3ra dosis,2024-02-01,2,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,4,11
AZURDUY,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
BATALLAS,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,1,0,0,0,1,1,15,16
BAURES,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
BELLA FLOR,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,3
BERMEJO,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,9,0,2,1,0,0,0,5,14,19
BETANZOS,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,1,5,6
BOLPEBRA,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BOYUIBE,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,6,0,6
BUENA VISTA,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,5,2,7
CABEZAS,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,8,8,12,1,1,3,3,14,26,40
CAIROMA,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"CAIZA ""D""",otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,2,6,8
CAJUATA,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,4,5
CAMIRI,otras vacunaciones,dt 3ra dosis,2024-02-01,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,7,2,0,0,0,0,0,9,12,21
CAPINOTA,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,2,4,6
CARACOLLO,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,4
CARANAVI,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CARAPARI,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4
CARIPUYO,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CARMEN RIVERO TORREZ,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,6,0,0,0,0,1,9,10
CHALLAPATA,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,0,2,2,0,0,0,2,12,14
CHAQUI,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
CHARAGUA,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,2,0,0,0,0,1,10,11
CHIMORE,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,6,3,1,4,0,0,0,0,11,11,22
CHOQUE COTA,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,6,6
CHUMA,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CKOCHAS,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,5,5
CLIZA,otras vacunaciones,dt 3ra dosis,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,3,4,7
COBIJA,otras vacunaciones,dt 3ra dosis,2024-02-01,0,13,26,6,0,0,1,0,0,0,0,0,1,7,27,6,6,39,46,36,0,1,0,0,107,108,215
