municipality,group,variable,month,Total 11.3 Nacidos vivos,TOTAL
CORIPATA,atencion de partos en servicios,nacidos vivos,2014-02-01,10,10
CORO CORO,atencion de partos en servicios,nacidos vivos,2014-02-01,1,1
COROICO,atencion de partos en servicios,nacidos vivos,2014-02-01,26,26
CORQUE,atencion de partos en servicios,nacidos vivos,2014-02-01,4,4
COTAGAITA,atencion de partos en servicios,nacidos vivos,2014-02-01,14,14
COTOCA,atencion de partos en servicios,nacidos vivos,2014-02-01,72,72
CUATRO CAÑADAS,atencion de partos en servicios,nacidos vivos,2014-02-01,24,24
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,nacidos vivos,2014-02-01,1,1
CULPINA,atencion de partos en servicios,nacidos vivos,2014-02-01,8,8
CURAHUARA DE CARANGAS,atencion de partos en servicios,nacidos vivos,2014-02-01,8,8
DESAGUADERO,atencion de partos en servicios,nacidos vivos,2014-02-01,5,5
EL ALTO,atencion de partos en servicios,nacidos vivos,2014-02-01,1149,1149
EL CHORO,atencion de partos en servicios,nacidos vivos,2014-02-01,5,5
EL PUENTE(STC),atencion de partos en servicios,nacidos vivos,2014-02-01,6,6
EL PUENTE(TJA),atencion de partos en servicios,nacidos vivos,2014-02-01,6,6
EL TORNO,atencion de partos en servicios,nacidos vivos,2014-02-01,88,88
EL VILLAR,atencion de partos en servicios,nacidos vivos,2014-02-01,3,3
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos vivos,2014-02-01,11,11
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos vivos,2014-02-01,19,19
ESCOMA,atencion de partos en servicios,nacidos vivos,2014-02-01,6,6
EUCALIPTUS,atencion de partos en servicios,nacidos vivos,2014-02-01,4,4
EXALTACION,atencion de partos en servicios,nacidos vivos,2014-02-01,2,2
FERNANDEZ ALONSO,atencion de partos en servicios,nacidos vivos,2014-02-01,8,8
FILADELFIA,atencion de partos en servicios,nacidos vivos,2014-02-01,2,2
GENERAL SAAVEDRA,atencion de partos en servicios,nacidos vivos,2014-02-01,12,12
GUANAY,atencion de partos en servicios,nacidos vivos,2014-02-01,12,12
GUAQUI,atencion de partos en servicios,nacidos vivos,2014-02-01,4,4
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos,2014-02-01,103,103
GUTIERREZ,atencion de partos en servicios,nacidos vivos,2014-02-01,11,11
HUACARETA,atencion de partos en servicios,nacidos vivos,2014-02-01,4,4
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,nacidos vivos,2014-02-01,3,3
HUANUNI,atencion de partos en servicios,nacidos vivos,2014-02-01,32,32
HUARACAJE,atencion de partos en servicios,nacidos vivos,2014-02-01,7,7
HUARINA,atencion de partos en servicios,nacidos vivos,2014-02-01,2,2
ICLA,atencion de partos en servicios,nacidos vivos,2014-02-01,5,5
INCAHUASI,atencion de partos en servicios,nacidos vivos,2014-02-01,4,4
INGAVI (HUMAITA),atencion de partos en servicios,nacidos vivos,2014-02-01,1,1
INQUISIVI,atencion de partos en servicios,nacidos vivos,2014-02-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos vivos,2014-02-01,11,11
IXIAMAS,atencion de partos en servicios,nacidos vivos,2014-02-01,11,11
JESUS DE MACHACA,atencion de partos en servicios,nacidos vivos,2014-02-01,3,3
LA ASUNTA,atencion de partos en servicios,nacidos vivos,2014-02-01,43,43
LA GUARDIA,atencion de partos en servicios,nacidos vivos,2014-02-01,56,56
LA PAZ,atencion de partos en servicios,nacidos vivos,2014-02-01,1532,1532
LAGUNILLAS,atencion de partos en servicios,nacidos vivos,2014-02-01,3,3
LAJA,atencion de partos en servicios,nacidos vivos,2014-02-01,9,9
LAS CARRERAS,atencion de partos en servicios,nacidos vivos,2014-02-01,5,5
LICOMA PAMPA,atencion de partos en servicios,nacidos vivos,2014-02-01,1,1
LLALLAGUA,atencion de partos en servicios,nacidos vivos,2014-02-01,70,70
LLICA,atencion de partos en servicios,nacidos vivos,2014-02-01,2,2
LURIBAY,atencion de partos en servicios,nacidos vivos,2014-02-01,2,2
MACHACAMARCA,atencion de partos en servicios,nacidos vivos,2014-02-01,2,2
MACHARETI,atencion de partos en servicios,nacidos vivos,2014-02-01,4,4
MAGDALENA,atencion de partos en servicios,nacidos vivos,2014-02-01,16,16
MAIRANA,atencion de partos en servicios,nacidos vivos,2014-02-01,23,23
MAPIRI,atencion de partos en servicios,nacidos vivos,2014-02-01,19,19
MECAPACA,atencion de partos en servicios,nacidos vivos,2014-02-01,4,4
MINEROS,atencion de partos en servicios,nacidos vivos,2014-02-01,1,1
MIZQUE,atencion de partos en servicios,nacidos vivos,2014-02-01,27,27
MOCOMOCO,atencion de partos en servicios,nacidos vivos,2014-02-01,3,3
MOJINETE,atencion de partos en servicios,nacidos vivos,2014-02-01,1,1
MOJOCOYA,atencion de partos en servicios,nacidos vivos,2014-02-01,7,7
MONTEAGUDO,atencion de partos en servicios,nacidos vivos,2014-02-01,41,41
MONTERO,atencion de partos en servicios,nacidos vivos,2014-02-01,257,257
MOROCHATA,atencion de partos en servicios,nacidos vivos,2014-02-01,1,1
NAZACARA DE PACAJES,atencion de partos en servicios,nacidos vivos,2014-02-01,1,1
OCURI,atencion de partos en servicios,nacidos vivos,2014-02-01,8,8
OKINAWA,atencion de partos en servicios,nacidos vivos,2014-02-01,9,9
OMEREQUE,atencion de partos en servicios,nacidos vivos,2014-02-01,3,3
ORURO,atencion de partos en servicios,nacidos vivos,2014-02-01,643,643
PADCAYA,atencion de partos en servicios,nacidos vivos,2014-02-01,7,7
PADILLA,atencion de partos en servicios,nacidos vivos,2014-02-01,27,27
PAILON,atencion de partos en servicios,nacidos vivos,2014-02-01,24,24
PALCA,atencion de partos en servicios,nacidos vivos,2014-02-01,5,5
PALOS BLANCOS,atencion de partos en servicios,nacidos vivos,2014-02-01,25,25
PAMPA GRANDE,atencion de partos en servicios,nacidos vivos,2014-02-01,10,10
PAPEL PAMPA,atencion de partos en servicios,nacidos vivos,2014-02-01,3,3
PASORAPA,atencion de partos en servicios,nacidos vivos,2014-02-01,1,1
PATACAMAYA,atencion de partos en servicios,nacidos vivos,2014-02-01,31,31
PAZÑA,atencion de partos en servicios,nacidos vivos,2014-02-01,1,1
PELECHUCO,atencion de partos en servicios,nacidos vivos,2014-02-01,1,1
POCOATA,atencion de partos en servicios,nacidos vivos,2014-02-01,4,4
POCONA,atencion de partos en servicios,nacidos vivos,2014-02-01,16,16
POJO (CBBA),atencion de partos en servicios,nacidos vivos,2014-02-01,14,14
POOPO,atencion de partos en servicios,nacidos vivos,2014-02-01,5,5
PORCO,atencion de partos en servicios,nacidos vivos,2014-02-01,12,12
POROMA,atencion de partos en servicios,nacidos vivos,2014-02-01,9,9
PORONGO,atencion de partos en servicios,nacidos vivos,2014-02-01,3,3
PORTACHUELO,atencion de partos en servicios,nacidos vivos,2014-02-01,49,49
PORVENIR,atencion de partos en servicios,nacidos vivos,2014-02-01,2,2
POSTRER VALLE,atencion de partos en servicios,nacidos vivos,2014-02-01,1,1
POTOSI,atencion de partos en servicios,nacidos vivos,2014-02-01,452,452
PRESTO,atencion de partos en servicios,nacidos vivos,2014-02-01,2,2
PUCARANI,atencion de partos en servicios,nacidos vivos,2014-02-01,17,17
PUERTO ACOSTA,atencion de partos en servicios,nacidos vivos,2014-02-01,1,1
PUERTO CARABUCO,atencion de partos en servicios,nacidos vivos,2014-02-01,6,6
PUERTO GONZALO MORENO,atencion de partos en servicios,nacidos vivos,2014-02-01,2,2
PUERTO QUIJARRO,atencion de partos en servicios,nacidos vivos,2014-02-01,24,24
PUERTO RICO,atencion de partos en servicios,nacidos vivos,2014-02-01,10,10
PUERTO SILES,atencion de partos en servicios,nacidos vivos,2014-02-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,nacidos vivos,2014-02-01,55,55
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos,2014-02-01,100,100
PUNA,atencion de partos en servicios,nacidos vivos,2014-02-01,15,15
PUNATA,atencion de partos en servicios,nacidos vivos,2014-02-01,66,66
QUIABAYA,atencion de partos en servicios,nacidos vivos,2014-02-01,5,5
QUILLACOLLO,atencion de partos en servicios,nacidos vivos,2014-02-01,167,167
QUIME,atencion de partos en servicios,nacidos vivos,2014-02-01,5,5
QUIRUSILLAS,atencion de partos en servicios,nacidos vivos,2014-02-01,2,2
RAVELO,atencion de partos en servicios,nacidos vivos,2014-02-01,2,2
REYES,atencion de partos en servicios,nacidos vivos,2014-02-01,14,14
RIBERALTA,atencion de partos en servicios,nacidos vivos,2014-02-01,273,273
ROBORE,atencion de partos en servicios,nacidos vivos,2014-02-01,31,31
RURRENABAQUE,atencion de partos en servicios,nacidos vivos,2014-02-01,54,54
SABAYA,atencion de partos en servicios,nacidos vivos,2014-02-01,2,2
SACABA,atencion de partos en servicios,nacidos vivos,2014-02-01,170,170
SACABAMBA,atencion de partos en servicios,nacidos vivos,2014-02-01,5,5
SACACA,atencion de partos en servicios,nacidos vivos,2014-02-01,10,10
SAIPINA,atencion de partos en servicios,nacidos vivos,2014-02-01,4,4
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,nacidos vivos,2014-02-01,10,10
SAMAIPATA,atencion de partos en servicios,nacidos vivos,2014-02-01,5,5
SAN ANDRES,atencion de partos en servicios,nacidos vivos,2014-02-01,7,7
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,nacidos vivos,2014-02-01,7,7
SAN BENITO,atencion de partos en servicios,nacidos vivos,2014-02-01,3,3
SAN BORJA,atencion de partos en servicios,nacidos vivos,2014-02-01,81,81
SAN BUENA VENTURA,atencion de partos en servicios,nacidos vivos,2014-02-01,14,14
SAN CARLOS,atencion de partos en servicios,nacidos vivos,2014-02-01,52,52
SAN IGNACIO,atencion de partos en servicios,nacidos vivos,2014-02-01,33,33
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos,2014-02-01,112,112
SAN JAVIER(BNI),atencion de partos en servicios,nacidos vivos,2014-02-01,4,4
SAN JAVIER(STC),atencion de partos en servicios,nacidos vivos,2014-02-01,29,29
SAN JOAQUIN,atencion de partos en servicios,nacidos vivos,2014-02-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos vivos,2014-02-01,28,28
SAN JUAN DE YAPACANI,atencion de partos en servicios,nacidos vivos,2014-02-01,10,10
SAN JULIAN,atencion de partos en servicios,nacidos vivos,2014-02-01,71,71
SAN LORENZO(PND),atencion de partos en servicios,nacidos vivos,2014-02-01,3,3
SAN LORENZO(TJA),atencion de partos en servicios,nacidos vivos,2014-02-01,7,7
SAN LUCAS,atencion de partos en servicios,nacidos vivos,2014-02-01,24,24
SAN MATIAS,atencion de partos en servicios,nacidos vivos,2014-02-01,30,30
SAN MIGUEL DE VELASCO,atencion de partos en servicios,nacidos vivos,2014-02-01,13,13
SAN PEDRO,atencion de partos en servicios,nacidos vivos,2014-02-01,14,14
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos vivos,2014-02-01,7,7
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,nacidos vivos,2014-02-01,4,4
SAN PEDRO DE TIQUINA,atencion de partos en servicios,nacidos vivos,2014-02-01,3,3
SAN RAFAEL,atencion de partos en servicios,nacidos vivos,2014-02-01,6,6
SAN RAMON BENI,atencion de partos en servicios,nacidos vivos,2014-02-01,12,12
SAN RAMON SCZ,atencion de partos en servicios,nacidos vivos,2014-02-01,9,9
SANTA ANA,atencion de partos en servicios,nacidos vivos,2014-02-01,32,32
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos,2014-02-01,3602,3602
SANTA ROSA,atencion de partos en servicios,nacidos vivos,2014-02-01,17,17
SANTA ROSA DEL SARA,atencion de partos en servicios,nacidos vivos,2014-02-01,8,8
SANTIAGO DE HUARI,atencion de partos en servicios,nacidos vivos,2014-02-01,6,6
SANTIAGO DE MACHACA,atencion de partos en servicios,nacidos vivos,2014-02-01,2,2
SANTIVAÑES,atencion de partos en servicios,nacidos vivos,2014-02-01,3,3
SANTUARIO DE QUILLACAS,atencion de partos en servicios,nacidos vivos,2014-02-01,3,3
SAPAHAQUI,atencion de partos en servicios,nacidos vivos,2014-02-01,5,5
SENA,atencion de partos en servicios,nacidos vivos,2014-02-01,9,9
SHINAOTA,atencion de partos en servicios,nacidos vivos,2014-02-01,39,39
SICA SICA (VILLA AROMA),atencion de partos en servicios,nacidos vivos,2014-02-01,15,15
SICAYA,atencion de partos en servicios,nacidos vivos,2014-02-01,1,1
SIPE SIPE,atencion de partos en servicios,nacidos vivos,2014-02-01,44,44
SOPACHUY,atencion de partos en servicios,nacidos vivos,2014-02-01,4,4
SORACACHI,atencion de partos en servicios,nacidos vivos,2014-02-01,4,4
SORATA,atencion de partos en servicios,nacidos vivos,2014-02-01,7,7
SUCRE,atencion de partos en servicios,nacidos vivos,2014-02-01,540,540
TACACOMA,atencion de partos en servicios,nacidos vivos,2014-02-01,5,5
TACOBAMBA,atencion de partos en servicios,nacidos vivos,2014-02-01,1,1
TACOPAYA,atencion de partos en servicios,nacidos vivos,2014-02-01,2,2
TAPACARI,atencion de partos en servicios,nacidos vivos,2014-02-01,3,3
TARABUCO,atencion de partos en servicios,nacidos vivos,2014-02-01,14,14
TARATA,atencion de partos en servicios,nacidos vivos,2014-02-01,10,10
TARIJA,atencion de partos en servicios,nacidos vivos,2014-02-01,460,460
TARVITA,atencion de partos en servicios,nacidos vivos,2014-02-01,13,13
TEOPONTE,atencion de partos en servicios,nacidos vivos,2014-02-01,8,8
TIAWANACU,atencion de partos en servicios,nacidos vivos,2014-02-01,11,11
TINGUIPAYA,atencion de partos en servicios,nacidos vivos,2014-02-01,3,3
TIPUANI,atencion de partos en servicios,nacidos vivos,2014-02-01,11,11
TIQUIPAYA,atencion de partos en servicios,nacidos vivos,2014-02-01,70,70
TIRAQUE (CBBA),atencion de partos en servicios,nacidos vivos,2014-02-01,15,15
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en servicios,nacidos vivos,2014-02-01,1,1
TOCO,atencion de partos en servicios,nacidos vivos,2014-02-01,2,2
TOLATA,atencion de partos en servicios,nacidos vivos,2014-02-01,4,4
TOLEDO,atencion de partos en servicios,nacidos vivos,2014-02-01,3,3
TOMAVE,atencion de partos en servicios,nacidos vivos,2014-02-01,7,7
TOMINA,atencion de partos en servicios,nacidos vivos,2014-02-01,8,8
TORO TORO,atencion de partos en servicios,nacidos vivos,2014-02-01,8,8
TOTORA(CBBA),atencion de partos en servicios,nacidos vivos,2014-02-01,18,18
TRINIDAD,atencion de partos en servicios,nacidos vivos,2014-02-01,344,344
TUPIZA,atencion de partos en servicios,nacidos vivos,2014-02-01,62,62
UMALA,atencion de partos en servicios,nacidos vivos,2014-02-01,4,4
UNCIA,atencion de partos en servicios,nacidos vivos,2014-02-01,28,28
URIONDO (A. CONCEPCION),atencion de partos en servicios,nacidos vivos,2014-02-01,10,10
URUBICHA,atencion de partos en servicios,nacidos vivos,2014-02-01,14,14
UYUNI,atencion de partos en servicios,nacidos vivos,2014-02-01,49,49
VACAS,atencion de partos en servicios,nacidos vivos,2014-02-01,3,3
VALLEGRANDE,atencion de partos en servicios,nacidos vivos,2014-02-01,32,32
VIACHA,atencion de partos en servicios,nacidos vivos,2014-02-01,37,37
VILA VILA,atencion de partos en servicios,nacidos vivos,2014-02-01,3,3
VILLA CHARCAS,atencion de partos en servicios,nacidos vivos,2014-02-01,12,12
VILLA MONTES,atencion de partos en servicios,nacidos vivos,2014-02-01,73,73
VILLA RIVERO,atencion de partos en servicios,nacidos vivos,2014-02-01,5,5
VILLA SERRANO,atencion de partos en servicios,nacidos vivos,2014-02-01,6,6
VILLA TUNARI,atencion de partos en servicios,nacidos vivos,2014-02-01,141,141
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,nacidos vivos,2014-02-01,5,5
VILLAZON,atencion de partos en servicios,nacidos vivos,2014-02-01,58,58
VINTO,atencion de partos en servicios,nacidos vivos,2014-02-01,52,52
VITICHI,atencion de partos en servicios,nacidos vivos,2014-02-01,5,5
WARNES,atencion de partos en servicios,nacidos vivos,2014-02-01,114,114
YACO,atencion de partos en servicios,nacidos vivos,2014-02-01,5,5
YACUIBA,atencion de partos en servicios,nacidos vivos,2014-02-01,208,208
YAMPARAEZ,atencion de partos en servicios,nacidos vivos,2014-02-01,5,5
YANACACHI,atencion de partos en servicios,nacidos vivos,2014-02-01,3,3
YAPACANI,atencion de partos en servicios,nacidos vivos,2014-02-01,78,78
YOCALLA,atencion de partos en servicios,nacidos vivos,2014-02-01,2,2
YOTALA,atencion de partos en servicios,nacidos vivos,2014-02-01,6,6
YUNCHARA,atencion de partos en servicios,nacidos vivos,2014-02-01,3,3
ZUDAÑEZ,atencion de partos en servicios,nacidos vivos,2014-02-01,3,3
ACACIO,atencion de partos en servicios,nacidos vivos,2014-03-01,3,3
ACHACACHI,atencion de partos en servicios,nacidos vivos,2014-03-01,29,29
ACHOCALLA,atencion de partos en servicios,nacidos vivos,2014-03-01,8,8
AIQUILE,atencion de partos en servicios,nacidos vivos,2014-03-01,27,27
ALALAY,atencion de partos en servicios,nacidos vivos,2014-03-01,1,1
ALCALA,atencion de partos en servicios,nacidos vivos,2014-03-01,1,1
ALTO BENI,atencion de partos en servicios,nacidos vivos,2014-03-01,7,7
ANCORAIMES,atencion de partos en servicios,nacidos vivos,2014-03-01,4,4
ANDAMARCA,atencion de partos en servicios,nacidos vivos,2014-03-01,1,1
ANTEQUERA,atencion de partos en servicios,nacidos vivos,2014-03-01,1,1
ANZALDO,atencion de partos en servicios,nacidos vivos,2014-03-01,3,3
APOLO,atencion de partos en servicios,nacidos vivos,2014-03-01,12,12
ARAMPAMPA,atencion de partos en servicios,nacidos vivos,2014-03-01,1,1
ARANI,atencion de partos en servicios,nacidos vivos,2014-03-01,11,11
ARBIETO,atencion de partos en servicios,nacidos vivos,2014-03-01,8,8
ARQUE,atencion de partos en servicios,nacidos vivos,2014-03-01,6,6
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos vivos,2014-03-01,80,80
ATOCHA,atencion de partos en servicios,nacidos vivos,2014-03-01,11,11
AYO AYO,atencion de partos en servicios,nacidos vivos,2014-03-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos vivos,2014-03-01,22,22
AZURDUY,atencion de partos en servicios,nacidos vivos,2014-03-01,4,4
BATALLAS,atencion de partos en servicios,nacidos vivos,2014-03-01,7,7
BAURES,atencion de partos en servicios,nacidos vivos,2014-03-01,15,15
BELEN DE ANDAMARCA,atencion de partos en servicios,nacidos vivos,2014-03-01,1,1
BELEN DE URMIRI,atencion de partos en servicios,nacidos vivos,2014-03-01,1,1
BELLA FLOR,atencion de partos en servicios,nacidos vivos,2014-03-01,2,2
BERMEJO,atencion de partos en servicios,nacidos vivos,2014-03-01,53,53
BETANZOS,atencion de partos en servicios,nacidos vivos,2014-03-01,24,24
BOLIVAR,atencion de partos en servicios,nacidos vivos,2014-03-01,2,2
BOYUIBE,atencion de partos en servicios,nacidos vivos,2014-03-01,3,3
BUENA VISTA,atencion de partos en servicios,nacidos vivos,2014-03-01,10,10
CABEZAS,atencion de partos en servicios,nacidos vivos,2014-03-01,27,27
CAIROMA,atencion de partos en servicios,nacidos vivos,2014-03-01,9,9
"CAIZA ""D""",atencion de partos en servicios,nacidos vivos,2014-03-01,4,4
CAJUATA,atencion de partos en servicios,nacidos vivos,2014-03-01,7,7
CALAMARCA,atencion de partos en servicios,nacidos vivos,2014-03-01,9,9
CAMARGO,atencion de partos en servicios,nacidos vivos,2014-03-01,20,20
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,nacidos vivos,2014-03-01,2,2
CAMIRI,atencion de partos en servicios,nacidos vivos,2014-03-01,91,91
CAPINOTA,atencion de partos en servicios,nacidos vivos,2014-03-01,22,22
CAQUIAVIRI,atencion de partos en servicios,nacidos vivos,2014-03-01,3,3
CARACOLLO,atencion de partos en servicios,nacidos vivos,2014-03-01,13,13
