municipality,group,variable,month,Nº de actividades de educación en Salud Oral,TOTAL
SAN MIGUEL DE VELASCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,18,18
SAN PEDRO DE CURAHUARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,2,2
SAN PEDRO DE TIQUINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,26,26
SAN RAMON SCZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,1,1
SANTA ANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,194,194
SANTA CRUZ DE LA SIERRA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,245,245
SANTA ROSA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,169,169
SANTA ROSA DEL SARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,2,2
SANTIAGO DE CALLAPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,6,6
SANTIAGO DE HUARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,14,14
SANTIVAÑES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,5,5
SANTUARIO DE QUILLACAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,77,77
SAPAHAQUI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,19,19
SHINAOTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,1,1
SICA SICA (VILLA AROMA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,52,52
SIPE SIPE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,75,75
SOPACHUY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,2,2
SORACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,1,1
SORATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,14,14
SUCRE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,170,170
TACOPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,4,4
TAHUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,3,3
TAPACARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,75,75
TARABUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,14,14
TARACO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,19,19
TARATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,3,3
TARIJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,339,339
TARVITA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,14,14
TIQUIPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,383,383
TIRAQUE (CBBA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,144,144
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,3,3
TOCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,1,1
TOLATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,13,13
TOLEDO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,5,5
TOMAVE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,9,9
TOMINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,7,7
TORO TORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,2,2
TRIGAL,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,5,5
TRINIDAD,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,34,34
TUPIZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,93,93
UMALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,12,12
UNCIA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,5,5
URIONDO (A. CONCEPCION),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,16,16
VACAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,196,196
VALLEGRANDE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,369,369
VIACHA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,10,10
VILLA CHARCAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,1,1
VILLA MONTES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,220,220
VILLA NUEVA (LOMA ALTA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,25,25
VILLA RIVERO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,3,3
VILLA SERRANO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,6,6
VILLA TUNARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,131,131
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,9,9
VILLAZON,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,4,4
WARNES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,141,141
YACO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,2,2
YACUIBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,448,448
YAMPARAEZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,10,10
YAPACANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,1,1
YOTALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,65,65
YUNCHARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-02-01,29,29
ACHACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,976,976
ALCALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,15,15
ANCORAIMES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,459,459
ANDAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,85,85
ANTEQUERA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,2,2
APOLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,5,5
ARAMPAMPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,3,3
ARANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,700,700
ARBIETO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,6,6
ARQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,4,4
ASCENCION DE GUARAYOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,3,3
ATOCHA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,18,18
AYATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,3,3
AYO AYO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,31,31
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,184,184
AZURDUY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,11,11
BATALLAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,4,4
BAURES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,25,25
BELEN DE ANDAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,16,16
BELEN DE URMIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,1,1
BERMEJO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,120,120
BETANZOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,8,8
BOLIVAR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,4,4
BOLPEBRA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,25,25
BUENA VISTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,7,7
CABEZAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,438,438
CAIROMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,424,424
CALACOTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,2,2
CALAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,34,34
CAMARGO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,9,9
CAMATAQUI (C. VILLA ABECIA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,6,6
CAMIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,95,95
CAPINOTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,12,12
CAQUIAVIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,5,5
CARACOLLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,19,19
CARAPARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,9,9
CARIPUYO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,1,1
CARMEN RIVERO TORREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,6,6
CATACORA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,1,1
CHALLAPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,59,59
CHARAGUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,1,1
CHAYANTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,14,14
CHIMORE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,9,9
CHIPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,3,3
CHOQUE COTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,8,8
CHUMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,947,947
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,5,5
CLIZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-03-01,181,181
