,group,variable,month,TOTAL 17.2 PENTAVALENTE 1RA. DOSIS CANTIDAD,TOTAL 17.2 PENTAVALENTE 1RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
SAN PEDRO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,24,0,24,0,24
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,37,30,37,30,67
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,4,4,4,4,8
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,2,3,2,3,5
SAN RAFAEL,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,5,1,5,1,6
SAN RAMON BENI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,10,4,10,4,14
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,12,1,12,1,13
SANTA ANA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,33,2,33,2,35
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,3042,52,3042,52,3094
SANTA ROSA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,19,0,19,0,19
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,26,3,26,3,29
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,2,3,2,3,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,9,3,9,3,12
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,4,3,4,3,7
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,1,2,1,2,3
SANTIVAÑES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,6,0,6,0,6
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,2,0,2,0,2
SAPAHAQUI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,12,5,12,5,17
SENA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,17,1,17,1,18
SHINAOTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,49,1,49,1,50
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,29,11,29,11,40
SICAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,10,4,10,4,14
SIPE SIPE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,107,0,107,0,107
SOPACHUY,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,6,6,6,6,12
SORACACHI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,10,6,10,6,16
SORATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,24,15,24,15,39
SUCRE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,623,11,623,11,634
TACACHI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,4,3,4,3,7
TACACOMA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,8,2,8,2,10
TACOBAMBA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,8,3,8,3,11
TACOPAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,14,1,14,1,15
TAHUA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,3,0,3,0,3
TAPACARI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,24,18,24,18,42
TARABUCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,18,6,18,6,24
TARACO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,9,3,9,3,12
TARATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,13,3,13,3,16
TARIJA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,412,8,412,8,420
TARVITA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,16,8,16,8,24
TEOPONTE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,18,5,18,5,23
TIAWANACU,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,13,2,13,2,15
TINGUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,25,16,25,16,41
TIPUANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,18,0,18,0,18
TIQUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,102,16,102,16,118
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,26,13,26,13,39
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,2,0,2,0,2
TOCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,5,5,5,5,10
TOLATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,11,1,11,1,12
TOLEDO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,4,2,4,2,6
TOMAVE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,10,10,10,10,20
TOMINA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,10,4,10,4,14
TORO TORO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,8,5,8,5,13
TOTORA(CBBA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,31,5,31,5,36
TOTORA(ORR),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,9,3,9,3,12
TRIGAL,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,1,1,1,1,2
TRINIDAD,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,239,0,239,0,239
TUPIZA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,100,8,100,8,108
TURCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,4,3,4,3,7
UMALA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,2,6,2,6,8
UNCIA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,30,3,30,3,33
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,16,5,16,5,21
URUBICHA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,9,2,9,2,11
UYUNI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,62,1,62,1,63
VACAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,13,6,13,6,19
VALLEGRANDE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,28,0,28,0,28
VIACHA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,128,3,128,3,131
VILA VILA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,4,1,4,1,5
VILLA CHARCAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,18,7,18,7,25
VILLA MONTES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,83,19,83,19,102
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,3,3,3,3,6
VILLA RIVERO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,9,2,9,2,11
VILLA SERRANO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,7,2,7,2,9
VILLA TUNARI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,114,6,114,6,120
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,10,2,10,2,12
VILLAZON,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,70,4,70,4,74
VINTO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,99,0,99,0,99
VITICHI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,12,2,12,2,14
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,2,0,2,0,2
WARNES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,207,9,207,9,216
YACO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,3,5,3,5,8
YACUIBA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,154,8,154,8,162
YAMPARAEZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,9,3,9,3,12
YANACACHI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,8,2,8,2,10
YAPACANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,83,11,83,11,94
YOCALLA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,13,0,13,0,13
YOTALA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,7,5,7,5,12
YUNCHARA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,2,12,2,12,14
ZUDAÑEZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-01-01,13,3,13,3,16
ACACIO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,3,7,3,7,10
ACHACACHI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,42,14,42,14,56
ACHOCALLA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,11,9,11,9,20
AIQUILE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,25,14,25,14,39
ALALAY,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,2,7,2,7,9
ALCALA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,2,0,2,0,2
ALTO BENI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,12,1,12,1,13
ANCORAIMES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,15,9,15,9,24
ANDAMARCA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,2,2,2,2,4
ANTEQUERA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,3,1,3,1,4
ANZALDO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,3,4,3,4,7
APOLO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,10,7,10,7,17
ARAMPAMPA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,3,1,3,1,4
ARANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,6,2,6,2,8
ARBIETO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,18,5,18,5,23
ARQUE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,13,2,13,2,15
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,52,1,52,1,53
ATOCHA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,31,9,31,9,40
AUCAPATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,6,5,6,5,11
AYATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,4,2,4,2,6
AYO AYO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,4,5,4,5,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,33,19,33,19,52
AZURDUY,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,20,17,20,17,37
BATALLAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,14,11,14,11,25
BAURES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,6,0,6,0,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,0,2,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,5,6,5,6,11
BERMEJO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,39,13,39,13,52
BETANZOS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,36,12,36,12,48
BOLIVAR,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,8,6,8,6,14
BOLPEBRA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,4,3,4,3,7
BOYUIBE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,7,1,7,1,8
BUENA VISTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,19,3,19,3,22
CABEZAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,42,21,42,21,63
CAIROMA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,8,6,8,6,14
"CAIZA ""D""",vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,8,6,8,6,14
CAJUATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,12,8,12,8,20
CALACOTO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,1,9,1,9,10
CALAMARCA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,13,5,13,5,18
CAMARGO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,15,5,15,5,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,4,2,4,2,6
CAMIRI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,54,1,54,1,55
CAPINOTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,46,3,46,3,49
CAQUIAVIRI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,3,11,3,11,14
CARACOLLO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,22,11,22,11,33
CARANAVI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,71,13,71,13,84
CARAPARI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,21,6,21,6,27
CARIPUYO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,2,20,2,20,22
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,9,1,9,1,10
CATACORA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,1,1,1,1,2
CHALLAPATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,43,13,43,13,56
CHAQUI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,4,4,4,4,8
CHARAGUA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,19,35,19,35,54
CHARAÑA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,1,0,1,0,1
CHAYANTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,11,8,11,8,19
CHIMORE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,34,9,34,9,43
CHIPAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,5,0,5,0,5
CHOQUE COTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,1,0,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,4,0,4,0,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,29,6,29,6,35
CHUMA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,1,5,1,5,6
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,12,4,12,4,16
CKOCHAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,14,12,14,12,26
CLIZA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,25,6,25,6,31
COBIJA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,123,10,123,10,133
COCAPATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,7,24,7,24,31
COCHABAMBA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,1201,9,1201,9,1210
COIPASA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,2,1,2,1,3
COLCAPIRHUA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,84,0,84,0,84
"COLCHA ""K""",vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,12,0,12,0,12
COLLANA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,6,1,6,1,7
COLOMI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,21,5,21,5,26
COLPA BELGICA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,11,1,11,1,12
COLQUECHACA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,18,25,18,25,43
COLQUENCHA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,12,0,12,0,12
COLQUIRI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,17,29,17,29,46
COMANCHE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,2,0,2,0,2
COMARAPA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,33,6,33,6,39
COMBAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,0,1,0,1,1
CONCEPCION,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,26,15,26,15,41
COPACABANA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,10,5,10,5,15
CORIPATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,21,8,21,8,29
CORO CORO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,9,1,9,1,10
COROICO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,25,4,25,4,29
CORQUE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,8,2,8,2,10
COTAGAITA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,24,11,24,11,35
COTOCA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,111,5,111,5,116
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,31,13,31,13,44
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,1,0,1,0,1
CUEVO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,5,2,5,2,7
CULPINA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,13,13,13,13,26
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,5,1,5,1,6
CURVA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,3,1,3,1,4
DESAGUADERO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,6,4,6,4,10
EL ALTO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,1411,126,1411,126,1537
EL CHORO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,1,4,1,4,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,17,0,17,0,17
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,18,3,18,3,21
EL TORNO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,87,1,87,1,88
EL VILLAR,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,3,0,3,0,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,27,9,27,9,36
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,57,4,57,4,61
ESCOMA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,8,4,8,4,12
EUCALIPTUS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,6,2,6,2,8
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,1,1,1,1,2
EXALTACION,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,6,0,6,0,6
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,13,2,13,2,15
FILADELFIA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,2,5,2,5,7
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,28,3,28,3,31
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,6,13,6,13,19
GUANAY,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,21,16,21,16,37
GUAQUI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,6,4,6,4,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,111,10,111,10,121
GUTIERREZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,10,15,10,15,25
HUACARETA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,14,6,14,6,20
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,3,4,3,4,7
HUANUNI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,53,2,53,2,55
HUARACAJE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,7,0,7,0,7
HUARINA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,2,6,2,6,8
HUATAJATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,2,0,2,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,3,1,3,1,4
HUMANATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,2,7,2,7,9
ICHOCA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,1,5,1,5,6
ICLA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,2,3,2,3,5
INCAHUASI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,8,14,8,14,22
INQUISIVI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,4,11,4,11,15
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,9,7,9,7,16
IXIAMAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,12,6,12,6,18
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,15,2,15,2,17
LA ASUNTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-02-01,69,13,69,13,82
