,group,variable,month,TOTAL 17.4 PENTAVALENTE 3RA. DOSIS CANTIDAD,TOTAL 17.4 PENTAVALENTE 3RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,2,0,2,0,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,3,7,3,7,10
SAN PEDRO(PND),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,0,1,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,2,0,2,0,2
SAN RAMON BENI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,11,8,11,8,19
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,18,1,18,1,19
SANTA ANA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,35,0,35,0,35
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,2779,33,2779,33,2812
SANTA ROSA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,22,2,22,2,24
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,20,2,20,2,22
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,2,1,2,1,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,5,5,5,5,10
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,6,5,6,5,11
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,1,2,1,2,3
SANTIVAÑES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,4,2,4,2,6
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,6,0,6,0,6
SAPAHAQUI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,13,2,13,2,15
SENA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,6,0,6,0,6
SHINAOTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,27,2,27,2,29
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,19,2,19,2,21
SICAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,10,3,10,3,13
SIPE SIPE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,106,1,106,1,107
SOPACHUY,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,5,3,5,3,8
SORACACHI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,16,6,16,6,22
SORATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,20,12,20,12,32
SUCRE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,596,19,596,19,615
TACACHI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,2,1,2,1,3
TACACOMA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,9,2,9,2,11
TACOBAMBA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,3,6,3,6,9
TACOPAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,9,3,9,3,12
TAPACARI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,34,22,34,22,56
TARABUCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,5,6,5,6,11
TARACO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,11,2,11,2,13
TARATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,10,9,10,9,19
TARIJA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,405,8,405,8,413
TARVITA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,13,3,13,3,16
TEOPONTE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,11,2,11,2,13
TIAWANACU,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,23,5,23,5,28
TINGUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,13,6,13,6,19
TIPUANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,12,1,12,1,13
TIQUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,106,20,106,20,126
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,22,16,22,16,38
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,1,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,3,5,3,5,8
TOLATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,6,2,6,2,8
TOLEDO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,3,0,3,0,3
TOMAVE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,10,10,10,10,20
TOMINA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,7,9,7,9,16
TORO TORO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,6,12,6,12,18
TOTORA(CBBA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,22,4,22,4,26
TOTORA(ORR),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,3,0,3,0,3
TRIGAL,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,2,2,2,2,4
TRINIDAD,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,261,0,261,0,261
TUPIZA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,73,6,73,6,79
TURCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,1,2,1,2,3
UMALA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,3,6,3,6,9
UNCIA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,28,6,28,6,34
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,18,7,18,7,25
URUBICHA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,10,4,10,4,14
UYUNI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,46,3,46,3,49
VACAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,4,14,4,14,18
VALLEGRANDE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,22,0,22,0,22
VIACHA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,124,5,124,5,129
VILA VILA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,4,9,4,9,13
VILLA CHARCAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,13,8,13,8,21
VILLA MONTES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,67,13,67,13,80
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,0,1,0,1,1
VILLA RIVERO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,18,3,18,3,21
VILLA SERRANO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,8,5,8,5,13
VILLA TUNARI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,115,11,115,11,126
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,11,3,11,3,14
VILLAZON,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,64,8,64,8,72
VINTO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,80,0,80,0,80
VITICHI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,4,2,4,2,6
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,2,3,2,3,5
WARNES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,202,7,202,7,209
YACO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,5,4,5,4,9
YACUIBA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,165,7,165,7,172
YAMPARAEZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,9,3,9,3,12
YANACACHI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,8,5,8,5,13
YAPACANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,106,8,106,8,114
YOCALLA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,8,7,8,7,15
YOTALA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,1,6,1,6,7
YUNCHARA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,2,5,2,5,7
ZUDAÑEZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-01-01,6,6,6,6,12
ACACIO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,3,7,3,7,10
ACHACACHI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,21,12,21,12,33
ACHOCALLA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,12,5,12,5,17
AIQUILE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,31,18,31,18,49
ALALAY,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,3,2,3,2,5
ALCALA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,2,1,2,1,3
ALTO BENI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,11,1,11,1,12
ANCORAIMES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,14,8,14,8,22
ANDAMARCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,5,4,5,4,9
ANTEQUERA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,6,0,6,0,6
ANZALDO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,3,9,3,9,12
APOLO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,18,16,18,16,34
ARAMPAMPA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,2,3,2,3,5
ARANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,16,2,16,2,18
ARBIETO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,14,6,14,6,20
ARQUE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,10,3,10,3,13
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,55,1,55,1,56
ATOCHA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,21,5,21,5,26
AUCAPATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,3,3,3,3,6
AYATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,7,5,7,5,12
AYO AYO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,3,5,3,5,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,30,22,30,22,52
AZURDUY,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,8,6,8,6,14
BATALLAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,17,11,17,11,28
BAURES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,7,0,7,0,7
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,0,1,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,3,5,3,5,8
BERMEJO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,40,24,40,24,64
BETANZOS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,24,17,24,17,41
BOLIVAR,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,2,7,2,7,9
BOLPEBRA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,3,3,3,3,6
BOYUIBE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,5,1,5,1,6
BUENA VISTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,14,3,14,3,17
CABEZAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,32,23,32,23,55
CAIROMA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,11,6,11,6,17
"CAIZA ""D""",vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,10,2,10,2,12
CAJUATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,16,3,16,3,19
CALACOTO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,1,6,1,6,7
CALAMARCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,11,4,11,4,15
CAMARGO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,15,9,15,9,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,2,1,2,1,3
CAMIRI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,65,3,65,3,68
CAPINOTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,20,6,20,6,26
CAQUIAVIRI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,9,4,9,4,13
CARACOLLO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,12,7,12,7,19
CARANAVI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,63,10,63,10,73
CARAPARI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,22,5,22,5,27
CARIPUYO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,4,9,4,9,13
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,5,1,5,1,6
CHALLAPATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,44,8,44,8,52
CHAQUI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,7,3,7,3,10
CHARAGUA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,33,22,33,22,55
CHARAÑA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,2,0,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,14,4,14,4,18
CHIMORE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,35,5,35,5,40
CHIPAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,1,0,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,1,2,1,2,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,33,11,33,11,44
CHUMA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,6,5,6,5,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,12,1,12,1,13
CKOCHAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,15,7,15,7,22
CLIZA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,19,11,19,11,30
COBIJA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,89,10,89,10,99
COCAPATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,13,22,13,22,35
COCHABAMBA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,992,7,992,7,999
COIPASA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,2,1,2,1,3
COLCAPIRHUA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,89,0,89,0,89
"COLCHA ""K""",vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,18,2,18,2,20
COLLANA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,3,1,3,1,4
COLOMI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,26,1,26,1,27
COLPA BELGICA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,6,3,6,3,9
COLQUECHACA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,17,26,17,26,43
COLQUENCHA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,8,0,8,0,8
COLQUIRI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,7,24,7,24,31
COMANCHE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,3,0,3,0,3
COMARAPA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,20,6,20,6,26
CONCEPCION,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,36,11,36,11,47
COPACABANA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,18,7,18,7,25
CORIPATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,30,1,30,1,31
CORO CORO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,8,2,8,2,10
COROICO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,12,0,12,0,12
CORQUE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,2,6,2,6,8
COTAGAITA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,19,11,19,11,30
COTOCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,112,5,112,5,117
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,35,12,35,12,47
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,1,0,1,0,1
CUEVO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,1,2,1,2,3
CULPINA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,20,19,20,19,39
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,4,2,4,2,6
CURVA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,2,5,2,5,7
DESAGUADERO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,5,7,5,7,12
EL ALTO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,1188,126,1188,126,1314
EL CHORO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,4,10,4,10,14
EL PUENTE(STC),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,16,4,16,4,20
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,14,5,14,5,19
EL TORNO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,74,1,74,1,75
EL VILLAR,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,4,0,4,0,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,22,12,22,12,34
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,60,11,60,11,71
ESCOMA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,5,2,5,2,7
ESMERALDA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,1,0,1,0,1
EUCALIPTUS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,2,2,2,2,4
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,0,1,0,1,1
EXALTACION,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,22,4,22,4,26
FILADELFIA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,5,8,5,8,13
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,28,3,28,3,31
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,6,8,6,8,14
GUANAY,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,10,10,10,10,20
GUAQUI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,4,5,4,5,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,95,11,95,11,106
GUTIERREZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,14,17,14,17,31
HUACARETA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,17,2,17,2,19
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,1,4,1,4,5
HUACHACALLA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,2,0,2,0,2
HUANUNI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,42,6,42,6,48
HUARACAJE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,4,0,4,0,4
HUARINA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,3,2,3,2,5
HUATAJATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,2,2,2,2,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,4,3,4,3,7
HUMANATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,0,2,0,2,2
ICHOCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,4,8,4,8,12
ICLA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,2,5,2,5,7
INCAHUASI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,8,14,8,14,22
INQUISIVI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,11,12,11,12,23
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,11,8,11,8,19
IXIAMAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,15,0,15,0,15
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,10,1,10,1,11
LA ASUNTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,59,11,59,11,70
LA GUARDIA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,138,8,138,8,146
LA PAZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,1085,103,1085,103,1188
LAGUNILLAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,4,3,4,3,7
LAJA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,14,3,14,3,17
LAS CARRERAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-02-01,6,0,6,0,6
