,group,variable,month,TOTAL 1710 NEUMOCÓCICA 1RA. DOSIS CANTIDAD,TOTAL 1710 NEUMOCÓCICA 1RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
CALACOTO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,6,1,6,1,7
CAMARGO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,23,3,23,3,26
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,5,2,5,2,7
CAMIRI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,162,3,162,3,165
CAPINOTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,104,14,104,14,118
CAQUIAVIRI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,8,7,8,7,15
CARACOLLO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,67,19,67,19,86
CARANAVI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,109,7,109,7,116
CARAPARI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,56,75,56,75,131
CARIPUYO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,8,24,8,24,32
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,41,13,41,13,54
CATACORA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,1,1,1,1,2
CHACARILLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,1,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,107,51,107,51,158
CHAQUI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,30,8,30,8,38
CHARAGUA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,74,57,74,57,131
CHIMORE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,138,11,138,11,149
CHIPAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,5,0,5,0,5
CHOQUE COTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,8,0,8,0,8
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,54,8,54,8,62
CHUMA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,25,13,25,13,38
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,12,1,12,1,13
CKOCHAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,58,33,58,33,91
CLIZA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,82,10,82,10,92
COBIJA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,364,72,364,72,436
COCAPATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,18,42,18,42,60
COCHABAMBA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,4054,30,4054,30,4084
COIPASA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,2,1,2,1,3
COLCAPIRHUA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,385,2,385,2,387
"COLCHA ""K""",vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,25,2,25,2,27
COLOMI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,108,11,108,11,119
COLPA BELGICA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,22,2,22,2,24
COLQUECHACA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,45,49,45,49,94
COLQUIRI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,1,6,1,6,7
COMANCHE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,3,0,3,0,3
COMARAPA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,136,22,136,22,158
CONCEPCION,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,122,24,122,24,146
COPACABANA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,16,11,16,11,27
CORIPATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,61,13,61,13,74
CORO CORO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,17,3,17,3,20
COROICO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,55,5,55,5,60
COTAGAITA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,88,15,88,15,103
COTOCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,521,23,521,23,544
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,84,7,84,7,91
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,3,0,3,0,3
CUEVO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,11,21,11,21,32
CULPINA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,6,8,6,8,14
EL ALTO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,921,126,921,126,1047
EL CHORO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,3,23,3,23,26
EL PUENTE(STC),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,79,10,79,10,89
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,57,24,57,24,81
EL TORNO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,582,5,582,5,587
EL VILLAR,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,2,0,2,0,2
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,78,133,78,133,211
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,230,15,230,15,245
ESCOMA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,2,0,2,0,2
EUCALIPTUS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,10,4,10,4,14
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,63,4,63,4,67
FILADELFIA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,13,20,13,20,33
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,120,11,120,11,131
GUANAY,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,14,4,14,4,18
GUAQUI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,4,4,4,4,8
GUTIERREZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,13,54,13,54,67
HUACARETA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,6,4,6,4,10
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,3,4,3,4,7
HUACHACALLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,3,0,3,0,3
HUANUNI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,144,6,144,6,150
HUARACAJE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,9,0,9,0,9
HUARINA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,7,9,7,9,16
HUATAJATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,8,1,8,1,9
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,6,2,6,2,8
HUMANATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,3,6,3,6,9
ICLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,9,8,9,8,17
INCAHUASI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,3,5,3,5,8
INQUISIVI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,9,2,9,2,11
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,6,5,6,5,11
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,4,0,4,0,4
LA ASUNTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,27,15,27,15,42
LA GUARDIA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,672,25,672,25,697
LA PAZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,1074,8,1074,8,1082
LA RIVERA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,1,1,1,1,2
LAGUNILLAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,26,21,26,21,47
LAJA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,25,4,25,4,29
LAS CARRERAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,0,1,0,1,1
LICOMA PAMPA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,4,0,4,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,113,70,113,70,183
LLICA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,7,1,7,1,8
LORETO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,2,1,2,1,3
LURIBAY,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,7,7,7,7,14
MACHACAMARCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,16,4,16,4,20
MACHARETI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,6,5,6,5,11
MAGDALENA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,45,11,45,11,56
MALLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,0,3,0,3,3
MAPIRI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,5,5,5,5,10
MECAPACA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,0,1,0,1,1
MINEROS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,272,7,272,7,279
MIZQUE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,194,58,194,58,252
MOCOMOCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,8,5,8,5,13
MOJINETE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,2,0,2,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,6,7,6,7,13
MONTEAGUDO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,13,1,13,1,14
MONTERO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,838,3,838,3,841
MORO MORO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,8,2,8,2,10
MOROCHATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,42,3,42,3,45
OCURI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,33,33,33,33,66
OKINAWA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,117,9,117,9,126
OMEREQUE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,19,12,19,12,31
ORURO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,1127,1200,1127,1200,2327
PADCAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,94,32,94,32,126
PADILLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,31,14,31,14,45
PAILON,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,111,22,111,22,133
PALOS BLANCOS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,26,6,26,6,32
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,19,5,19,5,24
PAMPA GRANDE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,73,2,73,2,75
PAPEL PAMPA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,1,1,1,1,2
PASORAPA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,9,6,9,6,15
PAZÑA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,29,21,29,21,50
PELECHUCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,5,1,5,1,6
POCOATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,10,42,10,42,52
POCONA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,29,39,29,39,68
POJO (CBBA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,49,4,49,4,53
PORCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,48,3,48,3,51
POROMA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,27,20,27,20,47
PORONGO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,42,15,42,15,57
PORTACHUELO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,140,7,140,7,147
PORVENIR,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,24,0,24,0,24
POTOSI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,503,5,503,5,508
PRESTO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,1,9,1,9,10
PUCARA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,1,0,1,0,1
PUCARANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,14,27,14,27,41
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,3,1,3,1,4
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,6,2,6,2,8
PUERTO PEREZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,7,2,7,2,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,77,37,77,37,114
PUERTO RICO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,19,15,19,15,34
PUERTO SILES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,0,1,0,1,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,152,11,152,11,163
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,272,30,272,30,302
PUNA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,29,36,29,36,65
PUNATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,111,0,111,0,111
QUILLACOLLO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,619,137,619,137,756
QUIME,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,8,5,8,5,13
QUIRUSILLAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,6,0,6,0,6
RAVELO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,62,96,62,96,158
REYES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,64,1,64,1,65
RIBERALTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,280,25,280,25,305
ROBORE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,141,14,141,14,155
RURRENABAQUE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,13,2,13,2,15
SABAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,3,1,3,1,4
SACABA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,839,24,839,24,863
SACABAMBA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,14,6,14,6,20
SACACA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,36,16,36,16,52
SAIPINA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,32,15,32,15,47
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,11,19,11,19,30
SAMAIPATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,64,4,64,4,68
SAN AGUSTIN,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,2,0,2,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,60,5,60,5,65
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,0,4,0,4,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,9,0,9,0,9
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,2,0,2,0,2
SAN BENITO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,58,20,58,20,78
SAN BORJA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,83,0,83,0,83
SAN CARLOS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,84,2,84,2,86
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,465,47,465,47,512
SAN JOAQUIN,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,36,0,36,0,36
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,50,0,50,0,50
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,52,2,52,2,54
SAN JULIAN,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,44,13,44,13,57
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,131,7,131,7,138
SAN LUCAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,26,10,26,10,36
SAN MATIAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,79,9,79,9,88
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,50,3,50,3,53
SAN PEDRO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,91,10,91,10,101
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,63,70,63,70,133
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,10,4,10,4,14
SAN RAFAEL,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,37,9,37,9,46
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,43,2,43,2,45
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,7754,83,7754,83,7837
SANTA ROSA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,57,0,57,0,57
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,115,24,115,24,139
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,7,1,7,1,8
SANTIVAÑES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,31,4,31,4,35
SAPAHAQUI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,0,2,0,2,2
SENA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,1,0,1,0,1
SHINAOTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,89,7,89,7,96
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,4,0,4,0,4
SICAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,2,0,2,0,2
SIPE SIPE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,261,9,261,9,270
SOPACHUY,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,6,6,6,6,12
SORACACHI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,13,1,13,1,14
SORATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,3,26,3,26,29
SUCRE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,561,17,561,17,578
TACACHI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,1,1,1,1,2
TACACOMA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,7,5,7,5,12
TACOBAMBA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,8,2,8,2,10
TACOPAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,8,0,8,0,8
TAPACARI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,79,37,79,37,116
TARABUCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,44,45,44,45,89
TARACO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,2,0,2,0,2
TARATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,32,6,32,6,38
TARIJA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,1400,83,1400,83,1483
TARVITA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,18,9,18,9,27
TEOPONTE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,3,2,3,2,5
TIAWANACU,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,1,4,1,4,5
TINGUIPAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,36,10,36,10,46
TIPUANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,8,0,8,0,8
TIQUIPAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,238,67,238,67,305
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,62,33,62,33,95
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,0,1,0,1,1
TOCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,16,9,16,9,25
TOLATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,11,1,11,1,12
TOLEDO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,1,0,1,0,1
TOMAVE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,21,13,21,13,34
TOMINA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,5,5,5,5,10
TORO TORO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,9,19,9,19,28
TOTORA(CBBA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-02-01,99,23,99,23,122
